feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
0.151,0.503,-0.03,-0.905,1.225,1.022,0.629,0.762,0.392,0.539,-0.823,-0.746,-0.689,-0.89,-1.713,1
-0.619,-0.501,-0.05,-1.47,1.313,-1.215,-0.351,-0.24,0.69,0.851,0.479,-0.735,-1.107,1.031,-0.38,1
0.794,-1.554,-1.412,0.897,0.564,-0.896,1.087,-1.516,2.151,0.684,0.236,0.226,1.01,-0.424,1.491,0
-1.801,0.581,-0.972,-0.145,-1.135,0.325,-0.223,1.135,-0.444,1.465,0.489,-1.12,0.991,0.226,0.972,0
1.052,-1.262,1.39,0.451,0.017,-0.232,0.94,0.05,-0.121,0.218,-0.427,0.808,0.798,0.576,0.437,1
0.175,0.914,-1.806,0.061,-0.664,1.863,0.483,1.894,-0.64,-0.455,0.906,0.374,-1.175,0.931,1.29,1
0.402,-1.034,-0.162,0.233,-0.393,-1.001,-2.232,0.27,-0.916,1.325,-0.95,-0.066,-0.874,0.132,0.369,0
-0.214,-0.426,-0.399,-0.774,-0.477,-2.081,0.494,1.674,-1.755,-0.562,-0.208,1.536,1.17,-0.71,-0.27,1
-0.697,0.238,0.804,1.113,0.072,2.02,1.611,0.595,-0.801,-0.118,-0.86,-1.433,0.991,-1.386,0.34,0
0.553,-0.212,0.714,-1.091,0.359,-1.466,1.506,0.946,-0.77,-0.635,-0.094,-1.581,1.588,2.871,-0.88,0
-0.328,-1.225,-1.461,0.329,-0.864,0.36,-0.921,1.573,-0.014,0.583,-0.345,0.712,0.117,0.063,3.367,1
-0.035,2.066,-0.753,-0.841,0.214,0.057,-0.901,-1.509,-0.037,0.595,0.373,-1.507,-0.471,0.715,0.907,1
0.432,1.016,0.334,1.274,-1.21,1.134,-0.134,-1.171,-0.869,-0.725,1.044,-0.803,-0.129,-0.783,-0.419,1
-0.909,-0.936,1.138,-0.755,0.584,-0.281,1.956,0.767,-0.078,-1.122,0.101,-2.161,-0.526,-0.907,0.116,1
0.865,-1.032,-0.776,1.302,-0.019,-1.413,-0.815,0.19,-1.328,0.73,0.649,1.256,-0.553,0.323,1.056,1
1.282,-0.349,0.466,0.51,0.156,1.457,-2.168,-0.437,0.674,0.666,0.827,-1.329,-1.992,0.578,-0.713,1
-0.27,-0.134,1.38,0.444,0.995,1.004,0.235,-1.289,0.234,-0.612,0.305,0.192,1.028,-0.893,-0.119,1
0.108,-0.008,-1.628,2.007,-1.658,0.509,-0.679,-0.232,-1.096,0.844,-2.599,-0.006,-0.173,-1.38,-1.639,1
-0.398,0.537,-0.412,-1.033,1.037,1.255,-1.71,0.925,0.197,-0.744,0.084,-0.101,-0.442,0.073,0.035,1
0.613,0.036,-0.906,0.052,0.014,-1.099,-0.316,-0.197,0.561,1.557,0.789,-0.998,-0.947,0.585,0.766,1
-0.296,-0.439,0.176,0.264,-2.179,0.823,1.416,-0.189,-1.099,1.357,-0.959,0.93,-0.012,0.498,-0.873,0
0.188,0.624,0.211,0.521,1.76,-0.054,0.292,-1.549,0.207,-0.016,-1.528,-0.792,0.77,0.008,0.124,0
0.13,0.238,2.804,-0.527,-2.26,-1.266,-0.024,-0.167,0.772,1.286,1.247,0.389,1.209,1.167,0.107,1
0.882,-0.7,-1.015,-1.649,-1.05,0.021,-0.703,-2.286,-0.536,0.287,1.17,-0.16,0.286,-0.724,0.512,1
-0.438,0.137,-0.248,0.563,0.478,2.417,-0.751,1.156,1.61,-1.523,-1.025,-0.066,1.035,0.5,1.189,1
-0.878,-0.82,0.328,0.25,-0.987,-0.13,1.411,-0.05,-0.331,0.343,0.628,-1.108,-0.242,0.106,0.251,1
1.163,-0.629,0.759,0.408,0.337,-0.361,1.433,0.835,2.33,0.334,-0.241,-0.03,-0.685,-0.347,-0.314,0
0.265,0.424,0.721,0.798,-0.77,1.079,0.868,0.147,1.247,-0.777,-1.205,-0.133,-0.749,-0.751,0.715,1
-0.892,-2.206,0.118,1.183,0.486,0.813,0.666,-0.18,-0.004,-1.687,0.974,1.294,0.158,0.956,0.889,0
-1.91,0.871,1.13,0.829,-0.731,1.042,-0.731,0.978,0.563,-1.938,-1.316,-2.311,-0.468,-1.084,0.054,1
0.597,1.823,0.751,0.227,0.334,-0.695,-0.994,1.093,-1.027,-1.037,0.845,0.472,-2.604,-1.218,-0.977,1
-0.65,0.536,0.702,-0.994,-0.064,1.359,1.269,0.264,-0.137,-1.304,-1.927,-0.657,-0.671,0.684,-1.446,1
1.016,1.137,-1.863,0.905,0.548,-1.417,1.041,0.807,0.666,1.764,-0.155,0.16,-1.316,-0.464,0.386,1
-2.059,0.141,0.705,0.06,1.752,0.488,-0.454,-1.673,0.273,1.172,0.498,-0.446,0.42,2.208,1.953,0
-0.693,-0.998,-0.041,1.586,0.119,-1.47,-1.783,1.662,2.575,-0.22,0.05,0.391,1.302,1.333,0.482,0
-0.104,0.108,-0.868,-0.09,0.06,-0.26,-0.897,0.89,-1.58,-2.052,-0.413,-0.133,1.192,0.281,1.007,1
1.752,0.297,-1.21,-0.325,0.48,1.494,-1.558,-0.349,2.148,0.034,1.49,1.718,0.502,1.164,-0.827,1
-0.554,0.313,1.766,-0.555,-0.352,-1.299,0.452,0.103,0.421,0.29,-0.549,-2.995,-0.516,1.636,0.111,1
-0.556,0.8,1.117,-1.343,-0.642,0.413,-0.724,-1.981,1.31,0.01,-0.3,0.431,-2.03,0.2,0.861,1
-0.821,-0.524,-1.683,1.41,1.162,0.017,-1.224,-1.463,-1.222,-0.105,-0.295,1.197,3.173,1.333,0.29,0
-1.015,0.003,-0.191,0.607,-0.088,-2.797,-0.152,-1.321,0.688,-1.276,-0.134,-1.402,0.632,0.019,2.715,1
-0.48,-1.206,-1.128,0.741,0.486,1.271,0.967,0.999,-0.696,0.195,1.363,0.842,0.281,0.444,1.625,1
0.505,-1.184,1.331,-0.515,-1.836,-0.278,0.796,0.373,-1.065,-0.999,-0.41,-0.318,-1.422,0.524,0.194,1
0.258,-0.046,-0.09,2.531,0.45,0.376,-0.775,-1.114,-0.452,-1.925,-0.655,-0.006,-1.238,-0.915,-1.652,1
0.701,0.521,0.784,-0.318,-0.676,-2.34,0.571,0.49,0.672,-1.102,0.658,0.736,2.599,0.054,0.41,1
-0.578,-0.11,0.402,1.137,0.416,-0.187,-0.198,-0.035,0.959,-0.726,0.374,0.17,0.123,1.135,0.816,1
-0.716,0.432,-1.599,1.134,1.716,-0.659,-0.505,0.951,-0.868,-1.586,-0.096,0.622,1.041,-0.408,2.12,0
-1.258,1.056,-1.103,-0.092,-0.057,0.014,0.46,0.111,-0.443,-1.417,-2.129,1.208,1.016,-0.199,-1.618,1
-0.359,0.627,-1.57,0.693,3.088,0.338,-1.103,1.226,-0.932,-1.098,-0.303,0.771,0.642,2.208,-0.202,0
-0.418,0.459,0.029,-0.246,0.809,0.933,1.679,0.675,-0.767,-0.443,0.63,-0.16,-0.157,0.323,0.732,1
0.476,-0.292,-0.233,-0.574,0.264,0.083,-0.798,1.223,-0.684,-0.04,0.412,-0.803,0.58,-0.039,-1.081,1
0.682,1.609,-0.453,-0.304,1.43,-1.109,-0.119,1.37,-1.47,-0.243,0.165,-0.751,-0.385,2.419,0.131,1
-0.215,-0.192,-0.892,-1.312,-0.395,0.619,-0.565,0.298,1.253,0.097,-0.529,1.583,-0.286,-0.396,1.155,1
1.145,0.38,1.322,0.672,-0.758,-1.601,-1.641,0.698,-0.762,-0.208,1.83,0.19,-0.547,0.785,-2.24,1
0.029,-1.197,-0.011,0.182,-0.818,-0.126,-0.209,0.792,0.431,-0.606,-0.514,-0.365,-0.274,-0.915,-0.131,0
-2.526,1.413,-0.428,0.937,-1.527,-0.725,0.195,0.035,0.914,-0.737,1.563,-0.976,-0.204,-0.552,-0.88,1
-0.394,0.323,1.331,-0.433,1.988,-1.533,-0.59,-0.335,0.604,-1.38,-1.527,2.597,-0.448,0.418,-0.094,1
-0.719,-0.007,0.189,-0.203,-0.472,0.661,-0.518,0.57,-1.643,1.848,1.898,-0.33,0.412,1.04,-0.62,1
0.059,0.603,0.826,-1.098,1.055,0.234,0.673,-0.22,2.03,-0.236,-0.12,0.075,0.218,-2.023,0.521,1
-0.076,0.621,-0.935,0.285,-0.274,0.795,0.246,0.284,-1.646,-1.202,1.288,0.648,0.584,0.202,0.449,1
-0.842,0.7,1.334,-0.583,0.277,1.437,0.718,1.971,-1.155,0.961,-1.377,-1.004,0.887,-1.732,-1.034,0
0.112,-0.741,0.061,-2.039,-1.057,-0.593,1.735,-0.535,0.837,-0.441,-0.113,0.226,-0.985,1.443,0.604,1
0.135,0.828,0.918,0.075,0.293,3.075,0.317,0.92,-0.154,0.619,1.368,0.514,0.979,-0.99,0.573,1
-1.511,-0.97,0.192,-1.418,0.36,1.17,-0.77,0.05,2.013,0.823,0.895,-1.202,1.552,0.541,-0.474,0
0.219,0.097,1.009,-1.016,0.58,-0.796,-0.467,-1.354,-0.622,0.641,-0.436,0.225,1.234,0.2,-1.46,1
0.287,-0.55,0.222,-2.206,0.516,0.681,-0.226,1.439,0.452,-1.851,-0.359,-1.045,1.214,-2.693,0.547,1
-0.957,-1.511,0.394,-0.25,-0.318,0.042,-1.008,-0.592,1.065,-0.739,0.981,-0.962,-0.243,0.05,-0.119,0
-0.342,-0.179,0.258,0.315,0.937,1.246,-0.187,0.223,0.229,1.433,-0.227,-1.589,1.519,-1.923,0.401,0
0.356,0.682,-0.544,-0.163,-0.451,-0.248,1.088,0.479,1.367,-1.434,0.379,0.551,-0.104,-0.388,-1.109,0
-0.12,0.162,-0.426,-1.075,0.317,1.792,2.056,0.032,1.487,-1.535,1.506,-0.022,-1.202,0.454,0.016,1
0.71,1.37,-1.515,-0.731,-1.884,-1.255,-1.093,0.258,-3.675,-0.925,-0.383,1.352,-0.942,-0.424,0.135,0
1.83,-0.886,0.651,0.461,-1.093,-1.48,0.303,-1.571,-0.092,-0.598,0.976,-0.352,-0.276,-0.963,-0.621,1
-0.674,-1.152,-0.958,-0.569,0.955,-1.836,-0.608,-0.401,1.287,-0.119,1.502,0.44,0.684,-0.849,0.275,1
-0.421,-0.296,-0.791,1.515,1.572,0.952,1.894,-0.385,0.366,0.732,0.01,1.632,0.713,-0.933,0.171,0
1.764,-0.121,-0.487,3.006,-1.645,1.931,1.768,-0.873,-0.056,0.443,0.743,1.736,1.009,-0.281,-1.882,1
0.262,0.008,0.552,0.082,-0.422,-2.554,-1.404,0.636,0.164,1.03,-0.477,-1.492,-0.078,-0.993,0.274,1
-0.195,0.867,0.097,1.333,0.265,-0.733,-2.574,-0.532,0.008,-1.047,0.613,-1.192,3.281,-2.049,0.472,0
1.53,1.426,-1.592,0.82,-0.636,-0.002,-0.836,-1.909,0.244,-0.745,0.477,-0.284,-1.752,0.757,-0.152,1
1.14,0.271,0.914,0.66,-0.578,0.66,-0.914,-0.282,1.557,0.541,1.154,0.139,0.063,-0.622,-1.083,1
1.274,-0.335,-0.278,-0.392,1.155,-0.873,1.224,0.897,0.48,0.171,-0.579,0.311,1.119,0.375,-1.319,1
2.253,-0.567,0.612,0.057,-0.421,0.495,-0.228,1.361,1.346,-0.142,-1.25,-1.031,-0.181,0.14,0.193,0
-0.673,-0.704,-0.898,0.455,0.036,-0.139,0.292,1.223,2.052,1.139,-0.233,-0.778,-0.686,1.695,1.712,1
-0.014,-0.289,-0.297,0.05,0.741,1.08,-0.313,0.689,-0.461,-0.76,-1.736,-0.894,-0.776,0.331,1.371,1
1.346,1.233,-0.196,-0.493,-0.811,0.284,-0.934,0.395,0.553,-2.772,0.472,-2.126,0.719,0.317,-2.51,1
0.748,-2.323,1.349,-1.08,0.494,0.829,-0.939,-0.187,0.021,0.129,-0.719,1.244,0.131,0.982,-0.734,0
0.063,2.139,0.951,0.119,0.372,-1.086,-1.8,0.957,0.401,0.939,-2.236,-0.469,0.776,-1.53,1.53,1
0.92,-3.022,1.01,0.666,0.001,0.463,0.435,1.572,2.316,1.25,-0.975,-2.332,-1.942,-0.545,-0.37,0
0.217,0.857,-1.489,0.749,-0.138,0.184,1.084,0.535,0.7,0.128,-0.58,0.376,0.59,-2.361,0.048,1
-1.147,-0.528,-1.02,1.106,-0.532,0.81,-1.752,0.1,-0.49,-0.593,-2.721,0.219,0.069,-0.11,0.87,1
0.066,0.737,-0.836,1.427,-0.277,-0.919,1.905,-2.378,-3.136,2.05,0.036,-1.225,-0.672,-1.189,0.2,1
0.294,0.395,-2.125,1.715,-0.127,0.153,-2.25,-0.513,-0.728,-0.145,1.347,2.007,1.449,-2.697,-0.712,0
0.562,0.778,-0.311,0.931,0.227,-1.377,-0.194,-0.219,-0.654,0.3,0.037,0.606,0.655,1.074,-0.919,1
-1.663,-0.55,0.485,1.09,0.517,-0.867,0.397,-0.118,-0.808,0.161,0.101,-0.205,-0.656,-0.091,0.191,1
0.137,0.261,0.03,-1.083,0.781,-1.879,0.438,0.022,-2.896,1.094,-0.156,0.457,0.674,-0.234,-2.245,1
0.625,-1.371,-0.441,-0.602,0.815,-2.128,0.296,-0.162,0.913,0.256,0.273,-1.415,-2.921,-0.832,0.793,1
-0.061,-1.541,1.277,0.759,0.048,-0.374,0.793,-0.615,0.942,0.32,-0.051,0.422,-0.814,-1.56,1.056,1
0.04,1.112,-0.388,0.967,-2.069,1.925,1.387,0.45,0.535,-0.029,1.249,0.782,-0.204,-1.602,-0.939,1
1.582,-0.616,0.664,-1.1,1.118,0.411,0.353,-0.693,-0.195,-1.079,-0.321,0.562,-1.069,-0.977,0.982,1
0.329,-1.089,-0.364,-0.496,2.875,2.346,-0.258,-1.604,0.086,0.393,0.337,0.968,-0.351,-0.589,-0.445,0
-0.797,-1.303,0.281,-0.819,-0.085,0.169,1.192,0.055,-0.706,1.31,0.491,0.537,-0.437,0.654,-0.882,0
0.433,1.592,0.528,0.397,-0.009,0.351,2.318,-0.793,-0.953,-0.48,0.224,-1.873,1.538,-1.767,0.623,1
-0.834,0.826,1.492,1.675,0.88,-0.216,0.591,1.373,0.26,-0.288,-0.178,0.313,0.271,0.172,-1.537,1
2.894,-0.258,0.11,1.116,-0.247,-0.113,0.638,1.022,1.348,0.437,0.872,0.749,-1.829,1.063,1.211,1
1.698,1.725,0.103,-0.991,0.912,-0.364,1.414,-0.712,0.097,-0.098,1.623,-0.143,-1.449,1.811,-0.768,1
-0.472,0.548,-0.827,0.814,0.19,-0.838,0.543,0.538,-0.18,-0.224,0.184,-0.144,0.845,-0.383,-1.276,1
0.377,-1.158,-1.205,-1.22,0.038,-1.441,-0.605,-0.406,1.037,-0.158,-1.035,-0.326,-0.798,-0.616,-0.606,0
0.077,-0.8,-0.955,0.882,-0.98,0.334,0.06,-0.823,0.615,-0.167,-2.416,1.191,-0.08,0.86,-0.128,1
2.146,-1.152,-0.09,0.331,-0.917,-0.612,0.666,-0.387,0.397,0.684,1.718,0.042,-1.333,0.45,0.544,1
-1.09,0.048,-0.702,-0.75,0.949,-1.718,0.245,1.393,-0.023,-1.1,0.339,0.454,0.963,0.944,-1.129,1
-1.823,0.216,0.497,-1.003,-1.392,-1.381,1.853,-0.77,-0.433,-0.786,-2.156,-1.024,-0.75,-0.714,0.892,1
-0.617,-0.243,0.701,0.346,-1.077,0.906,-0.227,1.127,-0.938,-0.78,-1.439,-1.27,-0.926,-0.262,-0.64,1
0.457,-0.382,-1.962,0.692,2.219,-0.627,1.32,1.543,-0.753,0.72,0.119,-0.096,-0.045,-0.878,0.594,1
-0.434,-1.771,-0.941,-1.054,0.724,1.331,1.138,-1.378,-1.164,2.616,-0.491,-0.937,-0.259,0.247,-0.376,0
-0.655,1.783,0.366,-0.404,-0.324,-0.139,2.096,0.004,0.295,1.299,0.809,-0.557,-0.759,0.752,-0.624,1
1.012,-1.591,-0.811,1.026,0.386,-0.025,-1.036,0.82,2.0,-0.03,0.661,-2.119,0.484,-0.381,-0.745,0
0.32,-0.877,-1.158,0.253,0.34,-0.842,-0.795,-0.685,0.775,-0.058,-0.138,-1.377,-1.646,0.457,-0.483,1
-1.301,1.23,1.242,-0.125,-1.026,0.573,-0.201,-0.836,-1.639,-1.514,1.065,-0.255,-0.707,-0.088,0.527,1
-1.541,0.374,-0.275,0.212,0.375,-0.854,-0.42,-0.209,-0.19,-0.704,0.409,-0.692,-0.112,0.327,1.771,1
-0.684,-1.033,2.264,0.483,0.748,-0.576,0.269,0.346,-0.119,0.877,-0.129,-0.742,-0.955,1.392,-0.956,1
-0.204,0.072,2.59,0.035,-0.982,-0.154,-1.215,0.309,0.012,-1.031,-2.027,1.289,-1.998,-0.404,0.747,1
-0.655,-2.162,-0.292,0.429,0.697,0.507,0.987,1.425,-1.005,0.55,1.17,0.47,-1.54,0.71,1.024,1
-0.12,-2.244,0.341,-0.98,-0.735,-0.15,-0.472,0.504,-0.726,0.022,-0.077,1.548,0.345,1.05,0.566,1
0.898,0.181,0.774,-0.098,-0.225,1.706,0.871,0.263,-0.285,0.428,1.911,0.119,2.256,-0.614,-1.316,0
0.864,0.057,1.337,0.233,-0.798,0.341,0.874,-1.707,-0.538,1.36,1.706,-2.474,-1.197,-1.463,0.025,1
-1.158,0.383,0.762,-0.495,2.773,-0.38,-0.521,0.353,0.26,-0.691,0.397,2.533,-0.367,0.764,1.217,0
-1.036,0.566,1.13,-0.065,0.073,-0.823,1.613,0.946,-1.638,-0.617,-0.914,0.655,-1.128,1.131,0.652,1
0.267,-0.088,-1.151,-0.215,0.086,0.697,-0.196,-1.337,-1.05,-1.499,-0.358,-0.316,0.459,2.423,-1.154,1
-0.706,-1.522,-0.673,-0.037,0.824,2.41,-1.742,0.695,-1.284,0.363,0.293,-0.475,0.07,0.326,-2.033,0
-0.378,0.216,0.321,-0.47,-0.423,0.391,-0.38,1.389,0.612,-0.225,-0.87,1.865,0.883,1.01,1.242,0
0.699,-0.539,0.656,2.178,-0.204,3.254,0.61,0.358,-1.228,0.217,-0.86,0.96,-0.015,0.853,-1.178,0
-0.269,0.586,0.933,1.555,-1.648,1.646,-0.379,-0.644,1.649,-0.698,2.148,2.34,-0.547,-0.932,-0.264,1
0.478,0.163,0.469,-0.909,0.224,-1.237,0.561,-0.857,-0.775,-0.143,0.416,2.102,-0.695,-0.368,-0.453,0
-0.565,0.45,0.004,1.957,0.531,-0.112,1.021,-0.834,-0.597,-1.302,-0.561,0.959,-0.239,-0.919,0.401,0
0.559,1.219,1.263,0.26,-0.231,-0.641,-0.686,-0.655,-0.662,1.211,-0.671,-0.189,0.953,0.571,0.307,1
-1.348,-0.204,0.462,0.452,2.081,0.231,-0.249,-0.866,-0.914,-0.153,-0.213,1.491,-0.822,0.652,0.213,0
-0.777,-0.314,-0.168,-0.503,-0.392,0.019,-0.607,0.849,-1.495,-1.101,0.658,0.7,-1.826,1.149,-0.576,1
-0.174,-1.011,0.524,-1.212,0.321,-0.591,0.974,1.678,0.976,0.51,-0.918,-1.181,-0.038,-0.77,-0.669,1
-0.369,-0.002,0.167,-0.816,-0.368,0.159,0.333,-1.905,1.483,-0.488,0.655,-0.198,0.856,0.948,-1.997,0
-0.438,0.066,0.54,1.404,-0.483,-1.448,-0.012,-0.65,0.391,-2.273,1.059,-0.074,-0.467,-1.235,1.106,1
1.099,-0.172,1.803,1.768,-0.741,-0.175,2.527,-0.886,1.628,-0.325,-1.38,-1.295,-0.081,0.071,-0.969,1
0.255,0.271,0.959,0.015,-1.412,-0.237,0.933,0.542,-0.643,-0.871,-0.867,1.477,0.463,-1.714,0.544,1
0.358,1.167,-0.039,-1.037,1.467,-0.238,0.478,0.698,0.008,0.398,-0.733,0.034,1.756,0.813,1.136,1
0.681,-1.337,0.475,-0.579,-0.429,-0.619,-1.273,-0.616,0.834,-0.42,0.837,-0.13,-1.831,1.167,-1.303,1
-0.164,0.024,0.508,-1.621,0.206,-0.922,0.138,0.671,-0.339,-1.05,1.389,0.082,-0.754,0.606,0.135,1
0.881,2.033,1.278,-0.251,-2.028,-0.845,0.65,3.022,-0.327,1.275,0.563,-2.57,0.229,0.926,0.638,0
-0.887,0.572,1.187,0.867,-0.33,-0.142,-1.155,-1.016,-0.801,-0.338,-1.014,-1.791,1.478,0.525,1.611,1
-0.32,-1.792,1.197,-1.233,0.335,-1.907,-0.781,0.413,1.132,-0.985,-0.863,0.309,-0.808,-0.769,-0.563,1
-0.663,-1.012,-0.293,2.102,0.763,-0.123,0.911,-0.418,1.491,-0.266,-0.117,-0.951,-1.675,-0.362,1.674,0
0.39,0.405,-1.059,-0.148,0.918,2.473,-1.669,1.492,0.809,-0.75,0.19,-2.118,-0.628,-0.394,-0.985,0
-1.012,-0.308,0.439,0.254,0.957,1.553,0.01,0.463,0.949,0.102,1.03,-3.087,0.005,0.47,0.281,0
-0.119,0.274,-0.506,0.494,0.046,0.607,0.322,0.149,0.815,-0.671,0.215,-0.789,-0.977,-0.517,-0.428,1
0.183,-0.775,1.306,-0.639,0.501,0.769,-0.95,1.262,0.122,0.676,-1.079,1.501,-2.227,0.735,-0.238,0
0.945,-0.696,-0.763,0.811,0.528,0.17,-0.917,-1.335,-0.184,-1.014,0.375,-0.079,-0.077,-1.066,0.577,1
0.701,-0.036,0.233,-0.888,-0.774,-0.426,0.49,0.476,0.771,-0.169,0.939,-0.207,-0.332,-0.707,0.601,1
-1.347,1.353,-0.628,1.238,0.516,0.642,0.097,0.909,-0.186,1.278,-0.463,0.447,0.833,-0.44,-0.932,1
-0.148,1.175,-1.542,-0.186,-0.395,0.025,-0.482,2.146,-0.022,0.243,0.941,-1.099,0.459,0.998,-0.979,0
-2.503,0.931,-0.981,-0.739,-1.049,-1.521,2.546,1.673,0.683,1.797,1.386,-0.934,-0.382,1.304,-1.09,0
-0.753,0.941,-0.511,0.089,-1.436,2.131,-0.843,-0.149,1.127,-0.324,1.003,-0.056,0.656,2.387,1.183,1
-0.046,-0.127,0.077,-1.531,0.299,-1.66,-1.333,0.422,-0.448,0.408,-0.767,-0.18,0.736,0.225,-0.49,1
1.289,-0.646,0.556,0.071,-1.0,-0.433,0.524,-0.636,-0.043,0.527,-1.253,-0.459,-0.723,1.205,0.132,1
-0.343,1.062,-0.776,-0.193,0.824,-0.388,-0.254,0.392,-0.773,0.467,0.359,-0.104,1.254,-0.854,0.289,1
1.945,0.332,-0.48,-1.539,1.05,-1.102,-1.397,0.113,1.237,-1.366,1.066,1.972,0.347,-1.036,-1.17,1
-0.243,-1.179,1.51,-1.523,-1.671,0.148,-1.035,-0.096,0.95,-0.648,0.295,0.233,-0.729,0.186,0.598,1
-0.784,-0.166,-0.907,0.008,-0.545,-1.267,-2.165,0.517,-0.089,-1.595,0.491,0.616,1.376,0.816,-0.648,1
-0.778,0.386,1.023,-0.393,-0.296,-0.879,-0.091,-1.247,0.272,-0.658,0.798,1.379,0.633,1.054,-0.22,0
1.281,0.313,1.755,-0.249,-0.429,0.524,0.714,-0.897,-0.099,0.133,0.08,-3.428,0.785,0.517,-0.14,0
-0.597,-0.421,-1.333,1.226,-0.393,0.537,1.071,0.781,-0.777,0.45,-0.356,-0.54,-0.625,1.733,0.08,1
1.014,0.297,-1.479,-1.39,0.983,-0.095,-1.586,0.705,0.492,0.707,1.465,0.821,0.809,-0.646,1.099,1
0.433,-0.714,-0.951,-0.708,-0.314,-0.909,0.073,0.594,1.138,0.346,0.494,-0.59,-0.139,0.177,-0.161,1
-0.315,-1.564,-0.947,-0.639,-1.101,1.166,1.221,-1.944,-0.694,1.401,-1.107,0.82,0.135,0.566,-0.54,1
1.019,-1.138,-1.794,-1.081,0.18,0.423,-1.605,1.047,-1.362,-0.916,1.328,0.668,0.175,0.172,0.958,1
1.891,1.293,0.761,-0.776,1.068,1.511,0.322,-0.584,-1.437,1.191,-0.708,0.213,-1.002,0.542,-0.613,1
-0.064,-0.603,-1.376,-1.402,0.465,-0.107,0.96,-0.001,-0.931,0.255,-0.238,0.477,-1.473,1.034,-0.207,0
1.108,0.737,-0.875,-0.125,-0.522,-0.424,-0.925,0.307,-0.936,0.157,-0.216,-0.863,0.143,-1.208,0.268,1
-1.285,-0.367,-0.407,1.999,-1.112,-0.416,-0.684,-0.954,-0.354,0.964,-1.165,1.296,-1.659,2.095,0.242,1
0.31,0.402,1.474,0.769,0.046,1.392,1.314,-1.169,1.129,0.71,-0.883,-2.043,-0.76,-0.816,-0.218,0
0.792,0.694,-0.869,-0.558,1.74,1.462,1.76,-0.2,0.372,-0.401,-1.254,-0.794,-0.098,-0.628,0.168,1
0.531,-0.35,1.186,0.4,0.947,-0.186,1.447,-1.271,-0.56,-0.483,-0.366,-1.053,0.188,-0.166,-0.543,1
-0.648,-0.692,-0.064,0.943,-1.234,0.45,-1.346,-0.98,1.481,1.548,-1.169,1.327,1.091,-0.862,-2.584,0
0.296,-0.27,-1.635,1.263,0.164,-1.248,-0.828,-1.408,-0.342,-0.493,1.139,-0.114,-0.201,-1.179,0.96,0
1.121,0.819,-1.554,0.859,0.807,0.27,-0.497,-0.974,0.169,-0.449,-0.352,0.008,-0.169,-1.117,-1.539,1
-0.927,-0.368,0.666,-1.517,-0.228,-0.06,-0.286,0.224,0.242,0.722,0.426,-0.15,-1.55,0.441,-0.606,0
-0.484,3.18,-0.609,0.126,1.257,-0.115,-0.407,1.306,2.604,1.072,0.725,0.78,2.393,-1.303,0.992,1
2.494,-0.086,0.222,-0.279,-0.698,1.241,-0.618,-0.413,-0.62,1.225,-0.639,-0.132,0.331,-0.856,0.818,1
-0.495,-0.345,-1.236,-1.055,1.733,0.621,0.726,-0.026,0.223,-0.197,0.072,0.52,-0.442,0.882,1.633,0
-0.399,0.383,1.738,-0.936,-0.487,1.098,1.207,0.399,-1.576,-0.208,-1.336,-0.33,-0.302,0.075,-0.155,1
0.076,-0.705,-0.844,0.8,0.258,0.434,0.458,-1.468,-0.648,0.053,-0.857,-1.286,-3.498,-1.11,0.058,0
0.089,-1.538,-0.226,0.799,-1.061,-0.775,1.965,1.084,-1.726,1.27,0.912,-2.162,0.794,-0.603,-0.318,0
1.682,-2.288,0.191,-0.557,-0.66,-0.81,0.265,-0.313,0.803,-1.588,-2.517,0.253,0.607,0.485,1.601,1
1.903,-0.629,-1.959,-0.158,0.49,0.313,1.364,-0.711,0.767,-0.885,1.19,-1.409,0.865,-0.429,-0.9,1
-0.525,-0.659,2.135,-0.33,-0.569,0.299,-1.11,1.284,1.166,1.031,0.835,-0.543,-1.664,0.218,-0.686,0
-0.152,-0.008,1.303,-1.133,0.505,0.447,-0.625,-1.674,0.023,-0.043,-1.316,-0.008,0.755,1.275,-0.884,1
-0.098,-0.113,0.328,-1.051,-0.086,1.958,1.118,-0.34,0.818,0.617,-0.412,0.777,-1.094,0.198,0.233,1
-0.624,-0.213,-0.078,-1.116,-1.297,-0.874,0.446,-3.095,1.807,-1.325,0.186,0.045,-0.124,-0.002,-0.188,0
-0.106,1.418,-0.648,-0.171,0.933,1.967,-0.743,-0.791,-0.63,-0.615,0.66,-0.028,-1.208,-0.505,-1.231,1
-0.723,-1.229,-1.009,1.021,-0.526,0.197,-3.29,-0.283,-0.824,-0.177,0.541,-1.97,0.828,-0.589,-0.737,0
-1.039,0.828,-1.005,-1.779,-0.6,0.249,-1.5,-0.293,-0.995,1.037,-0.384,0.609,-1.263,-0.022,1.258,0
0.206,-0.043,0.033,0.154,1.142,1.453,0.651,1.829,-1.037,0.562,-1.202,0.116,-0.118,0.662,-2.112,0
-0.264,-0.091,0.363,-1.087,0.393,-1.302,1.317,1.44,1.386,0.798,0.31,-0.739,-1.038,-0.188,0.472,1
-2.241,0.341,0.444,0.231,-1.351,-0.628,0.919,1.987,0.229,-0.822,-0.142,-0.446,-1.073,-0.749,1.428,1
