,member_id,age,gender,membership_type,last_attendance,class_type,class_time,class_day,distance_to_gym,weather_forecast,previous_attendance_rate,has_been_reminded,class_capacity,current_enrollment,class_fullness_ratio,label
745,1746,20,Male,Basic,2,Strength Training,Evening,Wednesday,3.9,Stormy,87.3,1,18,7,0.39,1
746,1747,40,Female,Family,21,Strength Training,Morning,Sunday,1.3,Stormy,4.2,0,29,0,0.0,0
747,1748,54,Male,Premium,11,Yoga,Evening,Thursday,2.4,Snowy,83.1,1,28,18,0.64,0
748,1749,54,Male,Basic,1,HIIT,Morning,Friday,5.7,Rainy,57.1,0,23,10,0.43,0
749,1750,27,Male,Family,23,Strength Training,Afternoon,Thursday,2.5,Snowy,60.7,1,11,1,0.09,1
750,1751,27,Male,Premium,1,Yoga,Afternoon,Monday,5.7,Sunny,52.3,1,14,4,0.29,1
751,1752,36,Female,Premium,26,Yoga,Afternoon,Saturday,2.7,Stormy,87.4,1,29,4,0.14,1
752,1753,34,Female,Family,22,Strength Training,Evening,Sunday,8.6,Cloudy,4.3,0,17,15,0.88,0
753,1754,38,Male,Family,8,HIIT,Morning,Thursday,4.3,Sunny,26.1,0,16,1,0.06,0
754,1755,31,Female,Family,0,Yoga,Afternoon,Tuesday,2.8,Sunny,87.6,0,15,0,0.0,1
755,1756,26,Male,Family,7,Zumba,Morning,Saturday,8.2,Snowy,75.2,1,20,13,0.65,0
756,1757,63,Female,Basic,22,HIIT,Afternoon,Tuesday,3.8,Rainy,1.8,1,21,17,0.81,0
757,1758,18,Female,Family,5,HIIT,Evening,Friday,1.6,Stormy,51.7,1,27,9,0.33,1
758,1759,62,Male,Premium,5,Strength Training,Evening,Saturday,5.9,Cloudy,53.0,1,28,7,0.25,1
759,1760,30,Female,Premium,21,Strength Training,Morning,Thursday,6.0,Sunny,40.1,0,19,4,0.21,0
760,1761,21,Male,Basic,24,Zumba,Evening,Saturday,7.3,Cloudy,29.7,0,23,6,0.26,0
761,1762,18,Female,Premium,17,Yoga,Evening,Friday,2.8,Rainy,68.2,0,12,15,1.25,0
762,1763,57,Male,Premium,16,Strength Training,Morning,Wednesday,4.7,Rainy,20.8,1,27,22,0.81,0
763,1764,49,Male,Family,28,Strength Training,Afternoon,Sunday,3.2,Cloudy,79.9,1,24,4,0.17,1
764,1765,51,Female,Premium,11,HIIT,Evening,Tuesday,1.3,Stormy,80.3,0,15,7,0.47,1
765,1766,45,Female,Basic,5,Strength Training,Morning,Friday,8.8,Rainy,41.5,1,19,8,0.42,1
766,1767,48,Male,Family,25,Strength Training,Evening,Wednesday,7.4,Cloudy,28.4,0,21,1,0.05,0
767,1768,25,Female,Family,26,Strength Training,Evening,Saturday,3.4,Sunny,28.4,1,16,1,0.06,1
768,1769,56,Female,Basic,7,Strength Training,Evening,Saturday,6.2,Cloudy,48.2,1,26,15,0.58,1
769,1770,43,Male,Family,18,HIIT,Evening,Friday,2.4,Cloudy,72.0,0,10,23,2.3,0
770,1771,51,Male,Family,27,Zumba,Morning,Thursday,9.0,Snowy,35.9,0,27,0,0.0,0
771,1772,20,Female,Basic,9,Zumba,Morning,Saturday,1.6,Rainy,61.0,1,24,14,0.58,1
772,1773,29,Male,Family,0,Yoga,Morning,Thursday,0.5,Stormy,38.2,0,28,3,0.11,0
773,1774,18,Male,Basic,24,Strength Training,Evening,Thursday,5.3,Stormy,30.5,0,10,5,0.5,0
774,1775,61,Male,Basic,28,HIIT,Evening,Sunday,6.0,Snowy,2.5,1,14,15,1.07,0
775,1776,22,Female,Premium,12,Yoga,Evening,Thursday,6.0,Stormy,0.4,1,24,3,0.12,1
776,1777,47,Female,Premium,16,Yoga,Morning,Monday,1.0,Cloudy,22.7,1,12,5,0.42,1
777,1778,47,Male,Family,2,Zumba,Evening,Sunday,3.5,Snowy,40.6,0,10,0,0.0,0
778,1779,34,Female,Family,7,HIIT,Afternoon,Wednesday,5.2,Sunny,85.1,1,17,1,0.06,1
779,1780,64,Male,Basic,13,HIIT,Evening,Wednesday,2.6,Rainy,79.8,1,21,15,0.71,0
780,1781,40,Female,Family,2,HIIT,Afternoon,Saturday,8.8,Rainy,26.7,1,28,1,0.04,1
781,1782,32,Male,Basic,15,Zumba,Evening,Saturday,1.3,Rainy,24.5,1,21,8,0.38,1
782,1783,54,Male,Basic,12,Zumba,Morning,Thursday,5.1,Cloudy,22.7,1,22,3,0.14,1
783,1784,38,Female,Family,19,Zumba,Evening,Sunday,7.1,Sunny,33.9,0,10,13,1.3,0
784,1785,31,Male,Basic,23,Zumba,Afternoon,Sunday,3.0,Snowy,49.8,1,28,3,0.11,1
785,1786,19,Female,Premium,16,Zumba,Afternoon,Monday,6.4,Snowy,43.9,1,15,11,0.73,0
786,1787,28,Female,Family,12,Strength Training,Evening,Thursday,8.4,Rainy,21.8,0,17,7,0.41,0
787,1788,56,Male,Premium,28,Strength Training,Afternoon,Monday,2.3,Sunny,13.0,1,13,9,0.69,0
788,1789,55,Male,Family,5,HIIT,Afternoon,Thursday,9.2,Sunny,1.3,1,14,3,0.21,1
789,1790,51,Female,Basic,16,Yoga,Morning,Tuesday,5.8,Sunny,15.4,0,16,1,0.06,0
790,1791,55,Male,Family,13,HIIT,Evening,Tuesday,3.3,Stormy,70.5,1,13,4,0.31,1
791,1792,51,Male,Premium,16,Yoga,Evening,Friday,4.6,Stormy,24.4,0,29,12,0.41,0
792,1793,35,Male,Basic,29,Zumba,Evening,Thursday,3.5,Rainy,46.9,1,13,13,1.0,0
793,1794,47,Male,Family,7,Yoga,Afternoon,Sunday,7.4,Sunny,59.1,0,24,17,0.71,0
794,1795,32,Male,Family,10,HIIT,Evening,Saturday,8.1,Sunny,88.7,0,14,0,0.0,0
795,1796,44,Female,Family,19,HIIT,Evening,Wednesday,8.4,Snowy,88.9,1,18,15,0.83,0
796,1797,51,Female,Premium,27,Yoga,Morning,Friday,9.9,Snowy,74.6,0,11,5,0.45,0
797,1798,55,Male,Premium,0,Strength Training,Morning,Saturday,8.0,Rainy,3.5,0,16,4,0.25,0
798,1799,50,Male,Family,25,Zumba,Morning,Tuesday,6.2,Sunny,57.5,1,26,5,0.19,1
799,1800,41,Male,Basic,6,Zumba,Afternoon,Thursday,3.7,Rainy,78.7,1,25,5,0.2,1
800,1801,32,Female,Basic,20,HIIT,Evening,Friday,5.7,Snowy,1.7,0,26,2,0.08,0
801,1802,47,Male,Premium,20,Strength Training,Morning,Thursday,0.9,Snowy,55.0,1,29,11,0.38,1
802,1803,59,Female,Basic,16,Yoga,Morning,Tuesday,7.6,Stormy,85.8,0,11,3,0.27,0
803,1804,34,Female,Premium,29,Zumba,Morning,Friday,4.7,Rainy,47.4,0,20,0,0.0,0
804,1805,22,Female,Family,9,Strength Training,Evening,Tuesday,0.7,Rainy,0.4,1,11,1,0.09,1
805,1806,46,Male,Premium,10,Zumba,Evening,Monday,1.1,Sunny,1.1,1,10,0,0.0,1
806,1807,21,Female,Premium,21,Strength Training,Evening,Tuesday,4.2,Sunny,41.7,0,11,6,0.55,0
807,1808,27,Male,Family,29,Strength Training,Afternoon,Sunday,6.0,Stormy,15.5,1,18,20,1.11,0
808,1809,34,Female,Basic,8,HIIT,Afternoon,Sunday,4.9,Cloudy,66.4,1,11,10,0.91,0
809,1810,27,Male,Premium,8,Zumba,Morning,Thursday,6.4,Cloudy,70.9,0,24,7,0.29,0
810,1811,34,Female,Premium,23,Yoga,Evening,Wednesday,5.1,Cloudy,17.8,0,19,4,0.21,0
811,1812,37,Male,Family,4,HIIT,Morning,Tuesday,6.8,Rainy,88.9,0,24,25,1.04,0
812,1813,41,Female,Basic,16,HIIT,Evening,Saturday,2.6,Rainy,44.2,0,19,1,0.05,0
813,1814,22,Male,Premium,8,Yoga,Evening,Sunday,1.6,Snowy,14.3,0,26,11,0.42,0
814,1815,51,Male,Family,16,HIIT,Evening,Wednesday,6.2,Rainy,76.4,0,18,16,0.89,0
815,1816,23,Male,Premium,23,Strength Training,Afternoon,Monday,5.1,Rainy,79.0,1,27,2,0.07,1
816,1817,19,Male,Family,20,Strength Training,Afternoon,Friday,0.8,Rainy,63.9,0,13,3,0.23,0
817,1818,30,Female,Basic,18,Zumba,Evening,Friday,4.1,Stormy,85.3,1,18,4,0.22,1
818,1819,60,Female,Basic,26,Zumba,Morning,Sunday,1.5,Rainy,73.7,1,25,5,0.2,1
819,1820,60,Male,Basic,6,Yoga,Evening,Wednesday,5.5,Sunny,88.2,0,13,10,0.77,0
820,1821,28,Female,Basic,22,Zumba,Evening,Sunday,4.3,Sunny,43.4,1,25,0,0.0,1
821,1822,64,Male,Premium,8,Strength Training,Morning,Friday,6.3,Snowy,74.8,0,28,8,0.29,0
822,1823,40,Male,Premium,6,Yoga,Evening,Tuesday,8.2,Stormy,100.0,1,10,9,0.9,0
823,1824,33,Female,Basic,12,Yoga,Morning,Wednesday,3.3,Sunny,72.5,0,15,3,0.2,0
824,1825,48,Male,Basic,10,Zumba,Afternoon,Thursday,9.6,Stormy,11.4,0,19,10,0.53,0
825,1826,28,Male,Basic,13,Strength Training,Afternoon,Tuesday,5.6,Stormy,51.8,0,25,16,0.64,0
826,1827,33,Female,Premium,18,Yoga,Morning,Tuesday,6.4,Snowy,58.7,0,13,7,0.54,0
827,1828,25,Male,Basic,10,Strength Training,Afternoon,Tuesday,7.0,Stormy,17.4,1,22,26,1.18,0
828,1829,21,Male,Basic,12,Strength Training,Afternoon,Thursday,6.8,Rainy,96.3,1,25,12,0.48,1
829,1830,57,Male,Basic,13,Strength Training,Morning,Monday,5.4,Stormy,17.6,1,29,2,0.07,1
830,1831,21,Male,Family,12,Zumba,Afternoon,Saturday,4.6,Snowy,17.8,1,15,19,1.27,0
831,1832,42,Female,Basic,0,HIIT,Evening,Sunday,1.0,Snowy,91.5,1,20,17,0.85,1
832,1833,20,Female,Family,7,HIIT,Evening,Friday,0.7,Snowy,46.5,0,12,21,1.75,0
833,1834,49,Female,Family,11,Yoga,Morning,Sunday,3.9,Sunny,6.3,0,29,1,0.03,0
834,1835,20,Male,Basic,18,Strength Training,Afternoon,Wednesday,3.7,Rainy,59.8,0,19,4,0.21,0
835,1836,44,Male,Family,11,Zumba,Evening,Monday,4.2,Sunny,60.2,0,10,1,0.1,0
836,1837,46,Female,Basic,7,Strength Training,Evening,Wednesday,1.8,Cloudy,6.5,0,29,0,0.0,0
837,1838,49,Male,Premium,7,Strength Training,Afternoon,Sunday,7.5,Rainy,97.3,1,20,2,0.1,1
838,1839,36,Male,Premium,28,Zumba,Afternoon,Friday,8.6,Stormy,54.4,0,21,5,0.24,0
839,1840,38,Male,Premium,20,HIIT,Evening,Thursday,9.4,Snowy,56.0,0,23,0,0.0,0
840,1841,22,Male,Premium,12,Strength Training,Evening,Sunday,5.2,Cloudy,52.0,1,17,0,0.0,1
841,1842,35,Female,Family,11,Strength Training,Morning,Tuesday,7.2,Rainy,61.1,1,20,5,0.25,1
842,1843,45,Female,Basic,28,HIIT,Morning,Sunday,8.6,Sunny,26.4,0,13,0,0.0,0
843,1844,59,Female,Basic,15,Zumba,Evening,Tuesday,4.5,Snowy,28.7,0,16,6,0.38,0
844,1845,39,Male,Basic,0,Yoga,Morning,Thursday,3.4,Sunny,51.1,1,19,17,0.89,1
845,1846,38,Female,Premium,12,HIIT,Evening,Sunday,9.4,Rainy,80.7,0,28,5,0.18,0
846,1847,23,Female,Premium,25,Yoga,Evening,Monday,5.4,Rainy,5.0,0,13,7,0.54,0
847,1848,18,Male,Basic,6,Yoga,Morning,Monday,5.2,Cloudy,60.3,0,11,14,1.27,0
848,1849,22,Male,Premium,27,HIIT,Morning,Wednesday,2.2,Stormy,80.7,1,27,14,0.52,1
849,1850,58,Female,Basic,25,Strength Training,Afternoon,Thursday,1.5,Sunny,15.7,0,23,2,0.09,0
850,1851,29,Female,Basic,4,Yoga,Afternoon,Monday,8.5,Cloudy,1.5,0,25,0,0.0,0
851,1852,43,Female,Basic,7,Yoga,Afternoon,Sunday,6.3,Snowy,31.3,1,20,10,0.5,1
852,1853,63,Female,Basic,24,Zumba,Evening,Thursday,3.6,Stormy,58.8,1,19,2,0.11,1
853,1854,51,Male,Basic,26,Strength Training,Morning,Friday,2.3,Cloudy,13.8,1,26,4,0.15,1
854,1855,31,Female,Basic,13,Yoga,Evening,Tuesday,5.8,Sunny,42.6,0,23,4,0.17,0
855,1856,43,Female,Basic,22,Zumba,Morning,Sunday,6.0,Rainy,55.2,1,13,0,0.0,1
856,1857,62,Male,Premium,29,Strength Training,Evening,Tuesday,2.5,Snowy,59.9,0,28,5,0.18,0
857,1858,44,Female,Basic,12,HIIT,Afternoon,Tuesday,8.6,Sunny,27.4,1,11,1,0.09,1
858,1859,26,Male,Basic,14,HIIT,Afternoon,Thursday,1.3,Stormy,40.0,0,16,5,0.31,0
859,1860,43,Male,Premium,22,Zumba,Afternoon,Thursday,3.9,Stormy,77.8,1,18,3,0.17,1
860,1861,64,Male,Premium,16,HIIT,Evening,Wednesday,7.0,Rainy,94.1,0,28,8,0.29,0
861,1862,39,Female,Premium,14,Yoga,Morning,Tuesday,3.1,Rainy,86.2,0,25,2,0.08,0
862,1863,64,Female,Basic,19,Strength Training,Morning,Wednesday,8.4,Snowy,56.4,1,25,15,0.6,0
863,1864,47,Male,Family,17,Yoga,Afternoon,Tuesday,7.5,Snowy,41.0,1,27,0,0.0,1
864,1865,60,Female,Family,17,Yoga,Afternoon,Wednesday,8.0,Rainy,33.3,0,20,10,0.5,0
865,1866,34,Female,Premium,1,HIIT,Afternoon,Wednesday,1.6,Rainy,12.5,1,16,10,0.62,0
866,1867,43,Male,Family,3,Yoga,Afternoon,Friday,1.8,Stormy,10.7,0,18,3,0.17,0
867,1868,53,Male,Premium,29,HIIT,Morning,Wednesday,3.2,Rainy,68.8,1,13,0,0.0,1
868,1869,18,Female,Basic,0,Strength Training,Evening,Thursday,5.4,Cloudy,26.0,1,22,24,1.09,0
869,1870,25,Male,Family,3,Strength Training,Evening,Wednesday,7.6,Sunny,25.5,0,13,4,0.31,0
870,1871,52,Female,Basic,17,Yoga,Evening,Tuesday,8.4,Rainy,99.8,1,28,21,0.75,0
871,1872,32,Female,Family,4,Zumba,Evening,Wednesday,7.2,Snowy,18.8,1,11,15,1.36,0
872,1873,64,Female,Basic,18,HIIT,Afternoon,Monday,9.3,Cloudy,14.8,0,18,2,0.11,0
873,1874,39,Female,Family,14,HIIT,Afternoon,Saturday,7.5,Snowy,9.9,0,21,7,0.33,0
874,1875,31,Male,Basic,27,Yoga,Afternoon,Tuesday,3.4,Cloudy,58.0,1,11,2,0.18,1
875,1876,43,Male,Basic,7,HIIT,Evening,Monday,3.0,Rainy,62.8,0,15,1,0.07,0
876,1877,45,Male,Family,19,HIIT,Afternoon,Tuesday,7.1,Sunny,36.5,1,14,7,0.5,1
877,1878,40,Male,Basic,16,Zumba,Afternoon,Thursday,2.3,Snowy,53.5,1,14,22,1.57,0
878,1879,31,Female,Basic,0,Zumba,Morning,Saturday,1.4,Cloudy,78.8,0,29,0,0.0,1
879,1880,41,Female,Basic,11,Yoga,Morning,Saturday,5.6,Stormy,81.8,0,14,25,1.79,0
880,1881,19,Male,Family,25,Zumba,Afternoon,Thursday,8.3,Rainy,95.8,0,13,11,0.85,0
881,1882,62,Female,Family,18,Yoga,Morning,Saturday,1.5,Sunny,82.4,0,18,20,1.11,1
882,1883,43,Female,Basic,14,Strength Training,Morning,Thursday,8.0,Rainy,56.5,0,19,1,0.05,0
883,1884,31,Female,Basic,8,Yoga,Afternoon,Monday,8.2,Stormy,18.0,0,25,8,0.32,0
884,1885,24,Male,Family,6,Strength Training,Afternoon,Friday,5.1,Sunny,10.0,1,19,11,0.58,1
885,1886,20,Male,Family,1,Yoga,Afternoon,Tuesday,1.0,Stormy,5.5,1,19,5,0.26,1
886,1887,64,Male,Basic,28,HIIT,Afternoon,Thursday,2.2,Rainy,66.7,0,28,1,0.04,0
887,1888,40,Female,Basic,8,Zumba,Evening,Tuesday,7.2,Cloudy,80.8,1,19,0,0.0,1
888,1889,63,Male,Basic,9,Strength Training,Evening,Monday,7.3,Rainy,50.9,1,15,0,0.0,1
889,1890,60,Male,Premium,1,Yoga,Afternoon,Friday,9.0,Rainy,5.5,1,26,9,0.35,1
890,1891,64,Male,Family,18,Zumba,Morning,Monday,6.0,Rainy,53.5,1,14,26,1.86,0
891,1892,62,Male,Premium,10,Yoga,Afternoon,Saturday,1.7,Snowy,93.6,0,15,2,0.13,1
892,1893,35,Male,Family,12,Zumba,Afternoon,Tuesday,1.7,Stormy,59.8,1,24,8,0.33,1
893,1894,55,Male,Family,9,Zumba,Morning,Sunday,7.4,Stormy,80.9,1,28,5,0.18,1
894,1895,52,Female,Family,13,Yoga,Evening,Friday,2.2,Stormy,80.0,0,27,0,0.0,0
895,1896,32,Female,Family,17,Strength Training,Afternoon,Saturday,3.6,Snowy,93.2,0,13,14,1.08,0
896,1897,42,Male,Family,18,Strength Training,Afternoon,Friday,5.1,Cloudy,77.0,0,17,1,0.06,0
897,1898,54,Male,Family,21,HIIT,Evening,Saturday,0.7,Rainy,74.8,0,25,13,0.52,1
898,1899,45,Female,Family,8,Zumba,Evening,Monday,2.9,Cloudy,23.4,1,28,0,0.0,1
899,1900,27,Female,Premium,24,HIIT,Morning,Thursday,4.4,Snowy,6.0,0,29,9,0.31,0
900,1901,56,Male,Basic,6,HIIT,Evening,Tuesday,3.2,Stormy,51.8,1,12,0,0.0,1
901,1902,34,Male,Basic,27,Yoga,Evening,Wednesday,1.8,Rainy,12.4,1,19,27,1.42,0
902,1903,56,Male,Premium,2,Yoga,Evening,Wednesday,7.4,Sunny,96.2,0,11,6,0.55,1
903,1904,39,Male,Premium,19,Yoga,Morning,Monday,8.2,Sunny,29.0,0,13,7,0.54,0
904,1905,43,Female,Premium,5,Zumba,Evening,Tuesday,2.9,Cloudy,85.3,0,15,9,0.6,0
905,1906,61,Male,Premium,26,Yoga,Evening,Tuesday,7.9,Stormy,38.8,0,20,14,0.7,0
906,1907,42,Male,Family,20,Yoga,Morning,Monday,4.2,Sunny,32.3,0,23,7,0.3,0
907,1908,34,Male,Basic,1,Zumba,Evening,Tuesday,5.3,Cloudy,93.5,0,25,12,0.48,0
908,1909,30,Male,Family,28,Zumba,Evening,Thursday,8.6,Snowy,36.3,1,28,11,0.39,1
909,1910,37,Female,Basic,5,Strength Training,Morning,Monday,7.6,Cloudy,39.0,1,11,7,0.64,0
910,1911,42,Female,Basic,2,Yoga,Afternoon,Thursday,8.1,Cloudy,10.6,1,26,14,0.54,1
911,1912,21,Female,Premium,15,Yoga,Morning,Tuesday,1.8,Cloudy,67.0,1,18,25,1.39,0
912,1913,27,Male,Family,29,Yoga,Evening,Monday,1.2,Rainy,28.9,0,26,11,0.42,0
913,1914,20,Male,Premium,7,Strength Training,Evening,Tuesday,9.0,Cloudy,58.6,0,24,10,0.42,0
914,1915,58,Female,Family,1,Yoga,Evening,Monday,4.2,Cloudy,59.1,1,16,2,0.12,1
915,1916,62,Male,Basic,16,Strength Training,Morning,Tuesday,3.2,Rainy,71.9,1,28,13,0.46,1
916,1917,35,Male,Premium,8,HIIT,Evening,Thursday,7.4,Rainy,74.5,1,12,2,0.17,1
917,1918,64,Female,Premium,29,Strength Training,Evening,Sunday,8.4,Snowy,51.4,0,10,1,0.1,0
918,1919,53,Female,Basic,11,HIIT,Morning,Thursday,8.7,Stormy,33.1,0,13,4,0.31,0
919,1920,64,Female,Basic,2,Yoga,Afternoon,Tuesday,3.5,Sunny,83.7,0,27,3,0.11,1
920,1921,39,Female,Basic,10,HIIT,Afternoon,Monday,8.6,Sunny,31.0,1,17,6,0.35,1
921,1922,51,Male,Premium,0,Strength Training,Evening,Wednesday,0.9,Cloudy,50.8,1,28,0,0.0,1
922,1923,64,Male,Family,22,Zumba,Morning,Thursday,1.0,Snowy,40.1,0,15,2,0.13,0
923,1924,25,Female,Premium,12,HIIT,Evening,Thursday,6.4,Cloudy,85.5,0,10,10,1.0,0
924,1925,57,Male,Family,14,HIIT,Morning,Saturday,1.1,Sunny,43.2,1,17,8,0.47,1
925,1926,61,Female,Premium,25,Yoga,Morning,Wednesday,3.6,Rainy,38.6,1,10,0,0.0,1
926,1927,36,Female,Premium,4,Strength Training,Afternoon,Tuesday,6.9,Stormy,69.0,0,28,6,0.21,0
927,1928,59,Male,Basic,20,HIIT,Afternoon,Sunday,3.7,Snowy,60.2,1,20,0,0.0,1
928,1929,58,Female,Family,29,HIIT,Morning,Monday,2.2,Rainy,10.7,0,24,6,0.25,0
929,1930,54,Male,Premium,16,HIIT,Evening,Saturday,3.2,Stormy,50.8,0,20,9,0.45,0
930,1931,23,Male,Premium,24,HIIT,Afternoon,Tuesday,4.8,Snowy,73.5,1,28,6,0.21,1
931,1932,43,Male,Basic,22,Zumba,Evening,Friday,5.0,Snowy,99.2,1,19,3,0.16,1
932,1933,51,Male,Basic,23,Strength Training,Afternoon,Sunday,7.9,Sunny,62.9,1,21,6,0.29,1
933,1934,62,Female,Family,24,Yoga,Afternoon,Thursday,7.6,Rainy,37.0,0,10,2,0.2,0
934,1935,23,Male,Premium,5,Yoga,Evening,Friday,4.8,Snowy,22.6,1,16,12,0.75,0
935,1936,54,Female,Family,27,Zumba,Afternoon,Thursday,8.5,Snowy,87.3,1,26,9,0.35,1
936,1937,50,Female,Premium,20,Strength Training,Afternoon,Thursday,1.6,Stormy,81.5,0,19,17,0.89,1
937,1938,39,Female,Family,21,HIIT,Evening,Friday,2.9,Sunny,23.4,0,15,6,0.4,0
938,1939,38,Female,Basic,10,Zumba,Afternoon,Sunday,8.4,Cloudy,20.1,1,26,0,0.0,1
939,1940,23,Male,Premium,17,Strength Training,Afternoon,Friday,4.1,Sunny,71.5,0,27,20,0.74,0
940,1941,23,Male,Family,3,HIIT,Afternoon,Tuesday,9.8,Cloudy,31.5,0,14,4,0.29,0
941,1942,21,Female,Basic,2,Zumba,Evening,Saturday,4.9,Rainy,30.6,0,27,6,0.22,0
942,1943,47,Female,Basic,12,Strength Training,Morning,Saturday,8.0,Rainy,15.2,1,26,24,0.92,0
943,1944,28,Male,Family,22,Yoga,Evening,Friday,4.3,Snowy,26.4,1,25,6,0.24,1
944,1945,47,Female,Premium,8,Yoga,Morning,Tuesday,4.5,Rainy,42.8,0,17,0,0.0,0
945,1946,48,Male,Premium,20,Strength Training,Afternoon,Saturday,4.1,Snowy,73.3,0,22,1,0.05,0
946,1947,41,Female,Basic,5,Yoga,Morning,Tuesday,7.3,Sunny,33.6,0,25,2,0.08,0
947,1948,26,Male,Premium,25,Strength Training,Evening,Tuesday,5.7,Rainy,32.9,1,20,1,0.05,1
948,1949,20,Female,Premium,29,HIIT,Evening,Thursday,9.5,Sunny,28.5,0,15,16,1.07,0
949,1950,48,Female,Premium,27,Strength Training,Afternoon,Saturday,2.9,Sunny,47.8,0,12,3,0.25,0
950,1951,57,Male,Basic,11,HIIT,Morning,Saturday,1.5,Rainy,18.1,1,10,15,1.5,0
951,1952,54,Female,Family,1,Zumba,Afternoon,Thursday,4.2,Sunny,48.6,0,27,0,0.0,1
952,1953,53,Female,Premium,2,Strength Training,Afternoon,Friday,6.4,Rainy,70.4,1,14,9,0.64,0
953,1954,41,Male,Basic,2,Zumba,Evening,Thursday,8.7,Rainy,3.0,1,22,2,0.09,1
954,1955,48,Female,Basic,27,Yoga,Morning,Saturday,3.8,Rainy,1.0,1,19,2,0.11,1
955,1956,23,Male,Family,11,HIIT,Morning,Saturday,6.7,Cloudy,7.5,0,14,16,1.14,0
956,1957,19,Male,Premium,14,Strength Training,Morning,Sunday,3.8,Sunny,53.6,0,23,9,0.39,0
957,1958,37,Female,Premium,8,Zumba,Morning,Friday,6.4,Stormy,85.4,1,26,16,0.62,0
958,1959,45,Female,Family,22,HIIT,Afternoon,Thursday,8.9,Rainy,0.5,0,10,21,2.1,0
959,1960,28,Female,Family,7,HIIT,Afternoon,Monday,2.7,Sunny,93.7,1,11,16,1.45,0
960,1961,21,Female,Basic,10,Yoga,Evening,Monday,4.3,Snowy,10.6,0,16,4,0.25,0
961,1962,32,Female,Basic,15,Yoga,Afternoon,Friday,9.9,Rainy,84.2,1,19,0,0.0,1
962,1963,23,Female,Family,25,HIIT,Afternoon,Thursday,8.8,Rainy,48.3,1,29,2,0.07,1
963,1964,47,Female,Premium,26,HIIT,Evening,Thursday,5.9,Stormy,65.9,0,16,5,0.31,0
964,1965,55,Male,Basic,24,Strength Training,Evening,Tuesday,5.4,Cloudy,51.1,0,25,11,0.44,0
965,1966,19,Female,Basic,21,HIIT,Evening,Saturday,3.2,Cloudy,47.7,0,14,24,1.71,0
966,1967,32,Male,Premium,3,Strength Training,Afternoon,Wednesday,5.4,Rainy,83.5,0,21,21,1.0,0
967,1968,28,Female,Basic,27,HIIT,Afternoon,Sunday,8.6,Sunny,75.6,1,26,8,0.31,1
968,1969,25,Female,Premium,0,Yoga,Evening,Friday,7.0,Snowy,48.3,1,25,3,0.12,1
969,1970,43,Male,Premium,23,Strength Training,Evening,Wednesday,3.3,Snowy,11.2,0,29,0,0.0,0
970,1971,62,Female,Premium,6,Zumba,Evening,Wednesday,2.4,Sunny,11.5,0,25,16,0.64,0
971,1972,61,Female,Family,1,Yoga,Afternoon,Friday,3.0,Rainy,80.2,1,28,9,0.32,1
972,1973,22,Male,Family,23,Strength Training,Afternoon,Thursday,2.1,Snowy,52.9,0,24,6,0.25,0
973,1974,23,Female,Family,27,Strength Training,Morning,Friday,1.4,Cloudy,48.2,0,21,15,0.71,0
974,1975,43,Female,Premium,4,Zumba,Afternoon,Wednesday,4.5,Sunny,68.1,0,19,12,0.63,0
975,1976,21,Female,Premium,6,Strength Training,Afternoon,Saturday,1.6,Stormy,85.9,0,11,2,0.18,1
976,1977,36,Male,Family,3,HIIT,Afternoon,Sunday,2.1,Rainy,62.9,1,16,1,0.06,1
977,1978,37,Female,Basic,4,Zumba,Evening,Sunday,5.7,Sunny,76.3,1,22,5,0.23,1
978,1979,50,Female,Premium,23,Yoga,Afternoon,Saturday,2.1,Snowy,76.5,0,12,5,0.42,0
979,1980,37,Female,Basic,0,Yoga,Evening,Saturday,1.1,Rainy,35.6,1,24,12,0.5,1
980,1981,29,Female,Basic,0,HIIT,Morning,Thursday,3.5,Cloudy,27.4,0,10,0,0.0,0
981,1982,64,Male,Premium,14,Yoga,Morning,Monday,2.6,Rainy,80.1,0,12,4,0.33,0
982,1983,18,Male,Premium,19,Strength Training,Evening,Friday,5.4,Rainy,37.7,0,19,7,0.37,0
983,1984,43,Female,Basic,18,Strength Training,Evening,Sunday,1.5,Cloudy,90.3,1,24,6,0.25,1
984,1985,31,Female,Basic,28,HIIT,Evening,Saturday,7.6,Cloudy,7.0,1,15,1,0.07,1
985,1986,55,Male,Family,9,Yoga,Afternoon,Friday,9.1,Rainy,5.8,1,29,0,0.0,1
986,1987,54,Male,Family,27,Yoga,Morning,Sunday,7.6,Cloudy,92.7,1,24,12,0.5,1
987,1988,28,Female,Premium,17,HIIT,Evening,Saturday,5.6,Sunny,64.8,1,16,13,0.81,0
988,1989,53,Male,Family,27,Zumba,Afternoon,Sunday,8.7,Cloudy,38.0,0,14,20,1.43,0
989,1990,30,Female,Family,2,Yoga,Morning,Thursday,7.1,Cloudy,75.5,0,13,3,0.23,0
990,1991,60,Male,Family,10,Zumba,Afternoon,Monday,0.6,Rainy,67.2,1,27,26,0.96,0
991,1992,20,Male,Family,14,Yoga,Morning,Monday,4.2,Sunny,53.1,1,12,20,1.67,0
992,1993,50,Male,Basic,26,Yoga,Afternoon,Saturday,8.6,Stormy,9.9,1,26,15,0.58,1
993,1994,23,Male,Premium,29,Yoga,Morning,Sunday,3.8,Stormy,81.2,0,27,9,0.33,0
