,Age,Education,Occupation,Marital Status,Family size,Income source,Neighborhood income percentiles,label
912,45,Master's,Entrepreneur,Divorced,4,Business,[98.04543859 79.94209699 84.26700813],1
913,37,PhD,Entrepreneur,Single,2,Business,[84.86650515 80.21875983 17.33134871],1
914,50,Master's,Professional,Divorced,2,Business,[97.27343372 83.50903878 33.47696058],1
915,54,PhD,Professional,Single,3,Salary,[56.28866583 67.84271632 85.63526906],1
916,41,Bachelor's,Blue-collar,Single,1,Inheritance,[85.19503463 85.97043866 19.12413222],1
917,60,High School,Entrepreneur,Single,2,Inheritance,[99.1117604  62.21324019 38.36587317],1
918,23,PhD,White-collar,Divorced,1,Salary,[47.01401234  2.05999979  0.16038267],0
919,54,Bachelor's,Blue-collar,Divorced,4,Salary,[33.01614291 23.05797705 54.74512825],0
920,57,High School,Entrepreneur,Married,3,Salary,[ 6.96763871 97.34629779 58.03094737],1
921,26,Bachelor's,Blue-collar,Divorced,3,Inheritance,[82.3077374  71.66362945 15.57700036],1
922,20,Bachelor's,Entrepreneur,Divorced,4,Inheritance,[27.01255019 14.59281366 34.15732731],1
923,18,Bachelor's,Entrepreneur,Single,3,Inheritance,[27.38039769 49.59787686 72.35350285],1
924,19,PhD,Professional,Married,3,Salary,[79.5878     81.87301834 91.6951117 ],1
925,32,PhD,Professional,Single,2,Business,[75.11812314 70.78153637 66.99339812],1
926,40,PhD,Blue-collar,Single,1,Inheritance,[17.21011455  7.39244257 26.31624752],0
927,44,PhD,Entrepreneur,Divorced,3,Inheritance,[92.81961133 94.85787449  2.26387314],1
928,23,Bachelor's,Entrepreneur,Married,2,Business,[33.56271909 65.7911077  55.87919773],1
929,47,Master's,White-collar,Single,4,Inheritance,[80.34050718 96.14624484 10.59926997],1
930,32,PhD,White-collar,Married,2,Business,[91.30278066 25.99523565 53.6122308 ],1
931,52,Master's,Blue-collar,Single,2,Business,[54.56035904 71.02580982 88.87433066],1
932,58,Master's,Entrepreneur,Divorced,4,Salary,[96.56884464 49.61064291 41.7319969 ],1
933,51,High School,Entrepreneur,Single,4,Inheritance,[79.56906638  8.37498452 24.76241645],0
934,57,High School,Entrepreneur,Single,2,Inheritance,[30.66711557 57.27890933 65.07079121],1
935,62,PhD,Entrepreneur,Single,4,Salary,[83.38587798 38.55360035  4.22777277],1
936,36,High School,Professional,Divorced,3,Business,[68.05907407 73.42952829 85.31139753],1
937,43,Bachelor's,Blue-collar,Married,3,Salary,[88.34573548 16.6577264  99.88690423],1
938,38,PhD,Professional,Divorced,1,Salary,[96.40078822 98.8231488  79.68845121],1
939,41,High School,White-collar,Married,4,Inheritance,[56.57811001  1.10429291 41.17594594],1
940,52,PhD,White-collar,Single,1,Salary,[ 7.25762029 94.63298225 32.49241794],0
941,23,High School,White-collar,Single,1,Inheritance,[14.2237769  46.26426783 57.82613991],0
942,60,High School,Blue-collar,Single,1,Salary,[29.02572246 27.78819807  9.75906837],0
943,57,Master's,Entrepreneur,Single,2,Inheritance,[30.35634088 71.87275333 95.95517797],1
944,20,High School,Entrepreneur,Divorced,1,Salary,[ 0.67823476 36.20873617 11.16950233],0
945,33,High School,White-collar,Married,3,Salary,[89.16883407 12.50825857 78.94171149],1
946,27,PhD,White-collar,Divorced,3,Business,[ 1.65835655 68.5138173  10.57471246],0
947,18,Bachelor's,White-collar,Married,4,Inheritance,[98.8205579  22.60093807 78.43253425],1
948,30,PhD,Entrepreneur,Divorced,2,Inheritance,[ 1.95650806 18.28598356 80.43844485],1
949,55,Bachelor's,Entrepreneur,Single,1,Salary,[21.23120248 22.67400301 43.75481466],1
950,30,Bachelor's,White-collar,Single,2,Business,[22.45285086 90.84825894 35.53599598],0
951,35,High School,White-collar,Divorced,3,Salary,[29.86044568 16.57750371 44.14700123],0
952,55,Master's,Professional,Married,3,Business,[22.22811138 72.55395678 91.48987808],1
953,48,High School,Professional,Single,4,Salary,[36.72416627 14.27174435 93.40916188],0
954,47,PhD,Entrepreneur,Single,4,Salary,[19.50852618 90.51311425 91.46793672],1
955,55,Master's,Entrepreneur,Divorced,2,Salary,[92.75880242 40.84588957 48.48800975],1
956,48,PhD,Professional,Single,3,Inheritance,[81.97332643 26.72466001 25.90594791],1
957,64,High School,Professional,Married,1,Inheritance,[ 5.25365004 38.74424123 31.21330286],0
958,18,PhD,Entrepreneur,Married,4,Inheritance,[89.43122873 57.76393545 58.52447619],1
959,60,Master's,Blue-collar,Divorced,1,Inheritance,[96.14855669 64.45868214 19.27403562],1
960,49,PhD,Blue-collar,Married,3,Inheritance,[74.81397329 28.36656285 86.42434127],1
961,48,PhD,White-collar,Single,4,Inheritance,[49.44090077 28.02279402 92.03786178],0
962,60,High School,White-collar,Single,3,Business,[42.6382626  51.47470486 74.05421271],1
963,26,High School,Blue-collar,Divorced,4,Inheritance,[87.96224984 27.52587082 72.39075854],1
964,39,Bachelor's,Professional,Single,1,Salary,[41.31976694 22.27969917 12.97945115],1
965,19,High School,Entrepreneur,Divorced,1,Inheritance,[40.88803126 20.83702465 85.98319629],0
966,36,Master's,Professional,Single,2,Salary,[21.55469489 40.18898118 32.5960872 ],1
967,25,Bachelor's,Blue-collar,Married,3,Business,[88.4172466  85.03241223  3.35456652],1
968,58,High School,Entrepreneur,Single,1,Business,[ 1.94145293 33.05028035  5.48638713],0
969,58,Bachelor's,Entrepreneur,Single,3,Inheritance,[87.80365659 23.65427616 17.70405584],1
970,52,PhD,Blue-collar,Divorced,2,Salary,[98.4724679 56.2065373 73.05897  ],1
971,26,High School,Blue-collar,Married,3,Business,[45.34932089 28.40271727 89.14476974],1
972,63,Bachelor's,Entrepreneur,Married,2,Business,[79.88865051 10.02429725 83.08200112],1
973,36,Master's,Entrepreneur,Divorced,1,Salary,[12.89838982  6.80579422 25.94807173],1
974,50,High School,White-collar,Divorced,4,Salary,[19.28162673  1.18022942 15.14915535],0
975,32,Bachelor's,Blue-collar,Single,3,Salary,[92.70373126 19.29997896 53.91679317],1
976,22,PhD,Blue-collar,Divorced,4,Business,[63.46553424 51.77538254  9.2260799 ],1
977,37,High School,Professional,Divorced,1,Inheritance,[15.66631407 68.75060053 38.94933867],0
978,29,High School,White-collar,Married,2,Salary,[24.01255707 62.94066661 52.78386591],1
979,59,Bachelor's,White-collar,Married,1,Salary,[88.67640002 29.15411235 29.39805905],0
980,37,PhD,Professional,Married,1,Business,[38.07011969 64.62890007 55.57538326],1
981,48,Master's,White-collar,Divorced,4,Business,[10.98494652 20.27076065 41.75769725],0
982,25,Master's,Entrepreneur,Divorced,2,Business,[23.9231998  71.27131854 93.69194593],1
983,64,Master's,White-collar,Married,2,Salary,[88.93218539 65.36536265 57.14504079],1
984,46,Bachelor's,White-collar,Single,4,Inheritance,[59.15579247 55.32932961 44.06853433],1
985,48,High School,Blue-collar,Divorced,3,Business,[68.45936312 43.05860182 90.02420089],1
986,19,High School,Blue-collar,Married,3,Salary,[89.57031857 59.36858899 35.20259413],1
987,55,High School,White-collar,Divorced,2,Business,[54.98843531 43.55138308 47.63805733],0
988,48,Master's,White-collar,Single,2,Business,[32.25043348 70.65232745 13.81446374],0
989,36,PhD,Blue-collar,Married,1,Inheritance,[78.72482802 26.57448928 58.52733276],1
990,37,Bachelor's,Entrepreneur,Married,1,Business,[ 8.24130417 28.88212248  4.39235964],1
991,57,Bachelor's,White-collar,Divorced,2,Business,[63.52612958 70.1840777  75.52572446],1
992,63,High School,White-collar,Married,1,Business,[97.04142727 55.95375205 20.08572929],1
993,37,High School,Entrepreneur,Single,3,Inheritance,[ 1.45673979 62.16155879 77.90321111],1
994,22,Bachelor's,Blue-collar,Single,2,Business,[ 3.60167269 50.65195638 49.15572686],0
995,57,PhD,White-collar,Divorced,4,Inheritance,[87.00529477 62.40113539 29.12002888],1
996,64,PhD,Blue-collar,Single,3,Business,[46.54741895 28.34352077 30.08543987],0
997,56,Master's,Professional,Married,4,Salary,[32.2642843  22.57626506 11.09510012],1
998,20,Bachelor's,White-collar,Married,3,Salary,[23.2573665  15.78588553 48.25747275],1
999,54,High School,Entrepreneur,Single,3,Business,[ 8.80948839 19.23309689 26.15018314],0
