,Age,Gender,Occupation,Income,Fitness Club Member,Frequency of Visits,Duration of Visits,Class Type,Class Day,Class Time,Class Duration,Attitude towards Fitness,Motivation Levels,Past Attendance History,Weather,Location,Time of Day,label
472,63,Female,Teacher,39882.14235643737,False,3,1.0713987221174077,Strength Training,Tuesday,11 AM,0.8900674157792768,Mixed,Medium,Regularly Attends,Cloudy,Rural,7 PM,0
473,29,Male,Doctor,50939.8944934926,False,3,0.06318497330058315,Cardio,Thursday,6 AM,1.05310385375046,Neutral,High,Sometimes Attends,Sunny,Rural,9 AM,0
474,58,Female,Student,36669.7206719851,True,3,0.20654375854150842,Yoga,Wednesday,10 AM,1.4122352326311387,Positive,Medium,Never Attends,Cloudy,Beach,8 AM,1
475,28,Male,Doctor,25738.880348764353,False,1,1.0716804421882917,Spinning,Thursday,11 AM,1.2606917303130047,Positive,Medium,Rarely Attends,Cloudy,Resort,8 PM,0
476,20,Male,Engineer,47298.92812819508,False,4,1.1812774091011957,Yoga,Tuesday,10 AM,0.6299704551935923,Negative,Low,Rarely Attends,Sunny,Other,1 PM,0
477,57,Male,Student,78993.01468820691,False,2,0.13171640345210922,Strength Training,Sunday,7 AM,0.7111615895981126,Negative,Medium,Rarely Attends,Overcast,Other,2 PM,0
478,67,Female,Other,71055.48520267147,True,2,1.6055292557755478,Group Fitness,Sunday,12 PM,0.6384266193091014,Neutral,High,Rarely Attends,Sunny,Suburban,6 AM,1
479,42,Male,Doctor,62532.882112402025,True,4,0.6009410782151949,Cardio,Saturday,6 AM,1.1055583613859505,Negative,Low,Rarely Attends,Sunny,Downtown,10 AM,1
480,56,Female,Student,69665.07583203458,True,3,1.9547803352798845,Cardio,Tuesday,8 AM,0.7423304174109189,Mixed,Low,Rarely Attends,Sunny,Suburban,6 AM,1
481,26,Female,Student,70924.13983358326,False,5,1.3381216933003295,Spinning,Sunday,11 AM,0.9689252432885138,Neutral,High,Never Attends,Overcast,Other,3 PM,0
482,50,Male,Teacher,71616.99891412084,True,1,0.7200866185920469,Strength Training,Thursday,1 PM,1.3538158448367676,Positive,High,Regularly Attends,Rainy,Resort,12 PM,1
483,44,Male,Student,70296.29168501991,False,4,0.19960171044455488,Group Fitness,Monday,8 PM,0.5429611813787498,Mixed,Low,Regularly Attends,Rainy,Suburban,7 PM,0
484,55,Male,Teacher,80914.20579134114,True,4,1.2295376132610696,Cardio,Friday,4 PM,0.9496789021251695,Neutral,Low,Sometimes Attends,Snowy,Rural,1 PM,1
485,44,Male,Other,40157.127223035975,False,2,1.1238263559804234,Strength Training,Monday,1 PM,1.2755642448721658,Negative,Medium,Never Attends,Snowy,Other,9 AM,0
486,46,Male,Student,23121.04624138253,True,4,1.8170609182610817,Yoga,Monday,8 PM,0.6760808530178446,Negative,Low,Rarely Attends,Overcast,Suburban,6 AM,1
487,29,Male,Student,77854.8820979826,True,2,0.6217008785595053,Group Fitness,Thursday,5 PM,1.2859034027703506,Mixed,Medium,Sometimes Attends,Rainy,Downtown,6 PM,1
488,39,Female,Student,91865.93225806546,True,4,1.0013138470618346,Spinning,Saturday,7 AM,0.6132312383742204,Positive,High,Rarely Attends,Snowy,Downtown,2 PM,1
489,46,Female,Student,85797.36630961507,True,1,0.7165073061212126,Strength Training,Thursday,7 AM,0.6689350673899319,Negative,Medium,Rarely Attends,Snowy,Resort,1 PM,1
490,21,Male,Doctor,39729.75567879253,True,1,1.9293534454387615,Yoga,Saturday,8 PM,0.5766054829314353,Neutral,High,Sometimes Attends,Rainy,Other,2 PM,1
491,57,Male,Engineer,69892.34672219204,False,2,1.289409600087037,Strength Training,Friday,6 AM,0.6299611638426784,Mixed,Low,Never Attends,Sunny,Downtown,3 PM,0
492,30,Female,Doctor,70719.84673578874,True,3,0.23125349867170963,Spinning,Tuesday,6 AM,1.2330961940035083,Neutral,Low,Sometimes Attends,Sunny,Downtown,7 AM,1
493,61,Female,Student,42221.337951025496,False,4,1.5920485234877686,Strength Training,Wednesday,6 PM,0.8363236432178552,Positive,High,Rarely Attends,Rainy,Suburban,7 PM,0
494,43,Male,Teacher,54856.779779798904,False,1,0.15705688770863935,Cardio,Saturday,1 PM,1.2575646920407966,Negative,High,Rarely Attends,Sunny,Resort,9 AM,0
495,47,Female,Other,44278.894982894715,False,1,1.2730298575602037,Cardio,Friday,4 PM,0.6310922090108055,Mixed,Medium,Sometimes Attends,Snowy,Rural,6 PM,0
496,35,Female,Student,78764.88522471339,False,4,1.0102495799604674,Group Fitness,Friday,12 PM,0.8920349176455699,Mixed,Medium,Never Attends,Rainy,Rural,8 AM,0
497,60,Female,Doctor,46807.467241671264,True,5,1.7452654118024018,Spinning,Thursday,9 AM,0.5358964826625825,Positive,Medium,Rarely Attends,Overcast,Other,5 PM,1
498,19,Female,Other,82069.18104697934,False,4,0.4705246125885294,Strength Training,Sunday,6 AM,1.3225408684915891,Mixed,Medium,Regularly Attends,Overcast,Beach,5 PM,0
499,19,Female,Doctor,47448.7221425188,True,5,0.05310429554916385,Cardio,Sunday,7 PM,0.5909798660361596,Neutral,High,Sometimes Attends,Rainy,Suburban,4 PM,1
500,19,Male,Teacher,57036.582523783814,True,1,1.5699616006749093,Yoga,Sunday,12 PM,1.0153375348219722,Mixed,Low,Never Attends,Snowy,Resort,7 AM,1
501,68,Male,Doctor,27149.82232410363,False,2,0.8065491879238593,Spinning,Monday,6 AM,1.3172985250653615,Negative,Low,Never Attends,Sunny,Beach,8 PM,0
502,35,Male,Engineer,97680.65092810226,True,5,0.36050111582106625,Cardio,Sunday,10 AM,1.3652356161176922,Positive,Low,Sometimes Attends,Sunny,Other,9 AM,1
503,37,Female,Doctor,47564.65129052722,True,4,1.0813063527231073,Strength Training,Monday,3 PM,1.0360760485144276,Mixed,Medium,Sometimes Attends,Sunny,Suburban,5 PM,1
504,25,Male,Engineer,35218.18466291646,False,4,0.5408629055534668,Group Fitness,Tuesday,7 PM,1.3316033352829213,Negative,Low,Regularly Attends,Sunny,Rural,6 PM,0
505,50,Male,Other,90794.71763845913,True,1,0.07569353608655871,Pool,Friday,2 PM,1.3819912883707373,Neutral,High,Sometimes Attends,Overcast,Resort,7 PM,1
506,60,Female,Other,33241.00450693036,True,3,1.5813179666009334,Pool,Thursday,12 PM,0.8223713197430976,Neutral,High,Rarely Attends,Snowy,Downtown,2 PM,1
507,30,Male,Student,68386.96699246712,False,1,1.0754129544546511,Cardio,Friday,9 AM,1.1460089794402983,Neutral,Medium,Rarely Attends,Rainy,Suburban,12 PM,0
508,19,Male,Teacher,44961.71698571685,True,1,0.5264315014274901,Spinning,Friday,1 PM,0.5628270863281171,Negative,High,Never Attends,Rainy,Other,4 PM,1
509,27,Female,Engineer,48789.289418611035,True,4,1.569815197651933,Spinning,Friday,2 PM,0.5730092120844356,Mixed,Medium,Regularly Attends,Cloudy,Other,5 PM,1
510,31,Male,Other,50237.079436749365,True,2,0.9494821443511927,Strength Training,Thursday,3 PM,0.6137679684615308,Positive,Medium,Regularly Attends,Snowy,Downtown,6 AM,1
511,34,Female,Doctor,47400.67530238439,True,2,0.3576038713576961,Pool,Saturday,6 AM,0.6914705360164819,Positive,Medium,Never Attends,Rainy,Rural,9 AM,1
512,69,Male,Other,53117.37370476652,False,2,1.5199563531893505,Pool,Monday,8 AM,1.1805986066365142,Negative,Medium,Never Attends,Sunny,Beach,6 AM,0
513,50,Female,Doctor,47220.871148924416,True,2,0.9974891124425516,Yoga,Tuesday,7 AM,0.5283581258843214,Neutral,Low,Rarely Attends,Overcast,Downtown,11 AM,1
514,20,Male,Other,48462.19530700313,True,1,1.22151281627357,Yoga,Friday,6 PM,0.7375292923908238,Neutral,Medium,Never Attends,Overcast,Downtown,4 PM,1
515,50,Female,Doctor,26825.245205659307,False,1,1.8170526913195661,Cardio,Wednesday,12 PM,0.8169320901957132,Neutral,Low,Never Attends,Snowy,Rural,12 PM,0
516,56,Male,Student,21025.47942628462,True,5,0.01981417531584162,Yoga,Tuesday,3 PM,0.8858599316382626,Mixed,Medium,Rarely Attends,Overcast,Resort,7 AM,1
517,62,Female,Teacher,30706.19608454865,True,1,1.7126013415971568,Cardio,Sunday,8 PM,0.964892736741521,Positive,Low,Regularly Attends,Rainy,Downtown,11 AM,1
518,60,Female,Other,65210.15738988347,False,3,1.3094897575933748,Cardio,Sunday,1 PM,1.1886514105547623,Mixed,Low,Rarely Attends,Snowy,Resort,7 AM,0
519,41,Male,Other,93790.16827394394,False,3,0.7072882328619519,Pool,Friday,7 PM,1.3857302476496578,Positive,Medium,Regularly Attends,Sunny,Resort,1 PM,0
520,21,Female,Student,33985.552142998065,True,3,1.2630596076087826,Spinning,Wednesday,6 AM,1.2216607798746408,Negative,Low,Sometimes Attends,Sunny,Resort,12 PM,1
521,37,Female,Other,84324.4552053007,False,2,0.71135523847104,Group Fitness,Saturday,7 AM,0.6069658150508492,Positive,Low,Regularly Attends,Sunny,Resort,1 PM,1
522,64,Female,Engineer,76123.76000250733,False,5,1.1701276343490719,Pool,Sunday,3 PM,1.4577233504766172,Negative,Low,Rarely Attends,Snowy,Other,11 AM,0
523,62,Female,Student,97096.30074248264,True,4,0.5992280452051442,Group Fitness,Tuesday,11 AM,1.1723139147355957,Neutral,Low,Never Attends,Overcast,Other,7 AM,1
524,69,Female,Engineer,69210.28900882669,True,2,1.383391072114074,Yoga,Saturday,4 PM,1.1773781259100318,Neutral,Low,Regularly Attends,Cloudy,Downtown,8 AM,1
525,35,Male,Other,31951.264385485843,True,2,1.076436471030553,Group Fitness,Friday,6 PM,1.2289448791555884,Neutral,Medium,Rarely Attends,Sunny,Other,8 PM,1
526,47,Female,Other,24158.608128317195,False,4,1.2895356363545805,Spinning,Saturday,8 AM,0.5302923531518979,Mixed,Low,Never Attends,Sunny,Suburban,5 PM,1
527,38,Male,Student,92349.69479086227,True,4,1.1960629515566412,Pool,Friday,5 PM,1.43462948085751,Negative,Low,Sometimes Attends,Sunny,Suburban,11 AM,1
528,51,Female,Engineer,64813.57873669199,True,4,0.7336449987281479,Cardio,Sunday,8 AM,1.0851064529077772,Neutral,Low,Never Attends,Rainy,Rural,5 PM,1
529,32,Male,Engineer,54760.55342673303,True,4,0.048270064269134716,Cardio,Friday,3 PM,1.4025723201486824,Negative,Low,Rarely Attends,Overcast,Downtown,7 PM,1
530,47,Female,Other,25408.865369123676,False,2,1.446967924908252,Group Fitness,Wednesday,5 PM,1.4798912391956396,Positive,Medium,Sometimes Attends,Rainy,Resort,1 PM,0
531,46,Male,Student,83899.74357682065,False,1,1.252596819385977,Pool,Monday,5 PM,1.4895000787797428,Negative,Low,Never Attends,Snowy,Beach,8 AM,0
532,45,Female,Engineer,47115.52107809807,False,1,0.26466566298104977,Spinning,Friday,8 AM,0.6355106343634318,Mixed,Low,Never Attends,Sunny,Other,4 PM,1
533,60,Female,Doctor,42035.36392559892,True,4,1.0750932509010807,Yoga,Sunday,11 AM,0.8570732523439223,Positive,Low,Sometimes Attends,Rainy,Resort,4 PM,1
534,49,Female,Student,31441.409554900445,False,5,1.8271633592710166,Spinning,Tuesday,5 PM,1.4899226673356807,Negative,Medium,Sometimes Attends,Rainy,Resort,6 PM,0
535,42,Female,Doctor,53585.1730295345,False,4,1.7272922596726794,Spinning,Monday,10 AM,1.3239247253728026,Neutral,Medium,Rarely Attends,Sunny,Suburban,11 AM,1
536,60,Male,Doctor,35937.89962023827,True,4,1.6437369502732688,Group Fitness,Monday,3 PM,0.5735099298721752,Neutral,High,Regularly Attends,Cloudy,Beach,8 PM,1
537,56,Female,Other,20044.38880262038,False,5,0.7270997590287154,Strength Training,Saturday,12 PM,1.0357672115930456,Neutral,High,Regularly Attends,Rainy,Beach,6 PM,0
538,46,Male,Other,65206.633141256054,True,3,0.1781348751686218,Cardio,Thursday,4 PM,0.5063702989303138,Negative,Low,Never Attends,Sunny,Rural,8 AM,1
539,24,Female,Student,31455.749070984984,True,4,0.2522601800741431,Strength Training,Tuesday,6 AM,0.8486123153734403,Positive,High,Regularly Attends,Cloudy,Suburban,3 PM,1
540,31,Male,Doctor,92212.2802529721,True,5,1.28602435343698,Yoga,Thursday,2 PM,0.9399935025640908,Positive,Medium,Sometimes Attends,Cloudy,Other,9 AM,1
541,46,Female,Student,26487.51370781689,False,2,0.03468382747456711,Cardio,Tuesday,7 AM,1.106593715776622,Neutral,High,Regularly Attends,Cloudy,Other,6 AM,0
542,30,Female,Teacher,58240.36704497531,False,4,0.33512306753054855,Group Fitness,Thursday,4 PM,1.2718047240844843,Neutral,High,Sometimes Attends,Cloudy,Resort,11 AM,0
543,26,Female,Doctor,46325.0549084997,True,1,0.9794736762727689,Cardio,Thursday,3 PM,1.462914767102418,Mixed,High,Sometimes Attends,Sunny,Downtown,12 PM,1
544,24,Male,Student,97871.59771922763,False,1,1.1692053432982257,Spinning,Monday,4 PM,1.3047333358652178,Mixed,Medium,Regularly Attends,Cloudy,Resort,9 AM,0
545,34,Female,Other,30663.397033296595,True,3,0.005634540624862794,Cardio,Thursday,3 PM,0.7364764781218411,Neutral,High,Sometimes Attends,Snowy,Resort,9 AM,1
546,26,Female,Engineer,38698.478090210905,True,2,0.5359932158435017,Yoga,Wednesday,6 PM,0.9887793862748991,Neutral,High,Never Attends,Rainy,Beach,8 AM,1
547,68,Female,Doctor,40039.01127631427,True,2,1.0673233628956362,Spinning,Monday,5 PM,0.9586939171320155,Negative,Medium,Never Attends,Cloudy,Rural,7 AM,1
548,25,Male,Doctor,41616.72939050851,False,3,1.567531413405942,Pool,Saturday,4 PM,1.143156791485528,Positive,Medium,Sometimes Attends,Overcast,Beach,8 PM,0
549,37,Male,Teacher,85960.58642106048,True,1,0.15000131811128203,Spinning,Wednesday,12 PM,1.4325528934574843,Neutral,Medium,Sometimes Attends,Snowy,Rural,9 AM,1
550,42,Female,Teacher,31108.398466324674,False,5,0.02689763469893869,Group Fitness,Monday,12 PM,1.2654086655731094,Negative,Medium,Sometimes Attends,Rainy,Other,3 PM,0
551,40,Male,Engineer,68845.4043865725,False,2,0.5251544542987825,Group Fitness,Wednesday,10 AM,1.1134863942717521,Neutral,Medium,Rarely Attends,Sunny,Rural,6 PM,0
552,20,Female,Engineer,25495.016781341295,False,1,1.2045479122067209,Yoga,Monday,11 AM,0.5360773658056732,Negative,Low,Never Attends,Sunny,Beach,2 PM,1
553,20,Male,Teacher,72523.37438847218,False,3,0.8737273369441525,Group Fitness,Wednesday,12 PM,1.4518880779599024,Mixed,High,Regularly Attends,Rainy,Downtown,11 AM,1
554,56,Female,Engineer,43502.09191992351,True,2,1.3291886009523854,Strength Training,Monday,12 PM,0.7616783987053608,Positive,High,Sometimes Attends,Snowy,Downtown,1 PM,1
555,69,Female,Other,39700.126518703786,True,1,0.20336392814602045,Cardio,Wednesday,10 AM,0.7406541641583374,Neutral,High,Never Attends,Cloudy,Downtown,4 PM,1
556,48,Male,Teacher,24038.54076000714,True,2,0.3855584306514668,Strength Training,Tuesday,7 PM,1.1282368786502937,Mixed,Low,Regularly Attends,Snowy,Other,3 PM,1
557,64,Female,Student,78996.51595275465,False,1,1.1728112225200373,Pool,Wednesday,12 PM,1.0673149052110213,Positive,Low,Sometimes Attends,Rainy,Downtown,5 PM,0
558,57,Female,Student,63478.243362481655,True,5,1.5353146437915801,Yoga,Tuesday,6 PM,0.6639193167288786,Neutral,High,Never Attends,Rainy,Rural,4 PM,1
559,48,Male,Student,44881.75462100024,False,2,1.1749810058471517,Cardio,Sunday,4 PM,1.3265725769098236,Mixed,High,Regularly Attends,Sunny,Rural,10 AM,0
560,34,Female,Engineer,27415.605851304124,False,2,1.2552550544010939,Yoga,Monday,8 PM,1.337654860859938,Neutral,High,Regularly Attends,Overcast,Rural,6 AM,0
561,46,Male,Student,72665.90472595165,True,4,0.9855526477492609,Yoga,Wednesday,2 PM,1.1810651692555405,Negative,High,Never Attends,Rainy,Other,6 AM,1
562,22,Female,Engineer,66137.32094153311,True,5,1.3405370515386204,Strength Training,Sunday,7 AM,0.6065846518805285,Mixed,Low,Sometimes Attends,Overcast,Other,1 PM,1
563,56,Male,Other,62264.09980750577,True,2,0.011211736470581046,Strength Training,Friday,7 AM,0.829003554621646,Positive,Low,Regularly Attends,Sunny,Downtown,10 AM,1
564,66,Male,Other,39781.44159419235,False,5,0.4405386185466562,Yoga,Tuesday,2 PM,1.1511064196407321,Mixed,Low,Regularly Attends,Snowy,Rural,8 AM,0
565,57,Female,Student,26589.42217726647,False,4,1.3944826429774562,Spinning,Tuesday,4 PM,0.8611372189640555,Neutral,Medium,Sometimes Attends,Cloudy,Beach,9 AM,0
566,62,Female,Student,92173.51801509269,False,2,1.2259087244089288,Group Fitness,Thursday,10 AM,0.848205582792588,Mixed,Low,Rarely Attends,Sunny,Rural,7 PM,1
567,65,Female,Engineer,91821.57444329993,True,2,0.46976804637032066,Spinning,Sunday,8 PM,0.559881412913523,Negative,High,Rarely Attends,Overcast,Rural,9 AM,1
568,35,Female,Student,48763.06058247911,True,4,0.4593863061811918,Yoga,Tuesday,6 PM,1.2542092395630338,Mixed,High,Rarely Attends,Sunny,Downtown,11 AM,1
569,41,Male,Teacher,68843.75122923512,False,1,1.2756003171478751,Cardio,Monday,6 PM,0.8563354509880072,Negative,Medium,Sometimes Attends,Sunny,Other,8 AM,0
570,26,Female,Teacher,54041.72613157762,True,1,1.8575846135661598,Cardio,Saturday,8 PM,0.9333943151449928,Negative,Low,Rarely Attends,Overcast,Beach,12 PM,1
571,19,Female,Engineer,60769.99715705231,False,1,0.7395032974369047,Cardio,Monday,3 PM,1.1693258592555742,Neutral,High,Sometimes Attends,Snowy,Downtown,12 PM,0
572,40,Male,Doctor,67507.34929674509,False,1,0.06066303553611818,Pool,Tuesday,10 AM,1.244339926165515,Neutral,Medium,Rarely Attends,Snowy,Suburban,1 PM,0
573,54,Female,Student,84971.6939326191,False,5,1.0987639538754599,Cardio,Thursday,12 PM,0.9210464997882735,Negative,Medium,Sometimes Attends,Cloudy,Rural,4 PM,0
574,27,Female,Student,59244.62759288678,False,3,1.1689920178301676,Yoga,Sunday,8 AM,1.302104186521536,Negative,High,Rarely Attends,Snowy,Rural,6 AM,0
575,66,Male,Engineer,77294.80420777164,False,1,0.7018902011401473,Pool,Monday,12 PM,0.8355614082344293,Positive,Medium,Regularly Attends,Snowy,Resort,6 PM,0
576,20,Male,Teacher,43501.26690115782,False,5,0.44328169625189484,Spinning,Saturday,1 PM,1.0447423694717926,Neutral,Medium,Regularly Attends,Rainy,Resort,1 PM,0
577,55,Female,Doctor,87710.10198661765,True,1,0.6405949684822485,Yoga,Saturday,6 AM,1.0485908012048475,Mixed,Low,Rarely Attends,Overcast,Suburban,2 PM,1
578,38,Male,Student,84748.6871924877,False,3,0.08013249254093502,Pool,Monday,1 PM,1.345752841269799,Positive,High,Never Attends,Snowy,Other,6 PM,0
579,35,Female,Teacher,69220.2998202015,False,2,1.3801913740764569,Strength Training,Tuesday,10 AM,1.3127011770105779,Neutral,Medium,Rarely Attends,Cloudy,Downtown,11 AM,0
580,52,Female,Teacher,97177.06743535821,True,3,0.9947912616216019,Yoga,Monday,5 PM,0.703695606217946,Negative,Low,Sometimes Attends,Sunny,Resort,9 AM,1
581,40,Male,Teacher,29694.877645829678,True,3,0.6905709728765219,Cardio,Wednesday,6 AM,0.9035334316949292,Mixed,Low,Sometimes Attends,Rainy,Suburban,1 PM,1
582,43,Male,Student,21608.802641731825,False,1,1.0232892428651907,Pool,Friday,8 AM,1.3915731887763008,Mixed,Low,Sometimes Attends,Overcast,Suburban,6 AM,0
583,25,Female,Teacher,30054.373920943504,True,5,0.13840825864364437,Yoga,Saturday,5 PM,1.1655762978183013,Positive,Medium,Never Attends,Sunny,Beach,7 AM,1
584,21,Female,Teacher,94366.38550070427,True,5,1.7954585698308032,Group Fitness,Tuesday,8 AM,1.3190822269203573,Mixed,Low,Rarely Attends,Rainy,Resort,10 AM,1
585,66,Male,Teacher,94581.96072832019,False,3,1.2286384553365892,Group Fitness,Monday,9 AM,1.1734593045114385,Positive,High,Never Attends,Overcast,Other,8 AM,0
586,51,Female,Student,81324.48191293707,False,2,0.44074728394067764,Pool,Saturday,2 PM,1.3248918647424852,Neutral,High,Never Attends,Cloudy,Suburban,6 AM,0
587,43,Female,Teacher,64354.133912029916,True,4,0.15083948022551463,Cardio,Monday,10 AM,0.799887836727892,Negative,High,Regularly Attends,Snowy,Suburban,4 PM,1
588,56,Male,Teacher,60526.45049409351,False,1,0.6809661547563037,Yoga,Tuesday,7 PM,1.3663039233147132,Negative,Low,Never Attends,Rainy,Downtown,2 PM,0
589,50,Female,Other,65392.787687962686,True,1,1.3889083481546527,Yoga,Monday,1 PM,1.243177669351997,Positive,Medium,Never Attends,Snowy,Other,1 PM,1
590,21,Female,Teacher,89587.12187782081,False,1,1.2578608962448663,Pool,Tuesday,7 AM,0.6474404940743985,Positive,Medium,Rarely Attends,Sunny,Rural,4 PM,1
591,28,Female,Student,20401.892355003693,True,2,1.729800279802884,Group Fitness,Friday,9 AM,1.05557990083598,Mixed,Medium,Never Attends,Sunny,Downtown,3 PM,1
592,50,Female,Student,56344.292068312905,True,4,1.2450869453390785,Cardio,Wednesday,8 AM,0.8855219988436189,Negative,High,Sometimes Attends,Overcast,Other,10 AM,1
593,31,Female,Teacher,34363.39010668665,False,2,1.773219793146234,Pool,Tuesday,3 PM,1.020959943646787,Negative,Medium,Never Attends,Cloudy,Downtown,4 PM,0
594,56,Female,Student,22223.44672438859,True,3,0.49961415795489916,Group Fitness,Friday,5 PM,1.4379135429794279,Positive,Medium,Rarely Attends,Cloudy,Beach,11 AM,1
595,52,Female,Doctor,54577.462288941075,False,3,1.9797809548472114,Strength Training,Tuesday,9 AM,0.9557586371627815,Positive,Medium,Never Attends,Cloudy,Rural,8 PM,0
596,39,Male,Engineer,26898.169631244942,False,5,1.3697485678876178,Cardio,Wednesday,10 AM,1.220770517593015,Positive,Medium,Sometimes Attends,Cloudy,Suburban,5 PM,0
597,30,Male,Engineer,76613.22927676642,True,3,1.737646463274925,Spinning,Saturday,12 PM,1.4029780932442582,Neutral,High,Rarely Attends,Rainy,Beach,12 PM,1
598,63,Female,Engineer,58962.45411949349,True,1,1.47632741549678,Strength Training,Monday,7 AM,1.3622876989966868,Positive,High,Rarely Attends,Cloudy,Rural,10 AM,1
599,66,Female,Doctor,93286.01849105764,False,3,0.7880360839433649,Cardio,Saturday,6 PM,1.4856033043673698,Negative,Low,Never Attends,Overcast,Downtown,6 PM,0
600,60,Female,Engineer,92322.04457523726,False,4,1.2249585199538988,Pool,Thursday,8 PM,1.1961142225585413,Neutral,Medium,Sometimes Attends,Sunny,Rural,2 PM,1
601,57,Male,Engineer,44029.52831614694,True,2,0.23218458969950273,Group Fitness,Wednesday,7 AM,1.4194334268895252,Positive,High,Regularly Attends,Cloudy,Downtown,12 PM,1
602,65,Male,Other,74262.90811936726,False,4,0.09955721548672081,Cardio,Wednesday,6 AM,1.0262133365260122,Mixed,High,Never Attends,Cloudy,Suburban,9 AM,0
603,40,Male,Teacher,41943.470829609956,True,2,1.8507411720996558,Group Fitness,Monday,6 PM,0.9852566617736729,Neutral,Medium,Regularly Attends,Rainy,Suburban,2 PM,1
604,38,Female,Other,34550.35463738341,True,2,1.5959504582739457,Cardio,Friday,11 AM,1.4392029593577265,Positive,Low,Never Attends,Snowy,Rural,9 AM,1
605,59,Female,Doctor,86131.14699410171,False,1,0.30865448544649987,Spinning,Sunday,7 AM,1.121959765728022,Negative,Low,Never Attends,Sunny,Beach,4 PM,1
606,34,Female,Other,57466.41231133051,True,4,0.2785172531374349,Pool,Saturday,8 PM,0.5120114910139784,Mixed,Medium,Rarely Attends,Rainy,Other,6 AM,1
607,56,Female,Student,60869.30771177881,False,2,1.2044287838233583,Group Fitness,Monday,6 PM,0.6831301475456457,Neutral,High,Regularly Attends,Snowy,Rural,7 PM,0
608,47,Male,Teacher,43527.94689988035,False,1,0.41754750956454956,Yoga,Wednesday,6 PM,1.1514911466022273,Positive,High,Never Attends,Cloudy,Other,12 PM,0
609,21,Male,Other,90469.26154773595,False,5,1.9939874641350455,Cardio,Tuesday,7 PM,0.7386960433638026,Mixed,High,Regularly Attends,Rainy,Rural,4 PM,0
610,26,Female,Engineer,87575.68033028851,False,1,1.6864117007815063,Group Fitness,Tuesday,3 PM,1.1857902141829486,Neutral,Medium,Regularly Attends,Overcast,Suburban,4 PM,0
611,29,Female,Student,24682.519695799518,False,4,0.9446797879411153,Group Fitness,Monday,6 PM,1.3347199646706736,Mixed,High,Rarely Attends,Cloudy,Rural,10 AM,0
612,35,Male,Other,75846.4572802847,False,4,0.9889515329857477,Group Fitness,Monday,10 AM,0.741440249927081,Mixed,High,Never Attends,Sunny,Suburban,7 AM,0
613,40,Male,Engineer,91211.18748069408,False,2,1.542337818069781,Pool,Sunday,6 AM,0.8735705700478574,Neutral,Low,Sometimes Attends,Cloudy,Other,7 AM,0
614,27,Male,Doctor,83280.17931931952,False,5,1.3160069812042394,Pool,Wednesday,6 AM,1.3584149405078092,Negative,Low,Never Attends,Overcast,Resort,6 PM,0
615,53,Female,Student,87259.19808951279,False,5,1.009497004059884,Cardio,Saturday,12 PM,1.2596419842018933,Negative,Medium,Regularly Attends,Cloudy,Downtown,6 PM,0
616,50,Male,Engineer,23777.089172038723,False,4,0.5612933558672513,Pool,Friday,3 PM,1.2538876968904014,Negative,Low,Rarely Attends,Cloudy,Resort,9 AM,0
617,41,Male,Teacher,57484.79629751733,False,5,1.8221516806885052,Strength Training,Wednesday,8 AM,0.8056338094249065,Neutral,Low,Rarely Attends,Sunny,Downtown,8 PM,0
618,52,Female,Doctor,42992.42346275211,False,5,1.5776150986642,Spinning,Thursday,3 PM,0.5517109900988731,Negative,Medium,Rarely Attends,Snowy,Other,10 AM,0
619,42,Male,Teacher,33478.150026989955,True,5,0.5583873034321409,Yoga,Wednesday,11 AM,0.7421159215033537,Neutral,High,Rarely Attends,Rainy,Downtown,10 AM,1
620,35,Male,Engineer,58682.32043730072,False,2,0.11066304373269187,Cardio,Thursday,2 PM,1.4014252862052214,Neutral,Low,Never Attends,Cloudy,Rural,2 PM,0
621,44,Female,Doctor,48111.675121980705,True,4,1.5716092825698877,Cardio,Tuesday,3 PM,1.3250739804786853,Negative,Medium,Regularly Attends,Rainy,Resort,7 PM,1
622,62,Male,Engineer,82054.67716430474,True,1,0.8834010818650759,Pool,Tuesday,7 AM,1.17748681236308,Neutral,High,Rarely Attends,Snowy,Beach,10 AM,1
623,61,Female,Student,97939.79925045565,True,4,0.026738637451784175,Spinning,Tuesday,6 AM,1.327195296935989,Neutral,Low,Sometimes Attends,Sunny,Downtown,4 PM,1
624,24,Male,Teacher,58116.936646216156,False,1,1.8711769713458521,Strength Training,Sunday,2 PM,0.6621301011197135,Negative,High,Sometimes Attends,Overcast,Downtown,7 AM,1
625,37,Male,Engineer,61898.16880877161,True,4,1.8781897229524878,Group Fitness,Sunday,3 PM,1.158177925438271,Mixed,Low,Never Attends,Snowy,Rural,2 PM,1
626,63,Male,Student,94257.23206165274,True,1,1.2913756615236358,Spinning,Tuesday,12 PM,0.8108039412166126,Negative,High,Regularly Attends,Rainy,Suburban,4 PM,1
627,29,Female,Doctor,41591.863396083754,True,1,0.9790304006883361,Pool,Saturday,1 PM,0.8702118512352708,Mixed,Low,Sometimes Attends,Snowy,Rural,6 AM,1
628,21,Male,Doctor,23443.45646004103,False,4,0.5490880934806444,Yoga,Friday,4 PM,0.5717129546537443,Negative,Medium,Never Attends,Overcast,Other,8 PM,0
629,21,Male,Doctor,63785.174839221465,False,1,1.6266173914092783,Strength Training,Friday,9 AM,0.9908774382763806,Negative,Medium,Sometimes Attends,Snowy,Downtown,11 AM,1
