,Transaction_ID,Amount,Transaction_Type,Location,Time,Device_Type,Account_Age (days),Velocity (transactions/hour),Is_International,label
823,824,709.59,Wire Transfer,Chicago,2026-01-24 22:02:13.614960,Mobile,754,22,No,0
824,825,3548.07,Wire Transfer,Atlanta,2026-01-12 04:25:13.614963,Desktop,2803,53,Yes,1
825,826,4273.55,Wire Transfer,San Francisco,2026-01-24 17:41:13.614966,Desktop,4650,58,No,1
826,827,3430.84,Debit,Seattle,2026-01-07 20:33:13.614968,Mobile,3653,39,Yes,1
827,828,94.3,Debit,Seattle,2026-01-25 22:47:13.614971,Mobile,403,24,Yes,0
828,829,1085.08,Debit,Miami,2025-12-28 04:46:13.614974,ATM,2087,14,Yes,1
829,830,352.05,Cash Withdraw,Los Angeles,2026-01-02 22:02:13.614977,Tablet,2228,37,Yes,0
830,831,2854.08,Debit,New York,2026-01-14 10:39:13.614980,ATM,3411,22,No,0
831,832,3783.61,Credit,Seattle,2026-01-12 13:19:13.614983,ATM,2991,51,No,0
832,833,557.34,Credit,Chicago,2026-01-22 00:47:13.614985,Desktop,4644,1,No,0
833,834,4192.5,Cash Withdraw,Los Angeles,2026-01-19 06:45:13.614989,ATM,1150,56,No,1
834,835,2779.77,Wire Transfer,Atlanta,2026-01-08 03:25:13.614991,Mobile,63,56,No,1
835,836,3451.4,Wire Transfer,Dallas,2026-01-08 20:56:13.614994,Tablet,4940,14,No,1
836,837,4857.15,Wire Transfer,Chicago,2026-01-13 01:28:13.614997,ATM,3154,51,No,1
837,838,422.99,Cash Withdraw,Miami,2026-01-15 12:45:13.615000,Desktop,1009,43,No,0
838,839,4506.61,Credit,Miami,2026-01-21 22:14:13.615003,Desktop,2032,34,Yes,1
839,840,634.88,Wire Transfer,Miami,2026-01-07 15:16:13.615008,ATM,1323,9,No,0
840,841,1967.83,Wire Transfer,Atlanta,2026-01-03 12:16:13.615012,ATM,2082,13,No,0
841,842,4257.94,Debit,Atlanta,2026-01-16 04:05:13.615017,ATM,752,26,Yes,1
842,843,4531.74,Debit,New York,2026-01-22 17:08:13.615021,ATM,4145,53,Yes,1
843,844,2534.33,Debit,Seattle,2026-01-03 20:09:13.615026,ATM,658,13,Yes,1
844,845,2972.55,Cash Withdraw,San Francisco,2026-01-12 08:07:13.615030,Desktop,1661,34,Yes,1
845,846,3542.2,Credit,San Francisco,2026-01-12 18:44:13.615035,ATM,701,32,No,0
846,847,4164.63,Cash Withdraw,San Francisco,2026-01-25 03:16:13.615039,Tablet,1081,51,No,1
847,848,611.95,Credit,Toronto,2026-01-14 18:48:13.615043,Tablet,2157,0,No,0
848,849,4051.3,Cash Withdraw,San Francisco,2026-01-21 18:32:13.615048,Tablet,1541,33,No,1
849,850,2408.97,Debit,San Francisco,2026-01-18 07:28:13.615052,Desktop,3033,18,Yes,1
850,851,2255.86,Credit,Seattle,2026-01-12 02:54:13.615056,Mobile,1984,23,No,0
851,852,2122.38,Cash Withdraw,Toronto,2026-01-23 14:51:13.615059,Desktop,315,41,No,1
852,853,2548.51,Wire Transfer,Toronto,2025-12-28 15:23:13.615063,Desktop,3082,3,No,1
853,854,4725.53,Cash Withdraw,Dallas,2025-12-31 06:54:13.615068,Tablet,4734,35,No,1
854,855,2743.28,Cash Withdraw,Chicago,2026-01-16 13:47:13.615072,Tablet,2315,12,No,1
855,856,4766.12,Wire Transfer,Miami,2026-01-01 10:14:13.615077,ATM,2136,57,Yes,1
856,857,905.55,Credit,Miami,2026-01-20 23:55:13.615081,ATM,1650,31,No,0
857,858,3622.06,Cash Withdraw,Atlanta,2026-01-26 04:24:13.615084,Mobile,3220,8,Yes,1
858,859,4062.14,Wire Transfer,San Francisco,2026-01-25 11:47:13.615087,Mobile,3801,38,No,1
859,860,3397.25,Cash Withdraw,Chicago,2026-01-02 10:00:13.615090,Mobile,2479,15,No,1
860,861,3036.58,Debit,San Francisco,2026-01-02 16:59:13.615092,Tablet,4068,49,Yes,1
861,862,2826.24,Cash Withdraw,Chicago,2026-01-15 21:47:13.615096,Desktop,1776,2,Yes,1
862,863,4305.35,Credit,San Francisco,2026-01-27 05:20:13.615099,ATM,1967,51,No,0
863,864,4109.12,Cash Withdraw,Chicago,2026-01-07 12:21:13.615102,Desktop,1768,19,Yes,1
864,865,615.83,Credit,Seattle,2026-01-09 23:37:13.615104,Desktop,3816,9,No,0
865,866,4243.7,Cash Withdraw,Chicago,2026-01-14 14:29:13.615107,Tablet,242,55,No,1
866,867,2073.27,Debit,Atlanta,2026-01-16 16:45:13.615110,ATM,4798,57,No,0
867,868,1272.22,Cash Withdraw,Chicago,2025-12-29 03:44:13.615113,Mobile,2950,57,No,1
868,869,4349.49,Debit,New York,2026-01-13 01:58:13.615116,Tablet,4837,21,Yes,1
869,870,2162.96,Wire Transfer,Toronto,2026-01-12 16:51:13.615119,Tablet,4877,47,No,1
870,871,4042.78,Cash Withdraw,Dallas,2026-01-16 15:34:13.615122,Desktop,2257,2,No,1
871,872,1320.7,Debit,Miami,2026-01-17 22:10:13.615125,ATM,4112,10,Yes,0
872,873,24.63,Cash Withdraw,New York,2026-01-27 05:35:13.615127,Desktop,3369,24,Yes,0
873,874,2479.82,Debit,Seattle,2025-12-28 00:07:13.615130,Mobile,367,41,Yes,1
874,875,505.64,Debit,Miami,2026-01-03 07:18:13.615133,Mobile,2828,47,Yes,0
875,876,3773.11,Cash Withdraw,Dallas,2026-01-14 12:18:13.615135,Tablet,1253,7,No,1
876,877,1384.0,Cash Withdraw,Seattle,2026-01-18 13:46:13.615138,Mobile,2488,8,No,1
877,878,2221.01,Cash Withdraw,Dallas,2025-12-28 01:09:13.615141,ATM,4786,14,No,1
878,879,439.73,Wire Transfer,Los Angeles,2026-01-14 03:12:13.615143,ATM,3604,31,No,0
879,880,1436.86,Wire Transfer,Los Angeles,2026-01-26 11:58:13.615146,Tablet,3522,52,Yes,1
880,881,3908.54,Debit,Miami,2026-01-03 05:54:13.615149,Tablet,4943,2,Yes,0
881,882,762.18,Cash Withdraw,Seattle,2025-12-29 15:47:13.615151,ATM,4518,3,Yes,1
882,883,3237.56,Wire Transfer,Los Angeles,2026-01-17 02:23:13.615154,Tablet,1644,29,Yes,1
883,884,4587.54,Cash Withdraw,Los Angeles,2026-01-09 03:39:13.615157,ATM,1213,12,No,1
884,885,3400.78,Debit,Seattle,2026-01-27 00:24:13.615159,Tablet,4704,43,No,0
885,886,4056.05,Cash Withdraw,Toronto,2026-01-19 20:01:13.615162,Desktop,20,20,Yes,1
886,887,549.31,Debit,Toronto,2026-01-04 05:37:13.615165,Desktop,676,40,Yes,0
887,888,1257.41,Debit,Atlanta,2026-01-11 17:15:13.615167,Mobile,4478,56,No,0
888,889,4473.22,Wire Transfer,Chicago,2026-01-04 14:40:13.615170,Tablet,609,45,No,1
889,890,3576.95,Wire Transfer,San Francisco,2026-01-04 07:01:13.615172,Tablet,62,18,No,1
890,891,3199.57,Debit,Dallas,2026-01-10 23:24:13.615175,Tablet,1266,38,Yes,1
891,892,3320.51,Wire Transfer,Miami,2025-12-31 09:04:13.615178,Desktop,2286,47,Yes,1
892,893,2073.93,Wire Transfer,Miami,2025-12-29 01:22:13.615180,Desktop,1155,21,Yes,1
893,894,227.56,Wire Transfer,Los Angeles,2026-01-08 08:01:13.615183,Desktop,1629,19,Yes,0
894,895,3923.29,Debit,Dallas,2026-01-21 09:18:13.615186,Desktop,1627,36,Yes,1
895,896,3395.17,Wire Transfer,Toronto,2026-01-03 11:56:13.615188,Mobile,3717,30,No,1
896,897,2366.66,Credit,Los Angeles,2026-01-06 05:58:13.615191,Mobile,1443,9,Yes,0
897,898,4499.3,Wire Transfer,Chicago,2026-01-25 18:07:13.615194,Tablet,1654,17,Yes,1
898,899,1684.12,Wire Transfer,Los Angeles,2026-01-07 05:36:13.615196,Mobile,2503,42,No,0
899,900,1475.14,Debit,Seattle,2025-12-30 09:06:13.615199,ATM,3270,38,No,0
900,901,4364.62,Wire Transfer,Seattle,2026-01-19 07:17:13.615202,Desktop,282,45,No,1
901,902,3985.95,Cash Withdraw,New York,2026-01-01 06:11:13.615204,Mobile,4982,19,No,1
902,903,2577.32,Cash Withdraw,Los Angeles,2026-01-17 04:49:13.615207,Mobile,1025,17,Yes,1
903,904,658.02,Wire Transfer,New York,2026-01-01 11:08:13.615210,Desktop,4819,10,No,0
904,905,1079.28,Cash Withdraw,New York,2026-01-17 11:58:13.615212,ATM,3404,21,Yes,1
905,906,3282.86,Wire Transfer,Chicago,2026-01-13 07:36:13.615215,ATM,1236,58,No,1
906,907,1928.28,Wire Transfer,Chicago,2025-12-29 17:24:13.615218,Desktop,4183,43,No,0
907,908,4183.18,Wire Transfer,Los Angeles,2026-01-18 23:08:13.615220,Mobile,4761,17,No,1
908,909,4750.03,Wire Transfer,Miami,2025-12-31 16:09:13.615223,Desktop,4958,57,Yes,1
909,910,4029.16,Credit,San Francisco,2026-01-17 19:22:13.615225,Mobile,786,33,No,0
910,911,1890.84,Wire Transfer,New York,2026-01-08 19:47:13.615228,Tablet,3318,22,No,0
911,912,3944.49,Wire Transfer,Dallas,2026-01-21 08:17:13.615231,ATM,1668,0,No,1
912,913,1760.45,Cash Withdraw,Miami,2026-01-05 20:55:13.615233,Mobile,3009,54,No,1
913,914,839.66,Credit,Toronto,2026-01-10 19:30:13.615236,Mobile,3195,9,Yes,0
914,915,171.8,Cash Withdraw,New York,2026-01-06 16:43:13.615239,Mobile,4790,52,No,0
915,916,1931.65,Debit,Chicago,2025-12-28 05:49:13.615241,Desktop,3776,0,No,0
916,917,4518.28,Credit,Toronto,2026-01-11 18:54:13.615244,Tablet,2447,37,Yes,1
917,918,1198.74,Debit,Chicago,2026-01-10 18:07:13.615247,ATM,3791,38,Yes,1
918,919,1036.53,Credit,New York,2026-01-03 23:50:13.615249,Desktop,534,48,No,0
919,920,4849.25,Debit,New York,2026-01-15 15:00:13.615252,Mobile,402,8,Yes,0
920,921,129.9,Cash Withdraw,Atlanta,2026-01-25 11:56:13.615254,ATM,3664,30,No,0
921,922,3929.98,Debit,Chicago,2026-01-12 03:17:13.615257,Mobile,130,6,Yes,0
922,923,1610.24,Credit,Toronto,2026-01-26 14:32:13.615260,Tablet,2340,16,Yes,1
923,924,192.25,Debit,Toronto,2026-01-13 19:57:13.615262,Tablet,4372,34,No,0
924,925,4589.42,Debit,Atlanta,2026-01-08 12:46:13.615265,Desktop,2960,47,No,0
925,926,702.51,Debit,Miami,2025-12-28 17:27:13.615267,Tablet,1859,36,Yes,0
926,927,2761.14,Debit,New York,2025-12-28 02:31:13.615270,ATM,2974,51,No,0
927,928,1373.9,Credit,Seattle,2026-01-19 19:34:13.615273,ATM,4151,17,No,0
928,929,330.64,Wire Transfer,San Francisco,2026-01-03 14:42:13.615275,Mobile,3650,32,Yes,0
929,930,254.36,Wire Transfer,Seattle,2026-01-12 04:52:13.615278,Tablet,2787,3,Yes,0
930,931,582.21,Cash Withdraw,Chicago,2026-01-15 03:14:13.615281,ATM,3098,22,Yes,1
931,932,361.48,Credit,New York,2026-01-26 21:43:13.615284,Desktop,3513,10,Yes,0
932,933,3803.99,Credit,Atlanta,2026-01-02 19:32:13.615286,Mobile,4861,51,Yes,1
933,934,2430.4,Wire Transfer,Los Angeles,2026-01-16 11:39:13.615289,Desktop,1221,8,Yes,1
934,935,1717.75,Credit,Toronto,2026-01-10 15:57:13.615292,Mobile,642,29,No,0
935,936,2094.75,Debit,San Francisco,2026-01-19 07:00:13.615294,ATM,3315,7,No,0
936,937,4645.09,Credit,Toronto,2026-01-06 08:07:13.615297,Desktop,724,39,Yes,1
937,938,4554.21,Wire Transfer,Toronto,2026-01-05 08:39:13.615300,Desktop,4898,4,No,1
938,939,3579.8,Debit,Toronto,2026-01-11 03:56:13.615302,Tablet,738,11,No,0
939,940,4423.99,Wire Transfer,Chicago,2026-01-23 16:02:13.615305,ATM,4854,0,No,1
940,941,1601.64,Credit,Chicago,2026-01-10 23:58:13.615307,ATM,1300,14,Yes,1
941,942,1908.64,Debit,Los Angeles,2026-01-14 00:19:13.615310,Mobile,3481,24,No,0
942,943,3070.49,Wire Transfer,San Francisco,2026-01-18 07:11:13.615313,ATM,340,17,Yes,1
943,944,3120.01,Cash Withdraw,New York,2026-01-03 17:43:13.615315,Desktop,153,37,No,1
944,945,2411.09,Debit,New York,2025-12-28 07:07:13.615318,Tablet,1422,41,Yes,1
945,946,2006.29,Debit,Atlanta,2026-01-20 00:50:13.615320,ATM,3052,45,Yes,1
946,947,4930.97,Debit,Los Angeles,2026-01-27 14:53:13.615323,ATM,427,52,No,0
947,948,4106.51,Cash Withdraw,Dallas,2026-01-07 14:00:13.615326,ATM,3559,25,No,1
948,949,2177.73,Wire Transfer,Toronto,2026-01-04 17:39:13.615328,ATM,1136,39,No,1
949,950,3637.83,Credit,San Francisco,2026-01-26 01:24:13.615331,Mobile,2373,58,Yes,1
950,951,1351.46,Wire Transfer,Los Angeles,2026-01-21 00:58:13.615334,Desktop,3330,2,No,0
951,952,505.35,Cash Withdraw,New York,2026-01-03 21:14:13.615336,Mobile,950,53,Yes,1
952,953,1765.39,Credit,San Francisco,2026-01-18 13:02:13.615339,Tablet,1374,21,Yes,1
953,954,2017.85,Credit,Toronto,2026-01-17 21:29:13.615341,ATM,957,25,Yes,1
954,955,87.6,Debit,Seattle,2026-01-06 09:07:13.615344,Tablet,1702,18,Yes,0
955,956,4074.89,Debit,Miami,2026-01-05 09:00:13.615347,Mobile,2942,43,No,0
956,957,1799.17,Debit,New York,2026-01-23 00:14:13.615349,Mobile,2483,43,No,0
957,958,2904.19,Credit,San Francisco,2026-01-06 19:31:13.615352,Desktop,1304,46,Yes,1
958,959,374.45,Wire Transfer,Toronto,2026-01-02 08:00:13.615355,Tablet,371,59,No,0
959,960,879.11,Debit,San Francisco,2025-12-28 13:44:13.615357,ATM,2981,38,Yes,0
960,961,4449.02,Cash Withdraw,Chicago,2026-01-12 01:38:13.615360,ATM,2297,58,Yes,1
961,962,3045.39,Credit,Dallas,2026-01-01 04:25:13.615363,Desktop,4799,35,No,0
962,963,4751.67,Cash Withdraw,Chicago,2026-01-14 01:59:13.615365,Mobile,2126,20,No,1
963,964,4993.76,Cash Withdraw,Dallas,2026-01-23 07:29:13.615368,Mobile,2967,40,Yes,1
964,965,1862.44,Cash Withdraw,Miami,2026-01-04 01:41:13.615371,Tablet,4146,53,Yes,1
965,966,1497.52,Credit,Atlanta,2026-01-27 03:04:13.615373,Tablet,2743,47,Yes,1
966,967,4292.49,Credit,San Francisco,2026-01-06 23:01:13.615376,Desktop,4022,25,Yes,1
967,968,4993.06,Cash Withdraw,Dallas,2026-01-07 08:06:13.615379,Desktop,2365,12,No,1
968,969,3150.06,Credit,Dallas,2026-01-15 23:56:13.615382,Mobile,763,35,Yes,1
969,970,3976.73,Cash Withdraw,New York,2026-01-17 23:30:13.615384,Desktop,4063,23,No,1
970,971,3909.82,Cash Withdraw,Toronto,2026-01-21 03:27:13.615387,Desktop,1005,40,Yes,1
971,972,1779.92,Credit,Atlanta,2025-12-29 15:49:13.615390,Desktop,3756,25,No,0
972,973,2873.48,Cash Withdraw,Los Angeles,2025-12-31 02:19:13.615392,ATM,2847,20,Yes,1
973,974,4166.12,Wire Transfer,Chicago,2026-01-17 08:06:13.615396,ATM,350,17,Yes,1
974,975,3442.13,Wire Transfer,San Francisco,2026-01-04 00:32:13.615399,ATM,2965,14,Yes,1
975,976,110.71,Cash Withdraw,Toronto,2026-01-04 08:20:13.615402,Mobile,687,14,Yes,0
976,977,1686.84,Cash Withdraw,Chicago,2026-01-07 03:50:13.615404,ATM,4638,5,No,1
977,978,726.66,Debit,Dallas,2026-01-27 13:10:13.615407,Desktop,3127,42,No,0
978,979,1168.7,Wire Transfer,Toronto,2026-01-18 16:25:13.615410,Mobile,4457,30,No,0
979,980,4527.92,Credit,Los Angeles,2026-01-03 12:45:13.615412,Tablet,2756,27,No,0
980,981,189.28,Wire Transfer,Toronto,2026-01-14 20:20:13.615415,Desktop,3525,7,No,0
981,982,1102.9,Cash Withdraw,San Francisco,2026-01-11 15:20:13.615418,ATM,3625,28,Yes,1
982,983,1551.3,Cash Withdraw,Los Angeles,2026-01-21 08:50:13.615420,Desktop,2733,20,No,1
983,984,3086.34,Wire Transfer,Atlanta,2025-12-29 07:08:13.615423,Mobile,1694,16,Yes,1
984,985,2672.84,Cash Withdraw,Seattle,2026-01-25 05:55:13.615426,Desktop,2893,55,No,1
985,986,1095.26,Credit,Seattle,2026-01-21 10:42:13.615428,ATM,3812,56,Yes,1
986,987,825.38,Wire Transfer,Miami,2026-01-11 11:19:13.615431,Tablet,4181,48,Yes,0
987,988,1187.81,Wire Transfer,Atlanta,2026-01-08 16:22:13.615434,ATM,685,23,No,0
988,989,2515.14,Cash Withdraw,Atlanta,2026-01-01 00:58:13.615436,Mobile,4341,57,No,1
989,990,1359.53,Debit,Dallas,2026-01-01 15:38:13.615439,ATM,2920,59,No,0
990,991,4738.27,Credit,Seattle,2026-01-22 15:09:13.615442,Mobile,3757,49,No,0
991,992,2322.01,Cash Withdraw,Atlanta,2026-01-21 18:17:13.615444,ATM,3284,35,No,1
992,993,298.69,Cash Withdraw,Miami,2026-01-09 20:18:13.615447,ATM,4692,30,No,0
993,994,3647.69,Credit,Atlanta,2026-01-09 14:55:13.615450,Desktop,4027,46,Yes,1
994,995,1647.58,Credit,San Francisco,2026-01-05 16:03:13.615452,Desktop,1157,33,No,0
995,996,3269.18,Wire Transfer,New York,2026-01-21 10:24:13.615455,ATM,3062,1,No,1
996,997,1401.57,Debit,Chicago,2025-12-30 13:35:13.615458,Desktop,4446,41,Yes,1
997,998,2855.86,Wire Transfer,Seattle,2026-01-21 17:24:13.615461,Desktop,2330,2,No,1
998,999,3861.9,Credit,Dallas,2026-01-17 10:11:13.615463,Tablet,1293,29,Yes,1
999,1000,4640.4,Cash Withdraw,Dallas,2026-01-13 01:22:13.615466,Tablet,1885,7,Yes,1
