,Credit Score,Debt-to-Income Ratio,Monthly Income,Monthly Expenses,Credit History Length,Number of Open Credit Accounts,Payment History (Late Payments),Number of Credit Inquiries,Age,Gender,Marital Status,Zip Code,Education Level,Occupation Type,label
769,518,0.9605236078443683,45182,9241,5,1,0,4,42,Female,Married,74603,Bachelor's Degree,White-collar,1
770,592,0.34646173064665997,32174,4674,3,8,1,4,39,Male,Single,69854,Master's Degree,Blue-collar,1
771,510,0.593696024719612,10520,2797,7,7,2,3,50,Female,Married,94661,High School Diploma,White-collar,1
772,616,0.8953928910642145,25894,6703,8,5,1,4,26,Male,Single,93202,Bachelor's Degree,Blue-collar,1
773,783,0.6402061747189569,36949,10317,9,2,0,1,33,Female,Married,55553,Master's Degree,White-collar,1
774,577,0.761613363778709,49815,17616,8,3,0,3,22,Male,Single,18798,High School Diploma,Blue-collar,1
775,778,0.1440810631446543,39184,6496,2,5,1,4,20,Female,Married,12562,Bachelor's Degree,White-collar,1
776,652,0.6856663128198359,14522,5231,3,6,0,1,25,Male,Single,66327,Master's Degree,Blue-collar,1
777,610,0.898726819625583,13583,2161,3,1,0,1,22,Female,Married,40796,High School Diploma,White-collar,1
778,829,0.5667513181846433,46452,6557,4,5,0,1,29,Male,Single,33008,Bachelor's Degree,Blue-collar,1
779,844,0.0757498383227514,35962,6026,9,6,2,2,32,Female,Married,29846,Master's Degree,White-collar,1
780,561,0.43871839133982504,38149,17306,3,1,0,3,58,Male,Single,17690,High School Diploma,Blue-collar,1
781,760,0.5063931676965516,41928,13432,7,9,2,1,18,Female,Married,10754,Bachelor's Degree,White-collar,1
782,691,0.970842609645302,21968,14896,1,8,0,3,49,Male,Single,77521,Master's Degree,Blue-collar,1
783,777,0.6396399127647147,43930,10801,8,4,1,4,45,Female,Married,11546,High School Diploma,White-collar,1
784,609,0.48703711174226527,16203,8247,9,7,1,1,37,Male,Single,22608,Bachelor's Degree,Blue-collar,1
785,691,0.4908359841947073,29666,7116,8,5,1,4,41,Female,Married,32770,Master's Degree,White-collar,0
786,706,0.7589424628706244,31709,2650,10,7,0,4,20,Male,Single,31558,High School Diploma,Blue-collar,1
787,757,0.040410982977652776,14016,13446,10,9,2,4,50,Female,Married,95390,Bachelor's Degree,White-collar,1
788,845,0.3537920592714393,18841,5594,9,8,0,3,45,Male,Single,33786,Master's Degree,Blue-collar,1
789,739,0.2015313739305412,11767,2993,7,3,1,4,17,Female,Married,75005,High School Diploma,White-collar,1
790,572,0.12994363143151666,41498,19226,5,7,0,1,45,Male,Single,33343,Bachelor's Degree,Blue-collar,1
791,641,0.36756094604118184,10971,5443,7,8,1,4,52,Female,Married,10860,Master's Degree,White-collar,0
792,576,0.4428500720319789,47464,15470,6,7,1,3,19,Male,Single,42655,High School Diploma,Blue-collar,1
793,830,0.043335869192778875,18644,12418,1,8,1,1,16,Female,Married,33085,Bachelor's Degree,White-collar,1
794,562,0.21827259110764208,13962,13111,7,3,1,1,49,Male,Single,29515,Master's Degree,Blue-collar,1
795,643,0.448184681281802,23052,10130,10,7,2,1,27,Female,Married,64223,High School Diploma,White-collar,1
796,676,0.8040695086537893,47442,19773,10,7,2,3,18,Male,Single,71598,Bachelor's Degree,Blue-collar,1
797,621,0.9090664732035283,24609,11073,1,5,1,1,58,Female,Married,79921,Master's Degree,White-collar,0
798,515,0.15133080388574682,26111,10260,7,9,2,1,41,Male,Single,61306,High School Diploma,Blue-collar,1
799,685,0.21477921745516226,23158,9495,10,4,0,3,38,Female,Married,79687,Bachelor's Degree,White-collar,1
800,527,0.20318698857112183,18878,17645,8,2,1,3,35,Male,Single,52600,Master's Degree,Blue-collar,1
801,508,0.7519153207014139,15903,19601,7,3,0,2,41,Female,Married,40791,High School Diploma,White-collar,1
802,503,0.09172369583779816,36361,17052,10,2,0,3,34,Male,Single,45412,Bachelor's Degree,Blue-collar,1
803,754,0.09718019909264053,35213,15752,9,1,1,2,41,Female,Married,80150,Master's Degree,White-collar,1
804,590,0.9838610884807883,33499,11191,6,3,0,4,17,Male,Single,38722,High School Diploma,Blue-collar,1
805,565,0.14725324627968273,14131,13865,4,1,2,2,44,Female,Married,13967,Bachelor's Degree,White-collar,0
806,700,0.5046623424362746,28100,16843,10,6,2,1,47,Male,Single,44723,Master's Degree,Blue-collar,1
807,686,0.7447451270258263,34271,10616,8,8,0,1,54,Female,Married,95351,High School Diploma,White-collar,1
808,784,0.041916540572942806,32220,15282,3,4,1,4,18,Male,Single,86918,Bachelor's Degree,Blue-collar,1
809,512,0.22680994244294528,33715,9698,9,3,2,4,35,Female,Married,26661,Master's Degree,White-collar,0
810,737,0.35209597175001706,15007,3616,2,2,1,4,17,Male,Single,42839,High School Diploma,Blue-collar,1
811,695,0.016810045323339073,41226,19186,1,7,1,2,34,Female,Married,42722,Bachelor's Degree,White-collar,1
812,565,0.9958635269013437,21910,11460,3,4,2,4,51,Male,Single,31588,Master's Degree,Blue-collar,1
813,689,0.9405393410451758,12501,4843,8,9,1,2,61,Female,Married,90708,High School Diploma,White-collar,1
814,674,0.27686163172851197,22304,13958,3,4,0,3,37,Male,Single,15638,Bachelor's Degree,Blue-collar,1
815,589,0.6685081186231663,33481,14913,4,3,0,4,21,Female,Married,55977,Master's Degree,White-collar,1
816,767,0.6234442995316495,36631,16995,6,1,1,4,62,Male,Single,35265,High School Diploma,Blue-collar,1
817,818,0.14871631357979198,25355,14227,7,3,2,4,35,Female,Married,57277,Bachelor's Degree,White-collar,1
818,793,0.006445001911937753,40662,12223,10,9,2,1,44,Male,Single,16206,Master's Degree,Blue-collar,1
819,538,0.644464028070086,32639,16267,9,7,1,2,22,Female,Married,35167,High School Diploma,White-collar,1
820,676,0.44914584466662266,11663,6239,5,4,0,4,53,Male,Single,57890,Bachelor's Degree,Blue-collar,1
821,527,0.6081008118952069,13121,7769,1,5,2,1,27,Female,Married,34046,Master's Degree,White-collar,0
822,730,0.08378530961213504,36235,19980,1,6,0,2,23,Male,Single,89557,High School Diploma,Blue-collar,1
823,655,0.9776097517068952,22410,18478,3,7,0,1,39,Female,Married,73277,Bachelor's Degree,White-collar,1
824,692,0.09952668129380893,48818,4862,4,9,0,4,50,Male,Single,74225,Master's Degree,Blue-collar,1
825,579,0.33234111900883645,27002,3646,1,2,2,3,58,Female,Married,23537,High School Diploma,White-collar,1
826,831,0.5659244564296917,38584,11343,1,2,2,1,34,Male,Single,45729,Bachelor's Degree,Blue-collar,1
827,721,0.9544884826685445,28641,4019,9,6,2,3,41,Female,Married,59203,Master's Degree,White-collar,0
828,753,0.5015092747181723,41783,19248,8,9,0,3,49,Male,Single,48626,High School Diploma,Blue-collar,1
829,661,0.16667900263562507,42763,7015,9,9,0,4,64,Female,Married,31313,Bachelor's Degree,White-collar,1
830,544,0.7652799171667329,45510,3552,8,8,1,3,20,Male,Single,95984,Master's Degree,Blue-collar,1
831,655,0.4896020238227059,24528,6563,6,9,1,1,62,Female,Married,51751,High School Diploma,White-collar,1
832,685,0.8565189312570606,17572,8510,5,9,1,4,50,Male,Single,39290,Bachelor's Degree,Blue-collar,1
833,755,0.4859754516107837,30139,14055,3,5,0,4,20,Female,Married,43013,Master's Degree,White-collar,1
834,770,0.4501586254827924,24200,2416,1,4,2,4,32,Male,Single,28352,High School Diploma,Blue-collar,1
835,569,0.27906682455368736,39707,8648,6,4,0,3,29,Female,Married,22834,Bachelor's Degree,White-collar,1
836,797,0.5237514675605682,23319,10758,3,3,0,4,53,Male,Single,76314,Master's Degree,Blue-collar,1
837,636,0.5333130105898128,36159,17529,9,2,0,1,38,Female,Married,72828,High School Diploma,White-collar,1
838,748,0.4659155780923362,42603,1193,7,9,1,4,64,Male,Single,57531,Bachelor's Degree,Blue-collar,1
839,744,0.6326854154637647,46196,3671,6,5,0,4,38,Female,Married,19356,Master's Degree,White-collar,1
840,637,0.7079470187457855,45341,9354,3,5,0,3,62,Male,Single,36226,High School Diploma,Blue-collar,1
841,799,0.029227297849334533,42412,19486,5,9,2,2,63,Female,Married,61631,Bachelor's Degree,White-collar,1
842,791,0.9073520133642572,43605,19376,9,9,2,2,50,Male,Single,39894,Master's Degree,Blue-collar,1
843,591,0.8296855227604574,10665,6165,8,9,1,3,40,Female,Married,65119,High School Diploma,White-collar,1
844,637,0.0947552368593062,12000,9390,4,3,1,3,38,Male,Single,58661,Bachelor's Degree,Blue-collar,1
845,506,0.15844927227427907,29354,5271,1,8,1,2,58,Female,Married,48458,Master's Degree,White-collar,0
846,757,0.9998116988246762,12283,10894,6,3,2,4,27,Male,Single,21279,High School Diploma,Blue-collar,1
847,570,0.23338919209688402,11421,15440,10,4,1,4,39,Female,Married,39624,Bachelor's Degree,White-collar,1
848,805,0.24292485295427801,10803,13944,8,9,0,4,36,Male,Single,18265,Master's Degree,Blue-collar,1
849,693,0.6842593293097363,48451,16250,4,4,1,1,17,Female,Married,42560,High School Diploma,White-collar,1
850,591,0.37701150771775827,39006,13949,10,3,1,3,55,Male,Single,97972,Bachelor's Degree,Blue-collar,1
851,643,0.3838211148552404,37650,7661,10,1,0,2,49,Female,Married,25961,Master's Degree,White-collar,1
852,510,0.9248435294971492,24235,13874,2,7,1,3,25,Male,Single,69743,High School Diploma,Blue-collar,1
853,545,0.0014115301770804,29444,4309,2,9,0,2,43,Female,Married,47588,Bachelor's Degree,White-collar,1
854,597,0.18233576166596988,21386,11308,7,5,1,3,16,Male,Single,34152,Master's Degree,Blue-collar,1
855,612,0.09500354739204542,20964,15722,8,1,0,4,44,Female,Married,48035,High School Diploma,White-collar,1
856,572,0.5553592408192607,33711,2308,10,4,1,3,52,Male,Single,13136,Bachelor's Degree,Blue-collar,1
857,514,0.9390411023405096,37318,8395,6,6,0,1,24,Female,Married,27320,Master's Degree,White-collar,1
858,758,0.4612555216341626,30472,15293,9,8,0,1,50,Male,Single,99923,High School Diploma,Blue-collar,1
859,756,0.8462596978659174,30970,3674,3,6,2,4,36,Female,Married,27425,Bachelor's Degree,White-collar,0
860,649,0.5911622450728211,36412,10024,9,8,0,3,25,Male,Single,27490,Master's Degree,Blue-collar,1
861,588,0.07662440513074953,30819,3551,5,7,0,3,22,Female,Married,13759,High School Diploma,White-collar,1
862,671,0.4910144435589,15291,19199,6,5,1,2,56,Male,Single,21771,Bachelor's Degree,Blue-collar,1
863,642,0.15689723965388536,28488,11476,5,2,1,3,35,Female,Married,55381,Master's Degree,White-collar,0
864,600,0.34361008404202154,17684,17448,6,4,1,1,22,Male,Single,68350,High School Diploma,Blue-collar,1
865,564,0.2592106621951922,43978,14147,4,9,2,2,33,Female,Married,70409,Bachelor's Degree,White-collar,1
866,807,0.0938790289516126,37504,5430,7,2,0,3,53,Male,Single,54278,Master's Degree,Blue-collar,1
867,546,0.2756675892022349,21878,10751,5,8,1,2,40,Female,Married,86142,High School Diploma,White-collar,1
868,718,0.39454728468515066,49185,14023,6,3,0,4,18,Male,Single,29888,Bachelor's Degree,Blue-collar,1
869,682,0.6381399008735269,32036,18874,9,8,1,1,34,Female,Married,55973,Master's Degree,White-collar,0
870,630,0.6443603949847543,35740,3751,4,8,1,4,32,Male,Single,51747,High School Diploma,Blue-collar,1
871,691,0.7456039661538968,21570,15052,1,7,1,3,58,Female,Married,65542,Bachelor's Degree,White-collar,0
872,823,0.5388927316282633,27757,2811,4,8,1,3,40,Male,Single,81628,Master's Degree,Blue-collar,1
873,553,0.3982840293173179,49624,18153,3,9,2,3,58,Female,Married,15079,High School Diploma,White-collar,1
874,533,0.4351854539728781,11441,17190,8,8,1,4,59,Male,Single,84532,Bachelor's Degree,Blue-collar,1
875,734,0.7152233006323223,35593,18220,10,1,0,2,16,Female,Married,86726,Master's Degree,White-collar,1
876,699,0.3743178802636623,26059,8865,6,6,0,3,43,Male,Single,61211,High School Diploma,Blue-collar,1
877,515,0.2062835423561965,17362,19274,2,8,2,3,62,Female,Married,21656,Bachelor's Degree,White-collar,0
878,541,0.10954236027448061,41998,17281,1,4,2,2,27,Male,Single,22573,Master's Degree,Blue-collar,1
879,808,0.4766346509567434,15290,10491,7,7,1,4,26,Female,Married,95508,High School Diploma,White-collar,1
880,743,0.33484052113510054,45829,1874,4,4,0,4,22,Male,Single,25690,Bachelor's Degree,Blue-collar,1
881,812,0.2193503236745199,39924,15770,5,1,0,2,42,Female,Married,63317,Master's Degree,White-collar,1
882,699,0.8607970542601665,39804,9535,6,8,2,4,54,Male,Single,72206,High School Diploma,Blue-collar,1
883,531,0.35222866560631994,20836,18524,3,6,2,3,17,Female,Married,37549,Bachelor's Degree,White-collar,1
884,726,0.4175658755468331,23026,4896,8,7,0,3,36,Male,Single,88414,Master's Degree,Blue-collar,1
885,626,0.859022712981604,49253,2902,3,1,2,4,24,Female,Married,60968,High School Diploma,White-collar,1
886,784,0.05178541227472255,29895,1474,7,6,1,2,27,Male,Single,77405,Bachelor's Degree,Blue-collar,1
887,677,0.587138955499042,39653,19377,7,6,1,2,48,Female,Married,61695,Master's Degree,White-collar,0
888,714,0.8964519825792142,33641,16224,4,8,2,4,48,Male,Single,69397,High School Diploma,Blue-collar,1
889,829,0.8732125757206489,48925,17477,4,1,2,2,64,Female,Married,98317,Bachelor's Degree,White-collar,1
890,649,0.4073591957414132,21556,13256,5,9,1,4,37,Male,Single,89252,Master's Degree,Blue-collar,1
891,616,0.8738413647233262,39485,19987,4,6,1,2,18,Female,Married,45934,High School Diploma,White-collar,1
892,695,0.21052186219063507,13962,6067,4,1,0,3,42,Male,Single,55922,Bachelor's Degree,Blue-collar,1
893,617,0.4477456736862775,25572,14195,7,1,1,1,62,Female,Married,32503,Master's Degree,White-collar,0
894,647,0.17271605329341366,36131,16928,6,6,0,4,17,Male,Single,70382,High School Diploma,Blue-collar,1
895,657,0.8411673677664779,16219,16538,7,4,2,3,32,Female,Married,14466,Bachelor's Degree,White-collar,0
896,624,0.07581866734357501,29022,17311,5,7,2,4,25,Male,Single,87102,Master's Degree,Blue-collar,1
897,670,0.6629563629881895,43119,6660,3,7,2,1,46,Female,Married,96436,High School Diploma,White-collar,1
898,638,0.37436352280334095,41529,12121,2,8,0,2,16,Male,Single,40351,Bachelor's Degree,Blue-collar,1
899,528,0.8216816810564255,35499,7602,5,6,0,1,19,Female,Married,45873,Master's Degree,White-collar,1
900,724,0.4904283871902966,49669,3167,4,5,1,1,44,Male,Single,89666,High School Diploma,Blue-collar,1
901,816,0.3536959821473623,44185,10114,9,3,2,3,53,Female,Married,95770,Bachelor's Degree,White-collar,1
902,756,0.5414026868677652,27653,15387,5,8,0,4,47,Male,Single,93094,Master's Degree,Blue-collar,1
903,717,0.7463835392640196,44370,4261,3,5,2,1,52,Female,Married,68199,High School Diploma,White-collar,1
904,704,0.7101923430191708,25503,15274,3,3,2,4,61,Male,Single,20309,Bachelor's Degree,Blue-collar,1
905,823,0.8877961859524554,13373,19223,7,5,0,1,59,Female,Married,71485,Master's Degree,White-collar,1
906,574,0.06707225946448203,48253,6647,9,1,1,2,47,Male,Single,85175,High School Diploma,Blue-collar,1
907,508,0.41096504390444566,16707,6078,6,5,0,1,34,Female,Married,62830,Bachelor's Degree,White-collar,1
908,671,0.1175893061686818,23097,10301,3,3,0,4,19,Male,Single,84126,Master's Degree,Blue-collar,1
909,682,0.324028343181078,20327,4955,8,8,2,1,44,Female,Married,24646,High School Diploma,White-collar,1
910,620,0.018629737629346388,13001,14227,6,7,2,3,44,Male,Single,97391,Bachelor's Degree,Blue-collar,1
911,774,0.8086871873257566,30601,14232,7,6,2,1,41,Female,Married,40142,Master's Degree,White-collar,0
912,582,0.4795503358939709,24101,9156,5,2,1,1,40,Male,Single,49086,High School Diploma,Blue-collar,1
913,678,0.5137252870506969,48149,11387,1,1,2,4,55,Female,Married,97393,Bachelor's Degree,White-collar,1
914,539,0.6253845230072397,11946,12777,2,1,0,3,60,Male,Single,78040,Master's Degree,Blue-collar,1
915,539,0.504257647766946,28041,4750,2,1,1,4,30,Female,Married,12568,High School Diploma,White-collar,1
916,709,0.6797214022427541,14971,13888,9,9,2,1,18,Male,Single,90322,Bachelor's Degree,Blue-collar,1
917,599,0.7506782383498035,37586,15818,3,6,2,3,26,Female,Married,98680,Master's Degree,White-collar,0
918,532,0.5450491778391138,19312,8596,2,4,2,3,54,Male,Single,66181,High School Diploma,Blue-collar,1
919,619,0.11639009902545094,37199,9514,5,9,0,4,18,Female,Married,26440,Bachelor's Degree,White-collar,1
920,676,0.20145406362392282,19298,1261,3,4,2,3,38,Male,Single,97308,Master's Degree,Blue-collar,1
921,612,0.5952907408479641,15082,1861,6,1,2,1,64,Female,Married,63810,High School Diploma,White-collar,1
922,816,0.9988072568893668,16318,7094,4,2,2,1,19,Male,Single,67604,Bachelor's Degree,Blue-collar,1
923,501,0.8122787634675923,43494,6294,3,2,0,2,19,Female,Married,23831,Master's Degree,White-collar,1
924,726,0.39835543919020944,45128,6362,1,6,2,2,48,Male,Single,51842,High School Diploma,Blue-collar,1
925,711,0.31026609331732713,40399,6159,1,8,2,1,16,Female,Married,86809,Bachelor's Degree,White-collar,1
926,760,0.1937254989362034,15277,16144,10,7,0,2,37,Male,Single,76364,Master's Degree,Blue-collar,1
927,782,0.17629863201275275,35040,4186,4,6,2,3,62,Female,Married,85562,High School Diploma,White-collar,1
928,804,0.16727461634580865,26270,1562,6,7,1,4,36,Male,Single,95528,Bachelor's Degree,Blue-collar,1
929,695,0.2276629033397649,44769,7988,5,6,2,3,51,Female,Married,34729,Master's Degree,White-collar,1
930,606,0.00022315672329009661,37815,8951,9,7,0,2,37,Male,Single,86625,High School Diploma,Blue-collar,1
931,639,0.425158006171371,33300,15322,7,1,1,1,43,Female,Married,77667,Bachelor's Degree,White-collar,0
932,610,0.4192525982918659,48477,19431,1,6,1,4,30,Male,Single,86915,Master's Degree,Blue-collar,1
933,562,0.2677973682301271,10884,17893,6,8,1,4,30,Female,Married,63334,High School Diploma,White-collar,1
934,630,0.5880285575680944,44405,5226,10,3,2,2,49,Male,Single,20108,Bachelor's Degree,Blue-collar,1
935,547,0.9270855988386169,15075,13812,8,4,2,3,34,Female,Married,74156,Master's Degree,White-collar,0
936,554,0.8483172625160798,41379,18826,9,4,1,4,41,Male,Single,39306,High School Diploma,Blue-collar,1
937,757,0.5803677953164181,34273,13126,3,9,1,3,24,Female,Married,65597,Bachelor's Degree,White-collar,0
938,796,0.1120992509877956,15412,5580,9,4,1,1,58,Male,Single,77346,Master's Degree,Blue-collar,1
939,574,0.18377143050631006,28157,8695,10,7,1,1,38,Female,Married,81666,High School Diploma,White-collar,1
940,737,0.6450185923035031,44095,9032,5,5,1,2,40,Male,Single,20783,Bachelor's Degree,Blue-collar,1
941,656,0.04485153821321419,22967,5278,4,3,1,4,45,Female,Married,40276,Master's Degree,White-collar,0
942,717,0.224094244800772,37570,13366,6,3,0,4,63,Male,Single,98195,High School Diploma,Blue-collar,1
943,503,0.047913434505822194,43344,12803,2,3,2,2,45,Female,Married,13854,Bachelor's Degree,White-collar,1
944,704,0.4834801491093217,15403,6799,3,2,0,1,51,Male,Single,63765,Master's Degree,Blue-collar,1
945,583,0.45948418872700236,16057,15121,9,4,2,2,20,Female,Married,98010,High School Diploma,White-collar,1
946,668,0.3173021215202795,25842,3585,9,2,1,3,51,Male,Single,28955,Bachelor's Degree,Blue-collar,1
947,522,0.3480900017313333,36478,7095,4,5,1,3,16,Female,Married,67409,Master's Degree,White-collar,1
948,567,0.8175226913411379,34068,16972,7,7,2,3,43,Male,Single,75315,High School Diploma,Blue-collar,1
949,624,0.9222962139113957,36574,10149,6,3,2,1,60,Female,Married,59080,Bachelor's Degree,White-collar,0
950,834,0.5443239360612284,14113,19644,3,3,1,2,44,Male,Single,51936,Master's Degree,Blue-collar,1
951,671,0.42172004063490875,23082,9285,5,2,2,1,29,Female,Married,63030,High School Diploma,White-collar,1
952,718,0.7419548923952477,22383,5283,7,6,2,1,45,Male,Single,31818,Bachelor's Degree,Blue-collar,1
953,693,0.5475180838352407,49888,8417,3,9,0,2,57,Female,Married,72319,Master's Degree,White-collar,1
954,794,0.7905873295802794,16009,19379,10,8,2,2,28,Male,Single,43991,High School Diploma,Blue-collar,1
955,536,0.47248244709582365,27680,13118,1,7,2,3,26,Female,Married,17532,Bachelor's Degree,White-collar,0
956,721,0.004809488966666997,42435,13478,1,8,0,2,62,Male,Single,53402,Master's Degree,Blue-collar,1
957,795,0.2872515343579858,16229,19367,7,3,0,4,58,Female,Married,74395,High School Diploma,White-collar,1
958,803,0.5976030828826466,40325,17311,6,6,2,1,60,Male,Single,89607,Bachelor's Degree,Blue-collar,1
959,728,0.024515924226884422,30005,17934,7,2,0,3,48,Female,Married,99604,Master's Degree,White-collar,1
960,639,0.21962480776593174,36502,7783,8,1,2,1,43,Male,Single,67703,High School Diploma,Blue-collar,1
961,751,0.03508620751699143,40506,13780,10,8,0,1,29,Female,Married,68469,Bachelor's Degree,White-collar,1
962,635,0.5139207965689953,45790,11070,2,2,0,1,60,Male,Single,30223,Master's Degree,Blue-collar,1
963,787,0.4452117795994226,32741,1365,4,4,0,2,32,Female,Married,56096,High School Diploma,White-collar,1
964,738,0.007893643479203294,16335,4347,2,7,0,3,33,Male,Single,66009,Bachelor's Degree,Blue-collar,1
965,615,0.01238060089379589,40982,3206,7,6,1,2,30,Female,Married,98110,Master's Degree,White-collar,1
966,775,0.055566616633908605,10513,19094,5,6,0,3,21,Male,Single,12815,High School Diploma,Blue-collar,1
967,693,0.28024906257362037,19060,16619,5,1,1,1,32,Female,Married,76944,Bachelor's Degree,White-collar,0
968,549,0.08388635433359481,38675,6022,2,9,0,3,49,Male,Single,36061,Master's Degree,Blue-collar,1
969,639,0.07717465838418369,30912,3081,2,1,2,4,64,Female,Married,97933,High School Diploma,White-collar,1
970,803,0.8340044745680675,17117,8875,8,2,1,3,54,Male,Single,49986,Bachelor's Degree,Blue-collar,1
971,646,0.7866820410936951,27154,11340,6,6,2,3,20,Female,Married,17107,Master's Degree,White-collar,0
972,538,0.4051880035986465,40607,8692,1,9,2,1,39,Male,Single,96141,High School Diploma,Blue-collar,1
973,759,0.9972068081170796,13505,12710,3,3,2,2,35,Female,Married,25953,Bachelor's Degree,White-collar,0
974,566,0.31530036113430726,31805,13869,7,6,0,3,30,Male,Single,62373,Master's Degree,Blue-collar,1
975,621,0.03627357476024795,14353,5699,6,7,2,4,32,Female,Married,51132,High School Diploma,White-collar,1
976,807,0.4828678742262734,26110,4437,6,4,1,1,52,Male,Single,54417,Bachelor's Degree,Blue-collar,1
977,729,0.6025582870565942,45614,16187,1,7,1,3,17,Female,Married,61981,Master's Degree,White-collar,1
978,713,0.9454174791946964,10771,13696,9,1,1,1,63,Male,Single,43786,High School Diploma,Blue-collar,1
979,717,0.22693825374221588,46751,8068,10,4,2,2,46,Female,Married,62908,Bachelor's Degree,White-collar,1
980,635,0.22517191791451996,20026,10894,1,5,2,4,34,Male,Single,42573,Master's Degree,Blue-collar,1
981,691,0.7357264246557751,40499,1006,1,1,2,3,60,Female,Married,79771,High School Diploma,White-collar,1
982,551,0.22861721399906665,40223,15808,9,1,1,4,49,Male,Single,55713,Bachelor's Degree,Blue-collar,1
983,722,0.020085530113293837,39936,9003,6,2,1,1,42,Female,Married,92798,Master's Degree,White-collar,1
984,623,0.466709139486691,24781,3621,9,5,1,1,49,Male,Single,86609,High School Diploma,Blue-collar,1
985,706,0.11677105726556014,33305,16639,6,2,1,4,33,Female,Married,62067,Bachelor's Degree,White-collar,1
986,820,0.9982331981594126,35508,2010,5,1,1,3,37,Male,Single,76890,Master's Degree,Blue-collar,1
987,715,0.8311214213802495,27997,16039,1,9,0,3,61,Female,Married,83458,High School Diploma,White-collar,1
988,556,0.027258948270101557,43698,8787,6,4,0,4,27,Male,Single,52209,Bachelor's Degree,Blue-collar,1
989,560,0.5670656161768607,15451,13591,4,2,1,2,41,Female,Married,49449,Master's Degree,White-collar,0
990,834,0.502053901593142,39507,5609,10,5,2,1,48,Male,Single,53454,High School Diploma,Blue-collar,1
991,752,0.9492953465165458,34408,11524,4,3,2,4,54,Female,Married,92033,Bachelor's Degree,White-collar,0
992,604,0.16410026445184311,33413,16923,3,2,2,2,29,Male,Single,33800,Master's Degree,Blue-collar,1
993,633,0.31365308709179207,41158,4539,8,6,2,1,22,Female,Married,46326,High School Diploma,White-collar,1
994,827,0.2298221163598696,45414,9139,8,2,2,2,59,Male,Single,62724,Bachelor's Degree,Blue-collar,1
995,708,0.6150149823850155,37659,3382,9,3,0,1,48,Female,Married,62506,Master's Degree,White-collar,1
996,603,0.6484930630018798,44568,5351,10,5,1,4,55,Male,Single,71786,High School Diploma,Blue-collar,1
997,758,0.11050411639639945,20441,7645,7,1,2,1,61,Female,Married,50167,Bachelor's Degree,White-collar,1
998,592,0.05677573347590248,21809,2407,5,7,1,3,51,Male,Single,36267,Master's Degree,Blue-collar,1
999,580,0.037778563740480164,25271,16759,1,7,0,3,25,Female,Married,11262,High School Diploma,White-collar,1
