,User ID,Transaction Date,Transaction Amount,Transaction Type,Merchant Name,Merchant Location,Previous Transactions,Previous Successful Transactions,Flag Indicators,Time of Day,Day of Week,Week of Year,label
764,765,2023-01-01,1345,Bill Payment,Apple Inc.,"New York, NY",7,1,Flagged for suspicious behavior,0,6,52,1
765,766,2023-01-01,5478,Bill Payment,Unknown,Unknown,1,1,Flagged for high-dollar fraud,0,6,52,1
766,767,2023-01-01,4772,Transfer,Apple Inc.,Unknown,0,3,None,0,6,52,0
767,768,2023-01-01,4414,Transfer,Unknown,"Chicago, IL",0,4,Flagged for high-dollar fraud,0,6,52,1
768,769,2023-01-01,320,Bill Payment,Target,"New York, NY",4,4,Flagged for high-dollar fraud,0,6,52,1
769,770,2023-01-01,2706,Purchase,Apple Inc.,"New York, NY",3,3,None,0,6,52,0
770,771,2023-01-01,520,Purchase,Target,"Chicago, IL",3,3,Flagged for suspicious behavior,0,6,52,1
771,772,2023-01-01,6689,Bill Payment,Unknown,"Los Angeles, CA",5,3,None,0,6,52,1
772,773,2023-01-01,8363,Bill Payment,Target,"New York, NY",2,1,Flagged for suspicious behavior,0,6,52,1
773,774,2023-01-01,3386,Purchase,Unknown,"Los Angeles, CA",2,2,Flagged for high-dollar fraud,0,6,52,1
774,775,2023-01-01,9531,Transfer,Apple Inc.,"New York, NY",4,3,Flagged for suspicious behavior,0,6,52,1
775,776,2023-01-01,3263,Transfer,Apple Inc.,"Chicago, IL",2,4,Flagged for high-dollar fraud,0,6,52,1
776,777,2023-01-01,9635,Bill Payment,Amazon,"Chicago, IL",2,4,Flagged for suspicious behavior,0,6,52,1
777,778,2023-01-01,9795,Purchase,Amazon,Unknown,1,2,Flagged for high-dollar fraud,0,6,52,1
778,779,2023-01-01,4649,Transfer,Unknown,"New York, NY",5,2,None,0,6,52,0
779,780,2023-01-01,4006,Purchase,Target,Unknown,8,0,Flagged for suspicious behavior,0,6,52,1
780,781,2023-01-01,6828,Purchase,Unknown,Unknown,8,1,None,0,6,52,1
781,782,2023-01-01,3737,Transfer,Unknown,"New York, NY",8,3,Flagged for high-dollar fraud,0,6,52,1
782,783,2023-01-01,3142,Transfer,Apple Inc.,"Los Angeles, CA",6,2,None,0,6,52,0
783,784,2023-01-01,5461,Purchase,Apple Inc.,"Chicago, IL",1,1,None,0,6,52,1
784,785,2023-01-01,2702,Transfer,Target,"Chicago, IL",0,4,None,0,6,52,0
785,786,2023-01-01,5886,Purchase,Target,"New York, NY",6,4,Flagged for suspicious behavior,0,6,52,1
786,787,2023-01-01,3859,Bill Payment,Amazon,"New York, NY",4,4,Flagged for suspicious behavior,0,6,52,1
787,788,2023-01-01,9615,Purchase,Unknown,Unknown,0,3,Flagged for high-dollar fraud,0,6,52,1
788,789,2023-01-01,4045,Transfer,Target,"Chicago, IL",3,3,Flagged for suspicious behavior,0,6,52,1
789,790,2023-01-01,3907,Transfer,Target,Unknown,9,1,None,0,6,52,0
790,791,2023-01-01,9721,Transfer,Apple Inc.,Unknown,1,1,None,0,6,52,1
791,792,2023-01-01,8717,Transfer,Amazon,Unknown,0,2,Flagged for high-dollar fraud,0,6,52,1
792,793,2023-01-01,8523,Transfer,Target,"Chicago, IL",2,2,Flagged for high-dollar fraud,0,6,52,1
793,794,2023-01-01,7215,Bill Payment,Unknown,"Los Angeles, CA",4,2,Flagged for suspicious behavior,0,6,52,1
794,795,2023-01-01,6870,Purchase,Amazon,Unknown,7,1,Flagged for high-dollar fraud,0,6,52,1
795,796,2023-01-01,2200,Transfer,Target,"Los Angeles, CA",1,3,Flagged for suspicious behavior,0,6,52,1
796,797,2023-01-01,8893,Purchase,Unknown,Unknown,5,1,None,0,6,52,1
797,798,2023-01-01,1887,Bill Payment,Apple Inc.,"New York, NY",2,0,Flagged for high-dollar fraud,0,6,52,1
798,799,2023-01-01,5769,Purchase,Amazon,"Chicago, IL",7,4,Flagged for suspicious behavior,0,6,52,1
799,800,2023-01-01,7489,Transfer,Unknown,"Chicago, IL",6,1,Flagged for high-dollar fraud,0,6,52,1
800,801,2023-01-01,1442,Transfer,Target,"Chicago, IL",3,0,Flagged for suspicious behavior,0,6,52,1
801,802,2023-01-01,9606,Bill Payment,Target,Unknown,9,2,Flagged for suspicious behavior,0,6,52,1
802,803,2023-01-01,6080,Purchase,Apple Inc.,"Los Angeles, CA",5,0,Flagged for high-dollar fraud,0,6,52,1
803,804,2023-01-01,4289,Bill Payment,Target,"Los Angeles, CA",3,4,Flagged for high-dollar fraud,0,6,52,1
804,805,2023-01-01,6851,Bill Payment,Unknown,Unknown,1,3,Flagged for suspicious behavior,0,6,52,1
805,806,2023-01-01,2054,Bill Payment,Amazon,"Chicago, IL",3,0,Flagged for high-dollar fraud,0,6,52,1
806,807,2023-01-01,1951,Bill Payment,Amazon,"Los Angeles, CA",0,1,Flagged for suspicious behavior,0,6,52,1
807,808,2023-01-01,7817,Transfer,Unknown,"Los Angeles, CA",0,3,Flagged for high-dollar fraud,0,6,52,1
808,809,2023-01-01,5284,Purchase,Amazon,"Chicago, IL",1,2,None,0,6,52,1
809,810,2023-01-01,5121,Transfer,Amazon,Unknown,2,4,Flagged for suspicious behavior,0,6,52,1
810,811,2023-01-01,2382,Purchase,Apple Inc.,"Los Angeles, CA",4,4,None,0,6,52,0
811,812,2023-01-01,5897,Bill Payment,Amazon,"Chicago, IL",5,2,Flagged for high-dollar fraud,0,6,52,1
812,813,2023-01-01,9756,Bill Payment,Unknown,"Chicago, IL",0,3,None,0,6,52,1
813,814,2023-01-01,5963,Purchase,Amazon,"Los Angeles, CA",1,0,Flagged for suspicious behavior,0,6,52,1
814,815,2023-01-01,4766,Purchase,Apple Inc.,"Chicago, IL",8,3,None,0,6,52,0
815,816,2023-01-01,6695,Transfer,Apple Inc.,Unknown,8,3,Flagged for high-dollar fraud,0,6,52,1
816,817,2023-01-01,2017,Transfer,Apple Inc.,"Los Angeles, CA",6,3,None,0,6,52,0
817,818,2023-01-01,9194,Bill Payment,Target,"New York, NY",9,0,Flagged for suspicious behavior,0,6,52,1
818,819,2023-01-01,6301,Transfer,Apple Inc.,"New York, NY",1,4,Flagged for high-dollar fraud,0,6,52,1
819,820,2023-01-01,9076,Bill Payment,Unknown,Unknown,0,0,Flagged for high-dollar fraud,0,6,52,1
820,821,2023-01-01,893,Transfer,Unknown,"Chicago, IL",5,2,Flagged for suspicious behavior,0,6,52,1
821,822,2023-01-01,3135,Purchase,Target,"New York, NY",3,0,Flagged for high-dollar fraud,0,6,52,1
822,823,2023-01-01,3589,Bill Payment,Amazon,Unknown,9,1,Flagged for suspicious behavior,0,6,52,1
823,824,2023-01-01,3915,Bill Payment,Unknown,Unknown,7,1,Flagged for high-dollar fraud,0,6,52,1
824,825,2023-01-01,7194,Bill Payment,Amazon,Unknown,2,1,Flagged for suspicious behavior,0,6,52,1
825,826,2023-01-01,6125,Purchase,Apple Inc.,"Chicago, IL",8,2,None,0,6,52,1
826,827,2023-01-01,4818,Bill Payment,Target,Unknown,5,2,Flagged for high-dollar fraud,0,6,52,1
827,828,2023-01-01,7764,Purchase,Unknown,"New York, NY",7,0,Flagged for high-dollar fraud,0,6,52,1
828,829,2023-01-01,9845,Bill Payment,Unknown,"Chicago, IL",0,0,None,0,6,52,1
829,830,2023-01-01,5372,Bill Payment,Unknown,Unknown,6,2,None,0,6,52,1
830,831,2023-01-01,4348,Transfer,Unknown,"New York, NY",1,1,Flagged for high-dollar fraud,0,6,52,1
831,832,2023-01-01,5730,Bill Payment,Apple Inc.,"Chicago, IL",7,1,None,0,6,52,1
832,833,2023-01-01,8347,Transfer,Target,Unknown,1,0,None,0,6,52,1
833,834,2023-01-01,2734,Purchase,Unknown,"Chicago, IL",6,2,None,0,6,52,0
834,835,2023-01-01,910,Bill Payment,Unknown,"New York, NY",4,0,Flagged for suspicious behavior,0,6,52,1
835,836,2023-01-01,2317,Purchase,Target,"Los Angeles, CA",9,2,None,0,6,52,0
836,837,2023-01-01,2664,Transfer,Apple Inc.,"Chicago, IL",0,1,Flagged for suspicious behavior,0,6,52,1
837,838,2023-01-01,685,Bill Payment,Target,"New York, NY",9,3,Flagged for high-dollar fraud,0,6,52,1
838,839,2023-01-01,1654,Purchase,Apple Inc.,"New York, NY",7,0,None,0,6,52,0
839,840,2023-01-01,9880,Purchase,Apple Inc.,"New York, NY",2,2,None,0,6,52,1
840,841,2023-01-01,9121,Purchase,Unknown,"Los Angeles, CA",0,0,Flagged for high-dollar fraud,0,6,52,1
841,842,2023-01-01,5242,Purchase,Target,"New York, NY",5,1,Flagged for suspicious behavior,0,6,52,1
842,843,2023-01-01,8086,Transfer,Apple Inc.,"New York, NY",5,4,Flagged for suspicious behavior,0,6,52,1
843,844,2023-01-01,5617,Purchase,Target,"New York, NY",0,0,Flagged for suspicious behavior,0,6,52,1
844,845,2023-01-01,2437,Transfer,Amazon,"New York, NY",9,4,Flagged for suspicious behavior,0,6,52,1
845,846,2023-01-01,3817,Purchase,Unknown,"Chicago, IL",3,0,None,0,6,52,0
846,847,2023-01-01,2601,Transfer,Unknown,Unknown,8,1,None,0,6,52,0
847,848,2023-01-01,6355,Purchase,Target,"Los Angeles, CA",7,0,Flagged for suspicious behavior,0,6,52,1
848,849,2023-01-01,2046,Purchase,Target,Unknown,5,0,None,0,6,52,0
849,850,2023-01-01,9818,Bill Payment,Unknown,"Los Angeles, CA",2,3,Flagged for suspicious behavior,0,6,52,1
850,851,2023-01-01,2640,Bill Payment,Amazon,"New York, NY",9,0,None,0,6,52,0
851,852,2023-01-01,4937,Bill Payment,Amazon,Unknown,4,2,Flagged for suspicious behavior,0,6,52,1
852,853,2023-01-01,7264,Bill Payment,Amazon,"Los Angeles, CA",0,1,Flagged for high-dollar fraud,0,6,52,1
853,854,2023-01-01,3050,Purchase,Amazon,"Los Angeles, CA",0,4,Flagged for suspicious behavior,0,6,52,1
854,855,2023-01-01,3415,Purchase,Apple Inc.,Unknown,7,2,Flagged for high-dollar fraud,0,6,52,1
855,856,2023-01-01,811,Transfer,Amazon,"New York, NY",1,2,Flagged for suspicious behavior,0,6,52,1
856,857,2023-01-01,8692,Purchase,Target,"Los Angeles, CA",3,3,Flagged for high-dollar fraud,0,6,52,1
857,858,2023-01-01,8668,Bill Payment,Apple Inc.,Unknown,8,0,Flagged for suspicious behavior,0,6,52,1
858,859,2023-01-01,3831,Transfer,Amazon,"Los Angeles, CA",8,3,None,0,6,52,0
859,860,2023-01-01,1778,Transfer,Target,"Los Angeles, CA",4,0,Flagged for high-dollar fraud,0,6,52,1
860,861,2023-01-01,4483,Transfer,Amazon,"New York, NY",0,2,Flagged for suspicious behavior,0,6,52,1
861,862,2023-01-01,616,Purchase,Amazon,"Chicago, IL",1,3,Flagged for suspicious behavior,0,6,52,1
862,863,2023-01-01,6311,Purchase,Amazon,"Chicago, IL",9,0,Flagged for high-dollar fraud,0,6,52,1
863,864,2023-01-01,1624,Bill Payment,Amazon,Unknown,5,4,None,0,6,52,0
864,865,2023-01-01,9663,Purchase,Unknown,"Chicago, IL",7,3,None,0,6,52,1
865,866,2023-01-01,6741,Transfer,Amazon,"New York, NY",0,4,Flagged for suspicious behavior,0,6,52,1
866,867,2023-01-01,7270,Bill Payment,Unknown,"Los Angeles, CA",5,3,Flagged for suspicious behavior,0,6,52,1
867,868,2023-01-01,7653,Bill Payment,Unknown,"Los Angeles, CA",6,1,Flagged for high-dollar fraud,0,6,52,1
868,869,2023-01-01,5386,Transfer,Target,"New York, NY",0,1,None,0,6,52,1
869,870,2023-01-01,3460,Bill Payment,Apple Inc.,"Chicago, IL",9,2,None,0,6,52,0
870,871,2023-01-01,6680,Bill Payment,Amazon,"New York, NY",4,0,Flagged for high-dollar fraud,0,6,52,1
871,872,2023-01-01,9004,Transfer,Apple Inc.,"Los Angeles, CA",1,3,Flagged for high-dollar fraud,0,6,52,1
872,873,2023-01-01,3723,Bill Payment,Unknown,"Los Angeles, CA",1,4,None,0,6,52,0
873,874,2023-01-01,9613,Purchase,Target,"New York, NY",3,3,Flagged for suspicious behavior,0,6,52,1
874,875,2023-01-01,909,Transfer,Unknown,"New York, NY",7,3,None,0,6,52,0
875,876,2023-01-01,4789,Transfer,Unknown,"Chicago, IL",8,4,Flagged for high-dollar fraud,0,6,52,1
876,877,2023-01-01,9441,Purchase,Apple Inc.,"Los Angeles, CA",3,2,Flagged for suspicious behavior,0,6,52,1
877,878,2023-01-01,6000,Bill Payment,Apple Inc.,"Los Angeles, CA",5,1,Flagged for high-dollar fraud,0,6,52,1
878,879,2023-01-01,957,Transfer,Target,"New York, NY",8,1,Flagged for high-dollar fraud,0,6,52,1
879,880,2023-01-01,9796,Bill Payment,Target,Unknown,5,3,None,0,6,52,1
880,881,2023-01-01,5568,Bill Payment,Unknown,Unknown,7,4,Flagged for high-dollar fraud,0,6,52,1
881,882,2023-01-01,1634,Transfer,Amazon,"Chicago, IL",5,3,Flagged for high-dollar fraud,0,6,52,1
882,883,2023-01-01,2147,Bill Payment,Apple Inc.,Unknown,5,3,None,0,6,52,0
883,884,2023-01-01,9126,Purchase,Apple Inc.,"New York, NY",2,2,Flagged for suspicious behavior,0,6,52,1
884,885,2023-01-01,4377,Purchase,Amazon,"Chicago, IL",2,3,Flagged for high-dollar fraud,0,6,52,1
885,886,2023-01-01,8918,Bill Payment,Target,Unknown,1,0,Flagged for high-dollar fraud,0,6,52,1
886,887,2023-01-01,3967,Bill Payment,Target,Unknown,8,3,None,0,6,52,0
887,888,2023-01-01,3695,Transfer,Unknown,"Chicago, IL",3,2,Flagged for high-dollar fraud,0,6,52,1
888,889,2023-01-01,6672,Transfer,Amazon,Unknown,6,3,None,0,6,52,1
889,890,2023-01-01,815,Purchase,Unknown,"New York, NY",2,1,None,0,6,52,0
890,891,2023-01-01,6366,Purchase,Apple Inc.,Unknown,1,0,None,0,6,52,1
891,892,2023-01-01,2600,Transfer,Target,Unknown,2,4,Flagged for high-dollar fraud,0,6,52,1
892,893,2023-01-01,9873,Bill Payment,Unknown,"Los Angeles, CA",1,3,None,0,6,52,1
893,894,2023-01-01,8483,Purchase,Amazon,"New York, NY",0,3,None,0,6,52,1
894,895,2023-01-01,4358,Transfer,Unknown,"Chicago, IL",0,3,Flagged for high-dollar fraud,0,6,52,1
895,896,2023-01-01,7408,Purchase,Apple Inc.,"Chicago, IL",4,4,Flagged for high-dollar fraud,0,6,52,1
896,897,2023-01-01,503,Purchase,Target,"Chicago, IL",5,2,None,0,6,52,0
897,898,2023-01-01,7432,Purchase,Target,"New York, NY",7,0,Flagged for high-dollar fraud,0,6,52,1
898,899,2023-01-01,7304,Purchase,Amazon,"New York, NY",0,2,Flagged for high-dollar fraud,0,6,52,1
899,900,2023-01-01,7645,Purchase,Unknown,"New York, NY",6,3,Flagged for high-dollar fraud,0,6,52,1
900,901,2023-01-01,5472,Transfer,Target,"Chicago, IL",6,4,Flagged for high-dollar fraud,0,6,52,1
901,902,2023-01-01,4301,Transfer,Amazon,Unknown,6,1,Flagged for suspicious behavior,0,6,52,1
902,903,2023-01-01,8587,Bill Payment,Amazon,"Los Angeles, CA",1,0,None,0,6,52,1
903,904,2023-01-01,9708,Purchase,Target,"Los Angeles, CA",0,4,Flagged for high-dollar fraud,0,6,52,1
904,905,2023-01-01,459,Transfer,Target,Unknown,4,3,None,0,6,52,0
905,906,2023-01-01,7080,Purchase,Apple Inc.,Unknown,5,3,Flagged for suspicious behavior,0,6,52,1
906,907,2023-01-01,3552,Transfer,Unknown,"Los Angeles, CA",8,1,None,0,6,52,0
907,908,2023-01-01,1113,Transfer,Amazon,"Los Angeles, CA",1,1,Flagged for suspicious behavior,0,6,52,1
908,909,2023-01-01,8271,Transfer,Unknown,"Chicago, IL",0,2,Flagged for high-dollar fraud,0,6,52,1
909,910,2023-01-01,8602,Bill Payment,Amazon,"Los Angeles, CA",2,0,Flagged for high-dollar fraud,0,6,52,1
910,911,2023-01-01,8540,Purchase,Apple Inc.,Unknown,8,3,Flagged for suspicious behavior,0,6,52,1
911,912,2023-01-01,6022,Bill Payment,Target,"Chicago, IL",1,3,Flagged for high-dollar fraud,0,6,52,1
912,913,2023-01-01,2005,Purchase,Apple Inc.,"Chicago, IL",2,2,Flagged for high-dollar fraud,0,6,52,1
913,914,2023-01-01,3604,Purchase,Target,"New York, NY",0,2,Flagged for high-dollar fraud,0,6,52,1
914,915,2023-01-01,1248,Transfer,Target,"Los Angeles, CA",8,1,Flagged for suspicious behavior,0,6,52,1
915,916,2023-01-01,1306,Bill Payment,Amazon,"New York, NY",0,0,Flagged for suspicious behavior,0,6,52,1
916,917,2023-01-01,1151,Transfer,Target,"Chicago, IL",1,1,Flagged for suspicious behavior,0,6,52,1
917,918,2023-01-01,2023,Transfer,Target,"Los Angeles, CA",0,1,Flagged for high-dollar fraud,0,6,52,1
918,919,2023-01-01,2033,Bill Payment,Apple Inc.,"New York, NY",3,4,Flagged for high-dollar fraud,0,6,52,1
919,920,2023-01-01,1578,Bill Payment,Apple Inc.,"Los Angeles, CA",1,0,None,0,6,52,0
920,921,2023-01-01,190,Purchase,Amazon,"Chicago, IL",8,0,None,0,6,52,0
921,922,2023-01-01,8211,Transfer,Unknown,Unknown,7,0,Flagged for suspicious behavior,0,6,52,1
922,923,2023-01-01,9683,Transfer,Apple Inc.,"New York, NY",3,3,None,0,6,52,1
923,924,2023-01-01,9198,Transfer,Unknown,"Los Angeles, CA",4,0,None,0,6,52,1
924,925,2023-01-01,5232,Bill Payment,Target,"Los Angeles, CA",4,0,Flagged for suspicious behavior,0,6,52,1
925,926,2023-01-01,2086,Transfer,Unknown,"New York, NY",4,4,None,0,6,52,0
926,927,2023-01-01,494,Bill Payment,Target,"Chicago, IL",0,1,Flagged for high-dollar fraud,0,6,52,1
927,928,2023-01-01,4397,Transfer,Amazon,"Los Angeles, CA",4,2,Flagged for high-dollar fraud,0,6,52,1
928,929,2023-01-01,2667,Bill Payment,Apple Inc.,Unknown,8,2,None,0,6,52,0
929,930,2023-01-01,3106,Transfer,Target,"New York, NY",9,0,Flagged for suspicious behavior,0,6,52,1
930,931,2023-01-01,1183,Bill Payment,Amazon,"New York, NY",2,4,Flagged for high-dollar fraud,0,6,52,1
931,932,2023-01-01,9929,Purchase,Unknown,"New York, NY",3,1,Flagged for suspicious behavior,0,6,52,1
932,933,2023-01-01,4542,Transfer,Target,"Chicago, IL",6,1,Flagged for high-dollar fraud,0,6,52,1
933,934,2023-01-01,7269,Transfer,Apple Inc.,"Chicago, IL",6,2,None,0,6,52,1
934,935,2023-01-01,3018,Bill Payment,Amazon,"Los Angeles, CA",9,3,None,0,6,52,0
935,936,2023-01-01,8203,Transfer,Unknown,"Chicago, IL",4,4,None,0,6,52,1
936,937,2023-01-01,5051,Purchase,Amazon,Unknown,1,3,Flagged for high-dollar fraud,0,6,52,1
937,938,2023-01-01,6279,Transfer,Apple Inc.,"Los Angeles, CA",6,2,Flagged for high-dollar fraud,0,6,52,1
938,939,2023-01-01,7907,Transfer,Amazon,"Los Angeles, CA",5,4,None,0,6,52,1
939,940,2023-01-01,8281,Transfer,Unknown,"New York, NY",8,0,Flagged for suspicious behavior,0,6,52,1
940,941,2023-01-01,943,Bill Payment,Unknown,"Chicago, IL",1,2,None,0,6,52,0
941,942,2023-01-01,2002,Purchase,Apple Inc.,"Chicago, IL",6,1,Flagged for suspicious behavior,0,6,52,1
942,943,2023-01-01,7568,Transfer,Amazon,"New York, NY",0,4,Flagged for high-dollar fraud,0,6,52,1
943,944,2023-01-01,963,Bill Payment,Apple Inc.,"Chicago, IL",8,1,None,0,6,52,0
944,945,2023-01-01,334,Bill Payment,Apple Inc.,"New York, NY",0,4,Flagged for suspicious behavior,0,6,52,1
945,946,2023-01-01,1764,Purchase,Amazon,"New York, NY",3,1,Flagged for high-dollar fraud,0,6,52,1
946,947,2023-01-01,555,Purchase,Apple Inc.,"Los Angeles, CA",0,4,Flagged for suspicious behavior,0,6,52,1
947,948,2023-01-01,4912,Purchase,Unknown,"Los Angeles, CA",6,0,Flagged for high-dollar fraud,0,6,52,1
948,949,2023-01-01,8771,Purchase,Amazon,"New York, NY",1,0,None,0,6,52,1
949,950,2023-01-01,780,Purchase,Unknown,Unknown,3,2,None,0,6,52,0
950,951,2023-01-01,7023,Transfer,Target,"Los Angeles, CA",6,3,Flagged for suspicious behavior,0,6,52,1
951,952,2023-01-01,1084,Transfer,Target,"Chicago, IL",9,4,Flagged for suspicious behavior,0,6,52,1
952,953,2023-01-01,5518,Purchase,Apple Inc.,"New York, NY",4,4,Flagged for high-dollar fraud,0,6,52,1
953,954,2023-01-01,5722,Purchase,Unknown,"New York, NY",5,4,Flagged for suspicious behavior,0,6,52,1
954,955,2023-01-01,2895,Purchase,Apple Inc.,Unknown,0,0,Flagged for suspicious behavior,0,6,52,1
955,956,2023-01-01,1764,Purchase,Unknown,"New York, NY",5,0,Flagged for suspicious behavior,0,6,52,1
956,957,2023-01-01,9524,Transfer,Unknown,Unknown,3,0,Flagged for high-dollar fraud,0,6,52,1
957,958,2023-01-01,3185,Purchase,Apple Inc.,"Chicago, IL",1,2,Flagged for suspicious behavior,0,6,52,1
958,959,2023-01-01,4638,Transfer,Target,"Los Angeles, CA",6,0,Flagged for high-dollar fraud,0,6,52,1
959,960,2023-01-01,8141,Transfer,Unknown,Unknown,2,2,Flagged for suspicious behavior,0,6,52,1
960,961,2023-01-01,5813,Transfer,Unknown,"Chicago, IL",8,4,Flagged for high-dollar fraud,0,6,52,1
961,962,2023-01-01,7793,Transfer,Unknown,"Chicago, IL",2,0,Flagged for suspicious behavior,0,6,52,1
962,963,2023-01-01,4283,Bill Payment,Amazon,"Los Angeles, CA",8,4,Flagged for suspicious behavior,0,6,52,1
963,964,2023-01-01,3138,Bill Payment,Target,Unknown,7,4,Flagged for high-dollar fraud,0,6,52,1
964,965,2023-01-01,4097,Purchase,Target,Unknown,0,2,None,0,6,52,0
965,966,2023-01-01,3613,Purchase,Amazon,"Los Angeles, CA",9,0,Flagged for suspicious behavior,0,6,52,1
966,967,2023-01-01,8374,Transfer,Amazon,Unknown,6,1,Flagged for suspicious behavior,0,6,52,1
967,968,2023-01-01,1048,Transfer,Unknown,Unknown,1,3,Flagged for high-dollar fraud,0,6,52,1
968,969,2023-01-01,4848,Bill Payment,Target,"New York, NY",8,2,Flagged for high-dollar fraud,0,6,52,1
969,970,2023-01-01,9947,Purchase,Apple Inc.,"New York, NY",9,1,Flagged for high-dollar fraud,0,6,52,1
970,971,2023-01-01,883,Purchase,Unknown,"New York, NY",3,3,Flagged for high-dollar fraud,0,6,52,1
971,972,2023-01-01,3893,Purchase,Target,Unknown,9,2,Flagged for high-dollar fraud,0,6,52,1
972,973,2023-01-01,7207,Transfer,Amazon,"New York, NY",1,4,Flagged for suspicious behavior,0,6,52,1
973,974,2023-01-01,8860,Bill Payment,Unknown,Unknown,5,1,Flagged for high-dollar fraud,0,6,52,1
974,975,2023-01-01,6460,Purchase,Unknown,Unknown,0,4,None,0,6,52,1
975,976,2023-01-01,7175,Transfer,Target,"Los Angeles, CA",5,1,None,0,6,52,1
976,977,2023-01-01,5317,Purchase,Target,"Los Angeles, CA",3,4,Flagged for suspicious behavior,0,6,52,1
977,978,2023-01-01,1379,Bill Payment,Target,"Los Angeles, CA",1,1,None,0,6,52,0
978,979,2023-01-01,3462,Transfer,Apple Inc.,"New York, NY",7,0,None,0,6,52,0
979,980,2023-01-01,1002,Purchase,Target,"New York, NY",4,4,None,0,6,52,0
980,981,2023-01-01,2926,Bill Payment,Amazon,"Chicago, IL",4,0,Flagged for high-dollar fraud,0,6,52,1
981,982,2023-01-01,612,Transfer,Amazon,"Chicago, IL",8,0,Flagged for high-dollar fraud,0,6,52,1
982,983,2023-01-01,9345,Purchase,Amazon,"Los Angeles, CA",3,0,Flagged for high-dollar fraud,0,6,52,1
983,984,2023-01-01,3023,Bill Payment,Amazon,"Chicago, IL",7,1,None,0,6,52,0
984,985,2023-01-01,4835,Purchase,Apple Inc.,Unknown,9,0,None,0,6,52,0
985,986,2023-01-01,6627,Purchase,Apple Inc.,Unknown,9,0,Flagged for suspicious behavior,0,6,52,1
986,987,2023-01-01,8719,Bill Payment,Apple Inc.,"New York, NY",8,1,None,0,6,52,1
987,988,2023-01-01,3850,Bill Payment,Amazon,"New York, NY",5,2,None,0,6,52,0
988,989,2023-01-01,8216,Bill Payment,Target,Unknown,3,2,Flagged for high-dollar fraud,0,6,52,1
989,990,2023-01-01,4945,Transfer,Unknown,"Chicago, IL",5,2,Flagged for suspicious behavior,0,6,52,1
990,991,2023-01-01,547,Transfer,Apple Inc.,Unknown,7,3,None,0,6,52,0
991,992,2023-01-01,7078,Bill Payment,Target,Unknown,7,1,None,0,6,52,1
992,993,2023-01-01,3296,Transfer,Apple Inc.,"New York, NY",0,4,Flagged for high-dollar fraud,0,6,52,1
993,994,2023-01-01,8877,Transfer,Target,"Los Angeles, CA",2,3,Flagged for suspicious behavior,0,6,52,1
994,995,2023-01-01,9340,Bill Payment,Amazon,"Los Angeles, CA",6,4,Flagged for high-dollar fraud,0,6,52,1
995,996,2023-01-01,4561,Purchase,Amazon,"New York, NY",3,2,None,0,6,52,0
996,997,2023-01-01,4312,Bill Payment,Apple Inc.,"New York, NY",6,4,Flagged for high-dollar fraud,0,6,52,1
997,998,2023-01-01,1051,Purchase,Apple Inc.,Unknown,3,3,None,0,6,52,0
998,999,2023-01-01,2700,Bill Payment,Target,"Los Angeles, CA",7,4,Flagged for high-dollar fraud,0,6,52,1
999,1000,2023-01-01,3208,Purchase,Amazon,"Los Angeles, CA",8,4,None,0,6,52,0
