,language,file_size,lines_of_code,branches,comments,complexity,num_functions,num_dependencies,vcs,release_cycle,code_reviews,unit_test_coverage,mutation_score,code_smells,vulnerabilities,code_quality_metrics,label
855,C++,990,322,20,55,87,20,68,Mercurial,daily,99,0.79,0.29,True,True,0.85,0
856,Python,1327,761,92,41,44,10,19,Git,monthly,42,0.51,0.69,False,False,0.75,0
857,Python,2200,747,52,89,33,79,18,Git,weekly,76,0.91,0.33,True,False,0.54,1
858,Python,46,117,81,32,46,98,42,SVN,daily,10,0.54,0.16,False,False,0.8,0
859,JavaScript,5542,582,37,10,49,92,79,Git,weekly,90,0.74,0.45,True,True,0.67,1
860,JavaScript,5408,793,70,100,96,64,14,SVN,weekly,31,0.61,0.11,True,True,0.77,0
861,C++,7612,897,19,53,90,38,71,Git,daily,48,0.67,0.44,True,True,0.61,1
862,Python,3894,498,26,65,80,72,83,Mercurial,daily,45,0.69,0.57,False,True,0.77,0
863,JavaScript,9381,26,53,53,1,29,4,Git,monthly,10,0.74,0.18,False,False,0.51,1
864,Python,875,206,40,76,90,29,84,Mercurial,daily,64,0.77,0.98,True,False,0.7,0
865,Python,9658,587,36,40,73,2,22,Git,monthly,53,0.74,0.25,False,False,0.96,0
866,Java,601,409,31,48,100,2,9,Git,monthly,52,0.6,0.54,False,True,0.52,1
867,JavaScript,306,64,28,38,6,44,42,Git,weekly,77,0.85,0.32,True,True,0.7,0
868,JavaScript,6461,745,35,58,82,6,42,Mercurial,monthly,93,0.59,0.51,False,True,0.7,0
869,Python,2877,262,91,94,99,77,94,Mercurial,daily,62,0.77,0.29,False,False,0.61,1
870,Java,7301,86,38,45,94,44,20,Mercurial,monthly,81,0.88,0.61,True,True,0.95,0
871,Java,5941,186,11,79,35,80,62,SVN,daily,69,0.72,0.75,True,True,0.96,0
872,JavaScript,3818,819,20,79,9,66,42,SVN,daily,43,0.98,0.2,False,False,0.58,1
873,Java,4658,417,62,88,61,33,83,SVN,weekly,38,0.8,0.45,True,True,0.99,0
874,Python,3081,645,69,18,97,58,91,SVN,daily,8,0.88,0.38,False,True,0.51,1
875,Python,2959,289,46,61,1,76,39,Mercurial,weekly,69,0.91,0.16,True,True,0.78,0
876,C++,2514,342,84,24,13,12,14,Mercurial,weekly,21,0.82,0.54,False,False,0.95,0
877,C++,7793,638,47,27,100,86,42,Mercurial,monthly,12,0.73,0.59,False,False,0.77,0
878,Java,5581,640,73,85,11,73,82,SVN,monthly,52,0.51,0.53,True,True,0.82,0
879,C++,5169,561,17,23,34,57,18,Git,daily,42,0.98,0.76,False,False,0.84,0
880,Python,5443,925,49,21,9,64,77,Git,daily,62,0.64,0.45,False,True,0.9,0
881,C++,3852,143,49,31,2,38,23,Mercurial,monthly,24,0.97,0.22,False,False,0.56,1
882,Java,4003,961,100,54,51,61,25,Mercurial,daily,47,0.85,0.65,True,False,0.66,1
883,Java,8434,668,51,76,18,19,60,Mercurial,daily,1,0.85,0.9,False,True,0.52,1
884,Python,9673,687,71,46,46,24,91,Git,daily,69,1.0,0.29,True,False,0.61,1
885,JavaScript,3254,406,37,93,19,29,66,SVN,weekly,84,0.79,0.49,False,False,0.91,0
886,Java,3209,642,8,21,59,1,79,SVN,daily,99,0.86,0.23,True,False,0.51,1
887,Java,505,893,76,89,84,78,4,SVN,monthly,63,0.88,0.68,True,True,0.62,1
888,Java,1640,549,55,2,71,84,68,SVN,daily,17,0.92,0.64,False,False,0.65,1
889,Python,4140,887,2,42,18,17,92,Git,weekly,58,0.54,0.16,True,False,0.6,1
890,Python,7876,700,97,23,26,3,92,Git,monthly,46,0.64,0.6,False,True,0.55,1
891,Java,8209,205,59,74,6,18,70,Mercurial,monthly,92,0.88,0.4,True,True,0.64,1
892,Java,2873,637,22,82,79,14,25,Git,daily,43,0.67,0.54,True,True,0.81,0
893,JavaScript,7902,933,20,59,74,32,79,Git,weekly,41,0.57,0.81,False,False,0.68,1
894,JavaScript,7072,747,38,91,73,7,96,Mercurial,weekly,17,0.94,0.76,True,True,0.87,0
895,Python,3778,893,16,94,3,100,31,Mercurial,monthly,93,0.65,0.15,False,False,0.92,0
896,JavaScript,5079,53,75,2,95,51,22,SVN,monthly,44,0.78,0.32,True,True,0.53,1
897,Python,4471,65,36,18,41,10,81,Git,weekly,83,0.6,0.85,True,True,0.61,1
898,JavaScript,5963,68,23,86,29,52,90,Git,monthly,92,0.82,0.63,False,False,0.66,1
899,JavaScript,5190,103,48,79,70,85,41,Git,monthly,56,0.95,0.58,True,True,0.71,0
900,C++,587,588,80,42,62,53,39,Mercurial,daily,25,0.59,0.31,True,True,0.55,1
901,C++,7010,251,45,54,23,31,91,Mercurial,weekly,29,0.63,0.84,False,False,0.94,0
902,Java,742,534,32,43,14,45,49,Mercurial,daily,58,0.64,0.49,True,False,0.8,0
903,Java,3370,830,2,25,100,31,44,SVN,monthly,33,0.78,0.68,False,False,0.94,0
904,C++,6408,987,8,6,15,57,88,SVN,weekly,84,0.82,0.51,False,False,0.59,1
905,C++,4012,583,64,52,39,58,39,SVN,weekly,87,0.59,0.4,True,True,0.69,1
906,JavaScript,6082,144,81,2,10,82,81,Git,daily,33,0.83,0.5,False,False,0.67,1
907,JavaScript,9933,474,41,31,31,76,39,Git,monthly,44,0.77,0.73,True,True,0.98,0
908,Python,8907,811,17,91,96,27,73,SVN,daily,89,0.83,0.74,True,True,0.55,1
909,Java,4099,673,6,6,56,56,34,Git,monthly,29,0.55,0.59,True,True,0.88,0
910,Python,3286,81,70,3,80,57,6,SVN,weekly,61,0.5,0.92,False,True,0.82,0
911,Python,7488,970,30,95,26,75,23,Mercurial,daily,54,0.76,0.74,False,True,0.68,1
912,Java,4524,669,48,79,24,37,85,Mercurial,monthly,27,0.77,0.5,False,True,0.58,1
913,Java,7734,350,27,8,64,33,43,Git,monthly,44,0.96,0.96,False,False,0.6,1
914,C++,6755,421,82,94,61,17,12,Mercurial,weekly,58,0.73,0.56,False,False,0.69,1
915,JavaScript,7081,129,44,69,31,24,64,Git,weekly,43,0.98,0.91,False,False,0.58,1
916,C++,2006,915,23,36,68,78,55,Git,weekly,40,0.68,0.44,False,False,0.7,0
917,Python,5679,364,72,19,28,100,84,SVN,weekly,21,0.72,0.93,True,False,0.63,1
918,Java,4953,855,48,7,77,51,44,Mercurial,daily,34,0.66,0.81,False,True,0.72,0
919,C++,3848,560,76,36,68,8,7,SVN,monthly,83,0.67,0.38,False,False,0.8,0
920,Java,3832,683,41,21,40,95,68,SVN,weekly,6,0.9,0.33,False,False,0.61,1
921,Python,7434,815,36,66,5,53,47,Mercurial,daily,69,0.58,0.88,False,False,0.76,0
922,Java,5494,607,98,93,52,39,85,Git,monthly,61,0.9,0.29,True,False,0.8,0
923,Java,7761,427,31,3,73,35,90,SVN,daily,54,0.71,0.75,True,False,0.68,1
924,Java,2429,335,57,36,89,74,32,Git,weekly,45,0.86,0.61,True,False,0.57,1
925,C++,1603,862,84,87,6,90,93,SVN,weekly,97,0.89,0.6,True,True,0.51,1
926,Java,5772,497,77,51,9,58,94,Git,daily,83,0.81,0.83,False,True,0.74,0
927,JavaScript,7303,910,14,26,93,100,89,SVN,daily,52,0.85,0.29,False,False,0.7,0
928,C++,6993,358,39,77,55,32,44,Git,monthly,20,0.96,0.3,True,True,0.72,0
929,C++,7752,81,16,58,83,34,36,SVN,monthly,45,0.93,0.56,False,True,0.62,1
930,C++,9590,85,98,39,25,57,84,Git,daily,66,0.56,0.87,False,True,0.72,0
931,JavaScript,7413,563,56,79,44,60,100,Mercurial,daily,18,0.51,0.26,False,False,0.86,0
932,Python,7188,409,34,54,5,64,12,Git,daily,50,0.56,0.28,False,True,0.62,1
933,Java,8344,432,79,40,23,91,23,Mercurial,weekly,57,0.83,0.62,True,False,0.69,1
934,Python,270,129,12,22,76,37,91,Mercurial,weekly,25,0.51,0.4,True,True,1.0,0
935,JavaScript,3237,604,92,56,82,95,3,Mercurial,weekly,31,0.94,0.48,True,False,0.65,1
936,JavaScript,2047,681,2,32,31,3,51,SVN,daily,27,0.74,0.59,True,True,0.79,0
937,Java,4173,52,89,9,18,93,8,SVN,weekly,46,0.62,0.53,True,False,0.68,1
938,Java,8565,75,31,20,74,8,32,SVN,daily,43,0.77,0.46,False,True,0.78,0
939,Python,2770,545,72,37,16,74,48,SVN,weekly,77,0.71,0.85,False,True,0.89,0
940,C++,6920,455,91,47,33,4,43,Git,monthly,83,0.9,0.34,True,False,0.51,1
941,Python,7095,227,35,60,46,77,48,Git,daily,60,0.92,0.94,True,False,0.85,0
942,Java,6739,545,96,44,55,81,51,SVN,daily,69,0.78,0.11,True,True,0.87,0
943,Java,5286,451,3,95,48,54,46,Git,weekly,55,0.84,0.46,True,True,0.85,0
944,Java,723,270,70,25,7,84,51,Git,daily,14,0.92,0.69,False,True,0.53,1
945,JavaScript,6959,445,60,66,77,36,33,SVN,daily,100,0.74,0.13,False,True,0.51,1
946,C++,8524,303,56,35,49,24,33,Git,weekly,40,0.83,0.27,False,False,0.55,1
947,Python,2275,36,88,72,72,91,67,Git,weekly,16,0.83,0.9,True,False,0.61,1
948,Python,4624,350,43,2,48,28,59,Mercurial,daily,14,0.72,0.34,True,True,0.73,0
949,JavaScript,4254,817,21,81,51,1,50,Git,weekly,80,0.56,0.6,True,False,0.7,0
950,Java,6311,973,44,72,74,100,99,Git,monthly,23,0.67,0.86,True,True,0.78,0
951,Java,6113,751,82,100,94,89,11,Mercurial,daily,89,0.59,0.5,True,False,0.54,1
952,JavaScript,2906,252,58,50,20,16,41,Git,monthly,61,0.82,0.65,True,False,0.78,0
953,Python,2058,549,33,8,94,40,46,Git,monthly,91,0.71,0.24,False,False,0.5,1
954,C++,1068,423,86,36,92,29,50,SVN,weekly,54,0.99,0.57,True,True,0.86,0
955,C++,1396,694,54,49,87,22,11,SVN,daily,85,0.5,0.64,True,False,0.71,0
956,Python,8126,640,51,14,8,63,99,Mercurial,weekly,91,0.53,0.48,False,False,0.84,0
957,Java,596,111,22,71,93,40,34,SVN,monthly,51,0.93,0.57,True,False,0.53,1
958,Java,2458,463,59,8,4,32,23,Git,weekly,50,0.72,0.64,False,True,0.62,1
959,Java,497,104,54,3,31,45,24,Git,monthly,14,0.93,0.16,False,True,0.82,0
960,Python,6827,577,77,18,3,16,8,SVN,daily,69,0.68,0.12,False,True,0.88,0
961,Python,4404,38,2,39,11,53,50,SVN,monthly,89,0.89,0.5,False,False,0.96,0
962,Python,481,84,17,93,62,34,35,Mercurial,daily,59,0.61,0.99,True,False,0.94,0
963,JavaScript,2557,595,52,3,57,16,4,Mercurial,weekly,88,0.64,0.13,False,False,0.65,1
964,Python,8812,697,31,22,56,64,46,SVN,daily,76,0.99,0.87,True,True,0.92,0
965,Java,3814,222,98,100,43,71,66,Mercurial,monthly,76,1.0,0.18,True,True,0.95,0
966,Python,8649,954,81,33,91,25,100,SVN,weekly,50,0.76,0.79,False,True,0.97,0
967,Python,7137,567,43,91,86,31,4,SVN,weekly,75,0.53,0.62,False,False,0.82,0
968,JavaScript,9808,831,37,28,88,91,6,Mercurial,monthly,2,0.99,0.5,False,False,0.66,1
969,JavaScript,3164,855,93,9,83,59,42,SVN,monthly,95,0.8,0.8,False,False,0.85,0
970,Python,7758,425,100,32,68,24,33,SVN,daily,19,0.81,0.71,False,False,0.58,1
971,C++,3378,732,14,35,2,17,36,Mercurial,daily,91,0.56,0.5,True,True,0.91,0
972,C++,3660,816,42,10,90,25,70,Git,weekly,18,0.54,0.42,True,True,0.68,1
973,Java,8187,489,40,84,19,34,8,Git,monthly,52,0.83,0.23,True,False,0.68,1
974,C++,4308,400,74,46,47,64,92,SVN,monthly,74,0.62,0.38,True,False,0.58,1
975,Python,1585,179,77,7,7,74,67,Git,monthly,6,0.7,0.61,False,False,0.69,1
976,C++,3612,350,87,36,35,79,13,Mercurial,daily,5,0.64,0.17,False,False,0.75,0
977,Java,3044,320,87,47,47,14,41,Git,monthly,73,0.63,0.27,True,True,0.52,1
978,Python,6424,229,17,1,17,99,82,SVN,daily,46,0.91,0.4,True,True,0.9,0
979,JavaScript,7125,843,61,73,93,2,70,Git,weekly,72,0.52,0.78,False,True,0.65,1
980,JavaScript,4432,867,77,71,78,86,34,SVN,monthly,70,0.83,0.7,True,True,0.81,0
981,Java,7702,837,33,94,76,81,93,SVN,monthly,56,0.83,0.51,True,True,0.9,0
982,JavaScript,7781,676,23,85,97,8,31,SVN,daily,49,0.8,0.32,True,True,0.58,1
983,JavaScript,2521,675,13,66,29,24,27,Mercurial,daily,31,0.97,0.48,True,True,0.93,0
984,C++,3385,331,4,64,28,32,12,SVN,monthly,31,0.55,0.4,False,True,0.74,0
985,Java,522,671,38,26,97,22,96,Mercurial,weekly,53,0.56,0.52,True,True,0.82,0
986,Java,2006,723,35,28,52,93,88,SVN,monthly,7,0.84,0.48,False,True,0.93,0
987,C++,1175,713,72,62,84,12,6,Mercurial,monthly,39,0.64,0.92,False,True,0.93,0
988,C++,2761,377,23,93,63,10,48,Mercurial,weekly,70,0.98,0.83,True,False,0.8,0
989,Python,2579,650,47,31,91,71,89,SVN,monthly,56,0.93,0.18,True,False,0.51,1
990,Java,4719,102,52,1,6,84,8,Git,weekly,76,0.81,0.14,False,True,0.75,0
991,Java,4714,758,25,25,62,86,28,Mercurial,daily,80,0.89,0.57,True,False,0.91,0
992,Java,6177,567,45,15,56,31,86,Git,weekly,64,0.87,0.11,True,True,0.99,0
993,JavaScript,9768,344,10,10,95,37,32,Git,monthly,58,0.64,0.62,True,False,0.54,1
994,C++,3403,213,43,51,75,28,95,SVN,daily,98,0.75,0.31,True,True,0.63,1
995,JavaScript,7521,357,69,51,5,80,100,Mercurial,daily,71,0.57,0.6,False,False,0.57,1
996,Java,385,499,47,74,16,41,37,Mercurial,weekly,87,0.98,0.8,True,False,0.56,1
997,Python,8076,646,59,4,97,7,26,SVN,weekly,56,0.87,0.49,False,True,0.58,1
998,Java,7357,994,22,5,91,83,63,SVN,weekly,68,0.92,0.12,False,False,0.77,0
999,Python,3860,611,87,80,10,30,4,Mercurial,monthly,98,0.69,0.34,False,True,0.79,0
