,Age,Income,MonthlyDebtRepayment,YearsWithCurrentBank,LoanAmount,Education,EmploymentStatus,CreditHistory,LatePaymentHistory,CurrentBankRelationshipStatus,LoanPurpose,label
531,23.3847993773104,23473.409516557225,722.0856610055384,8.715404687075464,27561.692276891867,High School,Employed,Satisfied,3,1-3 years,Start-up Business,1
532,39.33920201352684,54847.515712771725,1166.6537939026746,4.7931375514194325,24006.652728033692,Some College,Employed,Moderately Satisfied,0,4-6 years,Purchase of House,1
533,27.889838002375434,47785.96120551997,724.3940465541716,2.521894594946715,12972.209589263519,Graduate Degree,Employed,Satisfied,1,4-6 years,Start-up Business,1
534,33.48163892197841,43009.452471976365,874.7899559184747,9.191687003618318,25939.671308740963,Some College,Unemployed,Dissatisfied,1,1-3 years,Start-up Business,0
535,40.47398671316414,26079.453990998067,911.473025728628,8.188884783498393,14899.299663392288,High School,Employed,Satisfied,2,More than 6 years,Purchase of Vehicle,1
536,31.395866347160478,57704.00159854575,1292.7450158034126,6.3578939755244654,21733.46495171429,Bachelor's Degree,Unemployed,Moderately Satisfied,0,4-6 years,Personal Loan,1
537,36.154444557701744,42009.487405071326,1275.536333182724,3.37519530212516,17573.199460182925,Some College,Unemployed,Satisfied,0,4-6 years,Purchase of House,1
538,50.0629280921444,32451.24746434568,626.2847870660846,4.901941318323926,18249.069986114995,Graduate Degree,Employed,Dissatisfied,0,More than 6 years,Start-up Business,1
539,34.23108130476851,20000.0,1016.4802332999546,4.679279837910339,26129.943800324076,Some College,Employed,Satisfied,2,4-6 years,Purchase of House,1
540,48.35692112065142,49587.27642424046,787.1260435752482,5.661702609231155,11678.450241472816,High School,Employed,Satisfied,1,1-3 years,Personal Loan,1
541,28.70293145342382,76583.77395004616,622.4485267973996,7.902002876262673,35561.560594215465,High School,Employed,Satisfied,3,4-6 years,Purchase of House,1
542,45.298041779152825,74918.88821821805,934.8948848726889,6.758834082274806,5431.311445644029,Bachelor's Degree,Employed,Satisfied,2,More than 6 years,Purchase of Vehicle,1
543,54.415686206579004,43143.55615120592,907.455163463254,2.8452478460304835,15218.658533961143,High School,Employed,Satisfied,3,4-6 years,Purchase of Vehicle,1
544,20.0,40966.81909457329,1728.0149459036566,7.752992900039075,22961.695119533928,Bachelor's Degree,Employed,Satisfied,1,4-6 years,Purchase of House,1
545,32.03104744529523,57031.613841125356,1129.8879476082088,5.6262642800263105,24674.513331482478,High School,Employed,Satisfied,2,4-6 years,Personal Loan,1
546,45.7707212718054,35024.21841217563,586.7147497737288,6.374131591717832,19196.19423542636,Some College,Employed,Satisfied,1,1-3 years,Purchase of Property,1
547,37.96954613957007,54526.87849729199,830.5677987487173,7.933081718557206,19540.87437598766,Some College,Unemployed,Satisfied,3,More than 6 years,Purchase of Property,1
548,43.71145873371309,61491.204175770356,1306.4149886288196,2.7768395009728977,23284.400682620933,Graduate Degree,Employed,Moderately Satisfied,0,More than 6 years,Purchase of Vehicle,1
549,33.960148132841795,68403.99835826461,1626.5328318609775,4.9283488425870745,18151.444180338556,Graduate Degree,Unemployed,Moderately Satisfied,0,1-3 years,Purchase of House,1
550,40.865897874729,48497.68885280071,524.2050063286125,3.93709089728157,31145.45006347925,High School,Employed,Moderately Satisfied,3,1-3 years,Purchase of Vehicle,1
551,38.44322764607921,46944.893747345515,436.02268445828645,1.8642811492690883,26714.79291385282,Some College,Employed,Moderately Satisfied,0,More than 6 years,Personal Loan,1
552,51.67782061659807,36830.261198651584,1561.2895526115346,5.69341995520984,26982.594808045076,High School,Employed,Satisfied,3,More than 6 years,Start-up Business,1
553,42.54420843301213,37596.7946894021,1116.8842532112712,10.023113103168846,12270.746213036664,Some College,Employed,Satisfied,2,More than 6 years,Purchase of House,1
554,43.37602662075202,46602.8166214771,739.5121804370901,1.3198445109884944,19364.892604754375,Some College,Employed,Satisfied,2,More than 6 years,Purchase of Vehicle,1
555,35.881230338775325,55510.48260224267,1160.3887258367306,4.93543877790106,17596.27241023437,Graduate Degree,Employed,Moderately Satisfied,2,4-6 years,Purchase of Vehicle,1
556,35.123937759275066,63703.76939349874,209.2756782949367,6.281085870149547,11955.188994484273,Graduate Degree,Unemployed,Dissatisfied,0,4-6 years,Purchase of Property,1
557,35.67441812180379,37952.31573979482,1001.0126519791482,5.246156403312362,22881.313471566136,Some College,Employed,Satisfied,1,4-6 years,Purchase of Property,1
558,43.944521423782966,72390.32853439283,1098.3463518529256,4.773743894968519,15698.833937761468,Some College,Employed,Satisfied,0,Less than 1 year,Personal Loan,1
559,35.79015519179737,45933.14598436147,1277.281041861349,2.4015672731083515,25243.230638801895,Graduate Degree,Unemployed,Satisfied,0,4-6 years,Purchase of Vehicle,1
560,42.89774856896413,49679.490584773455,695.8312143122387,5.465573485880327,11438.467496845346,Bachelor's Degree,Employed,Satisfied,1,4-6 years,Personal Loan,1
561,60.0,38791.82481278265,1025.7061484210078,3.4864720459681475,33752.32490273457,High School,Employed,Satisfied,1,4-6 years,Purchase of Property,1
562,48.711247034316926,20000.0,722.3726121821238,0.6201565900428934,12829.338731263506,Some College,Employed,Satisfied,1,4-6 years,Purchase of House,1
563,36.73976467832159,63260.68094541575,1076.6151267022951,7.389184441027462,21754.418697603487,Some College,Unemployed,Dissatisfied,1,4-6 years,Purchase of Property,1
564,52.012139221639444,61052.6584563865,731.3961032910927,6.916771639684085,26334.87448310454,High School,Employed,Satisfied,0,1-3 years,Purchase of Vehicle,1
565,35.91924626978449,45780.0866432268,877.5697482519338,5.103321953702159,15434.876558399097,High School,Employed,Dissatisfied,3,1-3 years,Purchase of House,1
566,20.0,51004.86075837308,701.2553815629312,5.458149376411405,26819.749147463604,High School,Employed,Moderately Satisfied,2,1-3 years,Personal Loan,1
567,29.91913689082596,57739.08826556149,1195.3408725470972,7.148636025431123,10166.53121759667,Bachelor's Degree,Unemployed,Moderately Satisfied,3,1-3 years,Purchase of House,1
568,21.292080789741444,26561.81214670186,1257.5353349969996,5.448679313556165,31616.941593460484,High School,Employed,Moderately Satisfied,0,More than 6 years,Personal Loan,1
569,36.48486515958692,42064.209839805575,929.6138290127759,6.808035109522629,20113.194119726068,High School,Unemployed,Moderately Satisfied,1,1-3 years,Purchase of Property,0
570,40.184183791895514,61913.970194327405,1011.4713984880085,4.4050355982523,15228.708736248962,High School,Employed,Moderately Satisfied,2,1-3 years,Purchase of Vehicle,1
571,56.76437312275283,31185.658652461258,565.4225756099368,7.623967477147893,17606.545820580523,Bachelor's Degree,Employed,Moderately Satisfied,2,4-6 years,Purchase of Property,1
572,43.269273737641626,54403.368982499436,910.0970055979639,5.641571451865368,26471.354155141755,Graduate Degree,Employed,Satisfied,3,4-6 years,Purchase of Property,1
573,37.80899471191136,29651.272930648924,984.9386148874765,5.388103887211748,15324.357665196494,Some College,Employed,Dissatisfied,0,1-3 years,Purchase of House,1
574,48.294055811834895,56996.449736502895,1786.2379273089925,2.459877822575936,14005.138484617779,Some College,Unemployed,Moderately Satisfied,0,4-6 years,Purchase of Vehicle,1
575,20.0,49465.37776553775,666.4098922677509,5.573911708603418,18227.707219330096,Graduate Degree,Employed,Moderately Satisfied,0,4-6 years,Purchase of House,1
576,42.356145581085656,25773.022761417356,1439.2531716257313,3.3360901650110977,10584.303097840255,High School,Employed,Moderately Satisfied,2,1-3 years,Purchase of Vehicle,1
577,47.708651938869664,67471.09031685758,1299.0576320397424,3.723434546943012,34564.351263534525,High School,Employed,Satisfied,3,1-3 years,Purchase of Vehicle,1
578,25.214137542201584,38981.12634802926,1084.190921347041,3.369248743367758,15468.843270282214,High School,Employed,Satisfied,2,More than 6 years,Purchase of House,1
579,51.43754043206929,37846.213444784284,1527.58614525854,2.86753013620155,26652.934289443227,High School,Employed,Satisfied,2,More than 6 years,Purchase of House,1
580,43.38496407494414,53008.53795846414,1111.631641782059,9.249542806033922,21675.760669182182,Some College,Employed,Satisfied,1,4-6 years,Start-up Business,1
581,35.847120860991986,67229.56024143074,1116.7477587003787,7.662678123976806,12123.727596144256,Graduate Degree,Employed,Moderately Satisfied,3,Less than 1 year,Purchase of House,1
582,46.32781866106285,34762.67271532405,984.0638040947364,8.840735004288522,19952.362326298164,Bachelor's Degree,Employed,Satisfied,1,4-6 years,Personal Loan,1
583,60.0,50925.197747719576,1367.0706647255884,2.554209960888872,26272.022234485983,Some College,Employed,Satisfied,0,4-6 years,Purchase of Property,1
584,41.81866255058495,56432.24750495859,1328.9407701432651,5.142507499821785,18493.909319309547,Graduate Degree,Employed,Satisfied,2,1-3 years,Personal Loan,1
585,42.48220586300336,60396.584108947165,812.2968137511363,2.4129847495918084,29544.90356680822,High School,Employed,Satisfied,3,4-6 years,Purchase of Vehicle,1
586,35.40639100459756,52646.62332915838,604.2258416203698,3.608610245605872,28172.12314225491,High School,Employed,Moderately Satisfied,0,4-6 years,Start-up Business,1
587,31.501556305352082,44494.58241375016,939.1058087813029,3.1637460331668503,27351.318837266634,Some College,Employed,Moderately Satisfied,3,1-3 years,Purchase of Property,1
588,48.303358165442454,37586.146690269205,759.9884306807061,7.4791680128831235,16322.745821816025,Bachelor's Degree,Unemployed,Satisfied,2,4-6 years,Personal Loan,0
589,31.439161740911327,51292.158245695624,980.9426276153935,4.20754064379648,11361.260417748104,High School,Employed,Satisfied,3,More than 6 years,Purchase of House,1
590,40.715662372193925,33917.9148202159,1371.2314404052418,7.136758667388033,15091.299157097645,Some College,Unemployed,Satisfied,0,1-3 years,Purchase of Vehicle,1
591,35.223425532348834,20000.0,862.809503473963,6.208241779177036,21569.927525333762,Bachelor's Degree,Unemployed,Satisfied,1,More than 6 years,Purchase of Property,0
592,44.78979825746392,56548.39706236502,987.1529856065275,9.607277504209577,24366.293708258843,Bachelor's Degree,Employed,Satisfied,2,1-3 years,Purchase of Vehicle,1
593,43.33662105286948,63559.02261629293,1017.4068204425186,2.041111553720552,2627.4287619164206,Bachelor's Degree,Employed,Dissatisfied,1,More than 6 years,Purchase of House,1
594,50.375399442578995,20000.0,1254.5292646615853,7.518466479573598,19935.094387105997,Some College,Unemployed,Satisfied,2,1-3 years,Purchase of Vehicle,0
595,34.89983601145253,34854.03942935094,325.9331998046184,7.292881740801455,21264.713802585477,High School,Employed,Satisfied,0,Less than 1 year,Purchase of Property,1
596,37.30125064706629,59287.31391507797,817.989911570411,3.0532423239459305,17779.645949475587,Some College,Employed,Satisfied,2,4-6 years,Start-up Business,1
597,30.212362842176926,80862.43204567548,1063.3851076838419,7.014266672946319,30330.19071212703,High School,Employed,Moderately Satisfied,1,4-6 years,Purchase of House,1
598,35.55706739923888,50311.905615131116,1360.0236869280584,5.672289926052458,23374.240594006966,Graduate Degree,Employed,Moderately Satisfied,2,More than 6 years,Personal Loan,1
599,43.77300493044852,39079.955881562986,852.4292657481385,4.545047480093184,30481.535264647177,Some College,Employed,Moderately Satisfied,0,1-3 years,Purchase of Property,1
600,47.56988616645352,47256.553383427396,437.03418818743773,3.3521290260560006,18272.31583719814,Some College,Employed,Satisfied,2,1-3 years,Purchase of House,1
601,30.778346758223748,70623.14628722277,1185.9134337898408,3.561781097101628,27499.8199400554,Bachelor's Degree,Employed,Moderately Satisfied,1,4-6 years,Start-up Business,1
602,48.6960592010566,40310.53731313197,809.3912833523112,9.099624191571852,33080.53115622015,Some College,Employed,Satisfied,0,4-6 years,Personal Loan,1
603,53.55637858804951,38012.119900246194,643.1000022728916,5.001365637914965,30493.54759418129,Some College,Employed,Satisfied,1,1-3 years,Personal Loan,1
604,44.13434903223701,42758.847167269516,812.6963830860327,6.564260003062918,11262.867252570135,Bachelor's Degree,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
605,58.76795812558066,35700.07087611932,944.6423927032452,3.4182012366648937,17970.591379660953,Graduate Degree,Employed,Satisfied,3,4-6 years,Purchase of Property,1
606,32.26210800896427,51840.054739921936,818.5766006385362,3.4402941075567224,17238.68235640163,Bachelor's Degree,Unemployed,Moderately Satisfied,1,More than 6 years,Purchase of Vehicle,1
607,27.55345296688583,74370.17687704341,338.33018287027926,7.163969618499884,23914.03628061062,High School,Employed,Dissatisfied,2,More than 6 years,Purchase of House,1
608,22.212797510957213,54846.18909674043,1269.1198590661397,2.3008475768969356,25490.828440116264,Some College,Employed,Satisfied,3,1-3 years,Purchase of House,1
609,54.96044311489183,46214.69746810569,1382.4625123836167,4.169572464189457,13288.85860779411,Bachelor's Degree,Employed,Moderately Satisfied,3,4-6 years,Personal Loan,1
610,46.54365656354058,45622.83096626684,1195.4565974018517,5.068054822144464,20542.7081113355,High School,Employed,Moderately Satisfied,0,1-3 years,Personal Loan,1
611,39.44415329089545,26552.137869550144,658.694298872555,5.2227452036801045,3840.5813427509092,High School,Employed,Dissatisfied,3,4-6 years,Purchase of House,1
612,42.799686263198204,63246.646657207384,939.5525398157446,4.641813429967687,31535.56004641512,Graduate Degree,Unemployed,Satisfied,1,4-6 years,Purchase of Vehicle,1
613,28.745109527016233,48832.44204480797,998.0436054311626,5.791639562191846,15901.00607458645,High School,Employed,Satisfied,1,More than 6 years,Personal Loan,1
614,60.0,47292.80129614061,1179.6383168685732,6.385711511635623,20446.911518755976,Bachelor's Degree,Unemployed,Satisfied,3,4-6 years,Purchase of Vehicle,0
615,41.292211819752275,97896.61351767291,1200.5021466154242,6.46927509091866,17522.80228809551,Some College,Employed,Moderately Satisfied,2,More than 6 years,Purchase of Property,1
616,41.09394794604893,54481.2936254853,779.7478603664513,3.0283923826643466,29168.22060010732,Some College,Employed,Satisfied,1,More than 6 years,Purchase of Vehicle,1
617,47.25766623898692,38723.134248572234,1024.598666924068,4.4316898041424055,1000.0,High School,Employed,Satisfied,1,More than 6 years,Purchase of House,1
618,44.810092317367136,43604.63605691685,1137.1841213845723,7.389525723753875,19867.117261392727,Bachelor's Degree,Unemployed,Satisfied,0,More than 6 years,Start-up Business,1
619,42.23884024279131,67226.68563795132,1436.74669664403,6.789294375147745,19153.449940018418,Some College,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
620,32.09525544554688,51699.056158066465,1211.3519619474168,2.254281097037872,16370.908899266538,Some College,Employed,Moderately Satisfied,3,1-3 years,Purchase of House,1
621,44.714683571359956,28425.830325239498,1236.7170062126556,5.702959800704403,33809.81236508506,Bachelor's Degree,Unemployed,Moderately Satisfied,2,1-3 years,Purchase of House,0
622,58.82024496475034,63788.43401862805,1025.1479883788083,1.0435495012503795,12901.36432915383,Bachelor's Degree,Employed,Moderately Satisfied,0,Less than 1 year,Start-up Business,1
623,53.454200461549775,39977.83871691509,1423.1377435610511,5.0938698041207395,26174.36941788529,Graduate Degree,Employed,Moderately Satisfied,0,4-6 years,Personal Loan,1
624,55.93186626639397,78099.46664326318,1122.9288387878491,8.795534033491954,22850.02230964867,Some College,Unemployed,Satisfied,2,4-6 years,Purchase of Vehicle,1
625,34.88784323568815,66200.72098571973,741.6736269479288,3.1042145654620272,30092.154020284128,Some College,Employed,Satisfied,0,4-6 years,Purchase of Vehicle,1
626,30.10395179741419,43290.17156511873,1421.0109910375572,3.331353909016836,14662.487321779958,Graduate Degree,Employed,Satisfied,0,More than 6 years,Purchase of Property,1
627,38.74213079900352,69215.2454260267,1209.3709817617082,6.528059563145719,14136.248807009928,Bachelor's Degree,Employed,Satisfied,0,More than 6 years,Purchase of House,1
628,40.557249122886944,51017.83265791105,867.0867936614553,1.9143969695807082,28768.559259819187,High School,Employed,Satisfied,2,1-3 years,Purchase of Property,1
629,50.94191518470949,62791.605126833296,856.152109780227,3.734489940229922,23402.570466640882,High School,Employed,Moderately Satisfied,0,1-3 years,Purchase of Vehicle,1
630,23.075353702851807,57270.99225941712,1088.9726635422285,6.192882275163505,7640.501226585931,Bachelor's Degree,Employed,Satisfied,3,4-6 years,Purchase of Vehicle,1
631,55.29550319460614,37304.6501751369,1138.9554385802753,3.731428304621194,15685.559884293838,Some College,Employed,Moderately Satisfied,3,1-3 years,Purchase of Property,1
632,38.419921014210104,40346.75251523807,1059.1876796893619,4.528060025578057,23091.061230784486,Bachelor's Degree,Employed,Satisfied,1,4-6 years,Purchase of Vehicle,1
633,35.7311893005258,65449.412263717415,1093.3926020328654,6.488371420630069,26702.113772372715,Some College,Unemployed,Satisfied,3,4-6 years,Personal Loan,1
634,29.878956247398325,44978.37001840189,1509.9872123729142,5.843092167073123,14566.15477445636,High School,Unemployed,Satisfied,1,4-6 years,Purchase of Vehicle,0
635,23.451433281342307,43945.27305137005,1321.4629456704656,5.533636792590804,1000.0,Bachelor's Degree,Employed,Satisfied,2,More than 6 years,Purchase of Vehicle,1
636,48.231705839619146,35673.16130975971,1057.1906773795074,4.321755441459922,24185.785485896267,High School,Employed,Satisfied,0,More than 6 years,Start-up Business,1
637,40.73317967188404,56353.98598390192,1282.393174230245,5.740122230537911,10237.434480448193,Some College,Unemployed,Satisfied,3,1-3 years,Purchase of House,1
638,27.10039100258946,80937.87378864718,690.2428289417381,4.752534639800487,3861.289615020709,Some College,Employed,Satisfied,1,4-6 years,Personal Loan,1
639,27.04921227936384,33987.006286185904,1119.3781149840427,5.915611219851569,1000.0,Some College,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
640,36.64215300709872,50363.29185009137,1542.7919049199331,4.006135949764044,26511.84688158193,Bachelor's Degree,Unemployed,Satisfied,1,1-3 years,Purchase of Property,0
641,56.69021525289393,71183.30833123144,934.5862313822879,4.634862051240917,21028.93960323973,Bachelor's Degree,Employed,Moderately Satisfied,0,Less than 1 year,Personal Loan,1
642,37.40408648636395,48805.37913131427,745.7098214142745,3.0200844148959725,18194.748954301987,Bachelor's Degree,Employed,Moderately Satisfied,3,4-6 years,Purchase of House,1
643,24.96857046881894,56785.57694374601,804.3733334220818,4.929984779987528,31112.194903702093,High School,Employed,Satisfied,2,1-3 years,Personal Loan,1
644,37.54256935914056,34064.0970777968,673.1100887972834,3.3779982727423103,25098.597464184582,High School,Employed,Moderately Satisfied,1,1-3 years,Purchase of Property,1
645,37.27276430252329,56424.60645811473,764.571427561689,2.7719070996760133,32930.400341775334,Some College,Employed,Moderately Satisfied,2,4-6 years,Purchase of House,1
646,20.0,47192.83602493177,888.8475704229913,5.517322295710776,8858.116222664028,Graduate Degree,Employed,Moderately Satisfied,1,4-6 years,Purchase of Property,1
647,39.45705133482188,64785.94993519795,578.3298942464073,5.425479551715321,19723.59500836829,Bachelor's Degree,Employed,Satisfied,1,1-3 years,Purchase of Property,1
648,37.69065469791322,67810.79077347126,1004.6855001848809,6.565747469897145,7066.293000415886,Bachelor's Degree,Employed,Satisfied,0,Less than 1 year,Purchase of Vehicle,1
649,46.96206364813418,88843.45463027922,1270.683152135994,4.137748860849802,18164.94134515626,Some College,Employed,Moderately Satisfied,0,More than 6 years,Purchase of House,1
650,58.48956094945345,58694.497598203634,727.6731459559239,5.816105693673512,18011.07316986658,Some College,Employed,Satisfied,1,Less than 1 year,Purchase of House,1
651,51.26565029547757,54886.944748732494,1455.7851770925306,6.101595144547327,25012.909098104567,Some College,Employed,Dissatisfied,3,More than 6 years,Purchase of House,1
652,37.31111309445169,52915.76452366004,1153.2376265582784,5.889547615663189,20364.511049135188,High School,Employed,Moderately Satisfied,2,4-6 years,Personal Loan,1
653,28.934740912583298,44702.505607839674,1309.1741756872173,3.3486926343957157,24987.257106239325,High School,Unemployed,Satisfied,2,1-3 years,Purchase of House,0
654,60.0,55077.25765192536,802.6496338443588,5.298726964542378,25627.521065111156,Graduate Degree,Employed,Satisfied,0,1-3 years,Start-up Business,1
655,40.59218434014488,45568.97884791456,1256.3575681199848,5.728280592109323,37239.429419065134,High School,Employed,Satisfied,3,Less than 1 year,Purchase of Vehicle,1
656,40.13929291912946,52526.91464404421,672.419829881406,5.0143569338158835,17477.626757711005,High School,Employed,Satisfied,1,1-3 years,Purchase of House,1
657,39.758749128899964,69763.9630341194,1267.0742502509527,0.8270446832578306,12471.818394668968,High School,Employed,Satisfied,0,1-3 years,Personal Loan,1
658,41.98084760767855,34901.86152080538,1051.5518019380593,5.32097924794696,21968.66892253127,Graduate Degree,Employed,Satisfied,1,4-6 years,Purchase of Property,1
659,38.556395880760576,67098.17841693568,1165.9753659954351,9.425062078794484,13581.759782883651,Some College,Employed,Satisfied,1,1-3 years,Purchase of Property,1
660,34.26337993119763,69756.72601009798,647.3216183125445,4.279921462486034,31855.686147492288,Bachelor's Degree,Employed,Satisfied,0,4-6 years,Purchase of Vehicle,1
661,34.53141058759608,48228.97209513382,731.4790473170185,3.543845804289358,17734.25568843814,Graduate Degree,Employed,Dissatisfied,3,4-6 years,Purchase of House,1
662,39.672467297840015,20000.0,1179.1684654760154,5.746697119422796,15475.389057008077,Some College,Unemployed,Satisfied,2,1-3 years,Purchase of Vehicle,0
663,34.56575228866235,40882.670193583515,715.4955987327398,5.624756420933143,16229.474230791056,Bachelor's Degree,Employed,Dissatisfied,0,Less than 1 year,Start-up Business,1
664,32.871542173228356,69454.91819841664,1138.9618876297368,7.385470330832829,25747.33938777313,High School,Employed,Dissatisfied,3,Less than 1 year,Purchase of House,1
665,41.064302276918966,49656.97906551677,589.8586580619262,2.4842636881822244,18738.02413414812,High School,Employed,Satisfied,1,Less than 1 year,Personal Loan,1
666,37.450227825791444,35010.466515576336,1254.4522638000005,6.462760505149985,14866.665438956941,Bachelor's Degree,Employed,Moderately Satisfied,0,4-6 years,Purchase of Property,1
667,55.039929885826886,42428.376181576736,630.2430055694473,6.180844122502927,33322.81534098825,Bachelor's Degree,Unemployed,Satisfied,2,1-3 years,Purchase of House,0
668,20.0,62609.300397568295,1165.689981303857,4.715706926118908,13150.641274705999,Some College,Employed,Moderately Satisfied,2,4-6 years,Purchase of Property,1
669,50.91506851922462,58201.00352302069,1187.6892800938003,5.67737463584338,20284.52859226395,Some College,Employed,Satisfied,1,4-6 years,Personal Loan,1
670,52.46085192497629,46416.01851245458,790.9684544711275,7.058914963196715,25218.449212881846,Some College,Employed,Satisfied,0,4-6 years,Personal Loan,1
671,20.0,44497.63382277969,1174.607970125418,6.744630760056901,6949.319116663413,High School,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
672,36.573124059196516,44123.62776434267,1078.1326790000667,2.7139613758525427,23842.0840112474,High School,Employed,Satisfied,0,4-6 years,Purchase of House,1
673,36.28559134004209,36163.84723252246,838.3474431421785,6.640316373510969,11559.138596156405,High School,Employed,Satisfied,2,1-3 years,Purchase of House,1
674,25.924883052821787,74230.63534204163,697.4335947771376,4.870622789934963,26582.26224667202,High School,Unemployed,Satisfied,1,1-3 years,Purchase of Vehicle,1
675,32.22183312409125,45165.192961829904,411.21229249822625,5.145748196031031,12298.79190464819,Bachelor's Degree,Employed,Satisfied,1,4-6 years,Purchase of Property,1
676,28.894241545341714,68257.37781238244,1104.8950141899081,5.146393982003389,25542.152254790883,High School,Employed,Satisfied,0,1-3 years,Personal Loan,1
677,57.52270443423623,72819.74077883677,530.5591685913835,4.69951402240348,28846.664530357702,High School,Employed,Satisfied,3,4-6 years,Purchase of House,1
678,49.35678393147461,64974.66347221941,1028.6032598323925,7.38341499421413,26891.492205062437,Some College,Employed,Satisfied,3,4-6 years,Personal Loan,1
679,52.71555094994159,43525.695309229275,920.9655351753253,4.832564080301576,22010.53318590482,Graduate Degree,Employed,Satisfied,1,4-6 years,Purchase of Property,1
680,47.21672064043235,56055.95135504914,1203.7428326314587,2.7609077432336626,18149.592456562405,High School,Employed,Satisfied,2,4-6 years,Purchase of House,1
681,28.709482287827708,49637.06590413626,909.3863501530408,4.212940288060542,15388.643389321249,High School,Employed,Moderately Satisfied,3,4-6 years,Purchase of Vehicle,1
682,34.75479733720226,36444.47208904808,901.1656640958726,5.357389433620951,31768.277526536833,Some College,Employed,Satisfied,1,4-6 years,Personal Loan,1
683,44.89374561227918,54865.389225824045,1219.5612112864887,7.4584295685941004,14404.038238658854,Bachelor's Degree,Unemployed,Moderately Satisfied,2,4-6 years,Personal Loan,1
684,27.778721911080545,32314.40313260296,1100.5174087252353,6.206189369897667,11703.47141144003,Some College,Employed,Satisfied,2,4-6 years,Purchase of Property,1
685,47.12998430172388,67815.19082692346,1094.8467871548335,3.298929442505912,25322.95148026264,Bachelor's Degree,Unemployed,Moderately Satisfied,3,4-6 years,Purchase of Vehicle,1
686,37.59674601841865,43030.7405405241,1140.780276942558,9.970379833357782,13630.905574508037,Graduate Degree,Unemployed,Satisfied,1,More than 6 years,Purchase of Vehicle,0
687,36.251791924504026,53017.39483809259,539.3283630378683,5.529550621955959,12399.492020270984,Bachelor's Degree,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
688,47.10959968203491,54249.31807319213,1227.0366039960945,7.550781475998029,8451.16590264188,Bachelor's Degree,Employed,Satisfied,2,4-6 years,Purchase of Property,1
689,44.4426331148604,46116.42539443884,1183.7406382040808,4.696571132845541,16136.72128431586,Some College,Employed,Satisfied,0,4-6 years,Personal Loan,1
690,36.3903383418092,58800.40702212912,694.9950614270508,6.066718489410899,19338.279808828054,High School,Unemployed,Satisfied,0,4-6 years,Purchase of Vehicle,1
691,51.59329803364248,42876.44515066213,926.7758578977396,6.67893700903681,21944.73382128559,Graduate Degree,Employed,Satisfied,3,Less than 1 year,Personal Loan,1
692,29.189366724001026,63069.45946185866,988.2078137117106,7.436389423508512,27610.449954395866,Some College,Employed,Dissatisfied,0,More than 6 years,Purchase of Property,1
693,46.15935606944264,29810.304796298773,959.6509646794802,7.1147366107564505,24215.18338932635,High School,Unemployed,Satisfied,1,Less than 1 year,Purchase of Property,0
694,45.93101257968384,51895.693693196175,1100.1579899705605,6.744394000145956,18473.02224357456,Bachelor's Degree,Employed,Satisfied,3,4-6 years,Start-up Business,1
695,36.904535606860094,79083.93498587428,1429.410034549355,4.369826537611782,18414.434588962242,High School,Employed,Moderately Satisfied,3,4-6 years,Purchase of Vehicle,1
696,43.26133022242118,34995.03013091638,1324.5300183018485,3.8565079160878772,24081.259751321468,Some College,Employed,Satisfied,0,More than 6 years,Start-up Business,1
697,27.48886423614697,39833.82544212723,606.3342419705782,5.665215020648395,30180.561303428556,Some College,Employed,Moderately Satisfied,2,Less than 1 year,Purchase of Vehicle,1
698,49.24027019206901,57708.617744883726,1186.6209970918146,6.866256144682138,21010.513595865603,Some College,Employed,Satisfied,1,4-6 years,Purchase of House,1
699,38.15097863557011,52693.72672909397,1398.679995860623,4.554558598446786,16246.953166316729,Bachelor's Degree,Employed,Moderately Satisfied,1,4-6 years,Personal Loan,1
700,34.772769794809605,55259.45148910339,1116.0425562067608,7.130343931428773,12057.071991315635,High School,Employed,Satisfied,1,1-3 years,Start-up Business,1
701,50.49009225836889,57337.80695221495,1327.29412755579,7.905233490972359,8438.357884702196,Some College,Unemployed,Moderately Satisfied,3,Less than 1 year,Purchase of Property,1
702,32.95656309457241,59520.82202842655,1603.6811337102295,3.1673581618531603,25330.157376348187,Some College,Employed,Moderately Satisfied,1,4-6 years,Purchase of Property,1
703,25.915387036364404,66645.49762934334,1307.1128638320945,3.32615859240744,24623.82818911646,Bachelor's Degree,Unemployed,Satisfied,2,4-6 years,Personal Loan,1
704,24.433708264760963,56147.279853927685,1074.7925786925186,4.719249882189327,24618.908200853293,Bachelor's Degree,Unemployed,Satisfied,2,1-3 years,Personal Loan,1
705,46.06009951345639,46381.13518072186,1313.526542225426,5.615225336378392,18970.724429183552,Some College,Employed,Satisfied,0,4-6 years,Purchase of Vehicle,1
706,27.19570647503717,60088.60551804097,1043.4663499290673,3.9508659724658983,31255.477967134007,Bachelor's Degree,Employed,Dissatisfied,1,4-6 years,Personal Loan,1
707,57.54794181984364,78498.22902342823,1007.1709129854867,7.704405357734289,16127.052043321459,High School,Employed,Satisfied,3,4-6 years,Purchase of House,1
