,LinesOfCode,CyclomaticComplexity,NumberOfMethods,NumberOfParameters,CommentDensity,CodeChurn,CodeAge,CodeRevisions,BugFixes,CodeCoverage,DefectDensity,LinesOfCodePerMethod,Coupling,FanOut,FanIn,HalsteadVolume,HalsteadDifficulty,MaintainabilityIndex,label
755,94,-197,335,211,1.0,-133,335,53,545,0.0,0.0,-545.58,350,-146,-87,-536,262,0,0
756,133,-351,532,272,1.0,-489,285,-281,718,64.29,0.0,-313.61,215,-216,-65,16,2,0,0
757,-36,262,-253,-271,0.0,307,-350,84,386,100.0,388.41,549.77,243,31,168,948,213,0,1
758,-93,-168,-151,-45,1.0,-314,977,-113,240,100.0,68.58,-431.77,280,-562,369,-35,22,0,0
759,148,125,-95,-7,1.0,385,281,103,-100,0.0,6.73,-151.32,156,-50,132,-276,220,0,1
760,241,204,396,8,1.0,117,-989,47,-262,0.0,516.41,113.41,-383,174,39,383,590,100,1
761,-333,65,85,172,0.0,226,156,-320,53,91.85,264.2,-89.83,-84,-120,138,-305,-39,0,1
762,252,497,269,108,1.0,-55,-187,214,75,0.0,344.07,-112.3,132,-214,-636,391,495,0,1
763,-169,-250,221,205,1.0,196,938,143,255,23.7,0.0,-159.37,347,-11,281,300,-88,100,0
764,203,-66,-171,77,1.0,63,-253,205,26,100.0,232.52,64.91,-176,-146,-313,499,-23,0,0
765,-16,386,64,145,0.0,-142,248,-6,323,0.0,428.71,-76.97,168,2,541,650,178,10,1
766,565,-248,-356,-134,1.0,108,73,-164,72,100.0,389.35,-100.58,-27,-346,-196,226,-421,0,0
767,-436,-14,-91,108,0.0,-904,711,129,-105,100.0,0.0,-177.06,261,140,219,-1597,334,0,0
768,-173,-813,385,465,0.0,-140,247,-211,464,0.0,0.0,-668.57,486,34,-30,-1445,-130,100,0
769,133,277,-149,45,0.0,131,-105,-343,376,100.0,122.94,83.24,136,163,554,855,3,45,1
770,464,422,31,186,0.0,-6,-680,-66,31,0.0,0.0,25.76,-281,-31,-64,82,505,0,1
771,10,-225,417,416,1.0,-162,484,-36,41,0.0,77.15,1.31,185,-187,-35,-94,124,0,1
772,9,152,-172,8,0.0,-304,591,-26,559,100.0,279.43,-138.37,298,-318,583,806,96,0,1
773,402,268,-347,85,0.0,121,-313,421,91,0.0,409.12,-179.0,-85,-316,-402,368,376,0,1
774,-88,31,-37,336,0.0,56,444,-159,246,100.0,69.29,-286.69,70,-239,163,247,-94,0,1
775,-149,-123,33,-184,0.0,-313,121,-349,-18,64.61,0.0,-826.03,66,-99,73,-1048,-118,100,0
776,44,-57,143,-10,0.0,-129,96,48,173,100.0,0.0,-201.02,-215,-81,-40,-164,133,0,0
777,-330,173,130,591,1.0,14,822,333,179,0.0,0.0,31.29,-4,-87,253,230,282,0,1
778,-96,-328,613,130,1.0,157,471,-175,359,0.0,0.0,-488.93,316,33,40,-238,-82,100,0
779,-10,224,-167,-91,0.0,2,-553,-367,101,0.0,136.43,-116.8,141,97,300,-176,257,100,1
780,127,413,-58,400,1.0,-78,-552,8,-52,0.0,284.62,48.07,-313,-119,-184,357,296,0,1
781,289,-349,-5,-10,1.0,222,547,314,14,100.0,136.5,-4.23,194,-241,54,745,-16,100,0
782,-143,-64,22,55,0.0,-215,-320,-259,149,100.0,27.86,-147.62,-42,-24,190,-313,259,95,0
783,157,-220,-446,1,1.0,134,94,110,-67,0.0,341.24,-73.14,118,-178,-154,-376,-106,0,1
784,440,-85,-88,68,0.0,-70,-208,127,-72,0.0,5.85,-244.4,-39,-200,146,-515,779,0,1
785,-68,50,-19,-245,1.0,-471,1537,234,-253,100.0,0.0,-445.96,265,171,481,-787,-304,0,1
786,-33,488,-127,-156,0.0,-193,487,37,498,100.0,97.83,-66.74,539,189,-137,789,-550,0,1
787,-223,413,-35,19,0.0,-103,-184,-18,120,0.0,372.16,14.86,283,32,-47,-66,182,0,1
788,-170,-259,169,269,1.0,544,1163,599,43,29.02,170.33,-176.29,126,-321,-283,11,52,0,1
789,-403,71,-100,364,0.0,-361,-502,-620,179,0.0,75.99,-317.63,208,1,237,-828,219,100,1
790,28,193,81,-214,1.0,197,-368,229,441,0.0,244.83,-427.51,-51,-4,-624,-264,209,0,1
791,-121,-128,433,-68,1.0,-136,-69,121,385,100.0,414.13,-133.35,67,-200,-410,222,279,0,0
792,-99,125,337,-122,1.0,158,83,-27,88,0.0,186.96,-90.81,110,-76,-275,41,275,0,1
793,70,24,234,109,1.0,213,532,319,-220,0.0,336.91,40.69,77,-276,-267,-202,326,0,1
794,-330,-179,-8,-8,1.0,303,1192,407,4,0.0,0.0,33.27,340,-186,322,433,92,100,0
795,-316,98,-9,126,0.0,-93,36,-200,54,100.0,47.88,160.08,-84,154,96,206,-233,0,1
796,152,377,537,-128,1.0,246,-743,-333,313,100.0,291.11,58.77,-314,374,-182,817,-76,0,1
797,357,374,562,-154,1.0,-114,-330,-332,104,0.0,141.04,69.57,181,-51,-157,311,566,0,1
798,198,416,86,162,0.0,-199,-64,-12,-114,0.0,128.21,-47.11,202,445,323,-135,302,68,1
799,350,-161,-114,-397,1.0,-173,1024,160,154,100.0,0.0,-245.64,434,-92,338,-67,46,0,0
800,320,418,-335,65,0.0,-83,-463,-45,299,0.0,282.61,-308.06,3,-150,-85,63,268,0,1
801,294,133,529,220,0.0,-251,-6,-62,445,37.92,182.76,-341.29,197,-161,-165,471,251,0,1
802,79,-369,487,105,1.0,115,751,326,298,100.0,0.0,-254.13,279,-83,-124,386,-75,70,0
803,-160,155,153,-76,1.0,231,236,326,47,31.1,125.1,62.76,202,-44,-78,706,392,100,1
804,-200,-465,516,339,1.0,296,611,225,168,0.0,15.32,-347.41,60,-130,61,-63,76,100,1
805,75,-174,32,-428,1.0,156,-251,91,354,0.0,141.52,-261.77,88,-32,-156,162,123,89,1
806,-291,279,31,-137,0.0,107,-1430,-211,198,100.0,178.44,564.8,-223,564,69,4,376,0,1
807,-131,-286,231,324,0.0,-105,-1878,-648,-22,0.0,219.34,224.31,-396,-3,-312,-937,954,4,1
808,176,-279,112,299,0.0,-295,-57,5,301,100.0,326.68,47.18,80,-131,-298,170,-28,0,0
809,99,349,401,-117,0.0,225,-305,-50,77,86.91,162.89,-254.34,-330,314,126,529,-101,44,1
810,-52,-52,247,-90,1.0,-148,-60,-185,-88,0.0,31.57,-245.51,-29,99,165,-497,223,51,1
811,-102,-355,391,-221,0.0,-180,-666,-121,-234,0.0,0.0,-188.28,-341,-143,-352,-1458,819,0,0
812,103,78,88,331,0.0,611,-293,-17,57,0.0,0.0,-394.32,-117,-10,58,-1421,764,0,1
813,-230,-64,371,142,1.0,201,872,447,104,0.0,46.56,-207.09,223,-187,-94,355,149,100,1
814,-99,251,109,-19,0.0,237,-220,-207,113,41.97,179.75,-162.0,-176,52,376,82,196,0,1
815,-59,68,-10,37,0.0,49,27,-22,54,100.0,0.0,-31.37,149,144,37,-542,280,0,1
816,97,47,261,133,1.0,120,-785,-186,-201,0.0,324.28,114.3,-343,21,-234,-251,333,0,1
817,-594,28,8,392,0.0,-266,-506,-399,-40,7.65,76.49,-39.27,56,96,49,-969,290,100,1
818,-348,75,72,157,0.0,-109,267,-365,356,100.0,47.14,-275.14,273,58,190,-586,-66,0,1
819,-136,-119,27,42,0.0,-494,176,170,-386,0.0,0.0,-138.06,-122,4,199,-1109,473,0,0
820,-137,-403,93,44,1.0,-637,596,-215,-430,0.0,0.0,-783.22,13,-72,-33,-2510,306,0,0
821,231,48,-133,65,0.0,-80,-609,-146,367,0.0,71.78,-213.68,-118,31,-123,-498,195,0,1
822,-16,-84,262,288,1.0,-131,141,15,353,0.0,0.0,-131.41,-8,-53,39,2,174,0,0
823,-279,82,89,42,0.0,138,-1447,-471,9,0.0,386.3,-53.32,80,42,-143,-1035,720,100,1
824,-228,-319,332,449,1.0,-20,540,4,39,0.0,0.0,65.11,195,-48,25,-718,231,0,0
825,225,-245,118,81,1.0,-89,565,-36,-416,100.0,139.69,532.1,294,-105,213,353,-7,0,0
826,112,280,-67,280,0.0,-230,-101,-56,-59,0.0,0.0,-372.71,165,213,168,-321,183,100,0
827,317,-513,-92,-55,0.0,27,114,-138,130,0.0,90.58,-175.37,204,-209,-135,-569,-189,0,1
828,147,-16,-264,408,0.0,238,-441,-12,-42,0.0,139.3,-248.27,-424,-289,-46,-877,345,0,1
829,-71,-32,-152,-111,0.0,-201,311,-427,451,100.0,0.43,-321.52,399,13,455,-137,-191,17,0
830,-265,-2,59,-109,0.0,-264,333,-247,246,100.0,0.0,-469.21,264,-36,124,-563,-118,27,0
831,-149,110,317,8,0.0,209,-554,-345,291,100.0,214.46,46.65,-336,142,158,349,100,0,1
832,76,162,-255,-288,0.0,121,561,112,175,100.0,0.0,-4.26,401,86,29,-27,-175,0,1
833,117,-131,92,35,1.0,-99,539,207,-211,30.76,240.81,257.26,236,-187,-33,471,74,0,1
834,171,-63,207,-323,1.0,241,-97,-194,-184,0.0,337.37,76.55,-152,-291,-146,-299,294,0,1
835,-292,-187,191,-267,0.0,-181,-263,-298,32,0.0,37.51,-188.46,135,47,51,-1263,397,0,1
836,-200,315,404,-621,1.0,-146,272,8,221,0.0,313.98,-75.81,205,324,311,379,-164,0,1
837,241,275,141,-222,1.0,204,-617,-425,392,0.0,419.42,-89.43,286,178,392,419,323,100,1
838,233,-418,80,147,0.0,183,885,121,80,0.0,194.48,-230.75,-34,-542,-173,-309,-195,0,1
839,317,152,111,-97,0.0,-115,-135,121,373,100.0,122.9,-78.43,182,19,100,718,339,71,0
840,-115,5,-33,-172,0.0,24,1057,13,-212,100.0,0.0,-351.95,254,135,280,-880,-199,0,0
841,87,-260,-175,194,0.0,323,-65,27,-79,0.0,236.65,-69.38,-238,-155,92,-666,118,0,1
842,43,-16,327,-337,1.0,63,-687,-258,465,0.0,528.52,226.92,239,-60,-177,265,476,0,1
843,68,-292,212,-19,0.0,-242,586,169,387,100.0,70.07,-53.05,337,-257,-27,243,119,0,0
844,165,154,59,227,1.0,-11,322,-74,-255,0.0,65.25,260.54,25,-150,187,-228,288,0,1
845,-419,43,295,-158,1.0,-569,1197,86,-336,0.0,0.0,-446.11,239,125,386,-1397,63,0,1
846,-59,-514,512,482,0.0,127,214,217,-43,100.0,298.23,-37.79,56,-24,-124,435,-64,100,0
847,-219,-689,151,-107,1.0,224,522,73,146,0.0,0.0,-71.86,348,269,326,-307,-255,100,0
848,-86,-298,-22,62,0.0,-461,156,-122,-266,62.4,0.0,-423.74,146,99,-44,-2128,502,0,0
849,275,468,98,112,1.0,80,-331,-267,393,100.0,327.47,-143.79,-14,21,406,1455,68,100,0
850,472,-533,113,-17,1.0,-498,96,-236,164,100.0,479.28,37.25,268,-408,-439,302,-354,0,0
851,114,-93,511,-85,1.0,-23,107,21,-138,0.0,272.87,-263.8,-277,-90,17,-172,275,0,1
852,-115,281,104,-230,1.0,-114,-67,-289,-18,58.26,58.5,-85.21,133,359,101,-276,-155,0,1
853,-219,-330,396,635,0.0,-319,474,115,276,100.0,107.82,-77.24,337,-198,-234,309,-9,100,0
854,-126,-338,440,-201,1.0,155,141,150,104,0.0,159.15,-182.48,463,27,-253,267,99,100,1
855,115,268,-32,-177,0.0,-493,306,34,164,100.0,0.0,-307.28,221,218,307,112,-40,100,0
856,-14,-201,96,-104,0.0,-468,226,93,14,61.64,0.0,-392.76,78,-158,-40,-545,182,85,0
857,-65,285,226,288,0.0,-177,-641,66,-101,0.0,246.15,145.66,-16,308,-226,-37,353,100,1
858,-333,-96,490,307,1.0,-240,-501,-368,-123,0.0,0.0,-240.13,-131,210,-275,-1474,430,0,0
859,-195,77,-41,220,0.0,20,753,10,187,100.0,186.37,36.37,325,-13,197,-81,-76,0,1
860,-261,34,288,9,0.0,72,-887,-321,-72,100.0,0.0,33.25,-571,239,-172,-428,173,0,1
861,14,143,273,494,0.0,36,-230,58,175,0.0,0.0,-282.14,-124,69,152,-483,499,67,0
862,-348,0,67,-217,0.0,-429,-134,41,204,100.0,78.31,71.84,-80,25,50,-217,158,0,0
863,90,182,62,168,1.0,-116,-144,-314,66,100.0,0.0,-137.37,-111,397,394,-37,-37,21,1
864,281,3,27,99,1.0,-95,74,-142,-352,0.0,165.52,207.02,146,-245,-146,-580,290,0,1
865,323,-191,132,5,0.0,-28,-193,-139,44,0.0,0.0,75.91,102,65,128,-391,246,0,0
866,229,1002,180,-29,1.0,678,-269,-181,649,0.0,909.88,439.0,762,491,316,2121,-92,26,1
867,-42,31,-34,-22,1.0,164,-158,165,109,0.0,321.23,-65.35,-103,-43,-69,221,144,0,1
868,107,-389,509,68,1.0,-58,576,-97,45,0.0,259.61,-164.48,242,-451,-243,-234,73,0,1
869,333,311,-40,127,1.0,46,466,367,-117,100.0,569.52,70.62,-93,-469,-228,1277,42,0,1
870,-102,-328,-273,-46,0.0,-493,-616,-202,84,100.0,0.0,336.68,134,259,420,-764,552,100,0
871,-182,-40,418,-111,1.0,-115,-263,1,-31,0.0,37.82,-256.13,-190,101,-184,-373,150,62,1
872,207,-99,-8,-47,1.0,-79,762,23,-11,29.81,0.0,194.97,537,-172,23,245,64,0,0
873,-47,162,149,104,1.0,-175,-92,117,206,0.0,365.5,-400.66,104,-466,-348,-83,472,0,1
874,-145,-99,183,-225,0.0,-27,-10,123,296,100.0,110.35,-34.01,250,33,38,-191,315,0,0
875,290,-249,354,86,1.0,97,449,-190,-202,0.0,84.6,153.09,240,-26,-29,-126,-75,0,1
876,-445,209,605,-203,1.0,501,-550,-403,107,0.0,665.28,418.49,-163,223,-176,184,25,0,1
877,51,334,-162,160,0.0,183,232,-219,84,100.0,59.08,-112.55,-6,101,446,329,-108,0,1
878,2,161,-46,338,0.0,111,-408,61,125,95.42,345.16,380.99,137,183,225,309,467,0,1
879,287,-150,176,-205,1.0,39,69,86,364,84.21,0.0,-155.0,185,-17,-112,246,99,0,0
880,43,98,-57,-126,1.0,-6,321,262,-99,0.0,168.13,222.01,165,-155,-8,691,210,99,1
881,-231,-75,201,-123,0.0,-222,-114,-70,-71,100.0,0.0,202.73,14,163,-189,-1218,533,0,0
882,-130,251,19,85,1.0,296,-110,162,-86,0.0,421.33,-34.41,-198,-45,-272,290,99,0,1
883,46,-429,201,-75,1.0,128,43,-339,-92,0.0,0.0,-195.51,350,-10,54,-925,33,100,0
884,91,519,81,-23,1.0,464,-88,-380,465,100.0,422.74,219.91,365,226,185,782,-14,0,1
885,289,-234,219,3,0.0,307,655,89,-28,0.0,0.0,-58.84,407,26,44,-330,51,0,0
886,464,-289,116,156,0.0,-171,291,-255,-40,18.21,168.53,-4.99,328,-196,-58,-426,-95,0,1
887,-749,-110,221,-132,0.0,-225,-340,22,173,100.0,21.33,184.87,-1,199,-169,-887,213,0,0
888,99,154,71,107,1.0,62,679,126,142,100.0,233.29,63.21,-27,-95,90,630,-128,0,1
889,50,-162,-426,133,0.0,50,-264,465,-84,88.43,150.11,195.89,107,109,-76,407,91,100,0
890,333,-170,-134,-307,1.0,-2,190,101,50,100.0,300.75,111.82,171,-265,-116,628,-47,0,0
891,-109,-53,520,343,1.0,-287,380,236,309,91.79,115.63,-73.51,23,-375,-359,607,294,0,0
892,-51,-97,-190,85,0.0,-209,979,206,-19,100.0,0.89,-71.45,74,-271,457,80,90,0,0
893,315,103,219,-266,1.0,457,-151,250,-361,0.0,224.04,268.17,-32,156,-275,227,306,0,1
894,412,-235,-510,-199,1.0,424,1044,417,-172,0.0,74.68,-119.18,278,-327,-70,136,-338,0,1
895,276,226,-13,100,1.0,83,135,199,-202,58.55,185.04,211.5,17,-202,-143,487,268,0,1
896,378,-534,-451,299,0.0,145,1115,-26,39,0.0,110.02,-221.88,260,-384,387,-574,-455,0,1
897,119,-78,254,-429,1.0,326,332,-335,81,100.0,58.72,-112.88,-175,-57,324,66,28,0,0
898,-64,57,256,-169,1.0,-286,-442,-341,-16,0.0,414.25,-259.57,234,25,359,-536,542,100,1
899,730,-276,482,150,0.0,672,286,-479,-501,0.0,0.0,-359.71,142,-172,-159,-1755,89,0,1
900,-156,-68,320,-287,0.0,202,-413,-529,436,100.0,83.91,-223.98,160,43,-231,-578,89,0,0
901,-500,-480,634,93,1.0,143,1376,133,191,0.0,0.0,-399.73,390,-344,61,-559,59,0,0
902,83,-10,27,-459,1.0,8,229,-385,564,49.32,136.93,-408.58,592,-125,275,293,-84,100,1
903,181,-141,-83,-243,1.0,226,689,491,195,100.0,148.45,-34.73,276,-79,-290,750,-196,0,0
904,185,79,308,-242,1.0,228,-137,317,-76,100.0,85.78,443.71,30,427,-335,186,212,0,1
905,-89,-236,-21,-433,0.0,-231,346,60,36,100.0,0.0,-157.89,73,2,154,-860,178,0,0
906,225,-284,104,111,1.0,-191,659,16,-103,100.0,336.56,243.96,41,-457,116,846,-137,0,0
907,312,39,56,163,1.0,303,-132,-188,-32,0.0,56.63,-287.51,39,166,-69,-451,-147,0,1
908,-221,154,419,488,1.0,-255,-300,-284,-446,0.0,0.0,-332.39,-123,504,-99,-1742,408,0,1
909,100,-120,-148,379,0.0,-483,-256,-127,-115,65.24,0.0,-731.75,-149,-184,129,-673,252,100,0
910,209,-485,-142,-52,1.0,-181,807,-47,-75,100.0,84.34,254.86,444,-97,-85,-37,-536,0,0
911,-31,557,-159,-81,0.0,399,-170,-126,503,100.0,483.83,481.37,529,371,436,1231,-54,0,1
912,67,-124,86,119,1.0,403,449,130,134,0.0,0.0,-230.29,294,88,42,-542,194,0,0
913,-291,347,20,388,0.0,-223,-329,-363,-19,100.0,0.0,49.52,-359,425,643,364,-83,100,0
914,188,51,279,-146,1.0,-10,690,44,498,100.0,501.16,-30.68,-98,-351,319,1600,-182,0,1
915,-307,-71,499,589,1.0,-39,289,197,125,0.0,119.89,-290.1,38,-236,-305,73,247,100,1
916,-67,434,322,-160,1.0,438,-362,-310,66,0.0,428.68,50.14,-133,308,113,441,-135,0,1
917,112,-164,-395,-156,0.0,83,-247,-204,148,100.0,0.0,154.27,111,78,218,-307,258,0,0
918,15,-223,442,492,1.0,123,-297,-40,193,0.0,115.85,-289.54,-287,25,-381,14,-169,0,1
919,241,111,111,-21,1.0,203,191,401,272,75.93,126.5,-177.06,-155,-223,-279,664,194,0,1
920,557,163,-304,-65,0.0,64,-496,-163,-90,100.0,514.56,185.62,9,-18,-270,155,-61,0,1
921,44,445,-174,409,0.0,202,-1189,5,-216,0.0,14.1,110.1,-313,288,11,-517,718,100,1
922,-149,243,41,143,0.0,-188,-1206,-183,6,100.0,106.77,459.59,64,581,-36,-657,661,0,1
923,81,-297,295,195,1.0,427,615,153,-95,100.0,0.0,115.08,11,-6,267,306,57,51,0
924,104,-226,-447,-569,1.0,322,-245,82,93,100.0,247.29,172.82,114,243,20,950,-405,100,0
925,-124,276,-12,16,1.0,-20,-84,-376,62,33.54,396.41,187.88,-30,2,259,364,-8,0,1
926,19,402,-19,-68,0.0,272,-76,-227,574,100.0,326.54,47.32,622,364,258,865,-257,100,0
927,-90,103,266,-253,0.0,480,-931,-275,359,100.0,364.49,397.19,-75,275,-25,720,143,0,1
928,204,-134,296,-239,1.0,368,234,145,-575,0.0,232.88,348.1,-1,-100,-121,197,179,0,1
929,350,186,-416,271,1.0,16,143,126,16,6.41,111.13,66.42,146,-81,-57,341,-15,0,1
930,-197,229,14,1,0.0,478,-181,-435,28,34.85,285.27,86.42,233,179,472,-347,299,0,1
931,56,149,129,585,0.0,81,18,208,-17,0.0,0.0,75.45,-71,-17,110,5,502,0,1
932,-230,-459,50,-38,1.0,244,1113,386,357,100.0,262.52,-271.5,403,-382,-361,281,-218,0,0
933,-639,-570,182,-55,0.0,-403,-743,-324,-245,100.0,0.0,-87.54,-496,236,-226,-2422,408,0,0
934,178,-32,-168,-315,0.0,-31,124,-204,298,100.0,0.0,-21.55,318,177,569,233,106,80,0
935,-93,112,-516,-90,0.0,293,-211,254,131,100.0,132.26,678.66,204,95,-63,469,67,0,1
936,128,-19,18,-311,1.0,140,151,586,447,100.0,51.43,-82.18,209,50,-345,962,137,100,0
937,-386,332,28,49,0.0,-96,-1118,-635,1,0.0,358.64,79.15,90,262,103,-554,309,100,1
938,19,-112,216,-151,0.0,373,-854,-313,129,100.0,260.97,308.71,-209,242,212,192,340,0,0
939,-103,72,-285,-45,0.0,-419,462,314,86,100.0,0.0,12.83,319,92,148,-456,194,0,1
940,-395,18,246,-313,0.0,515,-1554,-541,271,100.0,345.6,413.71,-92,306,-151,-187,347,0,1
941,182,113,-65,197,0.0,-282,-188,-145,107,0.0,278.16,-88.18,-85,-350,-341,-457,176,0,1
942,-2,-86,-184,179,1.0,-88,407,534,1,100.0,201.85,261.38,-57,-328,-234,716,156,0,0
943,103,-188,19,59,1.0,-187,562,266,166,100.0,200.92,66.08,392,-249,-103,448,126,0,0
944,-26,77,-13,407,0.0,-86,-707,-5,-1,100.0,47.32,200.74,-35,178,-51,-273,606,63,0
945,-417,532,384,297,1.0,-230,310,-188,251,0.0,549.94,-166.17,2,57,205,600,-260,0,1
946,237,69,22,-405,1.0,155,-244,-639,593,100.0,82.45,-290.01,111,83,619,855,-190,100,0
947,264,478,104,-192,1.0,495,-1052,-118,-143,0.0,162.51,-237.14,-560,-37,-31,-52,619,0,1
948,89,-8,425,-318,1.0,-121,-542,-274,19,0.0,0.0,-219.85,-153,317,141,-496,367,0,0
949,-154,-305,410,180,1.0,-202,-216,225,206,81.35,225.39,-142.21,131,-266,-681,102,296,100,0
950,-567,-21,306,-486,1.0,-176,288,-307,201,100.0,81.82,-135.9,-39,138,177,-206,-411,0,0
951,229,-34,49,-26,1.0,251,968,177,280,90.01,0.0,-140.32,283,-108,-24,427,-221,0,0
952,-22,-176,53,-410,1.0,65,65,340,38,100.0,232.66,151.39,215,-169,-86,1040,273,100,0
953,-27,191,145,-232,0.0,-101,-143,-468,398,0.0,120.83,-298.85,251,189,368,-111,33,0,1
954,-228,55,116,-30,0.0,328,-1005,-36,-15,0.0,44.56,-121.37,-374,294,90,-479,445,100,1
955,83,-486,537,553,0.0,74,1265,-77,117,0.0,0.0,-214.4,208,-439,157,-700,77,0,0
956,22,-413,74,70,0.0,-250,-308,-281,-60,0.0,199.33,-113.47,201,47,247,-574,-36,100,1
957,-88,-176,-54,74,1.0,22,306,150,87,100.0,171.27,129.05,-117,-230,110,399,25,0,0
958,-228,357,-407,81,1.0,669,-275,424,-256,0.0,28.34,-159.15,-194,40,-36,-315,487,100,1
959,-42,139,218,-168,0.0,-214,121,3,143,100.0,0.0,-762.25,-218,32,190,-66,-177,100,0
960,409,164,62,36,0.0,-117,-174,92,146,100.0,398.74,14.84,15,-138,-1,874,193,0,1
961,132,-43,122,212,0.0,27,733,515,518,100.0,144.91,-358.28,173,-350,-289,870,-16,0,0
962,107,-171,187,258,1.0,118,885,192,-444,0.0,57.01,263.85,197,-342,-80,-85,145,0,1
963,-234,98,560,-15,1.0,-273,393,131,-59,0.0,302.49,-301.11,130,108,-10,-545,193,0,1
964,-339,256,137,-148,0.0,-298,417,-57,-39,0.0,8.57,-219.62,270,173,60,-756,28,0,1
965,11,34,-158,84,1.0,-99,689,-348,249,100.0,0.0,-523.89,320,-228,169,-203,-199,0,1
966,200,97,151,15,0.0,-37,-1410,-193,-28,0.0,80.32,90.88,-53,436,-46,-374,701,100,1
967,479,-370,194,146,0.0,88,-153,-382,-1,0.0,227.85,-347.44,128,-212,-117,-917,26,0,1
968,-258,107,67,423,0.0,274,-881,-15,-124,100.0,152.04,418.88,-330,247,-233,-428,447,0,1
969,227,312,338,16,1.0,-66,538,200,19,0.0,248.3,-90.79,283,-495,-333,343,529,0,1
970,-76,156,-339,79,0.0,83,-11,-281,346,100.0,122.28,-22.23,540,-109,190,-186,251,0,1
971,-22,77,47,-515,0.0,297,-612,-162,446,100.0,215.82,345.91,21,135,-121,641,-11,0,1
972,27,-1,85,-144,1.0,-451,1129,339,-124,0.0,175.01,-190.2,178,-222,275,86,46,0,1
973,-226,250,72,-39,0.0,-94,-126,-179,327,100.0,32.48,13.98,315,409,-55,-191,-176,0,1
974,347,12,-299,117,0.0,64,413,219,275,29.6,61.39,-92.86,176,-172,-125,-20,0,0,1
975,161,103,-90,138,1.0,151,-134,309,271,0.0,0.0,-250.07,91,-32,-425,-413,363,0,1
976,451,-143,-264,-251,0.0,329,-284,-8,294,0.0,0.0,-297.41,166,140,-161,-282,-100,0,0
977,145,-120,31,-143,1.0,-33,-838,-934,303,14.96,10.55,-223.55,-48,56,348,-357,256,0,1
978,-66,23,275,-81,1.0,62,172,8,267,100.0,372.29,235.06,-38,-69,205,778,162,0,1
979,-237,113,157,-27,0.0,260,-1299,-410,96,19.63,346.74,394.83,32,332,-205,-292,402,0,1
980,190,-442,466,-81,1.0,-42,726,-232,133,0.0,0.0,-344.53,412,-247,106,-830,5,0,0
981,-225,285,408,-134,0.0,-286,143,-57,17,0.0,60.04,-447.86,162,258,-39,-828,106,0,1
982,106,66,-106,60,1.0,127,86,-627,409,100.0,0.0,-386.02,19,-206,209,392,-254,0,1
983,142,172,324,34,1.0,493,-259,33,-113,0.0,0.0,86.69,151,619,175,494,150,100,0
984,-383,241,104,-179,0.0,-386,740,232,-32,46.25,267.38,-80.34,195,74,301,-213,-82,0,1
985,-75,-212,188,686,0.0,-78,669,260,165,24.7,0.0,38.06,64,-197,133,-119,289,0,0
986,-239,117,-33,189,0.0,-148,-696,-186,61,95.36,149.61,149.1,-87,174,114,-211,319,100,0
987,-80,190,7,172,1.0,336,141,465,-255,0.0,247.09,126.73,-23,-311,-329,120,618,0,1
988,298,-293,-253,-144,0.0,-288,46,120,630,27.73,250.47,-436.88,471,-272,-352,37,-71,0,1
989,-323,354,25,-266,0.0,-21,471,213,204,100.0,224.1,172.59,271,319,460,119,-27,0,1
990,214,-83,-463,110,0.0,-117,-97,241,693,100.0,175.55,-355.86,-16,-172,4,532,-57,0,0
991,-108,266,-265,-202,0.0,120,-505,-454,329,100.0,0.0,15.85,408,308,258,-102,32,100,0
992,-319,172,374,-66,0.0,194,-270,148,-179,0.0,295.78,-113.66,-137,19,-625,-666,104,0,1
993,-35,-179,394,485,0.0,-27,446,248,-306,0.0,0.0,324.86,202,231,409,73,291,100,0
994,-393,-273,272,549,0.0,210,333,-67,663,0.0,0.0,-894.09,351,164,99,-1369,77,100,0
995,28,56,35,-549,0.0,459,-942,-645,470,100.0,279.31,184.02,80,231,411,599,66,62,0
996,27,490,-119,-604,0.0,335,806,50,413,100.0,198.87,14.67,576,202,429,779,-357,0,1
997,-394,314,358,260,0.0,-184,-73,-39,257,100.0,304.19,-45.47,-84,134,-229,429,-242,0,1
998,48,471,43,-308,0.0,147,114,-211,469,100.0,332.11,-33.17,271,111,221,903,-233,0,1
999,-185,62,359,-105,1.0,-308,-62,-313,-10,0.0,218.6,-126.79,261,136,18,-802,354,0,1
