,Age,Job_Experience,Salary_Expectation,Location,Relocation,Current_Job_Tenure,Job_Shift_In_Last_12_Months,Current_Job_Level,Employment_Status,Gender,Education,Current_Job_Description,Applicant_Background,Applicant_Referral,Applicant_Interest,Location_str,Employment_Status_str,label
777,31,14,44911,1,0,5,3,4,2,Male,Master's degree,Sales,Scientific,Yes,High,US,Full-time,1
778,43,4,39405,2,1,7,3,3,0,Female,Master's degree,Marketing,Technical,No,High,Other,Unemployed,0
779,44,11,78122,3,0,5,2,2,0,Female,Master's degree,IT,Technical,No,Low,Other,Unemployed,0
780,26,4,23447,2,0,9,2,3,1,Male,Master's degree,Finance,Business,No,Low,Other,Part-time,1
781,43,16,73143,3,0,2,3,1,1,Male,PhD,Marketing,Business,Yes,Low,Other,Part-time,0
782,39,16,82906,2,0,3,1,3,0,Male,Bachelor's degree,HR,Scientific,Yes,Medium,Other,Unemployed,1
783,47,11,30662,1,1,2,3,2,2,Female,Master's degree,IT,Scientific,Yes,Medium,US,Full-time,1
784,34,14,83001,1,0,0,2,1,0,Male,PhD,Sales,Scientific,Yes,High,US,Unemployed,0
785,43,14,78282,1,1,9,1,3,0,Female,Bachelor's degree,Sales,Technical,Yes,Low,US,Unemployed,1
786,53,5,24899,3,0,4,3,4,2,Female,High School,HR,Scientific,Yes,High,Other,Full-time,0
787,18,11,48582,3,1,0,4,2,2,Male,Master's degree,HR,Technical,No,Low,Other,Full-time,1
788,25,19,87471,2,1,0,4,1,1,Male,PhD,Sales,Scientific,Yes,High,Other,Part-time,0
789,52,17,62213,2,0,1,3,3,1,Male,High School,IT,Technical,No,Medium,Other,Part-time,0
790,32,13,95871,1,0,3,1,4,1,Male,PhD,Marketing,Technical,Yes,Low,US,Part-time,0
791,39,1,94081,3,1,5,3,2,1,Male,Bachelor's degree,HR,Business,No,Medium,Other,Part-time,0
792,31,8,57830,2,1,7,3,4,2,Female,Bachelor's degree,HR,Creative,No,Low,Other,Full-time,1
793,43,4,27066,3,0,2,2,3,0,Female,High School,HR,Technical,Yes,High,Other,Unemployed,0
794,45,19,30712,3,1,0,4,3,1,Female,PhD,Finance,Scientific,No,Low,Other,Part-time,0
795,40,0,85365,1,1,2,2,1,1,Male,Master's degree,IT,Business,Yes,Medium,US,Part-time,0
796,31,2,50806,1,1,2,2,4,2,Female,Master's degree,IT,Scientific,Yes,Low,US,Full-time,1
797,41,5,32210,3,0,4,3,1,2,Male,High School,IT,Scientific,Yes,High,Other,Full-time,0
798,19,4,56972,3,1,3,2,2,0,Male,High School,IT,Technical,Yes,Low,Other,Unemployed,0
799,43,4,54136,3,1,3,4,1,0,Female,High School,IT,Technical,No,Medium,Other,Unemployed,0
800,31,0,64297,3,1,8,2,2,2,Female,PhD,Sales,Creative,Yes,High,Other,Full-time,0
801,24,16,35945,1,0,6,4,3,1,Male,Master's degree,HR,Technical,No,Medium,US,Part-time,1
802,20,18,62477,2,0,3,2,3,1,Female,Master's degree,Sales,Technical,No,Low,Other,Part-time,0
803,40,13,99180,1,1,2,4,4,1,Male,Master's degree,Finance,Creative,No,Medium,US,Part-time,0
804,35,11,90453,2,0,5,2,2,0,Female,High School,Marketing,Scientific,Yes,Low,Other,Unemployed,0
805,55,9,97413,3,1,2,2,3,1,Female,Master's degree,HR,Creative,No,High,Other,Part-time,0
806,52,19,33224,2,0,5,1,4,1,Female,Bachelor's degree,Finance,Creative,Yes,Medium,Other,Part-time,1
807,32,17,23052,1,0,8,4,4,2,Female,High School,Sales,Creative,No,Medium,US,Full-time,1
808,42,10,47272,1,1,5,4,1,1,Female,Master's degree,Marketing,Business,Yes,Low,US,Part-time,0
809,54,1,61150,3,0,3,4,4,2,Male,PhD,Finance,Scientific,Yes,Medium,Other,Full-time,0
810,45,17,37316,1,0,4,0,3,1,Female,High School,Marketing,Business,Yes,Medium,US,Part-time,0
811,27,6,73389,3,0,5,2,1,0,Female,Bachelor's degree,Finance,Business,Yes,High,Other,Unemployed,1
812,56,14,83332,1,1,2,4,2,1,Female,Bachelor's degree,Sales,Technical,No,Low,US,Part-time,1
813,34,10,27240,1,0,7,0,2,1,Male,PhD,Marketing,Creative,No,Low,US,Part-time,0
814,56,17,88774,3,0,3,1,3,2,Male,PhD,Finance,Creative,Yes,High,Other,Full-time,0
815,39,11,63175,2,1,7,4,3,2,Male,High School,Sales,Business,No,High,Other,Full-time,0
816,43,5,20565,1,0,9,4,1,2,Male,High School,HR,Technical,Yes,Low,US,Full-time,1
817,42,19,91094,2,0,9,0,1,1,Male,Bachelor's degree,Sales,Technical,Yes,High,Other,Part-time,1
818,34,12,36375,1,0,2,2,3,1,Female,PhD,Sales,Technical,No,High,US,Part-time,0
819,30,19,45710,1,0,9,1,3,0,Female,High School,HR,Scientific,Yes,High,US,Unemployed,0
820,37,15,69895,1,0,6,4,2,1,Female,Bachelor's degree,Sales,Business,Yes,Low,US,Part-time,1
821,42,17,96639,1,1,8,2,2,0,Male,PhD,HR,Scientific,Yes,High,US,Unemployed,0
822,21,9,35174,2,1,3,1,2,2,Male,Bachelor's degree,HR,Technical,Yes,Medium,Other,Full-time,1
823,27,7,47597,2,0,7,3,3,2,Female,Master's degree,HR,Technical,Yes,Medium,Other,Full-time,1
824,20,17,94289,1,0,2,3,4,2,Male,PhD,Finance,Technical,No,Low,US,Full-time,1
825,58,0,58397,1,0,6,1,3,0,Male,High School,Marketing,Creative,No,High,US,Unemployed,0
826,35,7,91854,2,1,2,0,3,1,Male,High School,Finance,Business,No,Medium,Other,Part-time,0
827,53,5,53069,3,1,6,1,2,2,Female,Master's degree,HR,Creative,Yes,Low,Other,Full-time,0
828,39,4,60274,3,0,9,1,3,1,Female,PhD,Marketing,Scientific,Yes,Medium,Other,Part-time,0
829,51,14,94237,2,0,9,0,1,1,Male,Bachelor's degree,Marketing,Creative,Yes,High,Other,Part-time,1
830,25,14,92498,1,1,5,0,3,2,Male,High School,HR,Business,Yes,Low,US,Full-time,1
831,57,1,58197,1,0,1,2,3,0,Male,Master's degree,Marketing,Creative,Yes,Medium,US,Unemployed,0
832,36,0,68634,3,1,2,2,3,1,Male,Master's degree,Marketing,Technical,Yes,Low,Other,Part-time,0
833,59,10,50041,3,1,5,0,3,2,Female,PhD,Finance,Scientific,No,Medium,Other,Full-time,0
834,58,9,27248,2,0,3,3,4,1,Male,PhD,Marketing,Scientific,Yes,Medium,Other,Part-time,0
835,54,17,22203,3,1,5,3,3,1,Female,High School,HR,Technical,No,High,Other,Part-time,0
836,23,17,71986,2,0,0,1,1,1,Female,Master's degree,IT,Technical,Yes,High,Other,Part-time,0
837,43,16,45370,3,0,9,4,1,1,Female,Bachelor's degree,IT,Technical,No,Medium,Other,Part-time,1
838,51,7,55247,3,0,0,1,3,1,Male,Master's degree,IT,Business,Yes,Low,Other,Part-time,0
839,23,14,95922,3,0,2,1,2,0,Female,Bachelor's degree,HR,Creative,No,Low,Other,Unemployed,1
840,54,7,20434,1,0,7,4,4,0,Female,Bachelor's degree,IT,Scientific,No,High,US,Unemployed,1
841,50,16,82982,1,0,7,0,3,2,Male,High School,Finance,Creative,Yes,Medium,US,Full-time,1
842,39,11,85180,1,1,3,3,3,0,Male,Master's degree,HR,Technical,Yes,High,US,Unemployed,0
843,38,7,54474,3,1,5,1,3,0,Male,Bachelor's degree,HR,Technical,No,Medium,Other,Unemployed,1
844,23,13,44644,2,1,7,4,2,0,Female,PhD,HR,Creative,Yes,Medium,Other,Unemployed,1
845,23,3,58493,2,1,6,2,2,1,Male,Bachelor's degree,Marketing,Scientific,Yes,High,Other,Part-time,0
846,21,0,23959,2,0,6,1,2,1,Female,PhD,Marketing,Business,Yes,Low,Other,Part-time,1
847,47,0,67289,2,1,3,3,4,2,Female,PhD,Marketing,Creative,No,High,Other,Full-time,0
848,28,18,31143,1,1,8,0,1,2,Male,Master's degree,Sales,Technical,Yes,Medium,US,Full-time,1
849,47,15,59593,1,1,9,1,4,2,Female,PhD,Finance,Technical,No,High,US,Full-time,1
850,48,13,59115,3,0,5,1,2,1,Female,Bachelor's degree,HR,Business,No,Low,Other,Part-time,1
851,41,15,42540,3,1,2,4,1,0,Female,PhD,HR,Creative,Yes,Low,Other,Unemployed,0
852,26,4,55481,2,0,4,2,1,0,Female,Master's degree,Marketing,Business,No,Medium,Other,Unemployed,0
853,20,8,97097,1,1,4,2,2,1,Male,High School,HR,Business,Yes,High,US,Part-time,0
854,48,1,42578,2,0,4,0,2,2,Female,Bachelor's degree,HR,Scientific,Yes,Low,Other,Full-time,0
855,57,17,32787,3,0,7,3,4,2,Male,Bachelor's degree,IT,Scientific,No,High,Other,Full-time,1
856,54,5,92048,3,1,8,0,2,2,Female,Master's degree,HR,Technical,No,Low,Other,Full-time,0
857,53,8,72879,2,0,8,1,1,1,Female,Master's degree,Sales,Creative,No,Medium,Other,Part-time,0
858,41,0,30596,3,0,5,1,3,2,Male,Master's degree,Marketing,Scientific,No,Medium,Other,Full-time,0
859,48,8,80669,2,1,5,2,2,2,Female,Master's degree,Finance,Technical,No,High,Other,Full-time,0
860,23,15,39930,1,1,8,3,2,1,Female,Bachelor's degree,Finance,Creative,Yes,Medium,US,Part-time,1
861,19,12,67950,2,1,3,4,4,0,Female,High School,IT,Technical,No,Low,Other,Unemployed,0
862,37,8,38687,1,0,5,3,4,1,Female,PhD,Finance,Scientific,Yes,Medium,US,Part-time,0
863,45,12,72833,1,0,3,1,2,1,Female,PhD,Finance,Technical,Yes,Low,US,Part-time,0
864,28,8,55989,3,0,0,4,1,1,Female,High School,Marketing,Creative,No,Low,Other,Part-time,0
865,21,10,50183,3,1,6,3,1,1,Male,High School,Marketing,Creative,No,Medium,Other,Part-time,0
866,32,3,40758,3,0,9,3,3,0,Male,High School,Sales,Technical,No,Low,Other,Unemployed,0
867,23,1,21082,2,0,5,4,2,2,Male,Master's degree,IT,Creative,No,Low,Other,Full-time,1
868,47,5,65891,2,0,8,1,4,1,Female,Bachelor's degree,Finance,Technical,No,High,Other,Part-time,1
869,55,13,65810,3,0,6,3,1,0,Female,Bachelor's degree,Sales,Creative,Yes,High,Other,Unemployed,1
870,19,3,66901,2,0,6,4,3,2,Female,Bachelor's degree,IT,Technical,Yes,High,Other,Full-time,0
871,32,5,91062,3,0,1,1,2,2,Male,Master's degree,Finance,Technical,Yes,Medium,Other,Full-time,0
872,28,18,41563,2,0,8,4,1,2,Female,Bachelor's degree,Finance,Technical,No,High,Other,Full-time,1
873,25,5,92008,1,1,9,4,2,1,Male,Master's degree,Marketing,Business,No,Low,US,Part-time,0
874,43,1,22775,1,1,8,3,2,1,Female,Bachelor's degree,HR,Creative,Yes,Medium,US,Part-time,0
875,22,17,35828,3,1,5,1,1,2,Female,High School,IT,Scientific,No,Medium,Other,Full-time,1
876,23,12,37974,2,0,2,3,1,2,Female,PhD,Finance,Technical,No,Medium,Other,Full-time,1
877,43,8,42388,2,0,0,0,1,2,Male,PhD,IT,Business,No,Medium,Other,Full-time,0
878,21,18,38615,1,1,3,0,2,2,Female,Master's degree,Sales,Scientific,Yes,Low,US,Full-time,1
879,36,12,57886,1,0,2,1,2,2,Male,Bachelor's degree,Sales,Technical,No,Low,US,Full-time,1
880,37,10,42838,3,1,0,4,3,2,Female,PhD,HR,Scientific,Yes,High,Other,Full-time,0
881,50,0,60728,1,0,2,3,4,0,Female,High School,Finance,Business,No,Medium,US,Unemployed,0
882,37,6,98000,3,0,3,3,2,2,Male,High School,Marketing,Scientific,No,High,Other,Full-time,0
883,29,14,72798,1,1,7,1,4,1,Female,High School,Finance,Technical,Yes,Low,US,Part-time,0
884,18,0,92776,1,1,8,1,1,1,Female,Master's degree,IT,Scientific,No,Medium,US,Part-time,0
885,43,11,90478,2,1,2,0,2,1,Female,Master's degree,Sales,Scientific,No,Low,Other,Part-time,0
886,31,6,39622,1,1,5,2,3,2,Female,Bachelor's degree,IT,Technical,No,High,US,Full-time,1
887,55,14,33536,1,1,9,1,3,1,Male,High School,HR,Business,Yes,Low,US,Part-time,0
888,54,18,87136,3,0,4,2,4,0,Male,Bachelor's degree,Sales,Business,No,Medium,Other,Unemployed,1
889,28,0,25700,1,0,5,1,1,2,Female,Bachelor's degree,Marketing,Scientific,No,Medium,US,Full-time,1
890,53,16,58839,3,0,3,4,4,1,Female,High School,Sales,Creative,No,High,Other,Part-time,0
891,30,16,30248,1,1,9,4,1,0,Male,Bachelor's degree,Finance,Scientific,No,Medium,US,Unemployed,1
892,20,2,65291,1,1,5,0,3,0,Female,PhD,Finance,Creative,No,Low,US,Unemployed,0
893,50,11,37177,3,1,6,0,4,1,Male,Master's degree,Sales,Scientific,Yes,Low,Other,Part-time,0
894,23,5,39483,2,1,8,2,3,0,Female,Bachelor's degree,HR,Business,Yes,Low,Other,Unemployed,1
895,27,10,63815,3,1,9,1,3,1,Male,High School,Finance,Scientific,No,Low,Other,Part-time,0
896,22,2,58533,3,1,6,3,1,0,Male,Master's degree,Finance,Scientific,No,High,Other,Unemployed,0
897,40,7,20026,3,0,5,0,4,2,Male,Master's degree,Marketing,Creative,Yes,Low,Other,Full-time,0
898,27,13,80611,2,0,0,3,4,2,Male,Bachelor's degree,Sales,Business,No,High,Other,Full-time,1
899,19,13,44660,1,0,1,3,3,2,Female,PhD,Finance,Creative,No,Low,US,Full-time,1
900,30,9,75103,3,0,0,1,3,2,Female,Bachelor's degree,HR,Scientific,No,High,Other,Full-time,1
901,57,1,72253,3,0,8,2,1,2,Male,PhD,IT,Technical,No,Low,Other,Full-time,0
902,19,13,62082,2,1,9,1,2,1,Male,Master's degree,Sales,Scientific,No,Low,Other,Part-time,0
903,37,8,36258,3,1,9,0,2,2,Male,Bachelor's degree,Marketing,Scientific,No,High,Other,Full-time,1
904,18,2,35389,1,1,8,3,3,2,Male,High School,Finance,Creative,No,Medium,US,Full-time,1
905,54,7,47685,2,1,6,1,2,2,Female,Bachelor's degree,HR,Technical,No,Medium,Other,Full-time,1
906,26,15,79220,1,1,1,1,2,2,Male,PhD,Sales,Technical,Yes,Medium,US,Full-time,1
907,34,1,47195,1,1,5,1,2,0,Male,PhD,HR,Creative,Yes,High,US,Unemployed,0
908,26,5,41797,2,0,3,0,2,2,Male,Bachelor's degree,HR,Business,No,Medium,Other,Full-time,1
909,28,11,91310,3,1,0,2,3,2,Male,PhD,Marketing,Technical,No,Medium,Other,Full-time,0
910,32,4,86332,1,1,0,1,2,1,Male,Master's degree,Sales,Technical,No,High,US,Part-time,0
911,41,1,82907,1,1,4,0,2,0,Male,Bachelor's degree,Finance,Creative,No,Medium,US,Unemployed,0
912,55,15,27188,1,1,1,3,1,1,Male,PhD,Marketing,Business,Yes,Medium,US,Part-time,0
913,52,4,43696,1,0,3,4,3,2,Female,Bachelor's degree,Finance,Business,Yes,Medium,US,Full-time,1
914,47,14,22024,2,0,0,0,4,1,Male,Bachelor's degree,IT,Scientific,Yes,High,Other,Part-time,1
915,48,11,93202,2,1,3,4,4,1,Male,High School,HR,Scientific,Yes,High,Other,Part-time,0
916,22,3,55985,1,0,5,1,1,2,Male,Bachelor's degree,IT,Creative,No,Medium,US,Full-time,1
917,31,14,26584,3,0,9,1,1,0,Female,High School,HR,Business,No,Medium,Other,Unemployed,0
918,28,10,47044,1,1,3,0,3,0,Female,PhD,Marketing,Creative,No,High,US,Unemployed,1
919,26,15,25285,3,1,0,4,4,1,Female,High School,Finance,Scientific,Yes,Medium,Other,Part-time,1
920,51,5,83115,1,1,6,1,2,2,Male,High School,Finance,Creative,No,High,US,Full-time,1
921,29,13,27370,3,1,1,3,1,1,Male,High School,Marketing,Creative,No,Medium,Other,Part-time,1
922,52,17,37903,1,1,8,2,4,1,Male,Master's degree,Sales,Technical,Yes,High,US,Part-time,0
923,52,11,52499,3,0,2,2,3,1,Female,High School,IT,Technical,Yes,Low,Other,Part-time,0
924,18,10,42995,1,1,7,1,2,2,Male,Bachelor's degree,IT,Technical,Yes,Low,US,Full-time,1
925,57,12,55200,1,1,7,4,3,2,Female,High School,Finance,Scientific,Yes,High,US,Full-time,1
926,39,10,90402,3,1,2,1,1,0,Female,Bachelor's degree,Finance,Creative,Yes,Low,Other,Unemployed,1
927,46,15,33566,2,0,3,4,4,2,Female,High School,Finance,Technical,No,Medium,Other,Full-time,0
928,25,14,57822,3,1,1,3,4,1,Female,Master's degree,Marketing,Technical,No,High,Other,Part-time,0
929,28,14,71222,2,1,3,4,4,1,Female,PhD,Sales,Technical,Yes,High,Other,Part-time,0
930,58,3,70668,1,1,8,1,4,0,Male,High School,IT,Scientific,No,Medium,US,Unemployed,0
931,54,10,83853,3,0,1,3,2,2,Male,High School,HR,Scientific,No,Medium,Other,Full-time,0
932,31,18,74643,3,1,2,0,2,1,Female,Master's degree,Marketing,Creative,No,High,Other,Part-time,0
933,47,14,42333,3,1,3,2,3,0,Male,High School,IT,Creative,No,Medium,Other,Unemployed,0
934,52,3,35958,2,1,4,1,2,0,Male,Bachelor's degree,Sales,Creative,Yes,High,Other,Unemployed,0
935,38,12,72442,2,0,0,1,1,1,Female,High School,Marketing,Technical,No,Medium,Other,Part-time,0
936,54,18,40954,1,1,6,1,1,1,Female,High School,IT,Business,No,High,US,Part-time,0
937,22,1,95174,2,1,9,3,4,2,Male,PhD,Marketing,Scientific,No,Medium,Other,Full-time,0
938,36,13,29675,2,1,6,0,1,0,Male,PhD,IT,Technical,Yes,Medium,Other,Unemployed,0
939,31,3,51661,1,0,8,4,3,1,Male,High School,IT,Technical,No,Low,US,Part-time,0
940,43,15,84289,3,1,3,0,2,0,Male,Master's degree,Sales,Creative,Yes,Low,Other,Unemployed,0
941,21,19,37184,3,1,5,3,2,2,Female,PhD,HR,Creative,Yes,Low,Other,Full-time,1
942,42,13,67963,1,1,1,1,2,1,Male,High School,Sales,Technical,Yes,Medium,US,Part-time,0
943,59,14,45822,3,0,3,2,1,2,Female,PhD,IT,Scientific,Yes,High,Other,Full-time,0
944,42,2,82303,2,0,1,1,2,0,Female,High School,Marketing,Scientific,No,Medium,Other,Unemployed,0
945,35,7,96465,1,1,9,4,4,2,Male,PhD,Sales,Technical,Yes,Low,US,Full-time,1
946,57,15,25267,1,0,4,2,4,2,Male,PhD,HR,Business,Yes,Medium,US,Full-time,1
947,25,9,72647,1,0,6,1,4,0,Male,Bachelor's degree,IT,Business,Yes,Low,US,Unemployed,1
948,56,3,82814,3,0,0,2,1,2,Female,High School,Sales,Scientific,Yes,Low,Other,Full-time,0
949,57,17,56025,1,1,9,0,2,0,Female,High School,Sales,Creative,Yes,High,US,Unemployed,0
950,31,1,97605,1,1,9,3,1,1,Female,High School,Sales,Business,No,High,US,Part-time,0
951,49,16,20981,1,0,6,1,2,0,Female,High School,Sales,Business,Yes,Low,US,Unemployed,0
952,55,12,63436,3,0,9,4,3,0,Male,PhD,Marketing,Creative,No,Low,Other,Unemployed,0
953,50,3,38472,2,0,5,0,3,1,Female,Bachelor's degree,HR,Business,No,Medium,Other,Part-time,0
954,40,10,39336,1,1,5,1,1,0,Female,Bachelor's degree,HR,Technical,Yes,Low,US,Unemployed,1
955,32,6,45587,2,1,7,0,4,1,Male,Master's degree,IT,Business,No,Medium,Other,Part-time,0
956,50,11,97192,3,0,7,4,1,1,Female,High School,Finance,Creative,No,Low,Other,Part-time,0
957,42,9,73013,3,0,5,1,4,0,Female,Master's degree,Marketing,Technical,No,High,Other,Unemployed,0
958,34,6,29665,3,0,2,4,2,2,Male,PhD,IT,Business,Yes,High,Other,Full-time,0
959,50,12,47097,3,0,4,2,4,2,Female,Master's degree,IT,Scientific,Yes,Low,Other,Full-time,0
960,19,6,72474,2,1,1,4,4,1,Female,High School,Sales,Technical,Yes,Medium,Other,Part-time,0
961,31,16,91973,1,0,4,2,2,2,Female,Bachelor's degree,Finance,Technical,Yes,Medium,US,Full-time,1
962,57,9,45185,3,1,8,1,3,2,Female,Bachelor's degree,Finance,Scientific,Yes,Medium,Other,Full-time,1
963,57,9,95911,3,0,9,2,2,0,Male,High School,Marketing,Scientific,Yes,Low,Other,Unemployed,0
964,56,3,50484,2,0,0,1,1,1,Female,PhD,Finance,Business,Yes,Low,Other,Part-time,0
965,23,19,65610,2,0,9,1,1,1,Male,High School,IT,Business,No,High,Other,Part-time,0
966,23,3,70807,3,0,4,3,1,0,Female,PhD,Finance,Creative,No,High,Other,Unemployed,0
967,20,6,70907,1,0,5,1,1,2,Male,Bachelor's degree,Finance,Creative,Yes,Low,US,Full-time,1
968,24,0,77389,1,1,6,2,1,1,Male,PhD,HR,Technical,No,High,US,Part-time,0
969,25,11,45835,3,0,8,3,3,2,Male,High School,IT,Scientific,Yes,Medium,Other,Full-time,1
970,59,12,73790,2,0,5,3,3,1,Female,High School,Finance,Scientific,Yes,Medium,Other,Part-time,0
971,32,9,96960,3,0,4,1,4,1,Female,High School,Finance,Creative,Yes,Low,Other,Part-time,0
972,46,14,29643,3,1,6,4,1,1,Female,PhD,Sales,Technical,No,Medium,Other,Part-time,0
973,50,12,95846,2,1,0,4,2,1,Male,PhD,Finance,Technical,Yes,Low,Other,Part-time,0
974,47,8,38951,3,1,4,3,1,2,Female,PhD,Finance,Creative,Yes,Medium,Other,Full-time,0
975,56,8,35233,3,1,1,1,3,2,Female,Bachelor's degree,HR,Creative,Yes,Low,Other,Full-time,1
976,44,14,33200,3,0,3,4,1,2,Female,Master's degree,IT,Creative,Yes,Medium,Other,Full-time,0
977,53,9,72275,2,0,6,1,3,2,Female,Master's degree,Marketing,Business,No,Medium,Other,Full-time,0
978,46,9,96068,1,0,4,1,4,0,Male,High School,IT,Technical,Yes,High,US,Unemployed,0
979,55,7,41291,1,1,5,3,4,1,Male,Bachelor's degree,Sales,Technical,No,High,US,Part-time,1
980,50,15,62448,2,0,1,3,4,1,Female,PhD,IT,Technical,No,High,Other,Part-time,0
981,54,16,50580,1,0,2,0,3,1,Female,High School,Finance,Creative,Yes,High,US,Part-time,0
982,44,4,41346,3,1,6,4,1,0,Female,Bachelor's degree,Sales,Creative,Yes,High,Other,Unemployed,0
983,50,3,30619,1,1,1,4,1,2,Male,High School,IT,Creative,No,High,US,Full-time,1
984,21,17,21766,3,1,5,4,2,1,Female,Bachelor's degree,Sales,Creative,No,Low,Other,Part-time,1
985,39,18,23549,1,0,4,2,3,2,Male,Bachelor's degree,Marketing,Scientific,No,Low,US,Full-time,1
986,19,3,38693,2,0,9,1,2,2,Male,Master's degree,IT,Creative,No,High,Other,Full-time,1
987,27,6,82019,1,1,0,3,4,0,Female,High School,Finance,Business,Yes,Low,US,Unemployed,0
988,22,9,68328,1,0,9,4,1,0,Female,PhD,Sales,Scientific,No,High,US,Unemployed,0
989,27,17,97701,1,1,3,0,3,2,Female,Master's degree,HR,Scientific,No,Low,US,Full-time,1
990,50,18,45301,2,1,1,4,2,1,Male,Master's degree,Sales,Creative,No,Medium,Other,Part-time,0
991,55,3,64763,1,0,3,1,2,1,Male,PhD,HR,Technical,No,Low,US,Part-time,0
992,30,9,40765,2,1,0,1,2,0,Female,Bachelor's degree,Finance,Creative,Yes,Low,Other,Unemployed,1
993,48,0,64787,3,1,1,3,1,0,Male,PhD,Marketing,Technical,Yes,Low,Other,Unemployed,0
994,53,17,27425,1,1,7,2,1,0,Female,High School,HR,Creative,Yes,Medium,US,Unemployed,0
995,41,4,32857,2,0,5,3,1,0,Female,PhD,Marketing,Creative,No,High,Other,Unemployed,0
996,32,14,72771,2,1,1,4,3,0,Male,Bachelor's degree,Sales,Technical,No,Low,Other,Unemployed,1
997,46,16,42444,1,1,5,0,1,0,Male,PhD,Finance,Technical,Yes,Low,US,Unemployed,0
998,25,2,61457,3,1,9,3,3,0,Male,Bachelor's degree,HR,Technical,Yes,Medium,Other,Unemployed,0
999,22,11,99741,2,1,8,2,2,1,Male,Bachelor's degree,Sales,Technical,No,High,Other,Part-time,1
