,Age,Gender,Race,Family Income,Parental Education Level,School Type,Dependents,Attendance,GPA,label
846,15,Male,White,148394.67856001895,PhD,Public,0,75.5324642481513,2.715491038619596,0
847,16,Male,White,65535.20728228746,Bachelor's Degree,Charter,1,78.64600232245935,2.1907260346091144,1
848,17,Female,Black,72176.24492969821,Associate Degree,Public,4,78.79104495553544,3.3843245078987705,1
849,18,Female,White,91416.78720792444,High School Diploma,Public,1,98.00918359856908,2.7425425483634953,1
850,16,Male,White,30982.474635568313,No Diploma,Charter,1,85.71191033054677,3.046465210463376,1
851,18,Male,White,50980.387589293096,Associate Degree,Public,0,91.68072416394604,3.962836554763876,0
852,16,Male,Black,142327.08246057678,Associate Degree,Public,1,88.46875250473784,2.5566324226223403,1
853,16,Other,White,33532.22844736334,Master's Degree,Private,4,79.97950776903429,2.2647225441567245,1
854,17,Female,Asian,42117.153566465255,High School Diploma,Public,4,79.40392373300827,2.279157464745509,1
855,15,Male,White,80477.64204404625,Bachelor's Degree,Public,0,96.28287778226499,2.747372310392641,0
856,17,Male,Asian,117774.02989908145,No Diploma,Public,1,81.92537669339445,3.8375379676144474,1
857,17,Male,Asian,62265.387646841824,Master's Degree,Private,1,93.87563176921074,2.69449084642945,1
858,18,Other,Black,66715.87086646691,Bachelor's Degree,Private,1,89.87792705371498,2.095795583158204,1
859,17,Female,White,66656.7576149264,Associate Degree,Charter,1,80.74140397147696,3.4049963914391306,1
860,17,Other,White,134712.23121043277,High School Diploma,Public,3,90.32002818447037,3.466125728848407,1
861,17,Other,Hispanic,57131.71274729015,High School Diploma,Public,0,84.46501026709454,3.5979908205598807,0
862,15,Male,White,97488.21912158284,Associate Degree,Public,2,85.25285700052241,3.0309831422594176,1
863,18,Female,White,149991.73764225794,Associate Degree,Public,2,93.581262393597,3.1477706143571575,1
864,16,Female,Black,117415.85938716219,Bachelor's Degree,Public,3,83.57112829436916,3.1007874881484176,1
865,16,Other,Black,70362.07863563111,PhD,Charter,1,96.37259514381327,2.893091666992235,1
866,18,Other,Asian,121855.07643988915,High School Diploma,Public,4,96.97350092306621,3.097894519760315,1
867,18,Male,White,144469.88488627307,Bachelor's Degree,Public,1,87.35395655150975,3.227848882130338,1
868,17,Other,White,74824.53685831012,Associate Degree,Private,1,89.77080477258033,2.0232947196380096,1
869,18,Female,White,114961.34880831967,No Diploma,Public,2,99.18826020745436,3.9696634868041674,1
870,17,Female,White,39096.511574326694,Bachelor's Degree,Private,3,83.98781232498247,2.8596072932149608,1
871,17,Other,White,137435.620410497,High School Diploma,Private,0,85.11652335378923,3.200597139425257,0
872,16,Other,White,41550.80695491744,No Diploma,Charter,1,81.77414288758317,2.372633017898341,1
873,18,Male,Asian,74751.01155139136,Associate Degree,Charter,0,79.79139191323375,3.4810756946697725,0
874,16,Male,White,95100.70114346828,No Diploma,Private,0,80.2965967046647,2.8046072281113354,0
875,18,Other,White,61629.317094026264,Bachelor's Degree,Public,3,87.40196099155834,2.780835975920465,1
876,16,Male,Asian,107912.31911846131,Associate Degree,Private,4,81.42121898558518,3.2629053197871203,1
877,17,Female,Hispanic,96531.44728708938,Associate Degree,Private,1,85.4042777315793,2.0563631578302037,1
878,17,Male,Black,116062.22883577272,PhD,Public,2,98.16624197103266,2.5116908208539273,1
879,16,Male,Hispanic,72496.7238146593,Master's Degree,Public,2,94.89842619923219,3.7770354300734095,1
880,17,Other,White,95521.6667583208,Bachelor's Degree,Private,2,97.28448391079085,3.4762043434168586,1
881,15,Male,Black,127462.24802174748,Associate Degree,Public,0,89.89859330889767,3.3440081170611546,0
882,16,Other,White,127283.56152017468,High School Diploma,Public,4,85.68874826883871,2.8599522043384757,1
883,16,Female,White,115708.79698222579,No Diploma,Public,4,96.03644464426499,2.566247323061262,1
884,18,Female,White,95032.30675379753,High School Diploma,Private,3,82.5780747779294,3.6394717416028235,1
885,17,Female,White,110791.33209293944,High School Diploma,Public,0,91.96188669815592,3.3841909255210427,0
886,15,Female,White,40425.63481344609,High School Diploma,Private,4,79.49944466736781,3.2208737173760236,1
887,18,Male,Asian,86558.06408528792,Associate Degree,Public,2,89.76478067064672,2.0194137286253038,1
888,16,Male,White,133217.22003655788,Associate Degree,Public,2,84.89936346661993,2.412049508599604,1
889,15,Male,Black,102883.77860719708,High School Diploma,Private,2,84.37436630796623,2.481024841274891,1
890,15,Male,Asian,143001.9726990108,Master's Degree,Charter,4,86.54515066751487,2.046797701974656,1
891,17,Female,Asian,61461.42255528971,Bachelor's Degree,Public,2,98.36564473081881,2.7884512887340134,1
892,16,Male,Hispanic,41556.21625329305,Bachelor's Degree,Charter,4,76.97968766632695,3.540067077111477,1
893,18,Other,White,105193.61227246639,Associate Degree,Public,4,82.74904955543619,2.745495680630901,1
894,15,Other,Black,40911.11157844565,No Diploma,Private,1,79.6324740949472,3.0207395919089173,1
895,16,Female,White,123856.24361092992,Associate Degree,Private,2,90.39158434873968,2.817131056033305,1
896,17,Female,White,60809.08897788687,Associate Degree,Public,4,83.80037620162646,2.3837042541855995,1
897,16,Other,Black,94650.22301323879,Associate Degree,Public,4,84.09859430492652,3.703990949355184,1
898,17,Other,Hispanic,127365.2448361935,No Diploma,Public,2,86.56661571533598,3.8981793909374987,1
899,16,Other,Black,124564.244244036,Bachelor's Degree,Public,2,80.82724658948366,3.5812213486905016,1
900,18,Male,Asian,89517.00324950504,High School Diploma,Private,2,98.57170913604185,2.7672631342497738,1
901,16,Male,Asian,147101.56959785672,No Diploma,Charter,3,98.0758594530432,3.6703931386782704,1
902,18,Male,White,89715.97885090088,Associate Degree,Public,2,76.57156560113118,3.704796857807766,1
903,17,Female,Black,63454.97000292665,PhD,Public,1,87.6673121299132,2.430324634302358,1
904,15,Other,Hispanic,66291.74934620241,No Diploma,Public,0,79.39171475761972,2.5438228980858355,0
905,15,Other,Asian,119237.12686527242,No Diploma,Public,4,99.88842822841961,2.669298646030789,1
906,18,Male,White,82452.84466687124,Associate Degree,Public,2,93.26613621377433,3.448784240912489,1
907,16,Male,Black,80254.61817425882,Associate Degree,Private,3,98.6510121211214,2.5002759183356797,1
908,16,Other,White,32458.391432392134,No Diploma,Private,4,96.40474796565488,2.8816872611247097,1
909,16,Female,White,66633.3792505259,High School Diploma,Public,4,91.0843528693733,2.0601818724918015,1
910,15,Male,Black,133245.96958099282,Master's Degree,Private,1,98.84410946094845,2.9014611942693174,1
911,17,Female,Hispanic,126420.53978725763,Associate Degree,Private,3,85.80537095804837,2.317557042472564,1
912,17,Female,Hispanic,119581.30319791922,High School Diploma,Private,4,84.95244411802153,2.285860434428189,1
913,17,Male,White,32775.40640108639,High School Diploma,Charter,1,78.80428724929526,2.523631926269169,1
914,15,Male,Black,33238.83497180318,Bachelor's Degree,Public,3,94.83141450676425,3.4890744705394954,1
915,17,Male,White,67375.79512690591,High School Diploma,Charter,3,98.15446100960307,2.8573825925278165,1
916,18,Male,White,86934.39266617599,No Diploma,Public,2,93.50513946881338,3.342897344523155,1
917,18,Male,White,139168.95215835236,Bachelor's Degree,Public,3,82.54663776039185,3.8237535593868435,1
918,15,Male,White,76155.57792066471,No Diploma,Public,1,88.2877912005756,3.236317449357571,1
919,16,Female,White,64623.00034354713,High School Diploma,Charter,3,83.04870148655117,3.0996032681594814,1
920,17,Male,White,98538.35619656551,High School Diploma,Private,3,79.68163691464213,3.0589901423310835,1
921,17,Male,Asian,139763.31594596335,High School Diploma,Public,3,91.4656115067439,3.227334183738197,1
922,18,Male,White,118636.64537547,Bachelor's Degree,Public,2,93.10886951270288,3.783479913651641,1
923,15,Male,Asian,132799.95383751724,No Diploma,Public,4,91.31029443029263,3.5191930535162252,1
924,16,Male,White,51863.71739076395,High School Diploma,Private,3,75.76698558467226,3.3781746051707,1
925,17,Male,Hispanic,45079.733437655086,Associate Degree,Charter,0,97.89832138220096,2.491346353552335,0
926,15,Other,White,95288.53604266715,High School Diploma,Private,4,84.05577344517927,2.867073163427608,1
927,15,Other,Black,113684.49908606999,Bachelor's Degree,Public,0,90.36273947476742,2.8369765990673006,0
928,17,Female,White,144598.5657795038,Associate Degree,Public,3,95.3848725639952,3.97289953504522,1
929,16,Other,Asian,74584.12901477747,Master's Degree,Public,2,88.88658961847844,2.0233514856228907,1
930,17,Male,Asian,71586.82226444359,No Diploma,Public,1,96.23250407868035,3.632273280981792,1
931,15,Male,White,91902.51574819017,Master's Degree,Public,4,85.1695686663805,3.0793875247093108,1
932,18,Female,Asian,112192.55240480507,High School Diploma,Private,3,83.88081743997219,3.8502532258989275,1
933,18,Male,Hispanic,97922.85325383638,PhD,Private,0,90.22121221621549,3.2827002441171516,1
934,15,Female,White,116763.68319991152,High School Diploma,Private,3,83.53789369954032,2.5423292884814357,1
935,15,Female,Asian,75637.79245349884,Associate Degree,Public,1,80.05438898626447,2.183213671064235,1
936,16,Female,White,133463.71562222898,No Diploma,Charter,3,82.4986185107957,3.270778637872048,1
937,15,Other,Black,51957.07123007518,Bachelor's Degree,Public,0,84.10498993293022,3.6388792347203642,0
938,16,Other,White,67908.55713939936,High School Diploma,Public,0,85.81585657159872,2.06428012715981,0
939,15,Other,Hispanic,122841.31965243809,PhD,Private,3,83.16767911491542,2.5265993766648953,1
940,16,Female,White,70280.67047752748,Bachelor's Degree,Private,3,79.31728475477489,3.2819711661970903,1
941,17,Male,Black,110178.55228440183,High School Diploma,Private,4,90.61454923586469,3.80314019093849,1
942,18,Male,Hispanic,64535.713112755286,High School Diploma,Public,2,89.96783637819448,2.8065816000787214,1
943,16,Other,Asian,52452.521091995135,High School Diploma,Charter,1,79.50116939504788,2.2410775750522802,1
944,18,Male,White,66087.90767437845,Master's Degree,Public,2,83.94851651148949,3.2969341784377573,1
945,17,Male,Hispanic,136439.1956445456,Associate Degree,Private,3,92.64565043117848,2.327452168777122,1
946,16,Other,Hispanic,85305.97544300545,High School Diploma,Charter,2,95.56118351898868,3.8032035104605724,1
947,17,Other,Black,57049.81844858742,PhD,Private,1,84.79205599619078,3.766531997732315,1
948,16,Female,Black,68572.63069980528,Master's Degree,Public,2,87.71314518818082,2.147122122602659,1
949,18,Other,White,30332.514795081832,Associate Degree,Private,1,84.91852542244834,3.5079089468348537,1
950,17,Other,Hispanic,120696.99453084344,Master's Degree,Charter,0,98.36278122476502,2.6780468034291625,0
951,15,Female,White,57081.294291936225,High School Diploma,Charter,0,97.17969770907035,2.0058811644599817,0
952,17,Other,Asian,101750.52483246029,Bachelor's Degree,Public,3,98.91170484208374,3.0507834764487605,1
953,16,Other,White,33013.14458125718,High School Diploma,Charter,2,82.41550078535882,3.583878620538358,1
954,18,Male,Black,130139.8118368221,Bachelor's Degree,Public,0,80.47792419674319,2.454851561294352,0
955,15,Female,Black,52493.37043636262,PhD,Public,2,99.38117293948646,3.0326839488958344,1
956,15,Female,Asian,30572.205331712397,Bachelor's Degree,Charter,0,91.33272731450145,2.0595672688707287,0
957,17,Female,White,66142.53700385106,Associate Degree,Public,3,81.55273340510858,2.4061885244654766,1
958,17,Other,White,140458.45426047262,Bachelor's Degree,Public,0,75.42419403759004,2.5204025422157263,0
959,15,Male,Hispanic,61513.7061653563,Associate Degree,Charter,0,86.21729827492108,2.211111194941466,0
960,17,Other,Black,90417.46057414936,High School Diploma,Public,1,99.2231670998158,3.6866113373938156,1
961,18,Other,Black,78867.58132292453,No Diploma,Public,3,80.5852714527729,3.1445044929327906,1
962,15,Female,White,65309.91099985041,Bachelor's Degree,Public,4,85.43053278922216,3.587888522226841,1
963,15,Other,Asian,141282.4294321885,High School Diploma,Private,2,84.70083024928915,2.43726898790772,1
964,17,Other,Asian,124679.3889664472,Associate Degree,Public,4,88.79397533960869,2.5641350634818547,1
965,17,Female,Hispanic,121429.59784486286,Bachelor's Degree,Charter,4,90.21845887193162,3.4339960500208857,1
966,16,Male,White,93132.85493774878,Master's Degree,Charter,1,93.90552073310775,2.526876508187815,1
967,17,Male,White,128983.40084758046,Bachelor's Degree,Public,4,97.63587528386819,3.4278346033047873,1
968,15,Female,Asian,85011.43898535044,High School Diploma,Public,0,86.48698522033499,3.4735197457247935,0
969,15,Other,Hispanic,85822.74605658668,Associate Degree,Public,1,99.3047157270247,2.1869301610327647,1
970,16,Male,White,89252.88760961566,Bachelor's Degree,Public,1,90.73551103721077,3.483322193644426,1
971,16,Female,Black,58429.227026948516,High School Diploma,Public,1,75.22341672698911,2.059157806719182,1
972,15,Female,Asian,140838.2231264388,Bachelor's Degree,Public,3,90.66073911556813,3.555337670851281,1
973,16,Other,Black,61050.0809854259,Bachelor's Degree,Charter,4,82.93379309797373,2.1798778817681113,1
974,15,Male,White,53779.1399927358,Associate Degree,Private,1,90.5982251739401,2.0930952106861462,1
975,17,Female,Hispanic,59250.215199790226,Master's Degree,Private,0,86.7573021252202,3.067985317951108,0
976,15,Female,White,128082.25398791267,High School Diploma,Private,0,97.35020635596658,2.9610580671889872,0
977,16,Male,White,122225.4765211634,Associate Degree,Public,1,85.67794402901824,3.536021446757556,1
978,17,Other,Black,81252.81701472818,Master's Degree,Public,3,82.48017084312238,2.463388254093644,1
979,15,Other,Black,31653.8285549499,Bachelor's Degree,Private,2,75.90466220520608,3.857746304215516,1
980,15,Male,White,147088.2039901063,Master's Degree,Private,1,75.65871774916646,3.639432666052752,1
981,16,Male,Black,45903.71729884361,High School Diploma,Charter,2,97.03692852028075,2.8149342943929216,1
982,16,Male,Black,132170.7211910687,Associate Degree,Private,3,89.0140312171526,3.912823296123178,1
983,18,Other,Hispanic,123806.77039569028,High School Diploma,Private,1,85.99369421180549,2.5295436784854957,1
984,15,Female,Black,142569.0938053638,Bachelor's Degree,Public,1,93.92388148812957,2.5030482312844606,1
985,17,Other,Black,122807.82469023466,Associate Degree,Charter,0,92.77302398073012,2.579486279723585,0
986,16,Female,Hispanic,69764.59089924343,Bachelor's Degree,Charter,1,96.75865972607981,3.2397790476796287,1
987,17,Other,Asian,57829.68520970033,Bachelor's Degree,Public,1,96.91649311002209,2.389895321595712,1
988,18,Male,White,75322.89844876979,Bachelor's Degree,Public,1,85.00982439003897,3.7666980396983316,1
989,16,Male,Hispanic,54370.46046200095,Bachelor's Degree,Public,0,89.96722550356586,3.2125798964519916,0
990,17,Male,Hispanic,116348.9697293941,No Diploma,Private,2,98.11567120987417,3.89454433372772,1
991,15,Female,White,129182.23589929326,PhD,Private,0,76.04562338078162,3.78890982791349,0
992,17,Male,Asian,107572.66708766976,Associate Degree,Public,0,76.9755448015945,2.991549238210035,0
993,15,Other,White,52331.127757092254,High School Diploma,Private,1,91.79954072033749,2.6356684008188447,1
994,17,Other,Hispanic,34486.16532343748,PhD,Charter,1,92.28830852720175,3.79699992722277,1
995,15,Male,Black,99648.15202283574,Bachelor's Degree,Charter,4,82.29058374940959,3.928272070797381,1
996,15,Male,Hispanic,85520.77260955362,Associate Degree,Public,4,88.13844793908119,3.729986357231743,1
997,17,Male,Hispanic,53964.47138388388,Associate Degree,Charter,3,75.02126606134426,3.4668583616091455,1
998,16,Male,White,74170.06826643493,High School Diploma,Private,4,82.04245316187162,2.774922088006358,1
999,15,Male,Hispanic,94975.95067307439,Associate Degree,Public,1,90.03377333181557,3.165905602032622,1
