,Age,Gender,Income,Education,Occupation,Marital Status,Number of Children,Frequency of Purchases,Spend per Purchase,Location,Demographic,Marketing Engagement,Past Purchase History,Response to Previous Campaigns,label
673,31,Male,14096.921951907307,Doctorate,Medicine,Married,2,Weekly,76.12833599644406,Los Angeles,Rural,False,False,0,0
674,35,Female,34677.18297947265,Master's Degree,Medicine,Single,1,Weekly,14.682137952650221,Philadelphia,Rural,True,True,1,0
675,28,Female,49336.15073667704,Doctorate,Arts,Divorced,2,Monthly,35.62072649618173,Philadelphia,Urban,True,True,0,0
676,43,Male,41027.842351172934,Doctorate,Lawyer,Single,1,Weekly,67.36622330882994,Chicago,Urban,True,False,0,0
677,19,Male,53796.651109310245,High School,Doctor,Divorced,1,Weekly,12.472350626168637,Chicago,Urban,True,True,1,1
678,29,Male,46239.348747919306,Doctorate,Lawyer,Divorced,2,Daily,76.90176060130112,Los Angeles,Urban,True,False,0,0
679,38,Male,25058.77934986794,Bachelor's Degree,Science,Married,0,Weekly,50.505775337418235,New York,Urban,True,True,1,1
680,35,Male,41292.05974911879,Doctorate,Engineer,Divorced,2,Weekly,89.70034992270683,Phoenix,Urban,False,False,0,0
681,19,Male,39674.82079109257,High School,Medicine,Divorced,1,Weekly,11.978363332866062,New York,Rural,False,False,1,0
682,41,Male,17281.432335271173,High School,Medicine,Single,1,Monthly,10.19657285715239,Phoenix,Rural,False,True,0,0
683,29,Male,13626.115847724072,Doctorate,Science,Divorced,0,Weekly,56.954062123022645,Chicago,Urban,False,True,0,0
684,45,Male,25777.673722155545,Doctorate,Medicine,Single,1,Daily,72.32626114850737,Houston,Urban,False,True,1,0
685,51,Male,28327.55936896131,Master's Degree,Doctor,Married,0,Weekly,42.54465865828506,San Diego,Rural,True,False,1,1
686,45,Male,18821.988523517517,Bachelor's Degree,Lawyer,Single,1,Daily,62.0707539051419,Houston,Urban,True,False,1,1
687,59,Female,17957.954199691492,Doctorate,Teacher,Divorced,2,Monthly,69.92477448866762,San Antonio,Rural,False,False,1,0
688,26,Female,40335.810098500195,Doctorate,Artist,Single,0,Weekly,17.752219439413267,Los Angeles,Urban,True,True,0,0
689,44,Male,30016.49342053791,Master's Degree,Teacher,Divorced,3,Daily,70.58002133120758,Phoenix,Urban,False,False,1,0
690,47,Female,19528.80232585969,Bachelor's Degree,Teacher,Single,3,Weekly,87.72011226984787,Los Angeles,Rural,False,True,1,0
691,47,Female,43221.1893296339,High School,Engineer,Single,1,Monthly,79.75736203052072,Phoenix,Rural,True,True,0,1
692,57,Female,35444.262758712284,High School,Teacher,Married,1,Daily,19.22466962702915,San Diego,Urban,False,False,1,0
693,40,Male,57585.12031952686,High School,Arts,Single,0,Monthly,41.516787189876496,San Antonio,Rural,False,False,0,0
694,39,Female,32132.742413021657,Master's Degree,Teacher,Married,1,Weekly,60.9043174973239,Philadelphia,Urban,False,False,0,0
695,49,Female,52430.327594938986,High School,Science,Single,3,Weekly,34.24955016732895,New York,Urban,False,True,1,1
696,30,Female,42386.0027210306,Bachelor's Degree,Arts,Divorced,0,Daily,59.11747118014921,New York,Urban,False,False,0,0
697,26,Female,30434.9781135467,Doctorate,Doctor,Married,0,Daily,98.10276005079098,Phoenix,Rural,False,True,1,0
698,43,Male,16285.295325605783,High School,Medicine,Single,3,Daily,35.76518759007468,San Diego,Urban,True,False,1,0
699,55,Female,30885.428348648795,Doctorate,Science,Single,0,Monthly,72.80779558169299,Chicago,Urban,False,True,1,0
700,29,Male,17440.4357259088,Master's Degree,Doctor,Single,3,Weekly,58.649740785003175,New York,Rural,True,True,1,1
701,53,Female,55300.95355221816,Bachelor's Degree,Artist,Divorced,0,Weekly,62.39303225332678,Los Angeles,Urban,True,False,1,1
702,50,Female,43200.61140338011,High School,Science,Single,2,Daily,13.547582660832667,Philadelphia,Urban,True,True,0,0
703,22,Male,44508.55353021661,Master's Degree,Teacher,Divorced,2,Monthly,66.5653510075211,Los Angeles,Rural,True,True,1,0
704,39,Male,30683.276179160348,Master's Degree,Engineer,Single,0,Weekly,49.86559096731395,Phoenix,Rural,True,False,0,1
705,40,Female,32018.711151260533,Doctorate,Teacher,Single,0,Weekly,88.60250060572942,New York,Rural,True,False,0,0
706,25,Male,35604.42883493319,High School,Lawyer,Single,2,Monthly,45.644902969192,New York,Urban,False,False,0,0
707,49,Female,48096.71878715485,Doctorate,Arts,Single,3,Monthly,22.357303762744394,Chicago,Rural,False,False,1,0
708,22,Female,48342.444890888655,Doctorate,Arts,Single,3,Weekly,76.128563021981,Chicago,Rural,True,False,1,0
709,45,Female,43292.88831081386,Master's Degree,Engineer,Single,2,Daily,57.65802535202117,Phoenix,Rural,False,False,1,0
710,37,Male,39763.842055202724,Bachelor's Degree,Doctor,Divorced,1,Daily,15.724129274001761,Phoenix,Rural,False,False,1,0
711,40,Female,19562.106453806067,High School,Artist,Divorced,2,Weekly,71.66813083928795,New York,Rural,False,False,0,0
712,34,Female,34337.55241761578,Doctorate,Doctor,Married,3,Monthly,16.349505733890513,Los Angeles,Urban,False,True,1,0
713,49,Female,42375.989778508156,Master's Degree,Engineer,Single,2,Weekly,77.83913818405472,New York,Rural,False,False,0,0
714,38,Female,41493.62000915894,High School,Teacher,Divorced,2,Weekly,20.114733906237326,San Diego,Rural,False,False,1,0
715,56,Male,23847.730906230492,High School,Doctor,Divorced,1,Monthly,29.59298189715092,Houston,Urban,True,False,0,1
716,42,Male,36215.74691700605,High School,Arts,Divorced,0,Monthly,52.70078618600709,Los Angeles,Urban,False,True,1,0
717,21,Female,55756.9410202448,Master's Degree,Teacher,Single,0,Monthly,28.597886640253478,New York,Rural,False,True,1,0
718,48,Female,41527.80154545976,Master's Degree,Doctor,Divorced,2,Daily,24.012333798033964,San Antonio,Rural,True,True,0,1
719,33,Female,55387.540012061894,High School,Lawyer,Divorced,2,Weekly,42.35181596685492,Philadelphia,Rural,True,False,1,0
720,41,Male,21021.894244630697,High School,Science,Divorced,1,Monthly,89.94449768603555,San Antonio,Rural,True,False,0,0
721,23,Female,58366.405567673486,Doctorate,Arts,Divorced,0,Daily,72.67261892797275,New York,Urban,False,False,0,1
722,45,Female,25864.449188795268,High School,Lawyer,Married,3,Monthly,78.49053846545998,Phoenix,Urban,True,True,1,0
723,46,Male,54070.5166161625,High School,Arts,Married,0,Weekly,61.92425110103557,Philadelphia,Rural,False,False,0,0
724,38,Female,29323.128216396763,High School,Doctor,Divorced,2,Daily,17.065888160824887,Houston,Urban,True,False,0,1
725,33,Male,28811.468918059552,Doctorate,Medicine,Divorced,0,Monthly,94.77150285343781,San Antonio,Rural,False,False,0,0
726,39,Male,33535.04997455308,High School,Artist,Single,0,Monthly,42.06249051434021,Phoenix,Rural,True,True,1,0
727,47,Male,55453.12714483657,Doctorate,Lawyer,Married,2,Daily,50.17191214869334,Philadelphia,Urban,True,False,0,1
728,28,Female,33736.05635641064,Bachelor's Degree,Teacher,Single,3,Monthly,27.582306476374754,Los Angeles,Rural,True,True,1,1
729,23,Female,36521.21101636213,High School,Medicine,Married,0,Monthly,55.15292494057824,Los Angeles,Rural,False,False,1,0
730,23,Male,37041.35319857698,Doctorate,Arts,Single,3,Weekly,72.3590584926987,Chicago,Rural,True,True,1,0
731,53,Male,43288.262013268366,Bachelor's Degree,Engineer,Single,3,Daily,91.61799196058523,San Antonio,Urban,True,False,0,1
732,19,Female,49706.72808661362,Master's Degree,Arts,Divorced,3,Monthly,54.777638442470746,Philadelphia,Rural,False,False,0,0
733,24,Male,31901.089817516466,High School,Medicine,Single,3,Weekly,56.90563524221838,San Antonio,Rural,False,False,1,0
734,28,Female,27950.038403963186,Master's Degree,Doctor,Married,3,Daily,90.41589742539861,San Diego,Rural,True,False,0,1
735,37,Male,16515.899404564545,High School,Medicine,Single,3,Daily,13.74796201059823,Houston,Urban,True,True,0,0
736,41,Female,53723.75516418212,Bachelor's Degree,Medicine,Single,1,Daily,30.986879897945467,Los Angeles,Urban,True,True,1,1
737,34,Male,28632.85649470736,Doctorate,Artist,Divorced,2,Weekly,81.11182363534975,Phoenix,Rural,True,False,0,0
738,49,Female,47044.160336099274,Master's Degree,Engineer,Married,1,Weekly,36.52312328969752,Phoenix,Rural,True,True,0,1
739,44,Male,32967.300508641136,High School,Engineer,Married,3,Daily,32.00863986858694,Houston,Rural,True,False,1,1
740,58,Male,20913.65993907469,Bachelor's Degree,Teacher,Divorced,0,Weekly,18.040591206268015,Phoenix,Urban,True,False,1,1
741,33,Female,13776.354301294343,Master's Degree,Arts,Married,0,Daily,61.75633771768734,Phoenix,Rural,False,True,1,0
742,50,Female,33705.10379211335,Doctorate,Doctor,Divorced,0,Weekly,41.01369361542746,Houston,Urban,False,True,1,0
743,30,Male,21906.242162699935,Bachelor's Degree,Medicine,Married,1,Monthly,81.09770500150955,Los Angeles,Urban,True,True,0,1
744,18,Female,31694.402424273972,Master's Degree,Science,Divorced,0,Daily,35.866228046093426,Phoenix,Rural,True,True,1,0
745,40,Female,18778.988881730817,Bachelor's Degree,Science,Single,2,Daily,35.816198108248,New York,Urban,True,False,0,1
746,54,Male,49642.00226367635,High School,Doctor,Single,3,Daily,89.31677910526825,Chicago,Rural,False,True,0,0
747,21,Female,18236.544804053086,Doctorate,Teacher,Single,1,Daily,50.80746075618413,Chicago,Rural,False,True,0,0
748,18,Male,35156.67773741599,Doctorate,Lawyer,Married,3,Weekly,80.05053061608028,Chicago,Rural,False,False,1,0
749,51,Male,26647.83071857091,Doctorate,Engineer,Married,0,Daily,52.06486019031329,New York,Rural,True,True,0,1
750,34,Female,12854.953922258817,Master's Degree,Lawyer,Single,3,Monthly,58.187200196032094,San Diego,Urban,True,True,1,0
751,27,Female,38242.071835871335,Bachelor's Degree,Artist,Single,1,Monthly,11.153948455954524,Houston,Rural,True,False,1,1
752,18,Male,56625.197654869124,High School,Teacher,Married,1,Monthly,82.01373835525756,Chicago,Urban,False,False,0,1
753,23,Male,12996.257766054072,Doctorate,Doctor,Married,0,Weekly,18.010876140640796,Philadelphia,Rural,False,False,0,0
754,22,Male,28331.885004822823,Master's Degree,Teacher,Married,2,Daily,63.22165336478885,Chicago,Rural,False,False,0,0
755,26,Male,51872.544741736696,Master's Degree,Lawyer,Married,0,Weekly,16.456180937268247,Chicago,Urban,False,True,1,1
756,36,Female,10970.062280910772,Master's Degree,Artist,Divorced,3,Weekly,99.28672881322206,Los Angeles,Rural,True,False,0,0
757,39,Female,50728.26060567514,Bachelor's Degree,Engineer,Divorced,2,Daily,38.34568557268835,Chicago,Rural,True,False,1,1
758,52,Male,46641.916863620776,Doctorate,Arts,Single,3,Monthly,49.12103334848232,Chicago,Rural,False,False,0,0
759,45,Male,10488.969015288094,Bachelor's Degree,Science,Divorced,1,Weekly,10.439601941822675,Phoenix,Rural,False,True,1,0
760,33,Male,42967.8693639422,High School,Teacher,Married,1,Monthly,78.02977416110348,New York,Rural,True,False,0,0
761,59,Female,36469.53106737667,High School,Science,Married,2,Monthly,78.65631121118311,Houston,Urban,False,True,0,0
762,34,Female,28858.939589212176,Bachelor's Degree,Artist,Married,3,Monthly,93.43037440912674,Philadelphia,Urban,False,True,0,0
763,25,Female,36560.05234097981,Bachelor's Degree,Science,Single,3,Monthly,28.924856011167524,Houston,Rural,False,True,1,0
764,26,Male,24089.582375463302,Doctorate,Medicine,Single,1,Weekly,18.416811123811854,Houston,Rural,True,False,1,0
765,30,Male,38466.731595361256,Bachelor's Degree,Doctor,Single,1,Daily,83.07709681517215,New York,Rural,True,False,0,1
766,32,Female,48164.74559986408,Bachelor's Degree,Arts,Married,1,Monthly,97.60299095370586,San Diego,Rural,True,False,1,1
767,25,Male,33407.09709353679,Doctorate,Medicine,Single,3,Monthly,70.95706177020935,San Antonio,Rural,True,True,1,0
768,50,Female,56653.88265330726,Bachelor's Degree,Science,Single,2,Weekly,91.25463763323681,Philadelphia,Rural,True,True,1,1
769,59,Female,13034.153447534116,Doctorate,Engineer,Single,3,Monthly,25.072344149503824,Phoenix,Urban,False,False,0,0
770,36,Male,36830.37546318871,Doctorate,Engineer,Single,0,Weekly,52.53182677394701,Philadelphia,Urban,True,True,0,1
771,33,Male,52730.95128942389,High School,Science,Married,1,Monthly,17.504114839188357,Phoenix,Rural,False,True,1,0
772,35,Female,27281.008445039475,Master's Degree,Engineer,Divorced,0,Monthly,45.27982395002336,Philadelphia,Urban,True,True,0,1
773,46,Male,51794.42040631212,Master's Degree,Lawyer,Single,3,Daily,32.54346520747871,Chicago,Urban,True,False,0,1
774,40,Female,53282.2518186366,High School,Artist,Divorced,2,Daily,59.562149022531514,New York,Rural,True,True,1,0
775,30,Female,34667.07940261903,Master's Degree,Lawyer,Single,3,Daily,10.262054605040987,Los Angeles,Rural,True,False,0,0
776,37,Female,32710.720988262372,Master's Degree,Lawyer,Single,1,Weekly,50.37693324559608,Philadelphia,Urban,False,True,0,0
777,38,Male,42302.3472048298,Bachelor's Degree,Doctor,Single,2,Daily,71.93970274669623,San Diego,Urban,False,True,1,0
778,42,Male,51471.443521698995,High School,Teacher,Divorced,2,Daily,54.140418706235494,Chicago,Rural,True,False,0,0
779,18,Male,33005.85916016628,Master's Degree,Doctor,Divorced,3,Weekly,67.0417278393456,San Antonio,Urban,True,True,0,1
780,51,Male,56224.71413870264,Master's Degree,Engineer,Divorced,3,Weekly,16.69855765946641,Chicago,Urban,True,False,0,1
781,49,Female,38554.65812172573,Master's Degree,Science,Divorced,0,Weekly,68.32919145349643,San Diego,Urban,False,True,1,0
782,39,Male,14289.714244974475,Doctorate,Engineer,Married,0,Monthly,42.105085237801575,San Antonio,Urban,False,True,0,0
783,55,Male,58386.9977329543,Doctorate,Artist,Single,3,Monthly,65.2061661869954,Houston,Urban,True,True,0,1
784,58,Male,54074.290979445526,Master's Degree,Lawyer,Single,0,Monthly,19.45877951922745,Los Angeles,Urban,True,False,1,1
785,29,Female,13291.492168157689,Bachelor's Degree,Artist,Divorced,2,Daily,21.02332751652675,Houston,Rural,False,True,0,0
786,43,Male,13523.033883347915,High School,Engineer,Single,1,Monthly,77.71016601800964,Chicago,Rural,False,False,0,0
787,56,Female,10253.94064878636,Master's Degree,Engineer,Married,0,Monthly,70.21481637852531,Philadelphia,Rural,True,True,1,1
788,38,Female,23240.81608891594,Doctorate,Engineer,Divorced,2,Weekly,55.50907216871975,Philadelphia,Urban,False,False,1,0
789,50,Male,24026.39109277005,Bachelor's Degree,Medicine,Divorced,1,Monthly,56.64915307358411,San Antonio,Rural,False,True,1,0
790,37,Female,30546.645248137913,Doctorate,Artist,Divorced,2,Daily,64.99210703877321,Philadelphia,Rural,True,False,0,0
791,45,Male,55248.0940084957,Master's Degree,Lawyer,Divorced,2,Daily,77.4753172105189,Los Angeles,Rural,False,True,0,0
792,35,Male,35072.073684895535,High School,Lawyer,Married,0,Monthly,79.41023337613633,Chicago,Urban,True,True,1,0
793,19,Male,35096.77903904303,Bachelor's Degree,Medicine,Divorced,2,Daily,78.16825930359923,New York,Urban,False,True,1,0
794,21,Male,48307.8550791389,Doctorate,Arts,Single,2,Monthly,22.196518620467863,Chicago,Rural,False,True,1,0
795,36,Male,22638.2929975582,Master's Degree,Teacher,Divorced,3,Weekly,94.91978310844685,Chicago,Urban,True,False,1,0
796,57,Female,49081.772272160524,Master's Degree,Teacher,Married,0,Daily,94.3934153841431,Los Angeles,Urban,True,True,0,0
797,30,Male,25113.835024822423,Bachelor's Degree,Lawyer,Married,0,Weekly,19.901594901478923,Phoenix,Rural,False,True,0,0
798,50,Male,12303.45848377338,High School,Teacher,Divorced,3,Daily,65.18533246688054,San Antonio,Rural,False,True,1,0
799,19,Female,55279.10687865661,Master's Degree,Lawyer,Single,3,Monthly,84.29124932166567,Phoenix,Urban,True,True,1,1
800,43,Male,26122.490485532482,High School,Engineer,Divorced,1,Weekly,91.35577586709003,Chicago,Urban,False,True,0,0
801,43,Female,32223.998898889553,Master's Degree,Teacher,Single,0,Weekly,46.79137155440553,Phoenix,Rural,True,False,1,0
802,44,Male,34242.93698580518,Master's Degree,Doctor,Married,1,Weekly,23.270734042741104,Chicago,Rural,False,False,1,0
803,47,Male,48180.15335440068,High School,Science,Married,1,Daily,14.821890364666714,Los Angeles,Rural,True,True,1,0
804,58,Female,37244.08430146967,Doctorate,Engineer,Divorced,3,Daily,40.691815503043046,San Diego,Rural,False,True,1,0
805,42,Female,39384.23751975054,Master's Degree,Engineer,Divorced,3,Monthly,42.770895115735485,Chicago,Urban,False,True,0,0
806,53,Male,43498.49620483283,Doctorate,Lawyer,Single,2,Monthly,36.78136447967339,Houston,Urban,False,True,0,0
807,59,Female,25164.051303272263,Master's Degree,Lawyer,Single,3,Daily,97.53639439892973,San Diego,Rural,False,True,0,0
808,41,Female,21628.403712841427,Bachelor's Degree,Engineer,Married,2,Weekly,83.20662042082117,Phoenix,Rural,True,False,1,1
809,44,Male,38807.96649129831,Doctorate,Engineer,Divorced,0,Monthly,56.66436774480164,Phoenix,Urban,False,False,1,0
810,21,Male,42711.788997265896,Master's Degree,Teacher,Single,1,Monthly,54.039047272760925,Philadelphia,Urban,False,True,1,0
811,55,Male,45332.1260874467,Master's Degree,Teacher,Married,1,Daily,11.216554452974805,San Diego,Rural,True,False,1,0
812,53,Female,18804.131651585813,Bachelor's Degree,Arts,Divorced,1,Monthly,73.40442727705162,New York,Rural,False,True,1,0
813,19,Male,28660.368455256343,High School,Engineer,Married,2,Daily,19.513054349137064,Los Angeles,Rural,False,False,0,0
814,59,Male,23151.291787139202,Doctorate,Teacher,Single,3,Daily,62.99292431406009,New York,Urban,True,False,0,0
815,39,Female,38057.510621758716,Bachelor's Degree,Doctor,Divorced,2,Daily,90.53822806349677,Los Angeles,Urban,False,False,1,0
816,48,Male,50512.95652586435,Master's Degree,Arts,Married,2,Monthly,21.572162066050222,Chicago,Rural,True,True,1,0
817,34,Female,38620.38629838826,Bachelor's Degree,Arts,Married,2,Monthly,70.26501308837658,Chicago,Rural,True,True,1,1
818,56,Male,32334.436087233244,Doctorate,Engineer,Married,2,Daily,71.9119082309792,Los Angeles,Rural,True,True,1,1
819,49,Female,19811.71408439278,High School,Lawyer,Single,3,Daily,23.363486470475596,Philadelphia,Rural,True,True,0,0
820,20,Male,54393.64659256652,Master's Degree,Doctor,Married,2,Daily,48.84941927294051,Los Angeles,Rural,True,True,1,1
821,54,Female,10272.185459584529,Doctorate,Artist,Married,1,Weekly,16.76286578598279,Phoenix,Rural,True,True,0,0
822,20,Female,48030.32906950309,Doctorate,Artist,Married,2,Monthly,58.27693447720274,New York,Rural,True,False,0,0
823,28,Female,59945.23498815384,Doctorate,Teacher,Married,3,Daily,38.84382078899925,Phoenix,Urban,False,False,1,1
824,31,Female,37871.46396321598,Bachelor's Degree,Engineer,Divorced,2,Weekly,72.83564746434146,New York,Urban,True,False,1,1
825,33,Male,39128.445460740564,High School,Artist,Single,3,Weekly,58.976483407912156,Philadelphia,Urban,True,False,0,0
826,51,Female,14052.978193880157,High School,Medicine,Married,0,Weekly,47.88068758833034,Philadelphia,Rural,True,True,0,0
827,24,Male,29864.564647295287,High School,Science,Single,3,Weekly,29.145426951724577,Philadelphia,Urban,True,True,1,0
828,45,Female,30242.99448090722,Doctorate,Doctor,Married,0,Daily,21.680466915035016,Chicago,Rural,False,True,0,0
829,56,Male,40334.46615989429,High School,Medicine,Married,0,Monthly,96.5441823017391,Chicago,Urban,False,False,1,0
830,59,Male,49348.789969060046,Master's Degree,Lawyer,Divorced,1,Daily,69.20099020325675,San Diego,Rural,False,False,1,0
831,20,Female,23702.07948521379,High School,Artist,Single,2,Monthly,44.57446821581163,New York,Urban,False,True,1,0
832,49,Male,11831.48487994097,Doctorate,Lawyer,Single,0,Daily,36.31735754958232,New York,Rural,True,False,0,0
833,59,Female,58066.731559740314,High School,Lawyer,Married,1,Weekly,64.33698597069308,San Antonio,Urban,False,False,0,1
834,53,Female,36534.75948817607,High School,Artist,Married,0,Monthly,55.71076744030428,Phoenix,Rural,False,False,0,0
835,52,Female,27479.259789219603,Master's Degree,Science,Married,3,Monthly,92.78838407174885,San Diego,Urban,False,False,0,0
836,51,Male,37114.99878105396,Bachelor's Degree,Engineer,Single,3,Weekly,30.140054764387862,Houston,Urban,True,False,1,1
837,50,Female,29717.057317533214,High School,Engineer,Married,2,Daily,54.03069101841516,Philadelphia,Rural,False,False,1,0
838,50,Male,19600.812548397444,Master's Degree,Artist,Divorced,3,Weekly,99.78243336513752,New York,Urban,False,True,0,0
839,20,Male,46742.526024980056,Master's Degree,Medicine,Divorced,1,Weekly,62.220567897922756,New York,Urban,False,True,1,0
840,56,Male,41239.76993593626,Bachelor's Degree,Engineer,Divorced,1,Monthly,36.62404467236769,San Diego,Urban,False,False,0,0
841,33,Male,26026.808340324777,High School,Artist,Divorced,0,Daily,87.49300599750164,Philadelphia,Rural,True,True,1,0
842,50,Female,42530.32616260517,Doctorate,Engineer,Married,1,Weekly,20.140617397131102,Los Angeles,Rural,True,True,0,1
843,51,Female,51893.663505968136,Master's Degree,Science,Divorced,1,Weekly,66.09829903831518,San Antonio,Urban,False,False,1,1
844,30,Male,31914.930401658294,Doctorate,Artist,Married,1,Daily,56.31140046410204,Houston,Urban,True,False,0,0
845,49,Male,17372.65046330898,Bachelor's Degree,Teacher,Married,3,Monthly,82.71442270128551,Houston,Rural,True,True,1,1
846,58,Female,11918.077739398732,Doctorate,Science,Married,0,Daily,38.49382543695121,Phoenix,Urban,True,False,1,0
847,19,Female,30758.1793302052,High School,Artist,Married,2,Weekly,97.68744667994297,Chicago,Rural,False,False,0,0
848,48,Female,24579.40640805787,High School,Science,Divorced,2,Monthly,62.16692123816364,San Antonio,Rural,True,True,0,0
849,56,Male,18469.824981578928,Doctorate,Arts,Married,0,Weekly,76.45161494090753,San Antonio,Urban,True,False,1,0
850,32,Male,33096.26021028675,High School,Doctor,Married,3,Daily,99.70149501412118,Philadelphia,Rural,True,True,0,1
851,57,Male,11552.843801757781,Master's Degree,Arts,Single,2,Monthly,85.67065647452031,Philadelphia,Urban,False,True,0,0
852,27,Male,57706.58207855363,Master's Degree,Arts,Single,1,Daily,67.57976814133802,Los Angeles,Rural,False,True,1,0
853,57,Male,38351.63917506138,Bachelor's Degree,Medicine,Single,3,Monthly,48.211534646736,San Antonio,Urban,True,False,0,1
854,39,Male,10039.47555466094,Bachelor's Degree,Doctor,Divorced,1,Daily,92.31548090636723,Los Angeles,Urban,False,False,0,0
855,41,Female,18196.586047660137,Bachelor's Degree,Science,Divorced,3,Weekly,63.94874878248595,New York,Rural,False,True,0,0
856,59,Female,17914.15253496868,High School,Lawyer,Married,2,Weekly,32.248546636498915,Philadelphia,Rural,False,True,1,0
857,35,Female,19822.065761139293,Master's Degree,Medicine,Married,2,Monthly,74.1989556551145,New York,Urban,True,False,0,0
858,39,Male,15147.307235014308,Master's Degree,Science,Single,1,Daily,87.2125365019211,Philadelphia,Rural,True,False,1,0
859,27,Male,50165.22867590168,Master's Degree,Artist,Married,1,Weekly,66.92249821703297,Houston,Urban,False,False,1,1
860,57,Male,29979.925581043393,Bachelor's Degree,Arts,Married,0,Daily,62.32824053821784,Los Angeles,Urban,False,True,0,0
861,59,Female,46356.55984409637,Master's Degree,Lawyer,Single,1,Monthly,71.28254913555264,San Antonio,Rural,True,False,1,0
862,41,Male,43527.025325304545,Master's Degree,Lawyer,Married,0,Monthly,74.75139709029747,Phoenix,Rural,False,True,1,0
863,43,Male,12825.784539837867,Doctorate,Doctor,Married,0,Monthly,56.4351290672881,Houston,Rural,True,True,1,1
864,49,Female,37049.31177640418,Master's Degree,Doctor,Single,0,Monthly,87.10569518553076,Los Angeles,Urban,True,False,1,1
865,21,Male,20023.45238831795,Bachelor's Degree,Science,Single,1,Daily,24.245763045318824,New York,Urban,True,False,0,1
866,34,Male,30557.446617006935,Master's Degree,Doctor,Married,2,Monthly,51.82205216006485,San Antonio,Urban,False,False,1,0
867,33,Male,55639.36926932627,High School,Arts,Single,0,Monthly,81.12339135475244,San Diego,Urban,True,True,0,1
868,59,Male,21567.435660007526,High School,Teacher,Divorced,2,Weekly,36.089261158047364,Chicago,Urban,False,False,1,0
869,23,Male,19146.766064210628,Bachelor's Degree,Doctor,Divorced,0,Monthly,63.97339720672902,San Diego,Urban,True,True,0,1
870,20,Female,53563.23426350786,High School,Doctor,Single,3,Daily,14.029154981963819,Phoenix,Rural,True,False,1,1
871,41,Female,15233.031695394813,Bachelor's Degree,Teacher,Divorced,2,Weekly,38.49421913446716,San Diego,Rural,False,True,1,0
872,44,Female,32076.700518944846,Bachelor's Degree,Teacher,Divorced,0,Weekly,54.14089676678063,San Antonio,Urban,False,True,0,0
873,50,Male,23455.98763190052,High School,Science,Married,2,Daily,21.73165117433126,New York,Urban,True,False,1,0
874,33,Female,30645.559479460662,Master's Degree,Science,Married,2,Daily,64.81260502362242,New York,Urban,False,True,1,0
875,46,Male,42391.85193041133,Doctorate,Science,Single,3,Monthly,94.63573305509898,Houston,Urban,True,False,1,0
876,57,Male,51090.072962710015,High School,Science,Married,3,Monthly,33.62577438398897,San Antonio,Urban,True,True,1,1
877,23,Female,12416.220442769845,Doctorate,Doctor,Single,0,Daily,24.75282358422504,New York,Rural,False,True,0,0
878,27,Female,23943.596313048245,Doctorate,Teacher,Divorced,1,Monthly,72.39677216963429,Phoenix,Urban,False,True,0,0
879,19,Female,59987.06361290463,Master's Degree,Doctor,Single,2,Daily,33.51206192082242,San Antonio,Rural,False,True,0,0
880,22,Male,44416.53811663384,High School,Doctor,Divorced,1,Daily,98.43871703442123,Los Angeles,Urban,False,True,1,0
881,24,Male,56086.33347258307,High School,Engineer,Single,0,Monthly,82.42533853672879,Philadelphia,Urban,True,True,1,1
882,25,Male,34140.50466641852,High School,Science,Married,2,Daily,81.29709444477206,Philadelphia,Urban,True,False,0,0
883,38,Male,25742.057770436768,High School,Doctor,Single,2,Monthly,50.97958748277419,New York,Rural,False,True,0,0
884,35,Female,14787.709933167884,Bachelor's Degree,Medicine,Married,2,Daily,18.311125505088903,San Antonio,Urban,False,True,0,0
885,21,Female,29941.07634620287,Doctorate,Arts,Divorced,3,Weekly,82.29370605644154,Phoenix,Rural,False,True,0,0
886,27,Male,26823.05812886061,Bachelor's Degree,Artist,Married,3,Monthly,46.54739193037939,Philadelphia,Rural,True,True,0,1
887,24,Female,27673.87375641894,Bachelor's Degree,Teacher,Single,0,Daily,88.69730987768307,Philadelphia,Rural,True,False,0,1
888,55,Male,58652.26747570805,High School,Engineer,Single,1,Weekly,73.45569557848413,Houston,Urban,False,True,1,1
889,48,Male,53509.83452461211,Master's Degree,Arts,Married,2,Daily,73.52942002135494,San Antonio,Rural,True,True,0,0
890,18,Male,19159.912256331743,High School,Engineer,Single,3,Monthly,66.859735928748,Houston,Rural,False,True,1,0
891,38,Female,10742.80612537519,Master's Degree,Science,Married,3,Daily,28.838963444231535,San Antonio,Rural,True,False,1,0
892,43,Male,26560.41511642608,High School,Arts,Single,1,Monthly,57.958879122707266,Chicago,Urban,True,True,1,0
893,34,Female,46940.069163409484,High School,Medicine,Divorced,0,Monthly,75.67105722825171,Chicago,Rural,False,False,0,0
894,30,Male,39293.15252639608,Bachelor's Degree,Doctor,Divorced,3,Daily,92.2100228628031,Chicago,Urban,False,False,1,0
895,18,Male,50367.28106001843,Doctorate,Arts,Married,3,Monthly,82.10543529657923,San Antonio,Rural,True,True,0,0
896,53,Female,48520.58935343219,Bachelor's Degree,Doctor,Single,2,Weekly,69.70263498608435,Phoenix,Rural,True,False,1,1
897,26,Male,18585.499448684408,High School,Medicine,Single,2,Daily,71.1242511169201,San Antonio,Urban,False,True,1,0
898,49,Male,23115.246569221978,High School,Artist,Divorced,1,Daily,61.04158367791357,Phoenix,Urban,False,True,0,0
