feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,target
0.128,-0.935,-0.954,0.45,0.913,-0.059,-0.444,-0.279,0.362,1.498,1.623,-1.614,0.217,-1.251,2.525,1.05,1.082,0.218,-1.154,-0.159,-1.701,0.472,-1.821,-0.269,-1.394,0.559,-1.08,2.014,-0.192,-0.53,1.092,-1.78,-0.845,1.045,-1.009,-2.397,-1.036,-1.311,0.671,-0.323,0
-1.133,1.071,0.423,-0.647,1.193,1.132,0.404,-1.141,-0.883,1.545,-0.43,0.599,0.91,1.311,0.945,-0.103,0.661,0.555,-1.826,1.195,-1.304,-0.513,0.479,-0.346,1.978,0.795,-2.033,0.458,0.481,-0.746,0.936,-0.521,1.773,-0.068,-1.384,1.179,0.121,0.553,-1.594,-0.084,0
1.522,-0.45,0.206,0.883,-1.666,0.478,-1.277,-0.452,-0.191,1.546,-1.091,0.087,0.776,-1.25,0.184,-1.091,0.126,-0.566,-0.297,2.972,0.783,0.909,-1.31,1.475,-1.028,0.97,-0.094,-0.254,-0.604,-0.52,-0.544,-1.113,-0.294,-0.258,-0.99,0.431,0.377,-1.118,0.959,0.199,0
-0.807,-0.622,0.787,-0.639,0.343,1.555,-0.273,-0.652,0.89,0.173,-0.719,1.581,0.428,-2.215,-1.165,1.161,0.448,0.123,-0.519,0.83,-0.111,1.609,1.233,-1.046,-0.759,0.112,0.491,0.322,-0.656,-0.3,-0.365,0.983,1.347,0.408,-0.195,0.037,1.317,0.496,-0.552,1.692,0
1.455,0.978,0.785,0.508,1.051,0.699,0.324,0.062,-0.958,1.158,0.183,-2.386,0.353,-0.428,1.115,0.134,0.674,0.539,-1.723,-0.036,-0.265,-1.245,0.269,0.09,0.634,-1.682,1.352,0.49,-0.434,0.444,0.623,-0.349,-0.996,-0.075,3.024,1.194,0.749,-0.838,-0.427,-0.02,0
1.376,1.447,0.144,0.989,-0.128,0.659,0.624,-2.263,-0.904,0.109,-3.095,-1.101,0.38,2.306,0.137,-0.894,-0.476,0.32,-0.962,1.078,-0.332,0.904,1.169,0.476,-0.597,0.647,0.34,-0.321,0.391,0.214,0.694,0.146,0.087,0.923,-1.355,0.362,0.476,0.705,0.383,-1.01,1
0.873,0.815,0.64,-0.406,1.181,0.415,-1.367,-0.4,0.871,0.555,1.056,-0.18,1.474,0.507,-0.042,-0.562,1.107,-0.093,-0.358,0.308,0.137,1.88,-0.829,0.227,0.245,0.978,-0.256,2.691,0.291,0.711,-0.64,0.255,-0.643,-1.575,-0.155,0.376,2.116,-0.74,1.092,0.682,0
1.183,0.779,-1.097,0.489,-1.375,-0.011,-2.052,-0.153,0.309,0.299,-1.55,-2.004,-1.358,0.528,0.257,-0.603,-1.716,-0.898,1.62,0.081,-1.36,-2.999,-0.386,1.283,1.746,1.404,0.885,-0.581,1.65,-0.24,0.488,0.354,-0.19,-1.415,-0.077,-0.934,0.434,-0.757,-1.795,-0.492,0
-0.774,1.266,0.04,2.868,-0.054,-0.46,1.778,-1.602,-0.836,0.027,1.454,-0.498,-1.008,-0.182,-0.966,0.441,-1.165,0.82,0.564,-0.834,1.67,-0.521,0.625,-1.353,0.478,0.545,-1.86,0.072,0.168,-0.881,0.428,0.528,-1.391,-0.859,-0.649,1.256,1.296,-0.002,0.789,0.554,0
-2.441,1.334,1.441,1.325,0.617,0.145,-1.715,-1.385,-1.082,-1.893,-0.349,-0.255,-0.38,-0.342,-1.037,1.066,-1.07,0.939,-0.442,-0.279,0.474,1.605,0.306,-1.402,-1.054,-1.137,-0.972,-0.71,0.015,1.555,-1.504,-1.092,-1.152,-1.585,1.16,-1.247,0.298,1.657,-0.432,-0.44,0
-0.843,1.287,-1.41,0.173,-1.401,0.495,0.477,-0.07,0.564,-1.979,0.481,-1.082,-0.082,1.273,1.123,-1.275,0.792,0.336,0.487,0.872,0.242,0.883,1.733,0.581,0.671,2.646,0.308,0.799,0.647,-0.258,1.182,1.107,-0.459,2.043,0.051,0.615,-1.073,0.067,-1.209,0.377,1
-0.632,1.549,-1.082,-0.331,-0.505,-1.026,-0.654,-1.675,-1.465,-0.353,0.193,0.695,1.137,0.108,0.654,0.567,-0.036,1.547,-1.58,-1.042,-0.086,-1.634,-0.73,1.768,-0.438,1.898,1.813,0.542,-0.673,0.541,-0.785,1.522,0.263,2.045,-0.792,-0.644,-1.128,0.791,-1.108,0.665,0
0.174,-1.049,2.231,0.372,-0.811,0.576,-0.349,0.81,0.212,-0.624,-0.381,-0.579,-0.066,0.882,-1.715,-0.869,0.054,-1.486,0.266,-0.187,-0.124,0.197,-0.683,0.2,-0.531,-1.376,-0.517,0.642,-1.884,-0.638,1.478,-0.23,0.193,-0.287,-2.148,-1.628,-0.311,-1.648,-0.042,0.797,1
-0.629,0.875,0.179,-1.547,0.972,0.571,-0.907,-1.646,0.953,-2.644,0.402,-1.512,1.067,-0.723,0.18,-0.19,-0.993,0.852,2.582,1.269,0.182,1.402,-0.748,-2.56,1.05,0.77,-0.231,0.922,-0.303,-0.075,-0.191,-0.21,-0.194,-0.483,-0.476,-0.82,0.63,0.834,0.634,-0.789,0
1.848,-0.023,-0.128,-0.039,0.928,-0.286,-0.569,0.541,-0.397,0.697,-1.44,0.051,0.115,0.516,-1.179,-0.338,0.833,-0.681,0.706,-0.192,1.05,0.184,-1.63,0.325,0.014,-0.036,0.291,1.643,-0.22,-0.496,0.006,-0.874,-0.399,0.113,-1.603,-1.971,0.38,0.144,-1.042,-0.196,0
0.547,1.328,-0.353,1.209,0.235,0.128,-0.188,1.233,-0.039,1.925,-0.425,0.834,-0.28,1.344,-1.363,-0.372,0.916,-0.42,-1.754,-0.164,1.089,-2.022,0.067,1.585,-0.413,1.261,0.481,0.938,-1.589,0.148,-0.098,0.245,1.203,-0.445,-1.172,1.148,-0.428,0.135,-0.302,1.54,0
1.177,1.699,1.239,0.316,0.872,-5.183,0.322,-1.402,0.846,-0.955,1.043,0.331,-0.127,-0.366,-1.228,0.161,-2.3,0.223,-0.827,-0.173,1.453,-1.46,1.707,-0.292,-0.991,-0.484,0.823,-0.168,0.367,-0.736,0.659,0.651,-1.649,-1.277,-0.04,0.689,0.178,1.86,1.379,0.577,1
-0.181,-1.023,-0.451,0.93,-0.83,0.137,1.204,-0.582,-1.158,-0.332,-0.483,-0.575,1.234,-0.848,0.363,-1.205,-0.257,-0.653,0.585,1.374,-0.074,0.922,1.51,-0.022,1.209,-0.262,-0.356,1.477,0.572,0.512,0.561,-0.6,-1.796,0.149,0.814,-1.102,0.313,-1.233,-0.097,0.096,0
-0.522,-0.292,-1.962,-0.41,-2.626,0.244,0.124,0.329,0.38,1.652,0.67,-0.028,-1.437,-1.411,-0.269,-0.956,0.507,-0.584,-0.297,-0.061,0.368,0.947,0.673,0.719,-0.684,0.219,-0.535,1.164,0.329,-1.817,-1.367,-1.299,-0.469,-0.28,-0.672,0.019,0.593,-0.839,1.065,-0.626,0
1.639,-0.315,-0.57,-0.627,-0.745,-0.939,0.409,0.43,1.15,0.119,-0.075,-1.945,0.504,1.027,2.902,-0.592,-0.083,0.481,-0.925,-0.997,-0.836,1.422,0.57,-0.636,-0.557,-0.171,-1.088,0.402,0.613,-0.379,-1.227,0.014,-1.602,-0.953,0.766,1.437,-0.703,0.624,0.176,0.013,0
-1.465,1.663,-0.621,0.217,0.957,-0.345,0.113,0.026,1.231,1.141,-0.316,-1.389,1.884,-2.31,0.782,1.92,-1.322,0.008,-1.814,0.576,-0.53,-0.734,0.418,-2.49,-0.306,0.314,1.189,0.144,-0.54,-1.595,0.665,-0.885,-0.841,-0.84,-0.543,1.13,1.124,0.796,0.91,1.072,1
1.11,0.979,0.636,0.422,0.897,0.032,0.928,0.599,0.539,-2.03,-2.198,-0.686,-1.217,1.803,-1.201,0.633,0.362,1.181,-0.432,-1.699,0.153,-0.525,0.316,-0.109,1.578,-0.676,0.228,0.496,0.241,0.167,0.249,-0.321,-0.339,0.55,-0.945,-1.071,-0.447,0.311,0.714,-0.927,0
-0.356,-1.137,0.368,0.793,0.21,1.456,1.99,0.183,-1.503,1.335,-0.0,0.052,1.917,0.325,-0.039,-0.497,-1.108,-0.768,-0.219,1.084,-0.248,-0.438,0.266,-0.221,-0.281,0.662,-0.952,-0.841,0.066,1.143,-0.733,0.552,-0.154,1.733,0.382,-0.003,-1.784,0.971,0.717,0.315,1
0.735,0.733,1.742,0.408,-0.294,-0.47,0.568,-0.639,1.765,-1.188,-1.33,-1.573,0.074,-1.837,-0.09,1.303,0.056,-1.857,-1.637,-0.475,0.568,-0.613,0.397,0.041,0.398,-0.4,1.733,-1.631,0.1,-0.117,0.319,0.599,-0.51,0.382,-0.936,0.912,0.191,1.142,0.085,-0.853,1
0.297,-0.89,1.776,0.635,1.397,0.471,-1.217,1.407,-2.311,0.073,-0.418,-1.027,1.934,0.814,0.541,0.74,-0.339,-1.11,0.275,0.101,-0.193,0.187,-0.469,0.774,2.61,-0.944,0.381,-0.832,0.221,-0.046,0.621,-0.005,-0.117,0.426,0.16,-1.875,-0.491,-0.569,-0.304,0.361,0
1.233,1.039,-1.163,0.618,-0.678,0.643,-0.881,0.944,-1.395,0.32,-0.83,-0.616,0.05,-1.173,0.195,-1.871,-1.526,-0.649,-1.339,1.035,-0.64,-0.125,-0.648,-1.021,-0.139,0.507,-0.014,-0.87,0.722,-1.613,-0.913,0.622,-0.113,-0.97,-0.16,-0.766,-1.085,-0.425,1.129,0.482,0
-0.583,0.348,0.318,1.527,-1.383,0.642,-0.387,-0.182,0.489,1.073,0.106,-0.662,0.378,-0.213,-0.564,0.487,-0.415,0.359,1.509,0.763,0.73,-0.051,2.037,-0.246,0.857,0.022,0.05,1.79,0.009,0.654,0.545,-0.067,1.21,-1.337,-0.363,-0.58,-0.949,-0.859,-0.94,-0.975,0
-0.883,-1.19,-0.097,-0.802,-0.898,0.361,0.077,-1.873,2.61,-0.83,-0.343,1.364,-2.299,0.176,-0.939,-0.859,-0.617,-0.321,1.163,0.359,-0.031,-1.612,0.101,-0.247,-1.322,-0.481,-0.63,-0.747,-0.075,-0.804,-0.142,-0.375,-1.436,0.847,-1.411,1.663,-0.52,0.189,-0.914,-0.572,0
-2.714,1.665,-1.81,-0.005,-0.994,0.949,-1.424,1.338,-0.012,0.502,0.923,-0.529,-0.081,2.007,0.666,-0.025,-0.379,-0.66,-0.109,-0.125,-0.011,0.712,-0.072,0.084,-0.334,-1.667,0.7,0.197,-0.551,-1.374,-1.37,0.582,-0.263,-0.137,0.933,-1.343,0.313,-0.529,0.473,-0.961,1
0.14,2.592,0.229,0.914,0.219,0.116,-1.376,-0.053,1.715,-1.331,-0.682,0.65,-1.249,0.324,-0.2,-0.815,-0.455,1.494,0.367,-0.021,-1.692,1.045,0.83,0.562,-0.495,0.967,-1.265,0.344,0.331,-3.405,-0.606,-0.74,-0.028,0.734,0.98,1.611,0.381,-0.314,0.071,-1.473,0
-1.218,0.135,1.445,-1.375,-0.865,-0.19,-0.421,1.869,1.471,-0.069,-2.12,0.674,-0.34,-0.957,0.624,-0.855,1.155,-3.19,0.041,-0.866,-0.221,-0.543,-2.111,-0.197,-0.46,0.218,0.221,-0.212,-0.292,0.354,-1.33,-0.842,-0.309,0.829,-0.708,-0.287,-1.418,-0.949,0.711,0.419,1
0.416,-1.057,0.221,0.437,0.666,-1.583,1.019,-0.652,0.368,-0.112,0.105,-0.791,-0.659,0.734,1.274,1.837,-1.896,0.55,1.39,-0.817,-1.01,-1.188,-1.006,-1.978,-0.866,-2.313,0.403,-0.749,1.892,-0.475,-0.708,-0.817,0.853,0.589,0.012,-0.728,-0.322,0.172,0.341,2.256,1
0.929,-1.179,1.944,-1.241,0.068,0.207,-0.383,0.006,-0.012,0.808,0.075,-0.013,0.069,0.86,1.693,0.963,-0.32,-0.507,0.039,1.688,1.324,0.32,-1.617,0.951,0.073,-1.025,0.224,0.277,-0.397,0.717,0.147,1.741,-0.52,-0.606,-0.182,0.199,-1.058,-1.147,-1.053,0.401,0
-0.8,0.481,0.181,0.152,0.442,0.582,1.514,0.736,0.375,0.408,-1.312,0.546,1.259,-0.679,0.155,3.136,-0.815,-0.077,1.023,1.359,-1.825,-1.122,-0.523,-0.275,1.551,0.782,1.224,0.705,0.944,-1.214,2.026,-1.708,-0.027,-1.063,1.36,-0.955,-0.252,-0.992,-1.729,-0.475,1
-0.268,-1.159,-0.083,1.645,-0.443,0.019,-0.695,0.187,-0.876,0.931,0.762,-1.584,0.909,1.019,-0.307,0.879,-1.945,0.302,0.043,0.778,1.09,1.227,0.469,0.185,2.19,0.577,-0.082,-0.882,0.599,0.177,-0.652,0.704,-0.937,-0.307,0.134,-0.244,-0.382,-0.027,-0.703,-0.504,0
0.718,-0.81,-0.848,0.226,-1.039,0.653,0.498,-0.693,-0.213,-1.421,-0.962,0.46,0.273,-0.77,-1.21,-2.435,-0.389,-1.928,1.253,-1.003,-0.09,-1.722,-0.35,0.511,0.432,0.516,-0.653,1.294,0.445,2.425,-0.367,-0.15,-0.583,-2.026,0.694,-0.686,1.227,-1.33,0.185,0.831,0
-1.102,0.851,-0.197,0.645,-0.974,1.241,-0.56,-0.811,0.237,0.461,-0.292,-1.905,-0.447,0.213,0.086,1.639,-1.451,1.535,0.398,0.09,0.829,0.719,0.948,0.726,0.728,0.006,0.026,-0.958,-0.249,0.154,0.897,-0.681,-0.968,-0.678,0.976,0.646,-1.966,0.151,-0.077,0.692,1
0.402,-0.157,0.322,-0.259,-1.171,0.871,-1.317,-1.163,0.594,0.636,1.491,0.769,1.206,0.132,0.468,-0.355,0.575,0.242,1.281,-0.184,0.048,0.62,1.917,-0.508,-1.48,1.147,0.006,0.993,0.382,-1.682,0.745,-1.508,1.217,0.86,0.24,0.58,-2.498,1.081,1.068,-0.657,0
-1.439,0.48,0.577,1.542,-0.131,-1.414,-0.038,-3.046,1.379,-0.499,-0.175,-0.228,0.09,0.693,1.735,-0.82,-0.691,-1.886,-0.219,1.829,-0.509,1.038,1.042,0.455,-1.384,0.743,0.359,0.012,-0.726,-0.863,-0.682,-0.345,-0.732,0.815,0.404,-1.507,-1.15,-0.591,-0.051,0.535,1
-0.42,0.268,-1.705,0.201,1.113,0.665,-1.892,-0.533,0.085,-2.037,-0.77,0.333,-0.451,1.592,0.887,-1.369,0.594,0.109,0.534,0.221,0.813,0.562,-0.552,0.223,-1.119,1.711,0.05,0.687,-1.154,-0.195,-0.658,-1.517,-2.362,0.634,-1.32,-0.327,0.235,0.008,-0.27,-0.687,1
1.57,-1.348,-1.676,2.139,-0.924,-1.585,-0.018,0.43,0.232,-0.857,-0.987,0.698,-0.071,0.752,-0.708,1.011,1.262,-0.01,1.464,-0.633,0.261,0.052,-0.843,1.22,-0.723,1.463,1.046,-1.343,-1.975,-0.348,1.012,0.378,1.47,-0.113,0.835,0.12,-0.134,-0.56,-1.217,0.823,0
1.272,0.435,0.351,0.346,-1.879,-0.5,-0.558,1.092,1.159,0.48,-0.851,-0.27,0.144,0.643,0.296,-0.668,1.117,0.237,-0.669,-0.14,-0.544,-0.579,0.793,-1.801,-1.089,-0.168,-1.088,-0.278,0.356,0.162,1.22,0.485,1.372,-0.105,0.077,-0.965,-0.233,1.471,-0.397,0.093,1
-0.572,-0.175,0.787,-0.496,-1.317,0.724,0.104,0.635,-0.044,-1.378,-0.621,-1.338,-0.975,0.654,0.974,-1.945,0.088,-1.996,0.492,0.192,2.246,0.954,-0.35,-1.278,0.007,0.041,-0.418,1.628,0.812,-0.017,0.238,2.225,-0.639,-1.35,0.036,0.327,0.17,-0.401,0.4,-0.777,0
-0.187,0.66,0.827,0.008,0.351,-0.157,-0.139,1.879,-0.583,-0.583,0.2,-0.424,-0.086,-0.109,-0.33,0.681,1.92,0.723,-1.555,0.258,0.472,-0.046,3.258,-0.858,-0.784,0.816,0.788,0.776,-1.472,0.659,-0.782,-0.254,0.456,2.147,-0.966,0.058,1.972,0.15,1.297,-1.037,0
-0.321,0.869,-0.181,-1.845,-0.585,1.036,0.675,0.534,-0.588,0.51,-1.106,0.947,0.619,-0.018,2.299,1.539,0.293,2.154,1.215,-0.566,0.931,-0.463,0.961,-0.312,-0.614,-0.236,-0.571,0.311,-0.998,0.497,-0.084,-0.483,-0.667,-1.142,-0.923,-1.821,-1.473,1.592,0.859,0.191,0
-0.715,-1.418,-0.803,-0.782,-1.435,-1.691,-0.426,-0.111,0.66,1.04,0.772,1.018,-1.243,-0.663,0.119,0.256,-1.497,0.444,-0.011,-0.011,0.055,1.381,-1.218,-0.718,-1.305,0.201,-0.443,-0.514,-0.684,0.375,0.656,-0.005,1.899,0.816,-0.503,0.791,1.03,-1.155,0.221,0.337,0
1.775,0.234,0.006,-0.336,-0.002,-1.362,-0.961,0.255,0.46,0.897,-0.598,-1.127,-0.806,0.13,-0.233,0.34,-0.386,1.72,0.033,3.184,-0.456,1.18,-2.168,0.047,0.117,1.337,0.493,-1.145,-0.003,-0.218,0.17,0.444,-0.16,0.014,-0.73,1.32,0.871,-1.657,-0.628,1.119,1
1.321,-1.03,-1.333,1.196,-0.662,-0.73,-0.803,0.527,0.863,0.126,0.514,-0.853,-0.722,-1.29,-0.822,-1.594,-0.278,0.808,0.659,-0.034,-1.765,1.541,-1.324,1.049,-1.723,-0.662,-0.486,-0.624,-0.868,0.46,-1.465,-0.291,0.836,1.043,1.531,-0.603,0.541,-1.284,-2.024,-1.064,1
0.174,1.867,0.226,0.033,-0.773,0.683,0.67,0.135,-1.313,-0.593,-0.451,1.531,-0.672,-0.625,0.043,2.889,1.953,1.192,-0.516,1.163,2.566,1.654,-0.918,0.9,0.189,-0.208,-1.175,-2.381,-0.061,-1.094,-0.84,1.041,1.503,0.756,-2.488,-0.129,1.612,-0.432,0.428,-0.406,0
1.376,1.964,-2.453,-0.567,0.706,1.819,-1.938,-0.148,-1.426,-0.033,2.313,-1.527,0.423,-1.463,1.357,-0.31,0.02,0.216,0.222,0.718,2.155,0.364,0.137,-3.392,-2.565,-2.058,-0.642,-1.341,-0.114,-0.899,-0.414,0.868,2.335,0.764,-0.465,-1.054,-0.689,1.398,0.286,-0.328,1
1.364,-0.422,0.74,-1.393,0.285,-0.342,2.158,-0.794,-0.227,0.216,0.04,-0.172,0.781,-0.973,-0.37,0.424,-0.727,0.562,-0.505,-1.306,-1.53,-0.728,-1.793,0.28,0.228,0.801,-0.283,1.282,1.649,-1.525,-0.964,-1.556,0.103,-1.442,1.135,-0.345,1.436,0.013,-0.648,-0.658,0
-0.619,0.151,-0.077,0.14,0.159,0.976,-0.373,0.311,0.511,-0.005,0.005,0.108,-0.387,0.587,0.323,1.271,-1.441,0.295,0.35,0.483,1.506,-0.554,0.72,-0.871,-0.153,-0.073,-0.898,-0.951,-0.022,-0.203,-1.244,-0.692,0.317,-0.085,1.225,0.396,0.83,-0.584,-1.549,1.184,0
1.096,-0.237,0.566,-1.396,0.129,1.478,-1.202,-0.825,1.203,-0.227,0.427,-2.42,-1.065,-2.161,-0.108,-0.127,-0.048,0.69,0.664,2.036,-0.036,0.035,-1.101,-0.074,-0.256,-0.487,-1.121,0.413,-0.025,-1.519,0.503,-1.925,-0.64,0.598,1.279,0.584,-1.16,-0.723,0.427,0.402,0
1.896,0.923,-0.206,0.287,1.289,1.502,0.484,1.578,1.407,-0.172,-2.136,-0.803,1.576,1.074,1.608,0.528,-0.258,0.597,-0.4,-0.395,1.898,1.613,-0.801,-2.043,-0.04,-0.729,-1.049,-1.035,1.196,-0.14,1.488,-0.826,-0.189,0.359,-1.099,0.097,-0.955,0.49,1.918,-1.224,0
-0.658,-0.381,0.276,0.816,-0.721,0.139,1.201,-1.005,-0.897,-0.366,-0.152,0.902,0.291,0.891,0.538,-0.089,0.478,-0.114,-0.401,2.075,0.17,2.733,2.17,0.522,0.083,1.824,0.203,-0.506,-0.187,1.532,0.296,1.1,1.035,-1.084,0.426,1.392,-0.698,1.237,-0.179,-1.303,1
0.13,-1.386,-0.257,0.477,0.106,1.618,-0.372,-1.065,1.598,0.37,0.628,2.258,1.633,-0.821,0.22,0.138,0.419,0.42,1.425,0.07,0.281,0.376,0.203,-0.117,0.163,0.564,-1.207,-0.562,0.736,-0.679,-0.451,-0.336,2.517,-0.288,-0.474,0.534,-0.996,-0.18,-1.107,2.199,0
-0.008,-0.688,-0.233,0.054,0.555,0.339,-0.294,-0.489,-0.419,0.726,-1.246,0.276,0.122,-1.198,-0.199,-1.104,0.765,-0.43,-1.562,0.713,2.142,-1.631,-0.957,-1.293,-0.163,1.618,1.335,-1.57,2.23,0.682,1.6,1.146,0.991,1.679,-0.954,1.419,-0.782,1.496,-0.063,-0.67,0
0.418,-2.238,0.075,1.746,-1.673,-1.942,-0.483,2.066,0.209,-1.064,1.122,-1.376,0.18,-0.495,-0.594,-0.894,-1.906,2.398,-1.192,-1.528,1.021,0.594,-1.141,-1.474,-1.029,-1.045,0.964,0.399,-1.784,-0.32,-0.983,1.703,1.939,0.013,1.066,-0.595,0.738,-0.702,-0.709,1.929,0
0.659,0.607,0.278,2.278,0.346,-0.374,-0.516,0.437,0.16,-2.107,-0.766,-1.409,0.026,1.092,0.464,-1.566,-1.117,-0.113,1.049,0.507,-0.524,-0.35,0.296,1.649,-0.694,0.173,-0.06,0.121,0.686,0.816,0.672,0.557,1.393,-0.784,0.384,1.507,0.104,-0.262,1.2,1.767,1
1.267,1.126,0.177,0.773,0.072,0.346,-0.549,0.389,-0.836,0.103,-0.456,0.571,-1.36,-1.422,-1.12,1.81,0.047,0.192,1.489,0.104,0.135,-1.573,-0.908,-1.458,-1.524,-0.562,-0.969,0.374,1.248,-0.579,0.152,0.345,-0.001,-1.554,-1.484,-0.195,-0.203,0.604,0.023,-0.837,1
0.107,-0.97,-0.878,1.152,0.052,-0.077,1.415,1.05,-0.964,0.523,0.372,0.084,-0.834,0.504,0.113,0.034,-2.673,0.66,2.071,-0.281,0.98,-0.249,0.754,-0.97,-1.031,-0.909,0.043,-1.477,0.228,0.417,-0.321,-0.753,-0.245,-1.703,-1.039,0.281,1.169,0.72,0.353,1.979,0
0.865,-0.963,0.846,1.781,-0.147,0.342,-0.205,-0.574,-1.192,-0.908,-0.925,0.776,-1.754,-0.841,-0.141,0.472,0.487,0.268,-0.524,-0.313,-0.188,-1.318,0.982,-0.768,0.36,-0.222,-1.56,1.047,-1.182,1.233,2.268,-1.877,-0.302,0.721,0.528,0.955,0.379,-0.676,-0.859,0.373,1
-0.501,0.654,-0.517,0.211,-0.858,1.595,-1.285,-0.358,-1.367,-1.43,0.824,-1.799,-0.27,-0.215,1.232,-0.752,-1.72,0.26,-1.084,0.752,-0.562,-0.175,1.614,-0.756,0.346,0.194,0.552,0.343,0.34,0.611,0.102,1.506,1.094,0.097,1.101,0.125,1.179,1.317,-0.257,-1.277,0
0.454,-0.488,1.932,0.169,-0.297,-0.282,1.271,-0.155,-0.122,-1.62,0.668,0.573,1.039,-1.315,0.728,-0.927,-0.313,0.196,-0.849,-0.099,0.302,0.332,0.892,0.334,0.08,-1.075,-0.561,-1.15,-0.454,-0.031,-1.317,0.633,0.159,1.325,-0.818,-0.202,2.028,1.601,0.718,0.184,0
1.024,1.26,-0.626,0.534,0.103,-0.134,0.408,-0.275,0.224,0.17,-0.307,0.012,-1.767,-0.391,0.218,-0.54,-1.965,0.449,0.005,0.402,-1.423,0.415,-0.116,-1.303,0.726,0.314,-1.145,-0.52,0.565,-0.493,0.271,-0.752,-1.206,-0.576,-0.547,1.485,0.86,-1.93,0.631,-0.819,0
0.78,0.508,-1.259,-0.099,0.457,0.848,-1.567,-0.307,-1.046,0.582,0.104,-0.056,0.231,1.308,0.648,-0.143,-1.428,0.255,-0.112,0.378,-1.183,-0.669,-0.894,0.659,-0.722,-2.052,-0.037,-1.503,-0.431,0.786,0.22,0.041,-0.86,0.674,0.323,0.891,-0.45,-1.196,0.256,0.35,1
-0.353,-0.017,0.062,0.256,-0.144,-1.964,-1.041,-0.077,-0.197,0.797,-1.287,-1.43,-0.019,0.639,-0.706,0.556,1.779,0.36,1.145,-1.437,-0.344,0.948,0.625,0.191,-0.387,-1.124,1.33,-0.348,1.098,-0.856,2.7,-1.098,1.674,0.392,-0.767,-1.753,-0.183,0.429,-0.049,-0.036,0
-0.049,0.122,0.717,-0.762,0.141,-0.5,0.889,-0.188,-2.247,-0.588,-0.133,-0.025,0.458,0.182,0.108,-0.258,1.44,0.522,0.924,-0.418,-1.215,-0.533,-0.619,0.018,-1.369,-1.258,0.269,-0.354,-1.349,-0.031,0.293,-0.647,0.025,0.117,-1.32,-1.187,-1.705,-2.001,-0.581,-0.66,1
0.128,-1.353,-1.405,1.179,1.527,-0.69,-2.426,0.601,-1.848,-0.109,2.593,1.772,1.141,0.747,0.681,-0.058,0.084,0.024,-0.102,-0.677,-0.31,-0.809,0.507,0.124,0.43,0.304,2.111,0.784,-1.387,0.811,0.99,0.654,-0.482,2.659,0.556,-0.809,-0.558,0.182,0.195,-0.135,1
-1.448,-0.784,0.58,-0.551,0.536,-1.736,-0.344,-0.513,-0.36,-1.124,0.051,-0.076,0.588,0.793,-0.507,0.785,-0.139,0.037,0.043,-1.402,-1.245,-0.304,-0.638,1.088,-0.63,-1.959,0.835,2.617,1.764,1.112,1.06,0.379,0.069,-1.003,-0.401,-0.198,0.294,-0.918,-1.049,-1.485,0
-0.861,0.755,1.013,-0.62,-0.09,-0.096,0.556,-1.092,0.049,1.311,-1.476,1.059,0.085,0.738,0.251,-0.073,-0.261,0.972,-0.717,1.172,-0.187,-0.134,-0.616,1.942,-1.995,-2.116,-1.683,0.218,-1.527,1.067,-0.815,0.716,0.107,0.173,0.171,0.879,-0.351,0.589,1.279,-0.43,0
-0.916,1.332,-1.404,-0.839,0.572,1.748,0.633,0.097,-1.856,0.87,0.479,-0.548,0.767,0.334,0.063,-0.344,-0.698,1.29,0.919,1.891,-0.763,0.511,-1.454,-0.197,0.594,-1.151,-0.002,-0.18,-0.365,-1.023,-1.153,1.681,0.545,-1.848,-1.917,0.265,0.311,0.61,0.028,-0.336,1
1.538,0.893,-0.732,-0.275,-0.216,-0.216,0.372,-1.064,-0.59,-0.932,0.297,1.413,0.633,-3.329,0.392,-0.048,-1.199,-0.559,-1.15,0.594,-1.698,-0.586,-1.146,-0.237,0.613,1.411,0.464,-1.414,1.277,2.227,-0.45,0.985,-1.033,1.438,0.564,0.983,-3.607,0.303,-0.136,0.036,1
0.012,-1.428,-1.345,-0.431,1.014,0.187,-1.524,-0.818,0.95,0.173,1.271,1.733,1.032,-0.93,0.023,-0.124,-0.17,-1.412,-1.655,-0.246,-0.193,0.534,1.35,-1.221,-1.448,1.112,0.149,0.02,0.743,1.163,0.482,0.132,-0.339,-2.042,0.603,-1.419,0.771,1.542,-0.188,0.35,0
-0.752,0.624,0.378,1.468,-1.226,1.313,-1.27,0.263,-1.023,-0.684,0.977,0.443,-0.219,0.952,-1.667,0.344,-2.437,0.963,0.422,1.931,-0.563,1.207,0.408,-0.413,0.528,0.504,0.565,0.466,-0.088,-0.024,0.627,-0.024,0.359,0.005,-0.806,-0.941,1.787,-1.185,1.752,-1.056,0
