feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
-0.837,0.357,0.227,-1.71,-0.481,0.96,1.368,-0.097,-0.41,1.071,0.735,0.789,0.234,-1.33,-0.228,0.163,1.642,0.216,-0.882,0.1,-1.673,1.44,-1.37,-2.227,-1.67,0.502,-0.728,0.824,1.971,-0.581,-1.116,-0.566,-0.203,0.541,-1.093,0.958,-1.035,-0.194,-0.313,0.985,-0.105,0.592,2.493,0.033,-0.831,0.243,-1.233,1.124,0.53,-1.053,1
-0.116,-0.265,0.194,-1.581,-0.802,-0.395,-0.649,-0.015,0.127,0.718,0.53,-0.162,-1.305,-0.435,-1.066,1.165,0.544,-0.528,-0.314,1.87,-0.296,1.033,-0.107,1.86,-0.552,-0.544,-0.359,0.125,0.383,0.514,-0.874,1.691,1.278,1.595,-2.062,-0.637,0.679,0.205,1.537,-0.361,0.428,0.458,0.223,1.185,2.847,0.506,0.876,1.869,0.147,-0.097,1
-1.462,-0.003,-1.913,-2.404,-0.773,0.509,1.382,0.607,-0.398,-0.574,-0.008,-0.05,0.738,0.215,0.359,2.985,-0.701,-0.574,-0.981,-0.443,1.019,-0.378,1.08,0.77,-1.645,0.42,2.351,-0.843,-0.575,0.45,1.599,-0.617,0.634,1.168,-1.412,-0.793,1.777,0.166,0.1,-0.404,-0.748,-0.412,-1.196,0.315,1.61,0.006,1.439,0.583,-0.057,-0.995,1
-0.074,-0.095,0.267,0.441,-0.133,0.132,-0.584,0.331,0.349,-1.408,-0.903,-1.334,0.175,0.212,-0.146,0.614,0.418,-0.247,-3.127,0.638,-0.137,0.768,-2.746,0.537,-0.219,0.309,-1.52,-0.536,1.904,1.897,0.915,-0.125,-1.301,-0.861,-0.182,1.563,-0.315,1.755,0.608,-0.601,0.342,-0.407,-1.077,0.316,-0.665,0.07,-1.228,1.378,0.043,1.131,1
1.466,-0.839,-0.55,-0.387,0.637,-0.034,-0.261,1.194,0.294,-0.304,0.939,0.643,-1.031,-0.255,2.232,-1.947,0.271,-0.66,-0.393,0.492,0.859,-1.731,0.523,0.129,1.292,-0.982,-0.819,-0.02,2.389,-0.79,-0.858,-1.439,2.269,-0.167,-1.169,0.133,-0.311,-0.194,-0.488,1.519,-0.288,0.356,0.064,1.886,1.451,-0.161,1.632,-0.686,1.249,0.39,1
-0.095,0.906,1.436,0.305,1.245,0.284,0.353,-0.519,-2.698,0.114,-0.359,1.435,1.139,1.466,0.23,0.539,0.694,-1.685,-0.129,2.151,-0.898,0.275,0.712,1.137,-1.309,-0.559,-0.085,0.94,-0.69,0.917,-1.077,1.66,2.227,0.446,0.364,-1.522,-0.667,0.87,-0.448,-0.09,0.24,0.506,0.901,-0.483,0.116,-1.4,-0.664,-1.032,-0.118,-1.175,1
0.375,0.712,1.225,0.357,-1.752,0.788,-0.994,0.335,0.436,-0.295,-0.632,0.5,0.111,1.115,-1.217,0.234,-0.357,-1.389,-0.212,-1.431,-1.762,-0.732,-0.696,-0.842,0.484,0.251,-0.538,-2.121,-0.039,1.819,-0.196,-0.329,0.809,-0.107,0.65,1.336,0.215,0.906,0.369,-0.62,-0.907,0.071,-0.125,-0.515,1.793,0.352,-0.16,0.656,-0.205,-0.289,0
-0.622,-0.428,-0.662,0.979,-0.887,1.478,-0.484,0.415,0.137,-0.402,0.849,-0.542,0.438,0.501,-1.6,-0.079,1.461,0.73,-0.381,-1.544,-0.564,1.196,-0.437,-0.982,0.835,-0.267,0.68,0.651,-1.694,1.658,0.322,-0.313,-1.732,1.392,0.568,-1.48,0.681,-0.064,-1.486,0.934,0.462,0.885,0.082,2.095,-1.871,-1.072,1.119,0.023,-0.587,-0.858,1
0.105,-0.023,0.38,-0.185,0.767,-0.9,-1.557,0.62,1.702,-0.042,-0.213,-0.279,-1.237,-0.667,-1.602,1.126,0.777,-1.095,0.107,1.059,-1.365,1.435,-2.275,-1.346,-1.148,-0.335,0.474,-1.53,-0.151,-1.768,-1.151,0.832,1.381,-0.864,0.223,-0.441,-0.42,1.976,0.114,-1.285,1.507,-1.277,-2.468,0.205,0.759,1.129,-0.403,-0.689,-0.561,0.727,1
-0.236,-1.213,-0.109,1.513,-0.466,-0.626,-1.534,-1.336,-0.128,0.765,0.698,-0.055,1.132,-0.823,-0.528,-0.344,1.593,0.732,-0.775,-0.36,-1.478,1.582,-1.641,-0.882,-0.189,0.075,-0.064,1.437,0.132,0.438,-1.7,-1.678,-1.254,0.14,-0.162,0.443,-1.094,0.601,-0.592,-0.1,-0.885,-0.786,0.388,-0.045,0.186,1.014,-0.45,1.416,-0.7,-3.149,1
1.281,-1.25,-0.694,-1.313,1.683,-0.297,0.373,-1.083,-0.327,0.581,-0.609,1.416,-0.868,-1.42,-0.24,1.102,0.039,0.551,-2.094,-1.003,0.139,0.142,-0.451,0.033,0.463,0.317,2.347,1.351,1.049,-0.7,0.1,-0.505,0.956,0.495,0.631,-0.382,-0.02,2.115,1.06,1.438,1.455,0.278,0.641,-0.946,-0.129,1.487,0.876,1.381,0.819,-0.612,1
0.845,0.63,-0.366,2.055,0.734,0.677,0.688,-0.638,-0.602,-0.579,2.929,-0.783,2.475,-0.152,0.058,-1.827,-0.03,-1.948,-0.921,1.564,1.131,0.186,-2.976,0.006,0.965,-0.039,-1.144,1.023,0.28,-0.786,-0.716,-0.724,0.883,-0.004,0.449,0.584,-1.415,0.542,0.839,-0.92,0.963,-0.42,-1.216,-0.9,0.106,1.601,-1.282,0.589,0.87,0.903,0
0.472,0.144,-0.786,-0.626,-0.771,1.33,-2.343,0.737,-1.026,-1.462,-0.063,0.639,1.117,0.773,-0.785,-1.466,-0.213,0.299,-1.912,0.857,0.2,0.34,-0.075,0.041,0.094,0.402,0.015,-1.66,-0.574,-0.568,-0.455,1.386,0.852,0.989,-1.016,0.95,-0.83,1.258,1.357,1.03,-0.552,1.711,0.354,0.184,-0.665,-1.302,0.177,-2.34,-0.229,0.041,0
0.375,-1.624,1.062,-0.846,-0.305,0.451,-1.226,1.51,0.554,1.041,0.174,-0.209,-0.473,-0.578,-2.559,1.066,-1.36,1.349,2.059,-0.995,0.118,-1.407,-0.57,0.159,0.099,-1.163,-1.089,-0.342,0.649,-0.207,-0.38,-0.072,0.288,0.629,0.457,-0.412,1.269,0.586,-1.063,0.397,1.54,0.312,0.981,0.746,-1.143,-2.219,1.893,-0.981,0.684,-0.18,0
1.742,0.603,0.582,-0.118,1.443,-1.049,-1.83,-0.327,-0.91,1.224,0.305,1.685,-0.716,-0.358,-1.047,-0.416,0.949,1.181,0.122,1.985,-1.443,-2.299,-0.622,-0.128,0.798,-0.818,-0.966,-0.484,-1.197,-0.321,-0.162,0.956,-0.751,-0.995,-0.301,-0.976,1.318,-0.962,-1.237,1.625,1.083,-0.264,-0.278,-0.302,0.094,0.448,-1.194,-0.178,0.241,-1.535,1
-0.721,0.829,0.518,-0.585,1.625,-0.457,0.351,1.045,-1.264,-1.772,-0.224,-0.113,0.165,-1.235,0.122,0.315,0.653,1.014,0.315,-0.109,2.591,1.47,1.327,0.164,-1.127,0.104,0.784,-1.123,-0.663,1.152,-1.348,1.207,1.563,-0.32,-1.98,0.429,0.658,-1.271,-0.975,1.607,-1.178,-0.321,1.693,1.17,-0.563,1.957,0.009,0.375,0.097,-0.957,1
-0.656,-0.969,-1.054,-0.522,-1.023,0.268,0.835,-0.44,-1.868,-1.332,1.743,0.381,0.48,-0.648,-0.787,-1.243,1.639,-0.136,0.5,-1.206,0.907,-1.789,0.402,-0.123,0.687,-1.527,0.206,-0.297,-0.051,0.42,0.777,0.001,-0.734,-1.292,0.195,1.003,-0.265,0.574,-0.141,-0.235,-0.066,-0.63,0.185,-1.454,-0.256,0.75,-0.772,0.909,-0.373,1.275,1
-0.778,-0.184,0.74,0.331,0.223,1.341,-0.807,1.643,1.096,0.104,-0.21,-1.154,1.489,-0.533,-0.685,1.732,-0.614,1.828,0.406,0.384,0.319,-2.068,-0.654,1.344,-0.431,-2.031,0.969,-1.012,0.458,0.46,0.734,-0.421,-0.331,0.094,-1.463,1.323,0.697,-2.145,0.28,-1.581,-1.678,0.126,-1.162,-0.895,0.175,-0.62,1.486,-0.131,1.189,1.403,1
-0.547,0.365,0.03,-0.193,0.168,-0.201,-0.126,0.165,-1.144,0.895,0.202,-0.355,-0.829,-0.947,0.098,-0.966,1.252,1.34,-1.465,-0.399,-0.128,-0.037,0.421,-0.347,-0.358,-0.937,0.876,0.251,0.401,-0.822,-0.173,-1.295,-0.456,-0.633,-0.676,0.143,-0.788,0.426,0.667,-0.402,0.77,-0.627,0.893,1.704,0.011,-1.472,-0.779,-0.666,0.707,-0.072,1
0.423,1.008,2.042,-0.364,1.047,-2.636,1.077,2.374,-0.244,-0.225,0.573,-1.358,-0.191,-0.655,-0.442,-0.847,2.583,1.055,0.563,-0.358,0.76,-0.109,1.081,-2.365,-0.198,-0.666,0.03,-1.017,1.299,-0.808,1.292,0.775,0.561,0.012,0.835,-0.217,0.346,0.216,-1.784,-0.459,1.077,-1.56,-0.007,-0.844,-1.306,0.378,-0.522,1.301,-0.621,0.936,1
0.363,0.332,1.758,-0.073,-0.52,0.445,-0.425,-1.082,1.391,-0.356,1.123,-0.163,0.202,1.094,1.413,-1.45,-0.55,-1.133,0.844,0.656,0.94,1.09,0.013,-0.709,0.217,0.196,2.474,-0.861,0.089,1.77,-2.119,0.966,-2.27,-1.64,1.541,-0.36,-0.365,-1.972,0.294,0.532,-0.83,1.678,0.507,0.526,-0.871,-0.862,-0.442,0.431,1.425,-0.241,1
-0.419,0.644,0.53,0.543,-1.875,1.188,-1.065,-0.719,-0.292,-2.153,-0.486,-0.493,-0.624,0.811,-0.352,1.059,-0.442,0.735,-1.015,-0.517,-0.976,2.025,-1.69,-0.447,-0.078,0.274,-1.181,0.278,0.324,0.978,0.669,-0.205,0.269,1.023,0.723,0.378,0.291,0.842,-1.998,-0.912,-0.35,1.882,-1.34,0.76,0.903,-0.72,1.08,0.445,0.49,-0.432,0
-0.969,-0.578,-0.931,1.511,1.355,1.248,-0.264,-0.428,-1.037,-0.191,0.901,-0.733,0.772,-0.419,-1.015,0.699,-0.199,0.611,1.186,1.423,-1.602,0.076,-0.321,-0.625,-0.25,1.197,-0.603,-0.491,-0.513,1.686,1.574,-0.573,-0.716,-0.597,-1.873,-0.048,0.581,0.671,0.876,-0.601,0.783,0.509,0.332,0.746,-2.011,0.447,0.747,-0.553,-1.137,-1.109,1
-1.002,-1.727,1.031,-1.131,-0.191,-0.832,0.473,-0.912,0.966,0.282,2.474,0.405,1.914,0.059,0.843,0.225,0.786,1.191,-0.875,0.34,-0.141,1.216,-1.387,-1.607,-0.215,0.053,0.63,0.433,0.35,0.486,1.418,0.019,-0.217,0.003,-0.516,0.624,-0.325,-0.975,0.164,0.371,-0.748,1.686,-0.332,-1.367,1.143,-2.145,-1.326,1.337,-0.972,-0.129,1
0.96,0.699,0.912,0.563,-1.945,-1.777,-1.562,0.073,0.439,0.474,1.512,-0.258,-0.794,-0.148,-1.125,0.063,-0.136,0.311,2.229,-1.857,-0.539,1.327,-0.141,-0.123,0.309,-0.413,0.236,0.065,0.104,0.015,-0.259,-0.31,0.768,0.156,-2.394,-0.045,0.153,0.309,-1.727,-0.434,-3.043,-0.46,-0.061,-0.814,-0.543,0.891,1.066,-0.676,0.146,0.936,1
-1.17,-0.952,0.81,-0.019,-0.86,-0.378,1.556,0.366,-0.484,0.414,0.156,1.05,-0.53,0.259,2.548,-1.256,1.041,1.164,-1.94,-0.15,1.908,-0.529,0.593,-1.3,-0.136,-0.08,1.311,-0.211,-0.03,-0.145,0.938,1.158,0.062,-0.003,0.285,0.648,0.965,0.143,0.986,-1.05,-1.432,-0.468,0.261,-0.255,-1.069,0.389,0.211,-1.939,-1.503,-0.016,1
-0.149,-1.647,0.037,-0.359,0.838,-1.674,-0.622,1.733,-0.041,0.72,0.131,-0.061,1.172,1.124,0.702,-0.38,0.807,-0.289,1.451,-1.533,0.185,-1.19,1.006,-1.566,1.104,2.048,-0.923,-1.169,0.128,-0.329,-0.159,0.135,-0.555,-0.023,1.626,0.397,-0.547,1.756,-0.573,0.282,0.885,-0.121,0.117,0.218,0.127,-2.143,0.595,0.758,2.019,0.336,0
-0.114,-0.445,0.707,0.294,0.107,-2.023,1.301,0.315,-0.658,-0.119,0.077,-0.1,0.891,-1.947,0.823,-0.571,-2.662,-0.791,-0.943,-1.648,-1.107,0.841,-0.473,2.057,0.864,-1.335,-0.156,1.321,-1.484,0.696,0.951,-0.328,-1.502,1.271,-1.184,-0.126,0.51,0.167,-0.102,0.234,0.39,-0.017,-0.72,-0.722,2.312,-0.391,-0.227,0.06,0.145,0.341,1
1.509,0.632,-1.271,-0.503,-0.784,-0.541,-0.064,-0.144,0.926,-0.825,-1.116,-1.668,0.498,-0.277,-0.414,0.086,0.62,-0.871,-2.416,0.611,0.379,-1.21,0.034,0.316,0.848,-0.696,0.003,-0.9,0.782,-0.177,1.17,0.031,1.551,-1.572,0.438,-1.379,-1.373,0.523,0.281,0.604,-0.111,-2.152,0.15,-1.352,0.069,1.428,-0.519,-0.694,0.064,-1.79,0
0.052,-0.96,-0.704,0.118,0.668,0.498,-1.212,-0.357,1.409,1.048,-0.166,1.955,0.985,0.236,-1.937,0.824,-0.305,1.866,1.748,-0.233,-0.894,-1.557,0.098,-0.592,2.225,0.743,-0.245,1.597,0.101,-0.915,1.044,0.941,-1.655,-1.312,-1.688,-1.429,-0.309,0.355,-1.003,1.072,0.367,0.329,0.935,-0.588,0.0,-1.001,0.648,-0.042,0.749,-1.559,1
1.249,0.608,-0.256,-0.49,0.066,-0.369,0.773,-0.745,-0.486,-0.257,0.204,-0.298,1.849,-0.557,-0.561,0.95,-0.441,-0.82,-0.539,-0.446,1.589,0.584,-0.459,-0.441,0.434,-0.966,1.315,0.904,-0.031,0.265,-0.215,0.603,-0.771,1.146,0.436,-1.267,0.961,0.092,1.071,0.78,1.357,0.508,0.181,-1.258,0.63,-0.727,1.413,-1.474,-1.256,1.93,1
0.356,-0.365,-0.372,1.221,-0.301,-0.779,1.274,0.024,-0.341,-0.5,0.456,0.727,-0.009,-1.134,-0.926,0.016,-0.82,-0.582,-1.002,0.613,-2.088,1.7,0.774,-0.604,-0.321,0.561,-1.14,0.662,0.762,0.009,0.808,-0.743,1.328,-0.238,-2.232,-0.553,-0.157,0.227,2.146,-1.612,0.201,-0.29,2.19,0.302,0.666,0.715,0.242,0.349,0.501,-0.405,0
0.092,-1.321,-0.449,0.224,-0.452,0.282,0.876,-1.614,-0.972,-0.483,-0.067,-2.707,0.055,0.179,-0.22,0.985,-0.48,-0.308,0.145,1.182,-0.049,-0.761,1.407,-0.725,-0.755,-0.434,0.896,-0.422,0.305,0.249,-0.978,-1.063,0.02,-1.252,2.063,1.512,0.584,0.243,-0.02,0.645,-0.76,-1.353,-0.696,1.931,0.042,-1.722,-1.035,-0.795,0.458,-0.12,0
0.781,-0.373,-0.065,-0.57,-1.933,1.617,0.771,0.017,0.417,-1.424,0.682,-0.109,-1.182,0.313,0.932,-0.717,-0.787,0.472,0.852,-0.46,1.675,3.306,0.618,0.502,-0.572,-0.799,0.47,-0.338,0.104,-0.413,-0.734,-1.337,-0.303,-2.382,-1.153,-0.666,1.507,-1.392,-0.022,-0.362,-1.968,0.651,0.125,-0.89,1.606,0.123,1.956,0.579,0.345,-0.876,0
-1.223,1.286,-2.18,0.304,0.459,0.229,-0.181,-0.613,-0.583,-1.014,0.252,0.355,0.5,-1.95,-0.238,-0.196,1.089,1.069,-0.176,-0.043,-0.102,-0.122,0.262,0.201,0.178,-1.128,0.167,1.07,-0.332,1.268,-0.108,-1.648,-2.035,-0.203,-0.706,-0.323,0.35,-0.114,0.226,-0.454,0.427,-1.175,-0.047,0.144,0.992,1.261,-0.681,-0.789,1.809,0.479,1
0.73,-0.3,-1.656,-0.271,1.49,-2.437,0.008,0.134,-0.502,0.899,0.304,-0.547,0.284,-1.117,1.26,1.516,-1.167,-0.134,1.446,0.48,-0.207,0.564,0.277,1.959,-1.017,-1.377,0.568,0.841,0.505,1.039,1.609,-0.554,-0.143,0.068,0.528,0.402,-0.003,1.036,1.244,-2.067,0.271,0.25,0.448,0.306,-0.292,0.317,1.81,0.072,-0.056,0.098,1
0.106,1.133,-0.554,0.016,-0.766,-2.258,0.364,0.636,0.114,-0.304,0.039,1.186,-0.982,0.134,-0.298,-0.403,-0.101,0.015,-1.437,-0.016,0.74,1.148,0.011,-0.213,1.763,0.519,-0.309,0.615,-0.837,-1.066,0.95,-0.247,-0.394,0.641,-0.781,0.429,1.611,-1.032,0.441,-0.763,-0.891,-0.288,-0.319,0.962,0.325,-1.343,-1.409,-0.583,0.294,-0.184,1
-0.706,0.073,0.171,-1.753,-0.872,-1.274,-1.209,0.312,1.148,-0.156,1.44,-1.073,-0.466,1.681,-0.366,0.98,1.026,0.761,0.513,-0.981,1.85,0.246,-0.12,0.918,-0.786,0.928,-0.022,-0.471,1.061,0.622,0.685,-0.477,-0.069,-1.039,1.614,0.354,-0.78,1.236,0.008,-0.938,0.255,-0.554,-0.204,1.82,0.015,-0.652,-0.136,-1.095,-1.07,-0.091,0
0.28,0.171,1.042,0.856,0.2,0.192,-0.785,0.933,-1.607,0.476,2.104,-1.624,0.015,-1.547,1.508,-0.649,-0.271,-1.377,1.635,-0.846,1.53,0.361,0.098,-1.589,-0.342,-1.732,1.098,0.063,-0.586,-0.853,-2.182,0.433,1.575,1.37,0.053,-0.218,-1.108,-0.711,-0.507,0.499,0.318,0.043,-0.088,0.592,-0.971,0.768,-0.887,-0.089,1.507,1.745,0
1.194,2.143,-0.133,-1.002,1.792,1.741,1.71,-1.137,0.791,0.155,0.234,1.763,0.409,-1.729,1.289,1.328,-0.239,-0.422,-1.063,-0.117,-0.98,-0.421,0.791,-0.434,-0.781,-0.301,-1.609,1.418,1.708,0.066,-0.064,-0.717,0.065,-1.615,0.557,-2.14,-0.581,-0.329,-0.161,-0.637,-0.133,0.657,-1.753,0.099,-0.198,-1.501,-0.336,0.053,-0.696,0.786,0
0.724,0.51,-0.614,-0.209,0.115,1.011,0.641,-0.731,1.18,-0.119,-0.128,0.686,0.656,1.324,2.675,-0.491,0.137,0.2,-1.093,0.664,1.603,-0.642,-1.373,0.136,-1.409,-0.605,-0.614,1.155,-1.054,0.358,-0.282,-0.785,-0.073,-0.438,-0.204,1.01,0.965,-0.301,-0.487,-0.521,1.191,-0.384,0.965,-0.393,0.323,0.133,-0.797,2.379,-0.338,-0.694,1
-1.516,-0.468,-0.73,1.573,0.306,-0.596,-0.113,-2.065,-0.151,-0.336,1.969,1.106,0.011,-0.274,-0.357,-1.336,-1.191,-0.231,1.263,0.009,1.07,1.327,-1.234,0.495,0.299,2.446,-0.533,0.488,-1.299,0.997,-1.619,-1.038,1.196,0.287,-0.876,0.006,-1.486,-0.154,0.274,-1.247,-0.06,0.077,-0.918,0.432,1.493,1.089,-1.14,-1.743,-0.081,-0.889,1
-0.229,0.521,-0.866,0.333,-1.57,-1.568,-0.559,0.009,0.971,0.105,1.061,0.746,0.195,1.868,1.099,-0.137,1.96,0.503,2.052,0.77,-0.053,1.281,-0.695,-0.745,0.687,-0.813,-0.345,-0.601,-2.677,0.421,-0.89,1.327,1.21,1.294,-0.242,-0.506,-2.376,-1.022,0.29,1.024,-1.103,-0.746,-0.082,0.322,0.505,0.684,-0.962,-0.584,-0.08,-1.866,1
0.109,-1.349,0.588,1.061,-0.458,-0.406,1.168,-0.294,0.68,1.983,-1.297,-0.626,1.354,0.522,1.436,1.617,0.236,-0.518,0.272,-0.084,0.0,-0.866,-1.68,-1.237,-0.21,-0.636,1.763,-0.638,-0.744,0.902,-1.325,-0.535,1.074,-1.163,0.745,-1.145,-1.855,-0.778,-1.801,0.883,-1.274,0.348,0.534,1.825,0.287,0.41,-0.624,-1.307,0.003,-0.148,0
0.558,0.106,-0.415,0.409,0.061,-0.561,1.639,-0.706,1.393,-0.568,-1.002,2.056,0.273,0.086,0.981,-0.97,1.866,0.431,1.536,0.151,0.065,-0.994,-0.181,-1.341,-2.029,0.515,0.507,0.003,-0.895,3.234,-1.636,0.281,0.782,-0.759,-1.163,-0.91,0.065,1.934,-0.049,-1.09,0.264,0.986,0.522,-0.261,0.988,0.864,0.195,0.804,-0.345,0.424,0
0.224,-0.375,0.036,-1.448,-0.507,-0.814,0.176,0.767,-0.621,0.582,-0.847,-2.266,-0.167,-1.053,0.857,0.156,1.842,-0.034,0.24,1.066,1.185,-0.391,-0.055,0.898,0.119,0.023,-0.576,-1.832,-0.007,0.904,-1.137,-0.955,-1.451,-1.57,-0.626,0.023,-1.278,-0.834,-2.398,-1.557,0.667,-0.856,-0.178,-0.526,-1.16,1.262,-1.276,-0.027,-0.243,0.032,1
1.138,1.341,-1.388,-1.167,0.983,0.208,-1.262,0.557,-2.119,2.283,0.061,-1.067,-1.063,-1.906,-1.704,0.139,-1.013,0.51,1.268,1.0,-0.753,0.477,0.4,1.58,1.426,-0.176,-0.565,0.329,0.131,-1.961,-0.405,0.698,0.32,-1.674,-0.208,0.541,-1.452,-0.248,-0.634,-0.385,-1.032,-0.108,-0.325,-0.686,-0.6,0.658,0.064,-0.143,-1.066,-0.371,1
-0.234,-0.672,0.194,-1.764,-1.317,-1.189,-0.564,1.918,-0.566,-0.644,1.377,0.213,-1.423,0.019,-0.245,-1.532,-0.322,-0.513,0.432,0.195,0.53,-1.903,-0.46,-0.533,-1.452,0.354,0.956,0.608,0.175,-0.536,1.056,0.559,-0.564,1.38,0.364,-0.15,-1.335,-0.937,0.039,1.244,-0.749,0.756,0.876,0.589,-0.183,0.362,-1.214,-1.304,0.16,-0.347,0
1.675,0.276,-0.112,1.416,-0.194,-1.827,0.517,0.674,-1.286,0.168,-0.384,-0.381,-0.311,-0.289,0.666,0.286,-0.643,1.378,0.113,0.385,-1.112,-0.212,0.001,0.873,1.541,2.214,1.209,-1.106,1.576,0.048,2.893,0.066,-0.33,-0.737,-1.1,1.51,-0.035,0.817,0.304,0.406,-1.084,2.427,-0.628,0.052,0.085,-0.568,0.601,2.767,0.097,0.309,0
0.02,-2.377,0.511,-1.435,-2.402,0.053,0.299,1.192,1.117,0.909,-1.914,0.136,-0.439,-0.975,-0.673,-0.45,0.198,0.819,-0.743,0.845,0.572,-0.445,0.842,1.039,0.029,-0.579,-0.01,0.48,-1.678,0.816,-0.312,-0.298,3.248,0.015,0.067,1.01,1.57,-0.465,1.022,0.631,-1.287,0.727,0.856,-1.37,-0.549,0.173,-1.743,1.12,0.172,1.071,0
1.035,0.725,0.681,0.297,0.721,0.491,0.202,1.202,0.01,-0.521,1.002,-0.74,-0.404,0.078,1.4,0.705,0.704,0.293,0.034,-1.49,-0.239,1.257,-2.365,0.095,-0.885,1.261,0.416,0.61,0.053,-1.537,1.587,0.914,0.273,1.582,-0.141,0.442,1.382,-0.108,0.793,1.326,-0.481,0.443,0.017,1.108,-0.424,-2.158,-0.654,0.421,0.792,-2.39,1
2.729,1.246,0.92,1.411,0.794,-1.34,1.182,0.29,0.942,0.481,0.218,0.428,-2.208,-0.744,-1.237,-1.194,0.002,0.857,0.872,0.481,-0.043,-0.871,0.422,-0.349,0.998,-0.19,-1.587,0.039,-0.062,0.512,-0.552,-1.249,-0.858,0.633,1.158,-0.354,1.245,-0.085,1.088,-0.475,1.22,-1.467,-1.069,-0.375,0.851,-0.543,0.709,-0.865,-0.139,-0.07,1
0.475,0.805,-0.016,0.871,-1.258,0.413,0.829,1.494,0.277,-0.423,-0.502,0.567,-0.986,-1.865,1.295,0.172,0.075,0.178,2.221,-0.416,-0.084,0.438,-0.652,-0.811,0.515,1.749,1.259,1.376,-1.124,0.59,-1.053,1.842,1.222,-0.59,-0.434,0.448,-1.278,0.858,1.12,-0.098,-1.342,-0.185,-0.955,-1.959,1.515,-1.782,-1.958,1.777,-0.803,-1.299,1
0.344,-0.559,-0.26,0.09,1.261,-2.285,-0.074,-0.647,1.263,-2.209,-0.575,1.842,-0.479,-0.129,-1.484,0.891,-1.959,-0.447,0.182,0.874,-0.195,-0.466,0.946,-1.829,0.277,0.534,0.133,0.851,0.985,-0.056,0.101,-1.424,0.811,-0.538,-1.069,-0.243,0.082,0.869,0.169,-1.192,1.197,0.663,0.733,-0.687,-1.25,0.38,0.928,1.128,-0.402,-1.203,1
0.058,-1.469,-0.65,-1.785,-0.388,1.114,-0.958,0.049,-2.061,-2.079,0.798,0.858,0.659,-1.79,-0.052,-1.301,0.638,0.116,-0.082,2.115,-2.02,-1.201,-1.358,-0.827,2.245,0.053,0.45,-1.831,-2.047,0.086,1.329,-1.383,0.056,0.803,-1.449,1.168,0.307,0.027,1.329,1.295,1.267,-0.619,0.817,-0.589,-1.029,-0.849,0.307,-0.944,-0.083,0.543,1
-0.447,-1.884,-1.163,-0.002,0.319,1.303,-1.078,-0.997,-0.86,2.786,0.837,0.826,1.05,-0.092,-0.158,-1.635,-0.032,-0.463,-0.903,-1.164,-0.612,0.124,0.274,0.361,-0.288,-2.133,0.129,0.255,0.13,-0.853,-0.388,0.889,-0.358,-0.335,0.269,-0.791,0.997,1.312,1.856,0.837,-0.219,0.732,0.336,-0.927,-1.721,-1.361,2.149,0.907,0.562,-0.595,0
-0.639,0.231,-0.763,1.608,-0.267,0.123,-0.133,0.306,1.209,-0.414,1.198,1.179,-0.069,1.735,0.479,-0.223,1.31,1.549,0.329,1.156,-0.656,-0.276,-0.119,-1.013,1.007,0.614,2.069,0.205,-0.462,-1.362,2.041,0.144,0.853,0.044,1.758,-1.057,-1.833,0.188,-1.345,1.359,0.659,0.683,0.212,0.862,1.938,0.166,-0.179,-0.753,0.156,-1.582,0
-0.587,-1.478,-0.834,-2.221,-1.154,0.549,0.873,0.054,0.396,-1.17,-0.604,-1.97,0.925,0.715,0.256,1.117,-0.798,-0.689,-0.073,0.59,1.026,-1.651,-1.708,1.036,-1.363,-1.147,-0.475,0.871,0.695,-0.462,0.681,0.167,-0.311,0.045,0.725,0.571,-0.636,-0.192,-0.573,-0.145,-0.952,1.383,-0.66,0.663,1.584,-1.197,-0.068,-0.818,-0.355,1.035,1
0.242,1.947,0.361,0.515,-1.488,0.764,1.111,0.207,-0.957,-0.012,-0.218,-0.459,-0.775,0.406,1.629,0.517,-1.724,-0.181,0.037,-0.579,1.048,0.331,-2.026,1.43,-0.384,-1.317,-1.279,-0.272,0.629,1.134,-0.201,-0.641,-0.402,-0.373,-0.361,-1.166,-0.564,0.331,-0.301,-1.401,-1.073,-2.061,0.132,-1.783,0.776,1.018,1.557,1.681,-0.742,0.916,0
-0.069,-0.436,1.299,2.527,1.617,-0.501,0.536,0.679,-0.567,-1.717,0.411,0.114,-0.088,-1.978,1.259,0.046,1.007,0.597,-0.794,0.112,0.977,-0.006,-0.209,0.363,0.599,0.703,0.111,0.973,-0.795,0.046,0.672,0.553,1.515,2.056,-0.688,-1.877,0.29,-1.264,0.484,1.078,-0.651,-0.795,-0.002,0.257,1.133,-1.215,0.508,0.697,0.752,-1.051,1
