feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
0.885,-1.323,-0.455,0.382,-0.817,-0.28,-0.407,-1.266,1.406,-0.635,-0.111,0.251,-0.66,-0.31,1.563,-0.549,0.328,1.043,2.703,-0.224,-0.36,0.719,-0.217,-1.306,0.259,-0.961,0.133,-0.606,-0.449,0.01,0.599,-1.553,1.519,0.098,-1.288,0.572,-1.066,2.113,-0.458,0.207,0.695,0.581,0.868,2.095,1.033,0.541,-2.228,0.594,-1.745,1.104,0
-0.07,-1.25,2.359,-1.173,1.113,-0.423,0.098,-0.443,-0.188,0.058,0.079,0.633,-0.26,-1.186,-1.049,-0.953,-0.369,0.943,-0.188,1.078,0.308,-0.726,-0.664,-0.064,0.143,0.62,-0.44,0.622,-0.325,-0.252,0.443,-0.264,-0.576,1.331,-0.356,-0.295,0.493,-0.826,0.18,-0.727,-0.107,-1.033,0.652,0.078,-0.786,1.491,-1.223,-0.406,-0.528,0.357,1
-0.59,0.234,0.283,-0.465,-1.099,-0.444,-0.169,-1.995,0.523,1.081,-1.607,0.594,-1.372,-1.034,0.621,-1.459,-0.318,0.855,0.002,-0.865,0.889,0.562,-0.36,-0.186,0.034,-0.628,-0.266,-1.223,1.358,0.329,-0.027,2.059,-0.363,0.636,0.723,-0.711,-0.084,-1.115,-1.185,0.732,2.314,0.708,-0.176,-0.729,1.66,-0.858,-0.303,-1.153,-0.15,-0.923,1
-1.032,-0.041,0.831,0.098,-1.153,0.196,0.65,1.112,1.085,0.317,0.914,-0.242,0.595,0.869,0.772,-1.203,-1.066,0.77,0.061,1.106,-2.062,-1.053,-1.709,0.763,2.222,-0.652,1.387,0.489,-0.961,1.905,-0.248,-1.242,0.424,-0.542,-0.793,1.104,-0.325,-0.301,0.549,-0.703,-0.232,-0.079,-0.818,0.171,-0.086,-0.871,-1.197,1.282,1.411,-0.95,0
0.44,0.444,-1.867,-0.085,1.327,0.517,1.21,-0.625,0.043,2.345,0.592,1.078,1.493,-0.173,0.646,-0.797,0.227,1.014,-0.426,-0.751,-1.116,-0.002,-0.86,0.187,-0.484,-0.887,0.72,-1.354,-1.849,-0.222,-0.681,1.817,-0.272,0.449,-1.413,1.311,0.545,-0.076,-1.071,-1.888,0.352,1.54,-1.721,1.037,1.238,0.39,1.285,-1.488,-0.64,-1.464,0
1.43,-0.397,-0.118,1.257,0.946,-1.56,0.735,1.04,-0.003,-0.019,0.024,-0.377,0.381,0.586,-0.772,-1.603,0.556,-0.57,-0.367,1.816,-0.083,-0.82,0.379,-0.196,0.603,0.213,1.315,-1.326,-1.014,0.741,0.192,-0.421,1.753,0.479,0.085,-2.518,-1.126,0.651,-1.893,-0.153,0.993,-0.214,-0.714,1.49,-0.603,0.294,-0.163,-1.018,0.69,-0.897,0
1.532,-1.415,-0.07,0.177,-1.035,-0.4,0.555,-0.002,-0.182,0.887,-0.705,-0.415,-0.1,-1.458,-1.041,-0.982,-0.079,-0.113,-2.243,0.581,1.026,1.171,1.902,0.298,-0.533,-0.407,1.539,0.542,-2.104,0.391,0.58,0.904,-1.483,0.685,1.466,-0.348,-0.31,0.23,-1.058,1.573,0.196,-0.386,0.232,-0.488,0.363,0.075,-1.019,0.061,-1.36,-0.42,0
-0.378,-0.886,-0.787,1.286,0.737,-0.48,0.599,0.808,1.21,-0.344,1.069,2.458,0.935,0.161,-0.34,1.165,0.884,-0.187,1.785,1.076,-0.539,1.614,-0.348,1.836,-0.671,0.245,1.307,-1.874,-0.302,0.832,-0.23,0.741,-1.702,-0.539,-2.797,-1.22,-0.487,1.081,-2.244,0.034,-2.616,-0.382,0.533,-0.359,0.945,0.715,0.677,0.002,-1.162,-0.478,1
-1.605,-0.567,1.622,-1.587,0.204,0.785,-0.722,-1.073,1.475,-1.584,0.632,-0.405,1.476,-1.926,-0.728,-0.757,0.236,0.185,-0.085,-1.591,1.46,0.806,0.595,0.266,-0.149,-0.468,-1.181,1.035,0.867,-1.494,0.05,-2.436,1.672,1.234,-2.861,2.349,-0.545,-0.798,0.419,-0.809,-0.385,-0.747,-1.613,1.151,1.247,0.369,-0.372,0.381,0.054,0.175,0
0.033,0.98,-0.15,-0.446,0.004,1.713,-1.944,0.726,0.903,-0.218,0.086,-0.664,-0.066,0.184,-0.648,0.738,-1.582,0.544,1.008,-2.258,-1.128,-0.489,0.337,1.101,1.788,-0.059,-0.512,1.047,-0.076,1.024,0.945,0.403,0.013,-1.26,-1.456,-0.372,0.712,0.055,-1.771,0.885,0.282,1.188,-0.08,0.618,0.434,-0.886,-0.885,0.795,-0.409,0.448,0
-0.423,-0.527,-0.772,0.088,0.75,0.486,0.645,-1.388,-1.301,0.194,0.375,-1.643,0.214,-0.164,0.562,-0.429,0.177,-0.002,0.891,0.038,1.658,-1.437,-1.155,0.578,0.843,-0.412,1.427,-0.3,1.079,-0.387,1.79,0.218,-2.396,-1.497,-1.405,0.621,-1.603,0.859,1.802,0.223,1.312,0.629,-0.979,0.989,0.362,0.765,0.489,-0.337,0.415,-0.288,0
-0.828,0.875,-0.302,-1.208,0.891,0.496,2.306,1.218,-1.78,0.879,-1.039,1.007,0.046,-0.019,0.563,2.649,-1.534,-0.42,0.391,0.777,2.212,0.366,0.935,0.782,0.629,-0.048,0.392,-0.562,-1.092,1.208,0.809,-0.144,0.136,-0.042,1.486,0.468,0.369,-0.06,-0.182,1.05,0.037,0.495,0.078,0.904,-0.645,-0.578,0.271,-1.344,0.163,-1.083,1
-0.823,1.537,2.566,1.134,0.009,0.439,-1.141,0.958,-0.323,0.249,0.299,-0.409,0.219,-0.311,0.05,-0.519,0.84,-0.914,-0.8,-1.42,-0.355,-1.89,-1.45,-1.02,-1.062,-0.983,0.099,-1.797,-0.671,1.312,0.819,0.971,0.015,-0.135,-1.004,1.444,0.346,0.574,0.448,0.645,1.913,-0.746,1.723,1.16,0.81,-0.26,-0.598,-0.014,0.92,0.115,0
0.22,0.054,-1.049,0.38,-0.663,2.04,-1.356,0.71,-1.685,-0.289,0.166,0.763,-0.648,2.227,0.919,2.287,0.494,0.821,-0.913,0.944,2.241,-0.017,0.132,-0.27,-1.335,0.152,0.366,0.025,-0.411,0.561,0.086,0.46,0.446,-0.481,-0.501,0.006,-0.273,0.9,1.129,0.8,1.085,0.632,0.79,0.09,-0.656,0.913,1.86,-0.383,1.355,-0.321,1
-0.364,1.12,0.014,2.064,0.861,-0.188,-0.462,1.043,-0.855,-0.229,0.45,0.436,-0.129,0.883,0.805,-1.706,0.649,0.171,-0.741,-0.853,-1.099,-1.836,2.051,-1.235,0.471,-0.097,-2.357,-0.59,-0.951,-0.321,-0.928,1.379,0.05,1.012,1.357,0.167,1.571,0.425,0.054,0.25,-0.119,-0.776,-0.997,-0.13,0.573,-0.403,-0.172,-1.084,0.135,0.852,0
0.082,-1.525,-0.478,-1.404,-0.772,-2.186,1.202,-0.695,0.912,-1.568,0.129,0.479,-0.647,0.313,-1.506,-1.709,0.635,-0.507,-0.787,-0.1,1.826,1.66,1.935,-1.165,-0.85,1.992,1.3,-0.74,-0.736,-0.353,-1.382,-1.215,-1.141,0.494,-0.52,-0.666,-0.739,-0.002,2.615,-0.32,0.672,-1.536,-0.122,-0.899,-0.106,0.885,-0.67,-2.398,1.268,-1.184,0
-1.235,-0.795,1.223,-1.429,-1.464,0.237,-1.381,-1.022,0.301,-0.247,-0.978,0.466,-1.471,0.31,-0.796,-0.487,0.379,1.067,0.093,2.773,-0.205,0.425,0.853,-0.592,0.815,2.249,-0.639,0.251,0.387,-2.102,-0.599,-0.792,0.879,2.369,-1.121,-0.706,-0.258,1.438,-0.682,-0.866,-2.189,1.083,0.204,0.219,1.655,-0.181,1.67,1.009,-0.124,-0.103,1
-1.107,1.106,1.324,0.14,-1.031,-0.627,0.729,-0.051,-0.098,-1.466,0.647,0.899,1.569,0.579,2.473,1.73,-0.194,-0.149,0.375,0.687,-0.876,1.956,0.531,0.603,-2.076,0.095,-1.853,0.862,0.274,0.561,-1.363,-0.529,0.964,-1.328,-0.629,-0.285,-1.405,1.457,0.206,0.171,-0.494,0.801,1.776,-1.804,0.261,-0.318,-0.574,-0.358,-1.108,-0.388,1
1.156,-0.135,1.507,-1.25,-0.54,0.644,1.279,0.405,-1.087,0.739,0.331,-0.235,2.504,0.51,1.938,1.344,-0.035,-2.755,1.187,-0.768,-1.556,-0.606,1.843,0.991,1.082,0.236,-0.243,1.028,-0.868,1.002,-1.532,-1.146,-1.61,0.511,-0.352,-1.916,-0.803,1.234,-1.478,-0.84,1.603,-0.074,1.991,0.068,0.865,-0.941,-0.051,1.124,0.035,1.042,1
-1.768,0.556,0.243,-0.734,1.667,-0.508,-0.472,0.878,-2.062,-0.963,0.447,-0.991,-1.183,0.613,-0.779,-1.468,-0.359,0.303,0.027,0.135,-0.445,-0.179,0.599,-1.132,-1.646,-0.782,0.035,0.335,-0.036,0.813,-0.01,0.686,0.158,-0.184,0.165,2.27,1.305,-1.329,-0.884,-0.119,-0.487,-0.471,-1.304,-1.138,-1.55,-0.474,-0.355,0.282,-0.358,0.491,0
-1.672,0.871,0.906,1.95,0.157,1.816,1.492,1.351,1.065,0.35,-1.164,0.179,-0.813,0.471,0.247,1.069,-0.408,-1.478,0.627,2.03,-1.2,0.95,-1.255,-0.716,0.492,-0.177,0.308,0.463,-0.43,-0.602,-1.172,0.251,-0.13,0.024,-1.242,0.128,-0.598,2.406,0.301,-1.079,0.13,0.03,1.026,-0.081,-0.053,-0.109,-0.87,0.438,-0.211,-0.318,0
0.084,0.037,0.374,0.475,0.395,1.053,-0.557,0.793,0.385,-0.339,0.242,-0.868,0.137,-2.456,1.142,-0.534,-0.393,-0.958,0.592,-0.822,0.504,0.822,-0.867,0.554,-0.012,-0.6,-0.391,-1.31,-1.534,0.592,0.345,-0.535,-0.527,-1.159,-2.998,-1.02,0.125,0.583,2.963,-0.447,-1.082,-0.644,0.525,-0.131,0.151,-0.156,0.934,-0.824,-0.821,0.742,1
1.132,-0.52,-0.706,-1.625,3.155,-0.76,0.439,1.723,-0.24,0.223,0.083,-0.599,0.023,1.0,-0.923,-0.072,-0.203,0.741,-1.374,-0.628,-0.518,-0.607,1.179,0.809,0.147,0.044,0.979,0.33,-1.772,-0.904,0.104,0.114,0.026,0.587,0.834,0.04,-2.063,-1.278,-0.473,0.048,-1.242,0.825,2.021,0.21,1.214,0.077,-0.566,-0.013,-0.241,-2.04,1
-0.193,1.079,0.727,1.514,1.7,1.007,0.729,0.862,1.465,-1.808,0.388,0.407,-0.576,0.539,0.811,-0.09,0.21,0.326,-1.225,1.752,0.575,0.938,0.556,-0.29,-0.513,-1.803,0.267,-0.155,-0.23,0.447,0.084,-1.472,-2.642,0.695,0.319,-0.752,1.557,1.09,-1.824,0.957,0.388,-0.515,0.244,0.187,0.193,0.792,-0.021,-1.08,-1.035,0.044,1
0.056,-0.785,0.577,-0.635,0.678,-0.361,-0.375,-0.155,-0.124,1.013,0.546,-0.412,-0.208,1.013,1.425,1.074,1.095,-1.523,0.379,-0.561,0.912,0.702,-1.002,0.251,0.006,-1.177,-0.206,-0.854,-0.116,0.1,2.01,0.062,0.054,-0.87,-0.229,0.255,0.627,-0.361,0.663,0.054,0.132,0.502,0.413,0.854,-1.14,-1.151,-0.691,-0.471,-1.478,-0.786,1
0.801,-0.951,-1.347,-0.954,0.083,0.498,-1.14,1.246,-0.288,0.103,-1.086,-0.863,0.171,0.467,0.219,-0.309,1.499,-0.265,-0.995,-0.618,-1.558,0.019,-0.643,0.961,0.226,0.347,1.118,0.588,0.354,-1.745,0.255,1.419,-0.684,0.495,-0.406,0.186,0.521,-0.077,0.894,-0.544,0.464,0.54,-0.204,-1.317,1.339,-0.799,0.95,0.447,0.844,-0.164,1
1.304,-0.699,2.047,1.084,1.952,0.664,1.093,-0.767,0.358,0.167,-1.893,-0.291,-0.536,-0.412,-1.822,-0.385,1.585,-0.74,0.77,1.077,0.433,-1.382,0.847,0.805,0.819,-0.741,-1.639,-0.614,-0.383,-0.373,-0.537,-1.279,0.161,0.017,0.576,0.355,-0.345,-0.847,0.561,0.229,-0.578,1.165,-0.254,0.018,1.252,0.647,-1.287,-0.333,-0.221,0.391,1
0.026,0.3,-0.241,0.208,-1.359,-0.085,-2.1,-1.584,0.371,1.537,0.522,0.365,1.873,0.401,2.146,-0.766,0.225,0.82,0.301,0.864,0.301,-0.811,0.209,1.239,0.497,-1.032,0.452,1.116,1.734,-1.111,-0.271,-1.333,0.531,-0.853,-0.58,1.174,-0.636,-1.442,1.349,0.205,1.558,-1.403,-0.145,-1.723,-0.374,-1.362,-1.219,0.229,-1.508,-0.78,0
-0.941,-0.673,-0.1,-1.335,0.898,0.013,-0.559,-1.145,1.199,-0.077,0.316,0.603,1.944,-0.226,-0.364,-0.677,-0.012,-0.019,-0.488,-0.562,-0.323,0.044,0.54,0.06,-0.431,-0.552,-1.133,1.718,0.972,-0.084,0.24,-0.256,0.303,0.033,-0.956,-0.732,-0.463,-0.517,0.193,0.827,-0.523,-0.322,-0.877,0.133,0.699,-0.239,-1.311,0.248,0.151,-1.863,0
-0.96,-0.404,-0.457,0.538,0.768,0.604,-0.115,0.569,-1.011,-0.026,0.311,0.144,-0.142,-1.117,-0.142,-0.425,-0.66,2.199,1.133,0.374,0.005,1.491,-0.362,0.254,-0.019,1.088,-0.073,-0.87,-0.171,0.54,0.616,1.24,-1.616,0.122,1.491,-1.247,-0.098,-0.052,0.195,-2.122,0.913,-2.301,-0.246,0.679,2.051,-0.046,1.465,-0.581,-0.647,0.372,1
1.402,1.778,0.522,-0.008,1.328,1.087,0.615,-0.135,-0.374,1.315,0.236,0.187,0.165,0.671,-0.851,-0.478,0.762,-0.857,0.197,0.147,1.785,1.158,-0.198,-0.631,0.935,0.59,-1.556,0.597,2.042,-1.622,-1.591,-0.297,0.405,-0.385,-0.319,0.011,-0.407,-0.839,-0.338,-0.205,0.86,-0.594,0.078,0.894,1.308,0.857,0.597,0.153,-0.15,1.848,1
-0.843,0.239,1.468,0.757,-1.437,-0.139,1.306,1.836,-0.822,0.085,0.711,-0.448,-0.191,0.693,0.506,1.174,0.105,1.127,-0.267,-0.271,-1.55,0.212,-1.366,0.946,1.808,1.155,0.848,-0.483,0.206,-0.125,0.297,1.414,-0.131,0.277,-0.541,0.8,2.269,1.04,0.504,-1.468,0.262,0.174,-1.152,-0.27,2.369,-0.464,0.833,-1.368,-0.364,0.604,1
-0.763,0.301,1.673,-1.918,-0.383,-0.635,0.445,-0.296,1.165,-0.59,1.075,1.207,0.764,-0.025,0.152,-0.883,1.309,-1.088,-0.467,1.359,0.131,0.271,0.568,0.092,0.374,0.055,-0.156,-0.167,-0.817,-2.36,0.226,-0.406,0.97,-0.03,-0.493,1.698,-0.042,-0.331,-1.64,-0.063,0.799,-0.044,0.731,-1.611,1.783,1.472,0.56,-0.587,-0.487,0.597,1
0.587,0.546,-0.354,-1.333,0.647,1.933,-0.583,0.632,0.96,1.129,-0.688,1.025,-1.859,0.869,0.971,-0.723,-3.209,0.374,-0.3,-0.638,0.051,1.449,-0.041,0.459,0.747,0.589,-0.125,-0.76,0.59,0.505,0.514,0.93,0.506,0.265,1.33,0.857,-0.71,0.655,-0.233,0.051,1.278,0.294,1.244,-0.847,-0.63,0.734,-0.304,1.814,0.05,0.605,0
-0.345,0.574,-1.214,-1.255,-0.358,-0.312,-1.204,0.631,-0.596,-0.154,-1.089,-0.66,1.478,1.893,0.029,-0.09,0.73,-1.401,-0.808,-0.557,1.083,-0.852,0.946,-0.18,0.745,-1.117,-0.874,-1.241,0.621,-1.679,-0.384,0.202,0.392,0.411,-0.237,-1.396,-0.739,2.25,-1.131,1.036,0.124,-0.663,0.752,1.359,-2.176,0.498,-1.785,0.583,-0.357,1.367,0
-1.019,1.096,-0.1,1.318,-0.772,-0.26,-0.327,-0.376,0.261,0.31,-0.404,-0.498,0.029,0.635,0.441,-1.76,0.106,-0.195,0.896,-0.729,-0.489,1.149,0.971,0.343,-0.501,0.547,0.162,0.079,0.393,-0.166,0.94,0.657,0.899,0.957,0.737,-0.457,-1.429,0.002,1.679,1.505,-0.655,0.988,-1.003,-0.578,1.052,-0.347,1.251,-0.74,1.301,-0.147,1
1.103,1.347,0.522,0.947,-1.601,-1.731,-0.043,0.054,1.603,-1.015,0.849,1.245,1.777,-1.89,-0.439,0.509,-0.543,1.031,0.517,0.158,-1.835,1.14,-0.859,-0.118,0.061,-2.218,1.757,-0.845,-0.654,-0.627,-1.57,0.716,-0.683,0.297,0.146,-1.419,1.028,0.032,0.233,-0.384,-0.918,-1.196,0.129,0.57,1.421,-0.046,-0.344,-0.36,-0.357,1.17,0
0.221,-0.564,1.16,0.479,0.542,1.016,0.785,-1.599,1.351,-0.686,-0.791,1.452,2.727,-0.153,-0.236,0.595,0.184,-0.578,1.063,0.457,-2.018,-0.414,0.852,0.264,-1.39,-0.815,-0.028,-0.127,-0.533,-0.782,-0.467,0.499,-0.055,0.166,1.144,-0.347,-0.421,0.572,1.384,0.493,0.61,0.605,1.18,-1.057,0.057,-0.027,-0.282,-0.072,-0.991,-1.701,0
0.002,-0.235,0.78,-0.38,-1.336,-1.146,-0.755,-0.99,-0.441,-1.589,0.241,0.111,-0.765,-1.449,-0.121,1.908,0.315,0.047,1.075,-0.806,0.044,-0.733,-0.029,-0.159,1.001,1.932,0.857,0.488,-0.093,0.628,-0.242,-0.275,0.423,-1.574,1.338,0.189,2.309,0.265,-1.294,1.06,-0.117,0.06,-0.607,0.643,0.128,-0.048,0.086,-1.163,0.133,-0.377,1
1.462,0.173,0.181,-0.414,0.011,-0.387,-0.769,-0.429,1.098,-0.088,-1.65,0.763,-1.078,1.556,-0.45,0.799,-0.5,0.455,-1.045,-0.948,-0.465,0.94,0.669,1.869,1.588,-0.45,2.175,1.854,1.294,0.349,-1.666,0.545,-0.283,-1.096,-1.869,0.05,0.488,0.084,-1.544,-1.089,0.397,-0.293,-1.393,-0.683,0.484,2.437,0.399,-0.276,-0.382,-0.997,1
0.924,1.075,0.751,-1.377,-1.103,-0.577,1.13,-0.977,1.744,-1.852,0.437,-0.108,0.203,-0.346,0.693,-0.496,-3.252,-0.502,-1.396,-0.49,0.939,-0.371,-0.179,-0.502,0.279,-0.507,1.068,-1.453,-1.077,-0.252,-0.818,0.978,-0.8,-0.293,0.472,0.339,0.457,-0.156,0.594,2.165,0.828,-0.07,-0.052,1.653,1.133,1.438,1.877,-1.033,-1.218,0.521,0
-2.118,-0.329,1.146,0.222,1.098,0.579,-0.138,-1.597,-0.197,1.355,-1.357,-0.197,-0.237,0.49,-1.742,-0.678,-3.305,-0.895,-2.514,0.79,1.676,0.234,1.205,-0.319,1.795,-0.54,0.444,-1.126,0.711,-1.512,-1.421,0.224,1.793,0.703,1.171,-1.645,1.819,0.782,0.33,-0.169,0.404,-0.504,0.951,0.935,0.036,-1.518,0.14,0.248,0.116,0.395,0
0.069,-0.256,0.212,0.63,2.718,-0.945,-0.81,-1.121,0.015,1.298,-0.815,-0.776,0.88,-0.192,0.334,0.854,0.439,1.493,0.078,1.44,0.557,-0.935,-0.151,-2.761,0.371,0.652,-0.545,-0.146,0.514,-0.944,0.734,-0.61,-0.827,-1.886,-1.911,1.468,-1.261,-0.374,-0.018,-1.755,-0.356,-0.76,1.665,0.638,-0.737,1.51,-1.553,-1.346,1.181,-2.034,1
-0.277,0.272,0.34,-0.831,-0.092,0.343,1.641,1.418,0.996,-0.033,-1.035,0.241,-1.837,2.253,-0.493,0.769,0.591,0.39,-0.966,-1.074,-0.118,1.243,-0.603,0.573,-1.021,0.533,0.985,1.241,0.959,-0.27,0.694,-0.307,-0.063,-2.338,-1.527,-0.33,-0.116,0.088,0.34,1.405,1.248,-1.391,0.695,1.056,0.738,-0.244,1.665,1.118,-0.249,1.143,1
0.29,2.714,0.532,-1.433,-0.261,-1.094,1.362,-0.401,-0.28,0.414,-0.216,0.0,-1.473,0.07,-0.551,0.514,0.348,-0.094,0.46,0.123,0.461,-1.113,-0.265,-0.383,-0.683,-1.296,-1.961,0.995,-0.452,-0.208,-0.821,0.362,-1.476,1.565,-0.585,0.609,-0.555,0.44,0.542,-1.764,-0.822,0.638,0.828,-1.719,0.622,0.696,-1.775,0.271,-0.159,0.83,0
0.54,0.742,0.709,-0.358,0.117,0.279,-0.507,1.121,0.285,0.838,-1.248,0.39,-1.999,0.64,-0.463,-0.86,0.151,2.259,-0.662,0.976,0.664,1.553,0.578,-1.562,-1.087,0.814,-0.348,-0.005,0.372,0.849,1.061,0.611,-0.56,-0.304,1.761,0.387,1.205,0.524,0.906,-0.093,0.096,0.41,-1.657,1.147,-0.718,-0.579,2.084,0.974,0.34,1.222,0
-0.323,-1.443,0.456,-1.01,0.877,0.032,-1.435,0.237,-0.62,-1.194,-0.216,0.223,0.118,0.36,1.353,-1.017,1.115,0.118,-2.352,-0.123,-0.906,-0.926,-0.938,0.35,-0.452,-1.489,1.898,-0.688,-0.177,-0.809,2.288,-0.12,1.323,0.643,-1.34,-0.528,0.43,1.246,-1.428,0.297,0.723,0.429,-0.417,1.192,0.351,1.198,-0.27,0.053,0.377,-0.585,1
0.61,0.633,-0.083,-0.206,0.82,-0.64,0.443,-1.611,2.161,-3.313,0.14,-0.067,-0.271,-1.481,-1.246,1.238,-1.169,2.15,-0.361,-0.248,0.043,-0.239,0.411,1.524,-1.553,0.388,0.245,1.673,0.045,-0.831,1.172,-1.063,-0.245,-0.174,0.873,1.098,-0.308,-2.647,-1.509,-0.102,0.005,-0.192,-1.401,-0.064,0.164,0.441,0.702,1.595,-1.485,0.165,0
-0.091,-1.04,-0.259,-1.549,1.089,0.948,-0.265,0.199,-1.798,-1.048,-0.525,0.347,-0.064,-0.424,-1.701,0.687,-0.137,-0.774,1.741,-0.62,-0.605,1.006,0.904,0.988,0.478,-0.495,1.244,0.432,1.164,0.145,-0.129,0.473,-0.406,-1.983,-0.903,0.547,1.286,-1.757,1.688,0.16,-0.417,0.172,-0.604,0.563,0.639,1.04,-1.593,1.14,0.326,0.646,1
2.054,-0.309,0.639,-0.215,0.079,1.594,-0.577,-0.941,0.078,-0.945,1.602,-0.546,0.264,0.016,0.016,-2.751,0.066,-0.064,0.277,-0.82,-1.167,-0.136,1.3,-0.242,-1.821,0.159,-1.974,-0.625,-0.057,0.651,0.242,-1.184,-0.597,-0.873,0.083,1.511,0.005,-1.166,0.035,-1.233,-1.041,1.525,0.607,-0.561,-1.326,0.809,0.571,0.092,-0.886,-0.34,1
-1.341,0.269,-1.131,0.975,-0.026,-0.77,-0.817,0.741,-0.461,0.862,-0.183,-0.66,-1.018,-0.232,0.294,-1.364,1.632,-1.464,-0.739,-0.112,-0.08,1.747,0.558,-0.189,-0.701,-0.919,-0.219,0.603,-0.521,0.414,0.239,0.368,0.908,-1.947,-0.102,0.28,-2.525,2.012,-0.062,-0.821,0.86,-0.366,0.463,0.417,-0.854,0.1,0.854,1.004,1.829,2.062,0
0.396,-1.423,-0.807,-0.975,-1.568,-0.762,0.349,-0.048,-0.028,-0.285,0.212,-0.656,1.321,-0.204,1.749,-0.157,-1.277,1.794,0.233,1.206,-0.663,0.449,-0.41,-0.144,-0.912,0.32,0.337,-1.14,0.477,-1.815,0.621,-0.714,-0.209,-1.64,0.397,0.048,0.314,-2.183,1.535,-0.171,-0.328,-3.262,-0.509,1.978,0.298,0.048,-0.817,0.216,-0.043,-0.08,0
0.573,-0.864,0.536,0.06,-0.313,-0.356,-1.486,-0.243,0.977,0.779,-0.88,2.052,1.161,-0.12,-0.112,-1.812,1.461,0.508,0.405,-0.001,2.561,0.078,0.135,-0.067,-0.519,-0.131,-1.977,-0.465,-0.833,1.138,1.809,-0.325,0.864,1.051,-0.82,-0.179,1.275,1.635,1.922,1.284,0.372,3.337,-0.012,0.04,0.051,1.306,-0.246,1.936,0.276,0.203,1
-0.181,0.843,-0.658,0.11,-0.334,0.225,-1.489,-0.985,1.371,0.02,-0.892,-0.58,-0.436,-1.871,-2.443,-0.604,-0.286,-0.883,-0.168,1.311,-1.176,0.939,0.538,-0.854,-0.711,-1.029,-0.361,-2.548,-0.467,2.267,0.191,0.203,-0.29,-0.305,0.467,-0.985,-1.149,-1.254,-1.056,-0.489,-0.103,0.4,-1.608,-0.538,-0.67,0.338,-0.287,0.901,-0.484,-0.273,0
0.226,-1.041,1.5,0.344,-0.234,0.806,1.668,0.205,0.497,-1.023,1.151,-1.613,0.166,-1.468,0.908,-1.146,0.6,-0.723,1.231,-1.708,-0.245,-0.58,0.194,-0.211,-0.64,1.175,0.262,-0.776,0.418,1.223,0.879,1.998,0.046,-1.106,-0.233,-0.739,0.668,1.444,-0.604,-0.431,-1.219,0.037,0.065,1.281,-1.453,1.394,1.025,-2.865,-0.016,-0.802,1
0.623,-0.051,0.118,-0.653,-0.95,-0.282,0.88,-0.562,-1.796,0.574,0.742,0.685,-0.218,-1.66,0.052,-0.114,1.596,1.512,-0.296,0.086,0.262,0.578,-0.47,-0.479,1.29,-1.448,-0.093,1.37,-0.744,0.47,2.027,0.129,2.241,0.314,0.39,-0.415,-0.947,-1.324,-0.343,0.457,-0.327,-0.062,0.61,0.414,-1.398,0.297,0.033,0.748,0.948,0.383,0
0.08,1.63,-1.004,-0.398,-0.043,-0.604,-0.89,-0.107,1.106,0.289,-0.879,-1.688,1.51,1.3,-1.142,-0.936,2.221,1.162,0.407,-0.006,0.583,0.196,-0.948,0.528,2.479,1.077,1.169,0.433,0.813,-2.385,0.31,1.709,1.113,1.786,-1.576,-1.178,0.956,0.669,-0.136,1.039,-0.926,1.743,-0.025,1.662,-0.271,-0.168,-1.816,-1.459,-1.552,-1.199,1
0.745,1.447,-0.295,-0.742,-0.828,0.678,0.706,0.418,1.615,-0.894,1.65,0.253,-1.833,-0.793,2.424,-0.193,0.238,1.889,0.193,-0.905,0.181,0.96,0.363,0.388,-1.991,-0.137,-0.263,0.521,-0.007,0.946,0.581,-0.58,-0.226,0.101,-0.333,-3.115,0.326,-0.011,-0.34,0.01,0.114,0.913,-0.277,1.5,0.781,-0.895,0.686,0.064,1.493,-0.23,0
-1.633,-0.51,1.135,0.468,-1.642,-0.454,-0.489,1.079,-0.801,-0.301,-0.869,0.108,-0.924,-1.03,0.474,0.418,-0.003,-1.116,1.297,0.804,-0.798,1.168,-0.139,-0.476,0.335,-0.934,0.997,-0.12,0.693,1.499,0.219,1.273,-0.21,-0.612,-0.977,0.125,-0.1,0.407,0.285,0.384,-0.359,0.274,-1.135,-0.084,0.588,1.337,0.642,0.968,0.438,0.133,1
1.255,1.425,0.764,-0.037,-0.675,0.768,-0.391,0.135,-1.481,1.83,-0.849,0.513,0.365,-1.268,-0.056,1.183,-1.61,-0.227,-0.642,0.086,-0.272,-0.451,-0.622,-0.378,-2.91,0.833,0.734,-1.123,-0.632,-0.418,0.029,0.932,0.432,-0.144,-0.014,0.733,0.207,0.972,0.837,-0.001,-0.715,-0.588,1.283,-0.984,-1.088,-0.287,-0.187,0.036,0.885,0.684,1
