,Gender,Age,Education,Nationality,Marital_Status,Governorate,Aware_151,Call_151,The_reason_of_the_call,Call_center_employee_communication_skills_evaluation,Satisfaction_with_the_doctors_response,How_often_do_you_receive_call_center_news,target
736,Male,18-24,High school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.1,1
737,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.0,0
738,Male,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,2.7,1
739,Male,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.9,1
740,Male,30-39,High school,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,2.5,1
741,Male,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.1,1
742,Male,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.1,1
743,Male,18-24,High school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,4.0,1
744,Male,60 and above,Doctor,Kuwaiti,Married,Capital,Yes,No,Complaints,3.0,3.0,3.1,1
745,Male,18-24,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,4.0,0
746,Male,30-39,High school,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,3.4,1
747,Male,25-29,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.3,1
748,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.4,1
749,Male,18-24,High school,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,1.7,1
750,Male,18-24,Diploma,Kuwaiti,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.1,1
751,Male,18-24,High school,Kuwaiti,Married,Capital,Yes,No,Complaints,3.0,3.0,2.7,1
752,Male,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.3,1
753,Male,30-39,High school,Kuwaiti,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,3.1,0
754,Male,30-39,Less than high school,Kuwaiti,Widow,AlAhmadi,No,No,Complaints,3.0,3.0,2.9,1
755,Male,30-39,High school,Kuwaiti,Married,Jahra,Yes,No,Complaints,3.0,3.0,1.8,1
756,Male,30-39,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,2.0,1
757,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.4,1
758,Male,30-39,Diploma,Other nationality,Single,Capital,No,No,Complaints,3.0,3.0,2.2,1
759,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.8,1
760,Male,25-29,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.1,1
761,Male,25-29,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.4,0
762,Male,18-24,Bachelor,Kuwaiti,Married,Capital,Yes,No,Complaints,3.0,3.0,2.9,0
763,Male,40-49,Bachelor,Kuwaiti,Widow,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,4.2,1
764,Male,30-39,High school,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,3.4,1
765,Male,18-24,High school,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.3,1
766,Male,18-24,High school,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,5.0,1
767,Male,18-24,High school,Other nationality,Single,AlAhmadi,No,No,Complaints,3.0,3.0,1.5,1
768,Male,18-24,High school,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,4.2,1
769,Male,18-24,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,1.7,1
770,Male,18-24,High school,Other nationality,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.9,1
771,Male,18-24,Bachelor,Unspecified,Single,Capital,No,No,Complaints,3.0,3.0,2.5,1
772,Male,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.9,1
773,Male,18-24,High school,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,2.4,1
774,Male,18-24,Bachelor,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,2.7,1
775,Male,18-24,High school,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,1.7,1
776,Male,18-24,High school,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,1.9,1
777,Male,Under 18,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.5,1
778,Male,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,2.3,1
779,Male,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.2,1
780,Male,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.5,1
781,Male,25-29,High school,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.7,1
782,Male,25-29,Diploma,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,2.0,1
783,Male,18-24,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.7,1
784,Male,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.0,1
785,Male,50-59,Diploma,Kuwaiti,Widow,Capital,Yes,No,Complaints,3.0,3.0,2.6,1
786,Male,18-24,High school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,2.6,1
787,Male,25-29,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.0,1
788,Male,18-24,Diploma,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.0,1
789,Male,25-29,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.1,1
790,Male,18-24,Diploma,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.3,1
791,Male,25-29,Bachelor,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.7,1
792,Male,18-24,High school,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,1.8,1
793,Male,25-29,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.2,1
794,Male,25-29,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,1.9,1
795,Male,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,1.8,1
796,Male,25-29,Bachelor,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.9,1
797,Male,18-24,High school,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,1.0,1
798,Male,25-29,High school,Unspecified,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.1,1
799,Male,18-24,Bachelor,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,3.4,1
800,Male,18-24,Diploma,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.9,1
801,Male,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.2,1
802,Male,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.2,1
803,Male,18-24,Diploma,Other nationality,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.8,1
804,Male,18-24,Bachelor,Unspecified,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.1,1
805,Male,18-24,Diploma,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.1,1
806,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.3,1
807,Male,Under 18,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.2,1
808,Male,40-49,Diploma,Kuwaiti,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,3.0,1
809,Male,30-39,Bachelor,Kuwaiti,Married,Jahra,Yes,No,Complaints,3.0,3.0,2.0,1
810,Male,25-29,Diploma,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,1.7,1
811,Male,30-39,Bachelor,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,2.9,1
812,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.8,1
813,Female,18-24,Bachelor,Other nationality,Single,Capital,No,No,Complaints,3.0,3.0,2.8,0
814,Female,30-39,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,1.9,0
815,Female,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,3.2,1
816,Female,18-24,High school,Other nationality,Single,Capital,No,No,Complaints,3.0,3.0,2.7,1
817,Female,18-24,High school,Other nationality,Single,Capital,No,No,Complaints,3.0,3.0,2.9,1
818,Female,18-24,High school,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.5,1
819,Female,30-39,Bachelor,Kuwaiti,Widow,Capital,Yes,No,Complaints,3.0,3.0,3.2,1
820,Female,60 and above,Master,Kuwaiti,Widow,Around,No,No,Complaints,3.0,3.0,2.2,1
821,Female,50-59,Bachelor,Kuwaiti,Widow,Farwaniya,Yes,No,Complaints,3.0,3.0,2.3,0
822,Female,50-59,Master,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,1.9,0
823,Female,60 and above,Doctor,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.2,1
824,Female,30-39,Bachelor,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,2.3,1
825,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,1.7,1
826,Female,40-49,Doctor,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.7,1
827,Female,18-24,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,1.7,1
828,Female,25-29,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.4,1
829,Female,18-24,High school,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.7,1
830,Female,18-24,High school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,1.3,1
831,Female,50-59,Diploma,Kuwaiti,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,3.8,1
832,Female,18-24,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,2.5,0
833,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,4.2,1
834,Female,Under 18,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.6,0
835,Female,18-24,High school,Kuwaiti,Married,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.1,1
836,Female,18-24,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.0,1
837,Female,18-24,Bachelor,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,2.0,1
838,Female,40-49,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,1.6,1
839,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.2,1
840,Female,25-29,Diploma,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.0,1
841,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.6,1
842,Female,30-39,High school,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.0,1
843,Female,18-24,High school,Kuwaiti,Widow,Farwaniya,No,No,Complaints,3.0,3.0,3.6,1
844,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,4.0,1
845,Female,25-29,Diploma,Kuwaiti,Married,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.7,1
846,Female,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.4,1
847,Female,18-24,High school,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,2.0,1
848,Female,25-29,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,3.4,1
849,Female,18-24,High school,Kuwaiti,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,2.7,1
850,Female,18-24,Bachelor,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,2.7,0
851,Female,18-24,High school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.8,1
852,Female,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,1.8,1
853,Female,18-24,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.7,1
854,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.9,1
855,Female,25-29,Bachelor,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,2.1,1
856,Female,25-29,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.1,1
857,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.0,1
858,Female,18-24,Diploma,Kuwaiti,Widow,Farwaniya,No,No,Complaints,3.0,3.0,2.5,1
859,Female,18-24,High school,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,2.8,1
860,Female,18-24,Diploma,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.3,1
861,Female,18-24,Bachelor,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,2.4,1
862,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.7,1
863,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.4,1
864,Female,50-59,High school,Other nationality,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,3.0,1
865,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.9,0
866,Female,18-24,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.9,1
867,Female,25-29,Master,Other nationality,Married,AlAhmadi,Yes,No,Complaints,3.0,3.0,5.0,1
868,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.7,1
869,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.6,0
870,Female,18-24,Bachelor,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,2.1,0
871,Female,30-39,Diploma,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,2.8,1
872,Female,18-24,Bachelor,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.7,1
873,Female,18-24,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,4.4,1
874,Female,25-29,Bachelor,Other nationality,Married,AlAhmadi,No,No,Complaints,3.0,3.0,3.5,1
875,Female,30-39,Bachelor,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.1,1
876,Female,25-29,Diploma,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,3.6,1
877,Female,25-29,Diploma,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,1.6,1
878,Female,Under 18,High school,Other nationality,Single,Around,No,No,Complaints,3.0,3.0,2.3,1
879,Female,Under 18,Less than high school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.0,1
880,Female,18-24,Master,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,2.5,1
881,Female,18-24,High school,Other nationality,Married,Capital,Yes,No,Complaints,3.0,3.0,2.5,0
882,Female,Under 18,High school,Other nationality,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.5,1
883,Female,25-29,Diploma,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.2,1
884,Female,50-59,Diploma,Unspecified,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,1.8,0
885,Female,40-49,High school,Unspecified,Married,Jahra,Yes,No,Complaints,3.0,3.0,3.3,1
886,Female,18-24,High school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.5,1
887,Female,Under 18,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.1,0
888,Female,18-24,Less than high school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.3,1
889,Female,40-49,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,2.6,1
890,Female,Under 18,Less than high school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.6,1
891,Female,Under 18,Less than high school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.0,0
892,Female,50-59,Less than high school,Unspecified,Married,Jahra,No,No,Complaints,3.0,3.0,2.1,1
893,Female,18-24,Bachelor,Other nationality,Single,Around,No,No,Complaints,3.0,3.0,2.2,1
894,Female,30-39,Diploma,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,1.9,1
895,Female,50-59,Less than high school,Kuwaiti,Married,Capital,Yes,No,Complaints,3.0,3.0,3.3,1
896,Female,30-39,Diploma,Unspecified,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,1.2,0
897,Female,30-39,Diploma,Unspecified,Widow,Jahra,Yes,No,Complaints,3.0,3.0,2.3,0
898,Female,30-39,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.7,0
899,Male,50-59,High school,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.7,1
900,Male,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.9,1
901,Male,Under 18,High school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,2.6,1
902,Male,30-39,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,4.4,1
903,Male,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.3,1
904,Male,18-24,High school,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.7,1
905,Male,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.4,1
906,Male,25-29,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.4,1
907,Male,30-39,High school,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.7,1
908,Male,18-24,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.3,1
909,Male,50-59,Doctor,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.2,0
910,Male,18-24,Diploma,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,1.3,1
911,Male,18-24,High school,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,3.3,1
912,Male,30-39,Diploma,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,1.9,1
913,Male,50-59,High school,Kuwaiti,Widow,Jahra,Yes,No,Complaints,3.0,3.0,1.5,0
914,Male,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.6,1
915,Male,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.7,0
916,Male,40-49,Bachelor,Other nationality,Married,Around,Yes,No,Complaints,3.0,3.0,3.3,1
917,Male,18-24,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,2.3,1
918,Male,30-39,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,1.9,0
919,Male,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.3,0
920,Male,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,2.0,1
921,Male,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.7,0
922,Male,18-24,High school,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,4.1,1
923,Male,25-29,Diploma,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,1.8,0
924,Male,18-24,Diploma,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,3.3,1
925,Male,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.1,1
926,Male,18-24,Diploma,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,1.9,1
927,Male,18-24,High school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.6,1
928,Male,18-24,High school,Other nationality,Single,Capital,No,No,Complaints,3.0,3.0,3.0,1
929,Male,25-29,Diploma,Other nationality,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.9,1
930,Male,25-29,Bachelor,Kuwaiti,Widow,Farwaniya,No,No,Complaints,3.0,3.0,2.7,0
931,Male,25-29,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.8,1
932,Male,18-24,Diploma,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.0,0
933,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.0,0
934,Male,60 and above,Diploma,Other nationality,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,1.7,1
935,Male,18-24,Doctor,Kuwaiti,Married,Capital,Yes,No,Complaints,3.0,3.0,3.0,1
936,Female,18-24,Bachelor,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,1.8,1
937,Female,18-24,High school,Other nationality,Single,Capital,Yes,No,Complaints,3.0,3.0,3.1,1
938,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.6,1
939,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.7,1
940,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,1.9,0
941,Female,25-29,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,1.9,0
942,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,1.8,0
943,Female,40-49,Bachelor,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.0,1
944,Female,50-59,Bachelor,Kuwaiti,Widow,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,2.8,1
945,Female,60 and above,Diploma,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.4,1
946,Female,40-49,Doctor,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,1.7,1
947,Female,30-39,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,1.8,1
948,Female,Under 18,Less than high school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.4,1
949,Female,18-24,High school,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,2.9,1
950,Female,40-49,Bachelor,Kuwaiti,Widow,Capital,Yes,No,Complaints,3.0,3.0,2.7,0
951,Female,30-39,Diploma,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.3,0
952,Female,30-39,Diploma,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,3.0,1
953,Female,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.3,0
954,Female,Under 18,Less than high school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.8,0
955,Female,30-39,Bachelor,Kuwaiti,Married,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.5,1
956,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.5,1
957,Female,Under 18,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,1.9,1
958,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.1,1
959,Female,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.0,0
960,Female,30-39,Bachelor,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.0,1
961,Female,30-39,Doctor,Kuwaiti,Widow,Capital,No,No,Complaints,3.0,3.0,1.9,1
962,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,4.4,1
963,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,1.6,1
964,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,4.3,1
965,Female,25-29,Diploma,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.1,1
966,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.0,0
967,Female,18-24,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,3.4,0
968,Female,25-29,High school,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.3,1
969,Female,25-29,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.1,0
970,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.5,1
971,Female,18-24,Bachelor,Other nationality,Single,Capital,No,No,Complaints,3.0,3.0,3.6,1
972,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.1,1
973,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.1,1
974,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.8,0
975,Female,Under 18,Less than high school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,4.5,1
976,Female,18-24,High school,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,1.0,0
977,Female,Under 18,Bachelor,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.7,1
978,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.6,1
979,Female,40-49,Master,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,1.0,0
980,Female,30-39,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,2.6,1
981,Female,25-29,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,1.1,1
982,Female,30-39,Diploma,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.3,1
983,Male,30-39,Bachelor,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.5,0
984,Male,25-29,Bachelor,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.2,1
985,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.7,1
986,Male,18-24,High school,Other nationality,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.3,1
987,Male,18-24,High school,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.0,1
988,Male,18-24,High school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.2,1
989,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.4,1
990,Male,18-24,Diploma,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,1.9,0
991,Male,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.5,1
